@relation data

@attribute id string
@attribute 1071 numeric
@attribute 116519 numeric
@attribute 19 numeric
@attribute 2 numeric
@attribute 213 numeric
@attribute 26119 numeric
@attribute 3339 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 337 numeric
@attribute 338 numeric
@attribute 344 numeric
@attribute 345 numeric
@attribute 348 numeric
@attribute 3931 numeric
@attribute 3949 numeric
@attribute 3990 numeric
@attribute 4023 numeric
@attribute 4547 numeric
@attribute 5034 numeric
@attribute 51128 numeric
@attribute 6382 numeric
@attribute 649 numeric
@attribute 8029 numeric
@attribute 81693 numeric
@attribute 949 numeric
@attribute 9619 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.3393,-0.2104,0.8534,0.0152,-0.1562,1.623,0.0551,0.0917,-0.0775,0.1131,-0.0963,0.0419,-0.1145,-0.2584,0.3992,0.5376,0.0349,0.0013,-0.1667,1.6337,1.6218,-0.0842,0.0814,0.3612,-0.0049,0.1528,0.3871,Control
Utah__A02,0.1499,-0.206,0.3528,-0.0072,-0.066,1.1955,0.1442,0.0526,-0.1077,0.0893,-0.0726,-0.0153,-0.1027,-0.2157,0.2617,0.4684,0.069,0.2321,-0.0579,1.643,1.4278,0.0116,0.1075,-0.0297,0.0431,-0.0425,0.1311,Control
Utah__A03,0.1991,-0.1414,0.6808,-0.0147,-0.0863,1.0044,0.1377,0.1237,0.0218,0.1043,-0.0771,0.0533,-0.0704,-0.2101,0.2815,0.9159,-0.0133,-0.0222,-0.0019,1.762,1.6077,0.034,0.1801,-0.0346,0.0173,0.3057,0.1859,Control
Utah__A04,0.126,-0.0749,0.3649,-0.0188,-0.0565,1.263,0.1376,0.2092,-0.0095,0.0971,-0.0616,0.0219,0.0111,-0.0416,0.1876,0.5027,-0.0521,0.0621,-0.0808,1.7937,1.4334,0.089,0.1169,0.0868,0.2178,0.0716,0.1542,Control
Utah__A05,0.1998,-0.1017,0.4372,-2e-04,-0.0594,1.468,0.115,0.118,-0.1003,0.115,-0.0614,-0.0322,-0.1221,-0.0551,0.2315,0.961,0.0274,-0.0158,-0.0918,1.9008,1.7075,0.003,0.1287,0.1451,0.233,0.255,0.1833,Control
Utah__A06,0.1165,-0.2346,0.5253,-0.0099,-0.0447,1.2105,0.1048,0.0501,-0.085,0.0088,-0.0741,0.0415,-0.0357,-0.2317,0.1835,0.5035,0.0019,0.0604,-0.0586,1.8343,1.538,-0.0219,0.1446,0.163,-0.0575,0.217,0.157,Control
Utah__A07,0.098,-0.1996,0.4823,0.0736,-0.1066,1.3229,0.1636,0.0777,-0.0511,0.0595,-0.088,0.0018,-0.1269,-0.1943,0.2458,0.5142,0.0555,-0.0125,-0.08,1.7142,1.6073,-0.0034,0.1023,0.2167,0.0301,0.1403,0.1224,Control
Utah__A08,0.1399,-0.1192,0.6281,0.1999,-0.0725,1.418,0.0583,0.0418,-0.025,-0.0046,-0.0982,0.0768,-0.1885,-0.2009,0.2181,0.5161,0.2399,-0.0431,-0.1161,1.4449,1.3911,-0.0729,0.0415,0.6307,-0.0044,0.0025,0.2386,Control
Utah__A09,0.1747,-0.1873,0.6484,0.0399,-0.0777,1.3697,0.1454,0.1082,-0.0521,0.1275,-0.0682,0.1085,-0.1925,-0.132,0.2798,0.4321,0.0833,0.019,-0.0338,1.6826,1.4969,0.0567,0.0871,0.2658,0.0846,0.052,0.1994,Control
Utah__A10,0.3144,-0.1158,0.7515,0.2757,-0.1085,1.3386,0.0762,0.1016,-0.0809,0.0411,-0.0744,0.0896,-0.0732,-0.1362,0.2262,0.4879,0.0371,-0.0271,-0.0792,1.7191,1.579,-0.0376,0.0913,0.1106,0.0792,0.1225,0.2597,Control
Utah__A11,0.15,-0.2592,0.587,0.0934,-0.0652,1.1871,0.0414,0.0424,-0.1243,0.0782,-0.0969,0.1097,-0.0029,-0.262,0.2287,0.5329,0.0067,-0.202,-0.0435,1.7013,1.3321,-0.0974,0.0424,0.1082,-0.0166,0.1113,0.2351,Control
Utah__A12,0.2714,-0.004,0.2045,-0.0376,-0.0073,1.1069,0.2098,0.0104,-0.0544,-0.0488,4e-04,0.2473,-0.1864,-0.3182,0.1782,0.2237,0.0121,-0.0594,0.1016,1.3466,1.1155,-0.0297,0.075,-0.0498,-0.2065,-0.0423,0.053,Control
Utah__B01,0.2392,-0.3261,0.4426,-0.0206,-0.0362,1.6639,0.0122,-0.0394,0.1681,-0.1476,-0.0498,0.1934,-0.2343,-0.405,0.2011,0.2861,0.1331,-0.0128,-0.0669,1.2383,1.3479,-0.2803,-0.059,0.3829,-0.4329,0.0178,0.0414,Control
Utah__B02,0.1675,-0.2143,0.4457,0.0227,-0.0621,1.6189,0.1279,0.1285,0.0424,0.0252,-0.0378,0.0519,-0.1217,-0.0622,0.3789,0.5747,0.0176,0.083,-0.0662,1.7818,1.6042,0.02,0.0796,0.234,0.1321,0.2208,0.2404,Control
Utah__B03,0.2245,-0.1411,0.3587,0.0981,-0.0712,1.3391,0.0472,0.1041,0.0841,0.07,-0.053,0.1598,-0.1674,-0.2499,0.2138,0.527,0.0174,-0.0763,-0.09,1.5811,1.4612,-0.148,-0.0138,0.1476,-0.0539,0.0538,0.1833,BRCACancer
Utah__B04,0.1799,-0.188,0.559,0.1488,-0.1033,1.3702,0.1342,0.1083,-0.0218,0.0044,-0.0886,0.1209,-0.1905,-0.1932,0.2701,0.4656,-0.0303,0.0017,-0.1909,1.3682,1.199,-0.1283,0.0405,0.3801,-0.0945,0.3213,0.1288,BRCACancer
Utah__B05,0.1681,-0.1371,0.5402,-0.0048,-0.0387,0.9219,0.1412,0.1015,-0.0087,0.0501,-4e-04,-0.0026,-0.077,-0.1988,0.2258,0.3115,-0.0719,-0.0813,0.0237,1.5812,1.1175,-0.0777,0.123,0.052,-0.0749,0.0527,0.1155,BRCACancer
Utah__B06,0.0863,-0.3029,0.5008,0.0486,0.0287,0.7547,-0.0155,-0.0359,0.1377,-0.176,-0.0154,0.0952,-0.2253,-0.4684,0.0234,0.141,0.0013,-0.0681,-0.0442,1.0869,1.0043,-0.246,-0.1176,0.1444,-0.5269,-0.1648,-0.0894,BRCACancer
Utah__B07,0.1897,-0.1142,0.4334,0.2349,-0.0662,1.3645,0.1458,0.1445,0.0324,0.1136,-0.0386,0.1304,-0.2317,-0.0858,0.3729,0.4862,-0.0655,-0.0134,-0.0206,1.7151,1.5711,-6e-04,0.131,0.2177,0.0737,0.0901,0.152,BRCACancer
