@relation data

@attribute 125 numeric
@attribute 126 numeric
@attribute 55902 numeric
@attribute 127 numeric
@attribute 216 numeric
@attribute 124 numeric
@attribute 217 numeric
@attribute 131 numeric
@attribute 84532 numeric
@attribute 130 numeric
@attribute Class {Control,BRCA}

@data
10.96541655,9.6928862,8.6154488574,6.262508033,10.137118032,13.65917147,13.0288437,5.169936271,9.442218403,5.609704182,Control
10.78521972,9.225400943,8.4546626756,6.19947933,10.2706930805,12.45678569,11.95442182,5.301232095,9.791114496,5.946445035,BRCA
8.439977457,6.558195394,8.1184164756,5.1797990125,8.166738199,10.37227772,10.45871961,5.057354142,10.09063551,5.970630084,BRCA
9.933831202,7.149216488,8.3242083128,5.3573935195,8.7478253225,11.67143283,11.12925744,5.801553978,10.49616,6.528106825,Control
10.54993411,8.718559525,8.5402300052,6.084648569,9.751713309,13.18229429,11.84647188,5.038053386,9.970480225,5.854002662,BRCA
10.03551433,8.716211674,8.5381748902,5.779174922,10.1207332755,13.03513077,12.28941816,5.10518698,9.266119565,5.69000583,BRCA
7.873876433,6.194663913,8.3440081242,5.4084174235,9.6761316425,9.616503414,9.234794159,4.904497645,9.382883972,6.335440044,BRCA
9.812803484,9.137478628,7.8220650316,5.379819241,10.5980063685,13.10298289,11.61805062,4.918399651,8.494986676,5.757697518,Control
8.050530436,7.163325442,7.8515227798,5.286166152,9.0682075815,10.81594784,10.9270559,4.920187583,10.28274128,5.531234258,BRCA
10.51195055,7.703490296,8.4585073162,5.5590900495,9.8389993355,12.68048706,12.50386679,4.963487128,10.27274674,6.129803967,BRCA
10.19503414,10.38874414,8.288257174,6.592045787,11.42485272,12.63275562,12.8865864,5.787779337,10.23384167,5.58030474,BRCA
10.55403266,9.113990271,8.440843213,5.938127412,10.7955408295,13.33171827,11.97837451,4.549507972,9.258413586,5.620081415,Control
11.35660343,8.737501821,8.5004139464,6.0505347045,10.3479422995,14.08516788,12.97619003,4.963024656,9.087993892,5.836309985,Control
8.628446565,7.023674317,8.4106566408,5.141764623,8.159371112,11.17659722,10.97440404,5.149758548,10.40449794,5.511287161,BRCA
9.13733773,8.073955593,8.3187473884,5.246647124,8.857578785,11.33246195,11.44340995,4.683996719,10.12682742,5.734581769,BRCA
9.4656486,8.595435709,8.270755784,6.277338049,8.3118895175,11.34542758,11.22221848,5.467451694,10.51117475,5.890696716,BRCA
8.758990275,7.668390635,8.034374776,5.274938286,7.491978621,10.66204549,11.05105615,5.551986008,10.29486801,5.589247584,BRCA
9.428140886,7.589615804,8.2234021498,5.1571038305,9.0986616895,11.85143099,11.73537632,4.832144764,10.05069253,6.153811034,BRCA
8.284894788,7.874076306,8.3888758708,5.541454166,8.1329195525,10.66287331,10.84509426,4.725212151,10.23556586,5.644873832,BRCA
7.136430133,8.486876366,8.6304832702,6.3488353595,9.1323494815,9.442057669,9.486151779,5.255700175,10.4516596,5.80517071,BRCA
