@relation data

@attribute id string
@attribute 5579 numeric
@attribute 1742 numeric
@attribute 5578 numeric
@attribute 59283 numeric
@attribute 10369 numeric
@attribute 10368 numeric
@attribute 2893 numeric
@attribute 23426 numeric
@attribute 9495 numeric
@attribute 5582 numeric
@attribute 1175 numeric
@attribute 4905 numeric
@attribute 1173 numeric
@attribute 27092 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 2892 numeric
@attribute 2891 numeric
@attribute 2890 numeric
@attribute 4193 numeric
@attribute 80852 numeric
@attribute 1739 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 160 numeric
@attribute 4646 numeric
@attribute 2036 numeric
@attribute 9463 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0332,0.3915,0.5523,0.1744,-0.0854,-0.1159,-0.1059,-0.0185,0.1801,-0.0542,0.7167,0.7934,1.4197,-0.0995,0.0866,0.0146,0.8699,0.6253,-0.1052,-0.1511,-0.0962,1.412,-0.0956,0.7144,0.62,0.9631,0.9278,0.1664,-0.0591,0.4049,Control
A02,0.6697,0.2389,0.1715,0.1479,-0.1415,-0.1908,-0.1191,-0.1052,0.3628,-0.1266,0.7705,0.5403,1.4253,-0.1129,0.2548,0.1389,0.6234,0.4398,-0.1305,-0.0765,-0.0841,1.1895,-2e-04,0.4698,0.4326,0.7721,0.966,0.3726,-0.0884,0.2059,Control
A03,0.9489,0.4019,0.1678,0.2418,-0.1196,-0.1723,-0.1184,-0.1343,0.2131,-0.1293,0.8684,0.8373,1.4715,-0.0489,0.2066,0.1141,0.7986,0.5013,-0.1426,-0.0819,-0.0862,1.5968,-0.0302,0.5864,0.5366,0.9586,1.137,0.383,-0.0761,0.3027,Control
A04,0.7891,0.3167,0.2858,0.2281,-0.1736,-0.1132,-0.0954,-0.1057,0.1159,0.0079,0.8945,0.5443,1.5759,-0.1404,0.1188,0.1004,0.6924,0.4688,-0.0878,-0.04,-0.0994,1.1684,-0.0191,0.5653,0.4624,0.7734,0.9251,0.2461,-0.0704,0.2958,Control
A05,0.9233,0.4794,0.2856,0.2162,-0.1167,-0.1368,-0.0761,-0.0403,0.3937,-0.0072,1.0712,0.7768,1.677,-0.0794,0.1783,0.0961,0.7731,0.5309,-0.0899,-0.0889,-0.081,1.3876,-0.0281,0.5943,0.6111,0.8769,1.2359,0.1616,-0.0414,0.4345,Control
A06,0.8755,0.322,0.2749,0.1325,-0.0802,-0.1241,-0.0926,-0.0841,0.1944,-0.1821,0.7794,0.7322,1.4828,-0.0957,0.2193,0.0668,0.5826,0.4753,-0.1053,-0.0765,-0.0731,1.2594,-0.0645,0.5244,0.4754,0.8799,1.051,0.1026,-0.0875,0.4126,Control
A07,1.2903,0.3883,0.5058,0.1078,-0.1459,-0.134,-0.1192,-0.0658,0.5265,-0.1545,0.7656,0.8743,1.5403,-0.0936,0.2253,0.1203,0.9004,0.5806,-0.1486,-0.072,-0.0667,1.4421,-0.0502,0.7116,0.5419,1.0105,1.0529,0.1715,-0.1009,0.3135,Control
A08,1.3963,0.2333,0.8574,0.0993,-0.161,-0.1557,-0.1118,-0.0596,0.3608,-0.1576,0.5963,0.9064,1.337,-0.0759,0.1563,0.0455,1.2546,0.5916,-0.1427,-0.1384,-0.1273,1.4586,-0.1173,0.9467,0.5573,1.0708,0.9344,0.2318,-0.0633,0.3628,Control
A09,1.2298,0.2885,0.5722,0.1054,-0.0989,-0.0783,-0.1073,-0.0778,0.4319,-0.151,0.8142,0.7879,1.4405,-0.0923,0.2061,0.1087,0.8152,0.5451,-0.111,-0.0576,-0.0632,1.3379,-0.0229,0.6449,0.5094,0.9394,0.9406,0.1398,-0.0712,0.3551,Control
A10,1.2971,0.3303,0.3634,0.2039,-0.1238,-0.1367,-0.065,-0.0729,0.037,-0.0144,0.8653,0.8066,1.5258,-0.0542,0.0703,0.0281,1.1071,0.5944,-0.0971,-0.0799,-0.0954,1.402,-0.0577,0.7964,0.5054,1.0296,0.8963,0.5744,-0.0586,0.2815,Control
