@relation data

@attribute id string
@attribute 5330 numeric
@attribute 1741 numeric
@attribute 23236 numeric
@attribute 805 numeric
@attribute 1742 numeric
@attribute 5331 numeric
@attribute 801 numeric
@attribute 2788 numeric
@attribute 2787 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2897 numeric
@attribute 2791 numeric
@attribute 2898 numeric
@attribute 2792 numeric
@attribute 2899 numeric
@attribute 2793 numeric
@attribute 83988 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 2901 numeric
@attribute 10681 numeric
@attribute 2900 numeric
@attribute 1739 numeric
@attribute 2782 numeric
@attribute 51764 numeric
@attribute 808 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.7084,0.2977,0.4303,1.1595,0.3915,0.577,2.3173,0.4901,1.0856,0.919,-0.0227,0.5399,-0.0547,0.1248,-0.1352,1.6097,-0.1355,-0.1115,-0.033,0.3338,0.2314,1.0858,-0.0685,0.4775,0.0408,0.5855,-0.0594,0.7144,1.414,0.026,2.0808,Control
A02,1.6702,0.2292,0.2262,0.9813,0.2389,0.4872,2.331,0.3306,0.7634,1.0066,-0.0064,0.5789,0.0724,0.1585,-0.1252,1.3471,-0.0388,-0.0107,0.0059,0.2554,0.1326,1.022,0.0029,0.1854,0.055,0.2454,-0.081,0.4698,1.3774,0.1274,2.1764,Control
A03,2.0238,0.2961,0.3007,1.2374,0.4019,0.7102,2.5215,0.2789,1.2042,1.1432,0.0315,0.7336,0.0226,0.2682,-0.1477,1.5199,-0.0497,-0.1264,-0.0065,0.7994,0.3139,1.2814,-0.0297,0.2562,0.0272,0.2872,-0.0298,0.5864,1.4718,0.0957,2.1323,Control
A04,1.6228,0.1797,0.1828,1.0291,0.3167,0.5036,2.6061,0.4236,0.8648,0.9454,-0.0315,0.6723,0.013,0.1309,-0.1077,1.4955,-0.0404,-0.0455,-0.029,0.2105,0.1524,0.9732,-0.0499,0.3302,0.124,0.4014,-0.0241,0.5653,1.4544,0.1156,2.2841,Control
A05,1.8707,0.1833,0.4625,0.994,0.4794,0.8193,2.2755,0.4397,1.1603,1.296,-0.0312,0.7587,0.0179,0.1017,-0.121,2.287,-0.0826,-0.0806,-0.0583,0.5324,0.216,1.0752,-0.0418,0.4779,0.0636,0.4597,-7e-04,0.5943,1.553,0.1322,2.3856,Control
A06,1.742,0.167,0.3563,1.154,0.322,0.6236,2.2293,0.3392,0.988,1.039,-0.0332,0.5575,-0.01,0.1002,-0.1441,1.2718,-0.0884,-0.1084,0.0172,0.4152,0.2191,1.3107,0.0125,0.2435,-9e-04,0.3018,-0.1158,0.5244,1.3984,0.0493,2.1384,Control
A07,1.7855,0.1848,0.8391,1.4581,0.3883,0.642,2.2849,0.3759,0.9953,1.1347,-0.0204,0.6289,0.0088,0.0665,-0.1361,1.6179,-0.0926,-0.1539,-0.0219,0.5242,0.3202,1.4486,0.0084,0.2152,0.0444,0.3421,-0.0637,0.7116,1.5046,0.0263,2.178,Control
A08,1.7589,0.2701,0.6234,1.2592,0.2333,0.4185,2.199,0.2853,0.9791,0.873,-0.0321,0.4918,-0.0448,0.1109,-0.1357,1.384,-0.1268,-0.0861,-0.0568,0.4541,0.4899,1.595,-0.0654,0.5065,0.0013,0.488,-0.0855,0.9467,1.4784,0.1487,1.9223,Control
A09,1.6492,0.2316,0.7121,0.9544,0.2885,0.5998,2.2287,0.3133,0.7509,0.9565,-0.0672,0.5252,0.0346,0.1913,-0.1236,1.8706,-0.0808,-0.1335,-0.0031,0.5022,0.2957,1.4451,-0.0253,0.1661,0.0339,0.4962,-0.0823,0.6449,1.3959,-0.0284,2.3056,Control
A10,1.7309,0.3083,0.9357,1.2719,0.3303,0.5409,2.2654,0.3022,1.0795,1.0972,-0.0698,0.5499,0.0059,0.1182,-0.109,2.1093,-0.0871,-0.1431,-0.0538,0.5166,0.5317,1.5315,-0.0291,0.13,0.0399,0.4614,-0.0681,0.7964,1.4977,0.0718,2.2472,Control
