@relation data

@attribute id string
@attribute 2159 numeric
@attribute 2811 numeric
@attribute 2158 numeric
@attribute 2157 numeric
@attribute 2147 numeric
@attribute 7450 numeric
@attribute 3827 numeric
@attribute 2815 numeric
@attribute 3818 numeric
@attribute 5547 numeric
@attribute 2814 numeric
@attribute 2 numeric
@attribute 2161 numeric
@attribute 2160 numeric
@attribute 710 numeric
@attribute 708 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0181,1.2385,-0.1383,0.0172,-0.0838,0.0158,-0.141,1.0185,-0.0301,1.1133,0.4051,0.0152,-0.0793,-0.0253,0.2509,0.8639,Control
A02,0.0605,1.1102,-0.0906,-0.0382,-0.0682,0.0148,-0.1319,0.7585,-0.0779,1.1504,0.456,-0.0072,0.0351,-0.0202,0.2537,0.6655,Control
A03,0.0732,1.0277,-0.1462,-0.0563,-0.0986,0.0139,-0.1472,0.7921,-0.028,1.2685,0.3188,-0.0147,-0.0028,-0.0832,0.7842,0.7056,Control
A04,0.0192,1.1051,-0.065,-0.0333,-0.0334,-0.0065,-0.139,1.1093,-0.0142,1.0248,0.5406,-0.0188,0.167,-0.0725,0.0635,0.7983,Control
A05,0.0502,1.661,-0.1177,-0.0212,-0.059,0.1099,-0.1456,1.3247,-0.0145,1.2602,0.7111,-2e-04,0.1329,-0.0681,0.2786,0.8875,Control
A06,0.0156,0.7341,-0.1565,-0.0376,-0.0823,0.09,-0.1345,0.7978,-0.0492,1.1597,0.3918,-0.0099,-0.0467,-0.0412,0.2482,0.7721,Control
A07,0.0175,1.0384,-0.1232,-0.0386,-0.0981,-0.0063,-0.1365,0.8538,0.0087,1.2457,0.493,0.0736,0.0602,-0.0939,0.1086,0.7801,Control
A08,0.0156,0.5688,-0.206,-0.0742,-0.0797,-0.0256,-0.1678,0.6741,0.0719,0.8785,0.1737,0.1999,-0.0313,-0.1089,0.249,0.6529,Control
A09,0.0137,1.0981,-0.1523,-0.0608,-0.1022,0.055,-0.1403,1.0243,-0.0558,1.0825,0.4706,0.0399,0.0654,-0.0827,0.1744,0.7363,Control
A10,0.0205,1.3014,-0.0884,0.0046,-0.0788,0.0899,-0.1271,1.1298,0.0061,1.1729,0.4909,0.2757,0.003,-0.083,0.3155,0.7574,Control
A11,0.0162,0.8509,-0.0949,-0.0285,-0.1198,0.0318,-0.1546,0.5253,-0.1424,1.1646,0.0842,0.0934,-0.084,-0.028,0.2182,0.719,Control
A12,0.0715,1.0049,-0.0942,-0.0487,-0.1108,0.1454,0.0164,1.0907,-0.0429,0.8177,0.2926,-0.0376,-0.1237,-0.0171,0.1421,0.6018,Control
B01,-0.1094,0.7025,-0.1607,-0.0465,-0.1499,0.1301,-0.0771,0.6086,-0.0073,0.9059,0.1697,-0.0206,-0.3055,-0.0274,0.1918,0.6934,Control
B02,0.0443,0.8225,-0.1122,-0.0661,-0.0799,0.0437,-0.1069,0.7858,-0.0447,1.1285,0.3452,0.0227,-9e-04,-0.07,0.0821,0.8923,Control
B03,0.0072,0.2677,-0.0545,-0.0777,-0.0631,0.0806,-0.0865,0.44,-0.0155,1.0172,0.1084,0.0981,-0.1615,-0.073,0.0786,0.8527,BRCACancer
B04,-0.0152,0.9288,-0.203,-0.0939,-0.1392,-0.0105,-0.1557,0.76,-6e-04,0.7351,0.3011,0.1488,-0.0753,-0.0036,0.077,0.4377,BRCACancer
B05,-0.0249,0.804,-0.1625,-0.0962,-0.1032,-0.0318,-0.1709,0.8233,-0.0084,0.8922,0.1806,-0.0048,-0.069,1e-04,0.1998,0.7161,BRCACancer
B06,-0.1286,0.4402,-0.1991,-0.0707,-0.1585,0.0483,0.0871,0.535,-0.0703,0.6683,-0.0684,0.0486,-0.3088,0,0.0841,0.2789,BRCACancer
B07,-0.0548,0.9634,-0.0285,-0.0491,-0.0836,-0.0123,-0.1525,0.6973,-0.0178,1.0715,0.2819,0.2349,0.0468,-0.073,0.1753,0.7393,BRCACancer
B08,0.0874,1.9105,-0.051,-0.001,-0.0268,0.1281,-0.1282,1.1362,-0.1054,1.3642,0.5454,0.0322,0.0094,-0.0553,0.0936,0.9085,Control
B09,0.0255,1.2525,-0.1119,-0.0554,-0.0929,0.0643,-0.1774,0.9396,-0.1023,0.5106,0.3135,0.2064,-0.1029,-0.1258,-0.0249,0.617,Control
B10,0.035,0.5635,-0.1139,-0.0468,-0.105,-0.0244,-0.0512,0.7649,-0.0392,0.6565,0.2364,0.0033,-0.0347,-0.0701,0.0835,0.3812,Control
B11,-0.0248,1.4222,-0.134,0.003,-0.0187,0.1099,-0.0301,1.2346,-0.0664,1.0413,0.4395,0.0669,-0.0197,-0.0534,0.2465,0.7359,Control
B12,0.0245,0.6978,-0.121,-0.0754,-0.0978,-0.0265,-0.0763,0.5398,0.1571,0.4715,0.1787,-0.0176,-0.0972,0.0304,0.0444,0.2517,Control
C01,5e-04,1.1079,-0.1344,-0.0696,-0.1113,0.0055,-0.1207,0.929,-0.0468,1.1801,0.2855,-0.0045,-0.0117,-0.0555,0.136,0.8876,BRCACancer
C02,0.0179,1.3253,-0.1387,-0.0849,-0.0271,0.0114,-0.1113,1.1995,0.0025,1.1599,0.5691,-0.0343,0.1501,-0.0142,0.1367,0.9088,BRCACancer
C03,-0.0395,1.2295,-0.0945,-0.0643,-0.0998,0.0936,-0.1004,1.0831,-0.005,1.1362,0.4852,0.0121,0.1248,0.0035,0.2917,0.9337,BRCACancer
C04,0.1086,1.6736,-0.0583,-0.031,0.1073,0.0261,-0.181,1.106,-0.0989,0.857,0.5688,0.0186,0.1538,-4e-04,0.0935,0.6976,Control
C05,0.0484,0.6214,-0.083,-0.1009,0.01,0.0062,-0.0818,0.6212,-0.0422,1.1028,0.4086,-0.0171,0.1257,-0.0477,0.0723,0.6875,BRCACancer
C06,0.1159,0.2535,-0.0187,-0.2122,-0.0019,-0.0018,-0.1758,0.6537,-0.2075,0.167,0.0192,-0.0574,-0.0617,0.0128,0.0567,0.2761,Control
C07,0.0502,1.4657,-0.0979,0.0056,-0.1253,0.0552,-0.1342,0.9698,-0.0544,1.0175,0.5094,-0.0309,0.0715,-0.013,0.0406,0.6042,Control
C08,0.0528,1.5948,-0.0281,-0.022,-0.0357,-0.0052,-0.1218,1.0868,-0.0761,1.1281,0.3222,-0.0744,0.0165,-0.0588,0.2789,0.9241,Control
C09,0.0681,1.0753,-0.0981,-0.0472,-0.0115,-6e-04,-0.1589,0.9722,-0.0908,1,0.3543,0.0196,0.0498,-0.0307,0.137,0.746,Control
C10,0.0428,0.7325,-0.1254,-0.0737,-0.0812,-0.0134,-0.0729,1.0713,-0.0312,0.9759,0.4461,-0.0201,0.1334,0.013,0.1485,0.7753,BRCACancer
C11,0.0618,1.753,0.0493,0.0122,0.0135,0.0471,-0.1517,1.3393,-0.0432,0.9799,0.5323,-0.0114,0.0671,-0.0668,0.2734,1.0037,Control
C12,0.0675,1.6311,-0.0048,-0.0504,-0.078,0.1015,-0.1191,1.3731,-0.0385,0.6086,0.5437,0.0033,0.1116,-0.052,0.2009,0.5693,BRCACancer
D01,0.0216,0.3268,-0.0911,-0.1021,-0.0772,0.019,-0.1309,0.5262,-0.0466,0.6342,0.0174,0.1352,-0.0687,-0.0257,0.0561,0.5153,BRCACancer
D02,0.0822,1.6443,-0.1221,-0.028,-0.0178,0.1442,-0.1283,1.223,-0.0502,0.9683,0.5372,-0.008,0.125,-0.0422,0.2633,0.7911,BRCACancer
D03,0.0369,1.6485,-0.0765,-0.0823,-0.0628,0.0227,-0.0342,1.3847,-0.0377,0.816,0.6938,-0.0396,0.1186,-0.0388,0.0489,0.6851,BRCACancer
D04,0.0594,1.5404,-0.0749,-0.05,0.0074,0.0571,-0.1174,1.1557,-0.1115,1.0064,0.5421,-0.0068,0.0606,-0.078,0.1793,0.8664,BRCACancer
D05,0.0038,1.6803,-0.0884,-0.1069,-0.1198,0.0888,-0.1129,1.4764,-0.0416,1.1517,0.7255,-0.0265,0.1003,-0.0218,0.0865,0.6717,BRCACancer
D06,0.0775,1.3128,-0.0855,-0.0486,-0.04,0.0395,-0.0879,1.0484,-0.0692,1.157,0.4298,-0.0194,0.0495,-0.0654,0.132,0.8415,BRCACancer
D07,0.0589,1.3623,-0.0562,0.018,-0.037,0.0712,-0.1084,1.421,-0.0981,1.1243,0.4561,-0.0125,0.1004,-0.0957,0.1813,0.8317,Control
D08,0.0449,1.2904,-0.0887,-0.1049,-0.0641,0.0828,-0.1029,1.1177,-0.1097,0.9206,0.3329,-0.0358,0.0324,-0.0908,0.2169,0.5319,Control
D09,0.0877,1.4447,-0.0624,-0.0196,-0.1001,0.0132,-0.1593,1.1001,-0.0364,0.9506,0.4556,-0.0806,0.0691,-0.0162,0.1299,0.9214,Control
D10,0.0671,1.4276,-0.0988,-0.006,-0.0222,0.0621,-0.0268,1.027,-0.1124,1.0821,0.2677,-0.0359,0.0606,-0.0775,0.1508,0.7953,Control
D11,0.0922,0.8329,-0.0545,-0.0669,-0.0594,0.1515,0.0297,1.0336,-0.209,0.5388,0.2395,-0.0142,-0.0777,-0.0312,0.1956,0.4901,Control
D12,0.1105,0.8791,0.0562,0.0076,0.0345,0.0907,-0.212,0.8079,-0.1905,0.9312,0.2386,0.009,0.0415,-0.0344,0.0206,0.783,Control
E01,0.0367,0.1927,-0.0693,-0.0839,-0.0521,-0.0271,-0.0868,0.2188,-0.0899,1.0376,0.144,-0.0213,0.0531,0.0435,0.1036,0.6647,BRCACancer
E02,0.0528,1.5791,-0.0684,-0.0471,-0.0568,0.0763,-0.0724,1.4544,0.005,0.9901,0.5425,-0.0556,0.0532,-0.0231,0.0553,0.8187,Control
E03,0.0303,1.2146,-0.0662,0.0213,-0.0507,0.1067,-0.107,1.128,-0.0468,1.2232,0.4663,-0.0255,0.1213,-0.0842,0.3429,1.0201,Control
E04,-0.0264,1.777,-0.073,-0.0284,-0.0172,0.0711,-0.0967,1.3578,0.017,1.0203,0.5795,-0.0174,0.1167,-0.0236,0.1663,0.9609,Control
E05,0.0118,1.2423,-0.0591,-0.0125,-0.101,0.1308,-0.065,1.2603,-0.0717,0.6942,0.4706,-0.0455,-7e-04,-0.0215,0.2457,0.7383,Control
E06,0.0425,0.4867,-0.125,-0.1082,-0.1162,0.0502,0.0068,0.9025,-0.0466,0.8421,0.0794,-0.0892,-0.0267,0.0072,0.2095,0.4287,BRCACancer
E07,0.102,2.088,-0.0979,-0.0229,-0.0114,0.1161,-0.1015,1.5411,-0.0695,0.9673,0.762,-0.0088,0.077,-0.0409,0.085,0.7836,BRCACancer
E08,0.033,1.554,-0.0889,-0.007,-0.0241,0.0641,-0.1315,1.3108,-0.0545,1.1433,0.5206,-0.0142,0.0363,-0.0487,0.3419,0.8254,Control
E09,-0.0316,1.7309,-0.0892,0.0764,0.006,0.134,-0.074,1.3741,-0.1142,1.0587,0.5388,0.0212,0.0905,-0.0373,0.2015,0.8009,BRCACancer
E10,-0.0524,1.0772,-0.116,-0.0294,-0.0568,0.0142,-0.142,0.9331,-0.0781,1.115,0.3235,-0.0272,-0.0201,-0.0823,0.1605,0.7454,BRCACancer
E11,0.0866,1.7708,-0.0601,-0.0609,0.0108,0.0629,-0.1247,1.368,-0.1205,0.8886,0.5375,0.0074,0.034,-0.0593,0.0731,0.6844,Control
E12,0.023,0.873,0.0173,-0.057,-0.0765,0.0926,-0.0526,0.8015,-0.184,0.9101,0.1596,-0.0051,-0.1237,-0.0953,0.1731,0.761,BRCACancer
F01,0.01,1.3055,-0.1208,-0.0415,-0.091,-0.0027,-0.1801,0.9668,-0.082,1.0902,0.5239,-0.0103,9e-04,-0.0909,0.247,0.875,Control
F02,0.0271,1.2114,-0.087,-0.0319,-0.0296,-0.0098,-0.1049,1.2298,-0.003,1.1,0.446,-0.0086,0.1225,-0.0497,0.0826,0.8759,Control
F03,-0.0663,1.6262,-0.0433,-0.0223,-0.0611,0.0156,-0.0977,1.394,-0.0875,1.1421,0.7468,-0.0444,0.103,-0.0632,0.1029,0.722,Control
F04,0.0451,1.2949,-0.1359,-0.0768,-0.066,0.0888,-0.154,1.0482,-0.0492,1.0251,0.3389,0.0352,-0.0553,-0.0531,0.2732,0.7169,Control
F05,0.0234,1.8295,-0.056,-0.0582,0.0243,0.1014,-0.1103,1.4368,-0.0234,1.0311,0.8257,-0.0441,0.0702,-0.1038,0.2511,0.9105,Control
