@relation data

@attribute id string
@attribute 3265 numeric
@attribute 7529 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 673 numeric
@attribute 5604 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 4803 numeric
@attribute 5595 numeric
@attribute 6016 numeric
@attribute 6014 numeric
@attribute 4914 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4236,2.4175,0.4307,1.7841,0.5978,0.7341,1.5967,2.7938,-0.0474,1.0952,1.9769,-0.1552,0.089,1.76,Control
A02,0.3716,2.3201,0.3006,1.5394,0.4645,0.48,1.3547,2.9993,-0.0102,1.0379,1.9598,-0.1706,0.2181,1.6579,Control
A03,0.3757,2.5593,0.4986,1.7337,0.5178,0.7059,1.6527,3.0903,-0.0147,1.0752,1.8943,-0.1257,0.1827,1.9065,Control
A04,0.3609,2.4235,0.4277,1.6705,0.5636,0.5113,1.1951,3.0364,0.0577,1.0602,1.9765,-0.1306,0.1326,1.7434,Control
A05,0.4772,2.404,0.5021,1.8077,0.6105,0.726,1.4096,3.3113,-8e-04,1.2157,2.1947,-0.1016,0.0916,1.9721,Control
A06,0.2467,2.4712,0.3564,1.7479,0.5021,0.6824,1.4336,2.8748,-0.0398,1.0037,1.9557,-0.163,0.094,1.8749,Control
A07,0.364,2.4695,0.4096,1.7697,0.7036,0.8669,1.7064,2.9085,0.0403,0.9863,2.0403,-0.1612,0.1565,1.9127,Control
A08,0.2967,2.3332,0.3414,1.7375,0.87,0.8829,1.6216,2.6904,0.0402,1.0102,1.6528,-0.0841,0.0775,1.9432,Control
A09,0.349,2.5884,0.356,1.637,0.6839,0.7767,1.5553,2.8883,0.0405,1.0062,1.7903,-0.0769,0.1723,1.8616,Control
A10,0.398,2.4465,0.4749,1.7832,0.7899,0.8171,1.4415,2.9966,-0.0079,0.9394,2.1747,-0.0998,0.0962,1.9537,Control
A11,0.2904,2.3845,0.4262,1.2804,0.477,0.6056,1.4146,2.4753,0.0184,0.9926,1.5885,-0.1499,0.0405,1.8347,Control
A12,0.2032,1.7589,0.1908,1.1644,0.3712,0.3165,0.8721,2.575,0.0649,0.6672,1.664,-0.1698,0.2453,1.3126,Control
B01,0.1584,2.4393,0.1449,1.6434,0.5276,0.6567,1.5366,2.5536,0.0463,0.7793,1.728,-0.1112,0.1229,1.5662,Control
B02,0.3404,2.6837,0.4126,1.8632,0.5114,0.6188,1.5341,3.1429,-0.0082,1.0963,2.1121,-0.1093,0.1435,1.7427,Control
B03,0.2646,2.664,0.3093,1.7244,0.5587,0.6536,1.6305,2.9071,0.0545,0.9479,1.8242,-0.1167,0.107,1.7521,BRCACancer
B04,0.1782,2.0315,0.3653,1.7237,0.83,0.8115,1.3969,2.4183,-0.0157,0.7243,1.8365,-0.1609,0.1334,1.9229,BRCACancer
B05,0.2381,2.5651,0.3668,1.4156,0.4643,0.4972,1.2745,2.3386,0.062,0.8239,1.6204,-0.1758,0.1756,1.8007,BRCACancer
B06,-0.0061,2.1686,-0.0057,1.4461,0.3334,0.5394,1.0451,2.0849,0.1179,0.5177,1.6603,-0.1122,0.0506,1.3023,BRCACancer
B07,0.38,2.5674,0.4908,1.9525,0.5888,0.6951,1.5831,2.8997,0.0161,1.0487,2.0668,-0.1319,0.1896,1.8217,BRCACancer
B08,0.3687,2.5843,0.4491,1.5696,0.3995,0.682,1.4559,3.0033,-0.0664,1.0739,2.1638,-0.0961,0.1073,1.7268,Control
B09,0.2599,2.1412,0.3222,1.5166,0.7441,0.7372,1.1881,2.1589,-0.0081,0.6235,1.5522,-0.1386,0.0685,1.8556,Control
B10,0.2443,2.0443,0.1829,1.4615,0.6893,0.624,1.2227,2.6593,0.0295,0.645,1.6657,-0.1398,0.1314,1.7685,Control
B11,0.4126,2.3807,0.4011,1.3717,0.5503,0.5479,1.3354,2.6495,0.0174,0.929,1.8682,-0.0727,0.1313,1.6655,Control
B12,0.223,1.8035,0.3052,1.2848,0.6144,0.6269,0.938,1.1387,0.0081,0.5105,1.249,-0.1489,0.1348,1.4468,Control
C01,0.4383,2.4614,0.5572,1.7078,0.5761,0.8022,1.499,2.7168,-0.0218,1.0546,1.884,-0.1779,0.174,1.9339,BRCACancer
C02,0.5255,2.3715,0.5124,1.7071,0.559,0.5312,1.2044,2.9549,0.0975,1.0889,1.9499,-0.1573,0.2046,1.6487,BRCACancer
C03,0.5881,2.4307,0.6953,1.8793,0.5534,0.6598,1.3542,2.8229,0.0361,1.1527,1.8907,-0.1493,0.1743,1.846,BRCACancer
C04,0.4087,2.1366,0.3635,1.0478,0.353,0.4523,0.8652,1.7678,0.1097,0.979,1.7423,-0.1643,0.1223,1.4608,Control
C05,0.2967,2.1677,0.2836,1.2673,0.4159,0.3624,0.8837,2.1059,0.0552,0.8706,1.7682,-0.1412,0.1594,1.5008,BRCACancer
C06,0.1841,0.7306,0.1635,0.3671,0.1502,0.1769,0.3249,0.4953,0.0413,0.3107,0.4393,-0.1022,0.1883,0.6402,Control
C07,0.3607,2.2581,0.2971,1.3982,0.4549,0.3623,1.0226,2.6198,0.0114,0.7954,1.8876,-0.1292,0.1726,1.6223,Control
C08,0.4262,2.3212,0.382,1.4462,0.4161,0.4813,1.2852,2.8855,-0.0344,0.9733,1.9411,-0.0707,0.1253,1.6232,Control
C09,0.3085,2.2029,0.3803,1.3897,0.372,0.4251,0.9641,2.8108,0.0401,0.881,1.8656,-0.1114,0.1037,1.5206,Control
C10,0.3185,2.1836,0.3152,1.5438,0.4399,0.3825,1.0153,2.9163,-0.0298,0.854,2.0858,-0.1148,0.185,1.5613,BRCACancer
C11,0.5101,2.3113,0.4665,1.5467,0.4263,0.5718,1.346,3.0611,-0.0108,1.0401,1.9058,-0.151,0.1556,1.6979,Control
C12,0.3112,1.8188,0.3275,0.9401,0.3777,0.2652,0.8453,2.3063,0.0645,0.8388,1.6526,-0.1417,0.1278,1.4198,BRCACancer
D01,0.372,2.1268,0.3887,1.6255,0.7222,0.8801,1.094,1.9795,-0.002,0.7586,1.3196,-0.1384,0.1662,1.677,BRCACancer
D02,0.4568,2.2172,0.4133,1.3262,0.446,0.4381,1.0412,2.9727,-9e-04,0.9158,1.9663,-0.0919,0.1417,1.712,BRCACancer
D03,0.3427,2.4228,0.3607,1.3647,0.3945,0.4145,0.9962,2.4588,0.0324,0.9147,1.885,-0.0612,0.1956,1.6481,BRCACancer
D04,0.4717,2.4447,0.3936,1.3557,0.4384,0.5941,1.0974,2.9415,0.0294,0.9905,1.741,-0.0824,0.1446,1.6749,BRCACancer
D05,0.3436,2.3188,0.3797,1.6067,0.4587,0.5086,1.155,3.2242,0.059,0.8171,2.0613,-0.0918,0.172,1.6996,BRCACancer
D06,0.5196,2.4053,0.4386,1.6435,0.502,0.6168,1.2333,3.0671,0.0076,1.0635,2.001,-0.1268,0.1412,1.7145,BRCACancer
D07,0.4464,2.3889,0.4559,1.6082,0.4182,0.5184,1.0653,2.8966,0.0259,0.9348,2.0442,-0.0563,0.1351,1.7148,Control
D08,0.3309,2.1299,0.3521,1.2116,0.3225,0.3849,1.1195,2.4922,0.0983,0.8146,1.7685,-0.1322,0.1301,1.5336,Control
D09,0.4244,2.1409,0.4165,1.506,0.4513,0.4905,1.1819,2.9893,0.0136,1.0398,1.9178,-0.1312,0.183,1.5693,Control
D10,0.3991,2.2521,0.3482,1.2498,0.3825,0.4452,1.0901,2.5983,0.0032,0.8457,1.6159,-0.1244,0.2182,1.6679,Control
D11,0.2183,1.4691,0.1474,0.6441,0.2171,0.46,0.7018,1.5273,-0.0314,0.3809,0.998,-0.074,0.1337,0.9471,Control
D12,0.352,2.2638,0.3598,1.0526,0.3247,0.4226,1.0597,2.6901,0.0124,0.9554,1.368,-0.0919,0.1155,1.4867,Control
E01,0.2755,2.5168,0.3564,1.3234,0.3548,0.4081,1.0913,3.0096,-0.0258,0.7767,1.3892,-0.0982,0.0896,1.5713,BRCACancer
E02,0.4329,2.1459,0.3982,1.5839,0.5991,0.5434,1.1422,3.2283,0.0101,1.0066,2.026,-0.1327,0.1262,1.5948,Control
E03,0.4693,2.3878,0.3878,1.3712,0.4652,0.5501,1.2796,2.9213,-8e-04,1.1335,1.8896,-0.0921,0.1354,1.8187,Control
E04,0.5544,2.3767,0.5826,1.6953,0.5087,0.5435,1.1433,3.1107,-0.0138,1.2731,2.0162,-0.1047,0.1593,1.7083,Control
E05,0.3934,2.012,0.2941,1.4116,0.5058,0.3906,1.0923,2.8054,0.0342,0.8005,1.901,-0.1556,0.2506,1.4644,Control
E06,0.1063,1.9203,0.135,1.313,0.4188,0.4472,1.0414,2.4898,0.1017,0.4629,1.3885,-0.2199,0.2181,1.4397,BRCACancer
E07,0.4881,2.3342,0.5533,1.6138,0.4629,0.513,0.9523,3.1658,0.0058,0.9472,2.0967,-0.0952,0.1034,1.6894,BRCACancer
E08,0.4382,2.5791,0.4586,1.5744,0.4774,0.5849,1.2611,3.3109,-0.0109,1.0552,1.9337,-0.0939,0.0489,1.6854,Control
E09,0.5013,2.4024,0.5049,1.3707,0.4651,0.439,1.1738,2.7718,0.0434,1.0742,2.0681,-0.0874,0.1364,1.6831,BRCACancer
E10,0.4769,2.377,0.4171,1.7265,0.6022,0.7321,1.3865,3.2199,0.0172,0.9698,2.0015,-0.1136,0.2168,1.7996,BRCACancer
E11,0.3426,2.1574,0.3011,1.3725,0.3995,0.4051,1.0683,2.9702,0.0174,0.8395,1.9425,-0.1311,0.2582,1.577,Control
E12,0.2372,2.1882,0.2158,1.1324,0.3053,0.3941,0.841,2.9403,0.0132,0.6402,1.5561,-0.0452,0.0307,1.5831,BRCACancer
F01,0.4206,2.3828,0.4871,1.6937,0.5499,0.6809,1.3064,2.5311,-0.0097,1.167,1.7257,-0.1414,0.1909,1.6926,Control
F02,0.5375,2.4366,0.5672,1.7591,0.5273,0.5864,1.2242,2.9993,0.0362,1.1417,2.0016,-0.1266,0.1353,1.6993,Control
F03,0.3449,2.2755,0.3851,1.4945,0.3987,0.4162,1.1223,2.8604,-0.0037,1.0058,2.0822,-0.1025,0.0939,1.7135,Control
F04,0.3469,2.5522,0.449,1.6127,0.4616,0.6779,1.3493,2.4474,0.0227,0.9111,1.7243,-0.1671,0.142,1.7677,Control
F05,0.4087,2.2905,0.3417,1.7212,0.4775,0.5147,1.25,3.0563,0.0342,1.0555,2.0857,-0.0822,0.13,1.6615,Control
F06,0.2371,2.0596,0.2911,1.3791,0.3507,0.4672,1.1556,2.6599,0.0254,0.9441,1.9174,-0.1298,0.1867,1.5601,Control
F07,0.3191,2.1958,0.3625,1.5711,0.6931,0.6281,1.1583,2.6959,-0.0314,0.9762,1.8003,-0.1467,0.1719,1.7124,Control
F09,0.5695,2.3248,0.4992,1.8769,0.5541,0.5816,1.3589,3.2044,-0.0529,1.302,2.1301,-0.086,0.1248,1.6961,Control
F10,0.4589,2.3321,0.4468,1.8179,0.6018,0.6598,1.3575,3.1927,0.0096,1.2103,2.0739,-0.1155,0.1855,1.7674,Control
F11,0.4491,2.4573,0.4699,1.563,0.3772,0.4879,1.2845,2.9429,0.031,1.1665,2.1774,-0.1394,0.1716,1.7113,Control
F12,0.309,2.366,0.4032,1.7082,0.6474,0.829,1.2746,2.7439,-0.0578,0.9593,1.7901,-0.171,0.0835,1.871,Control
G01,0.3893,2.2649,0.505,1.4293,0.4528,0.6109,1.1108,2.9514,0.0482,0.9913,1.8156,-0.138,0.2114,1.6799,Control
G02,0.3428,2.4567,0.3968,1.3864,0.4484,0.4389,0.996,2.876,-0.0453,0.9558,1.7377,-0.1116,0.1326,1.5815,Control
G03,0.416,2.4693,0.4818,1.7813,0.5946,0.6067,1.2472,3.2139,0.0393,1.1056,1.8789,-0.1439,0.1744,1.757,Control
G04,0.5087,2.3568,0.4263,1.699,0.5413,0.4615,1.0749,3.7934,0.0632,1.1757,1.9011,-0.0102,0.1109,1.5369,BRCACancer
G05,0.246,1.7929,0.2348,1.0968,0.3174,0.3904,0.6675,2.2612,0.0317,0.7052,1.1861,-0.0907,0.1267,1.2311,BRCACancer
G06,0.2548,2.0991,0.369,1.6359,0.5298,0.4727,1.0694,3.1918,-0.004,1.0116,1.8248,-0.1362,0.1166,1.6839,BRCACancer
G07,0.3281,2.4009,0.3183,1.3305,0.3873,0.4056,1.0776,2.8593,-0.022,0.9459,1.537,-0.0909,0.0806,1.5574,Control
G08,0.3193,2.3369,0.3273,1.6323,0.4536,0.5442,1.335,2.9937,0.018,1.1241,1.8789,-0.1619,0.1,1.7574,Control
G09,0.3509,2.4555,0.3923,1.1376,0.4132,0.5143,1.0413,2.7602,0.0164,0.8667,1.7076,-0.1144,0.1034,1.6193,Control
G10,0.1563,2.1799,0.183,1.3415,0.4009,0.3681,1.1495,2.7854,0.0385,0.5397,1.4738,-0.1122,0.204,1.6163,BRCACancer
G11,0.2189,1.6292,0.0636,0.79,0.2833,0.3454,0.8794,2.193,-0.063,0.5235,0.9102,0.0234,0.0806,1.1064,BRCACancer
