@relation data

@attribute id string
@attribute 115650 numeric
@attribute 5599 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 5970 numeric
@attribute 10673 numeric
@attribute 23495 numeric
@attribute 7189 numeric
@attribute 7188 numeric
@attribute 7187 numeric
@attribute 7186 numeric
@attribute 9020 numeric
@attribute 608 numeric
@attribute 4790 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5372,1.4021,1.5306,1.4426,1.4148,1.4144,0.4721,0.8106,1.0852,0.9273,0.2448,0.7542,0.5453,1.6889,Control
A02,0.308,0.9672,1.317,1.1508,1.23,1.2525,0.5353,0.7424,0.8174,0.6124,0.1827,0.5135,-0.0036,1.279,Control
A03,0.1339,1.211,1.5532,1.3711,1.459,1.6588,0.3306,0.9056,0.8136,0.8788,0.2495,0.7466,0.2486,1.4481,Control
A04,0.6369,0.9665,1.0954,1.2559,1.4617,1.0875,0.358,0.7685,0.955,0.6794,0.2383,0.6238,0.2842,1.4307,Control
A05,0.6421,1.1192,1.4575,1.5137,1.5159,1.5932,0.6351,0.825,0.8174,0.7901,0.2226,0.6847,0.6264,1.5153,Control
A06,0.2925,1.1521,1.4051,1.2007,1.312,1.6483,0.331,0.7493,0.7087,0.6213,0.1497,0.5878,0.0574,1.3528,Control
A07,0.2037,1.3691,1.4813,1.592,1.2303,1.7652,0.5588,0.9049,0.9385,0.9173,0.221,0.7607,0.4801,1.6808,Control
A08,0.2086,1.4969,1.3335,1.6309,1.2164,1.2901,0.3784,0.8033,1.1655,1.0445,0.1806,0.7338,0.1402,1.8517,Control
A09,0.3161,1.3676,1.4215,1.435,1.304,1.4266,0.5905,0.7418,0.8397,0.9676,0.2206,0.6833,0.3233,1.6,Control
A10,0.3106,1.2269,1.4407,1.7367,1.2969,1.6106,0.7727,0.9223,0.9309,0.9314,0.2134,0.7161,-0.1367,1.6339,Control
A11,0.0819,1.1557,1.3452,1.1233,1.1956,1.0955,0.5146,0.7483,0.5978,0.7349,0.2149,0.5971,-0.0038,1.1125,Control
A12,-0.0575,0.6947,0.8449,0.8493,0.7846,0.6982,0.4619,0.4091,0.5586,0.3933,0.0179,0.259,-0.0777,1.0664,Control
B01,-0.0508,1.4678,1.2751,1.2183,1.1788,1.1257,0.4589,0.6996,0.9604,0.8377,-0.0292,0.5788,-0.1815,1.5141,Control
B02,0.3983,1.2677,1.2949,1.3113,1.5668,1.4173,0.6263,0.8729,0.8915,0.7451,0.2439,0.7221,0.0696,1.4393,Control
B03,0.167,1.2757,1.2866,1.2964,1.3846,1.1896,0.5776,0.889,0.9496,0.8387,0.1441,0.6262,-0.0303,1.4807,BRCACancer
B04,0.1042,1.1452,1.0813,1.5574,1.1066,1.0376,0.5204,0.7544,1.0479,1.0005,0.184,0.7358,-0.1295,1.6477,BRCACancer
B05,0.0697,1.0222,1.0308,1.0531,1.2743,0.9579,0.4783,0.7887,0.7656,0.6735,0.1159,0.5338,0.7672,1.2639,BRCACancer
B06,-0.3099,0.9729,1.1032,1.0091,0.8016,1.0131,0.2613,0.5568,0.7317,0.43,-0.169,0.3254,0.0381,1.2056,BRCACancer
B07,0.3228,1.4186,1.4799,1.4636,1.4052,1.2925,0.5678,0.8359,1.0633,0.8218,0.2551,0.7673,0.2093,1.4768,BRCACancer
B08,0.1815,1.0803,1.4267,1.2368,1.2641,1.3608,0.3659,0.7919,0.6291,0.6671,0.218,0.6147,0.5194,1.2024,Control
B09,0.3134,1.0942,0.9438,1.3351,1.0746,0.8537,0.4858,0.6653,0.8636,0.9642,0.1315,0.6344,0.3776,1.3963,Control
B10,0.0236,0.9202,1.0406,1.3763,0.9463,0.8585,0.2198,0.6547,0.7694,0.686,0.0985,0.4409,-0.0825,1.488,Control
B11,0.0267,0.9405,1.2072,1.35,1.2114,1.0795,0.5085,0.69,0.6543,0.7046,0.1268,0.5328,0.4038,1.3382,Control
B12,0.1799,0.7469,0.5564,1.113,0.777,0.5182,0.281,0.5564,0.7095,0.8468,0.1258,0.4741,-0.3177,1.2842,Control
C01,0.2912,1.167,1.38,1.4476,1.4302,1.54,0.6874,0.8126,0.7739,0.9541,0.229,0.7814,1.1348,1.4466,BRCACancer
C02,0.6874,0.9944,1.2322,1.1796,1.5139,0.9634,0.7791,0.7302,0.8808,0.608,0.2922,0.6195,0.242,1.3945,BRCACancer
C03,0.3281,1.2159,1.376,1.3531,1.6895,1.2299,0.6651,0.9752,0.8352,0.7387,0.3394,0.8353,0.6762,1.3917,BRCACancer
C04,0.2833,0.6903,0.7702,0.6519,1.2122,0.517,0.3735,0.572,0.3916,0.4625,0.1785,0.4063,-0.0596,0.9029,Control
C05,0.1449,0.6604,0.8165,0.7781,1.1245,0.703,0.5246,0.7609,0.3989,0.4019,0.2137,0.4499,-0.222,1.0868,BRCACancer
C06,0.1768,0.113,0.1994,0.2166,0.5461,0.0291,0.6652,0.1881,0.2097,0.2712,0.052,0.1594,0.0732,0.4197,Control
C07,0.2735,0.7965,0.9891,0.915,1.1737,0.7693,0.2067,0.6198,0.6311,0.4655,0.1324,0.4224,-0.0557,1.1322,Control
C08,0.1971,1.0421,1.2106,1.0007,1.3756,1.1084,0.5639,0.7965,0.7334,0.6193,0.197,0.5595,0.1938,1.256,Control
C09,0.376,0.7566,0.9552,0.9402,1.2505,0.7123,0.699,0.7283,0.7139,0.5659,0.2475,0.474,0.2368,1.2046,Control
C10,0.3374,0.6258,0.8554,1.0072,1.1881,0.7641,0.2495,0.7269,0.7281,0.5727,0.1387,0.42,0.1166,1.3224,BRCACancer
C11,0.3465,0.9952,1.2111,1.0238,1.54,0.9361,0.4055,0.7842,0.7369,0.6559,0.2482,0.6056,0.3874,1.2128,Control
C12,0.541,0.6168,0.6521,0.5781,1.1171,0.4279,0.2946,0.5151,0.4628,0.4494,0.1698,0.3272,0.1472,0.9106,BRCACancer
D01,0.3017,1.122,0.9929,1.4599,1.1972,1.1554,0.5752,0.7399,1.0514,1.1258,0.2047,0.7059,-0.1274,1.5194,BRCACancer
D02,0.7897,0.7685,0.988,0.9389,1.3901,0.6737,0.3408,0.7075,0.8489,0.5826,0.2151,0.6098,0.1508,1.2262,BRCACancer
D03,0.4683,0.6701,0.8458,0.9818,1.2135,0.8608,0.4928,0.54,0.5841,0.554,0.1764,0.4691,0.0958,1.1064,BRCACancer
D04,0.3142,0.8421,1.0847,1.118,1.3126,1.1038,0.42,0.7401,0.6612,0.6381,0.2043,0.5224,0.1771,1.2679,BRCACancer
D05,0.1008,0.7677,1.0729,1.1405,1.2803,1.0714,0.3795,0.6742,0.5533,0.5762,0.1835,0.5026,-0.2369,1.2268,BRCACancer
D06,0.4998,1.1422,1.2995,1.1802,1.4453,1.0231,0.8039,0.8039,0.7515,0.6915,0.2539,0.6632,0.3014,1.4003,BRCACancer
D07,0.4832,1.0331,1.1738,1.086,1.4693,1.0989,0.4984,0.7757,0.68,0.4795,0.2037,0.5528,0.1104,1.1684,Control
D08,0.1976,0.6312,0.9192,0.8422,1.1476,0.8463,0.7377,0.5343,0.5746,0.4136,0.1036,0.4253,0.1985,1.0552,Control
D09,0.2201,0.8993,1.1081,1.0392,1.3605,0.8657,0.3919,0.6599,0.7989,0.4968,0.169,0.5826,0.2131,1.2624,Control
D10,0.2383,0.7945,1.1187,0.9761,1.1994,1.1143,0.6418,0.5916,0.5494,0.5403,0.1668,0.4255,2.2739,0.9767,Control
D11,0.0638,0.3039,0.3834,0.3811,0.8229,0.188,0.6196,0.343,0.4057,0.3741,0.0616,0.217,-0.0507,0.673,Control
D12,0.2081,0.6215,0.9463,0.661,1.3293,0.7195,0.5184,0.4175,0.5166,0.4821,0.1474,0.358,-0.0178,0.9607,Control
E01,0.2034,0.6584,0.8794,0.8535,1.2459,0.8994,0.4107,0.5111,0.5038,0.5239,0.0944,0.432,0.0938,1.0221,BRCACancer
E02,0.7436,0.9029,1.1382,1.2616,1.3666,0.7155,0.554,0.7477,0.9357,0.6312,0.2403,0.5403,0.4637,1.373,Control
E03,0.615,0.9619,1.1979,1.0077,1.4859,1.2649,0.4447,0.6975,0.5593,0.6236,0.2489,0.5321,-0.0434,1.1533,Control
E04,0.9008,1.1244,1.0941,1.1795,1.6787,0.8614,0.6595,0.7848,0.9053,0.6471,0.2924,0.6201,0.198,1.3374,Control
E05,0.5301,0.9068,1.0106,1.0304,1.2602,0.4584,0.5788,0.6078,0.8713,0.5119,0.0982,0.3706,0.1449,1.3527,Control
E06,-0.0712,0.5907,0.8651,0.9605,0.8628,0.8079,0.5314,0.5078,0.5586,0.5398,-0.0429,0.3373,0.0462,1.0846,BRCACancer
E07,0.7225,0.7674,1.0982,1.2055,1.4606,0.7511,0.6726,0.6737,0.8092,0.6,0.2352,0.5018,0.6106,1.225,BRCACancer
E08,0.4227,1.0163,1.2776,1.1538,1.4692,1.1745,0.6853,0.7539,0.7299,0.58,0.2354,0.5874,0.1606,1.3272,Control
E09,0.5221,0.8915,1.0191,1.1713,1.3755,0.9243,0.3259,0.7712,0.6493,0.6478,0.2577,0.5395,0.1333,1.1678,BRCACancer
E10,0.6135,1.0471,1.3222,1.4937,1.3407,0.9784,0.4873,0.7604,0.942,0.7526,0.1481,0.6808,0.8177,1.4889,BRCACancer
E11,0.2813,0.7104,1.0391,0.8987,1.314,0.6553,0.3652,0.6704,0.6531,0.4931,0.1461,0.3913,0.0547,1.0555,Control
E12,0.1835,0.5391,0.9067,0.8831,1.0486,0.5272,0.42,0.577,0.4243,0.3434,0.0888,0.3045,0.3721,0.916,BRCACancer
F01,0.6067,1.2532,1.2669,1.1874,1.5268,1.1064,0.4758,0.8197,0.9103,0.833,0.2352,0.8149,0.1489,1.5008,Control
F02,0.8008,1.0941,1.2817,1.2643,1.5288,1.1542,0.5973,0.8597,0.9948,0.6935,0.3185,0.739,0.3156,1.5076,Control
F03,0.3291,1.0259,1.1961,0.9943,1.4309,1.0858,0.508,0.785,0.6484,0.5324,0.1525,0.4744,-0.1601,1.0752,Control
F04,0.2558,1.1653,1.3463,1.2375,1.2953,1.3857,0.3992,0.7215,0.8204,0.7753,0.1921,0.702,-0.0403,1.4066,Control
F05,0.4535,0.9815,1.216,1.1306,1.3701,1.0794,0.3865,0.7017,0.8314,0.588,0.2381,0.5691,0.0066,1.312,Control
F06,0.2595,0.7352,1.0804,0.9693,1.1211,1.044,0.3661,0.6562,0.4876,0.5371,0.078,0.405,0.5333,1.1468,Control
F07,0.5964,1.0102,1.1308,1.3108,1.4076,0.7413,0.2514,0.7306,0.977,0.8243,0.3211,0.6584,-0.0606,1.6271,Control
F09,0.6587,1.1957,1.4097,1.3848,1.5946,1.6361,0.5543,0.8634,0.842,0.7392,0.2063,0.7104,0.3059,1.5706,Control
F10,0.5654,1.0499,1.2946,1.5024,1.5437,1.4679,0.4318,0.8572,0.8874,0.8389,0.2562,0.7248,0.148,1.606,Control
F11,0.2404,0.9728,1.2343,1.0655,1.4453,1.417,0.396,0.7518,0.5469,0.5957,0.2401,0.5422,0.0293,1.1869,Control
F12,0.2851,1.0838,1.3002,1.542,1.194,1.3221,0.4093,0.7772,0.7452,0.8806,0.1963,0.6238,0.237,1.5431,Control
G01,0.2457,0.8702,1.089,1.1039,1.3475,1.2008,0.6458,0.7088,0.564,0.6104,0.2221,0.5504,0.2529,1.2454,Control
G02,0.3044,0.762,0.9009,0.929,1.2118,0.7322,0.6943,0.6253,0.5483,0.5663,0.2133,0.4427,0.9524,1.0541,Control
G03,0.3714,1.1772,1.3432,1.4149,1.4094,1.2211,0.3958,0.8707,0.9304,0.693,0.158,0.6606,0.1613,1.5039,Control
G04,0.5369,0.8616,1.0554,1.2464,1.3965,0.914,0.4352,0.7913,0.7814,0.6828,0.2484,0.6347,0.2412,1.4809,BRCACancer
G05,-0.0303,0.6494,0.7562,0.7671,1.0147,0.7018,0.6849,0.363,0.527,0.5244,0.0639,0.4337,-0.2826,0.9172,BRCACancer
