@relation data

@attribute id string
@attribute 6655 numeric
@attribute 9459 numeric
@attribute 50649 numeric
@attribute 9828 numeric
@attribute 9826 numeric
@attribute 57580 numeric
@attribute 84033 numeric
@attribute 50650 numeric
@attribute 23370 numeric
@attribute 27237 numeric
@attribute 25791 numeric
@attribute 221472 numeric
@attribute 2245 numeric
@attribute 8878 numeric
@attribute 572 numeric
@attribute 1894 numeric
@attribute 9500 numeric
@attribute 6453 numeric
@attribute 55851 numeric
@attribute 8874 numeric
@attribute 7409 numeric
@attribute 23365 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 7314 numeric
@attribute 23229 numeric
@attribute 836 numeric
@attribute 835 numeric
@attribute 29 numeric
@attribute 89846 numeric
@attribute 23263 numeric
@attribute 7410 numeric
@attribute 7074 numeric
@attribute 5879 numeric
@attribute 7204 numeric
@attribute 6654 numeric
@attribute 4168 numeric
@attribute 5599 numeric
@attribute 27018 numeric
@attribute 5664 numeric
@attribute 5663 numeric
@attribute 26574 numeric
@attribute 51107 numeric
@attribute 23421 numeric
@attribute 7189 numeric
@attribute 83464 numeric
@attribute 10276 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 10018 numeric
@attribute 8997 numeric
@attribute 393 numeric
@attribute 26230 numeric
@attribute 11214 numeric
@attribute 9181 numeric
@attribute 57449 numeric
@attribute 23385 numeric
@attribute 7531 numeric
@attribute 121512 numeric
@attribute 64857 numeric
@attribute 10451 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3492,1.537,-0.0501,-0.0287,0.7293,1.3932,0.2856,1.5024,1.2165,-0.0228,-0.1375,1.0901,-0.0022,1.5653,0.2521,0.6195,0.5723,0.1573,1.2633,0.7689,1.448,0.7274,-0.0662,0.7063,0.6471,0.5148,1.24,1.4755,0.5006,1.1425,0.1208,0.1913,0.624,0.6432,0.3793,1.1294,-0.0548,1.4021,0.8096,0.2035,1.0974,1.1294,1.4868,0.5865,0.8106,1.0922,0.4881,-0.0387,-0.1467,0.9887,-0.0016,1.3071,0.0149,1.504,1.0629,0.02,1.0716,0.8922,0.6748,0.5652,0.7388,Control
A02,1.1968,1.3369,-0.0156,-0.0423,0.6349,1.2134,0.1738,1.2755,0.7903,0.0682,-0.0148,1.1226,-0.0163,1.4749,0.1564,0.3339,0.3141,0.0471,0.9979,0.5586,1.3147,0.7298,-0.1058,0.2933,0.7377,0.3053,1.2187,1.0993,0.3943,0.8714,3e-04,0.1135,0.4758,0.4992,0.3464,0.9018,-0.0933,0.9672,0.6294,0.2341,0.9232,0.9371,1.3112,0.2946,0.7424,0.7905,0.2228,-6e-04,-0.1184,0.6093,-0.0101,1.0367,0.0577,1.2512,0.8867,0.0376,1.0952,0.6711,0.4543,0.3316,0.5864,Control
A03,1.3816,1.552,-0.0248,-0.0088,0.8468,1.5003,0.1516,1.5653,0.9904,0.0085,-0.0104,1.384,-0.0117,1.6506,0.1963,0.7744,0.376,0.1773,1.3433,0.6834,1.5496,0.8553,-0.0954,0.1586,0.7912,0.3967,1.3606,1.3108,0.5868,0.9894,0.0405,0.2634,0.5898,0.7305,0.4395,1.1313,-0.0036,1.211,0.7137,0.354,1.1903,1.1313,1.4596,0.5014,0.9056,0.9969,0.3338,-0.0052,-0.0674,0.9688,-0.0325,1.2468,0.1071,1.5274,1.0801,7e-04,1.1743,0.6993,0.827,0.5724,0.6968,Control
A04,1.2135,1.4355,0.0327,-0.0194,0.5663,1.3638,0.2194,1.2583,0.9836,0.0768,-0.0206,0.9715,0.0045,1.6038,0.2622,0.3474,0.3321,0.0512,1.1241,0.5382,1.283,0.6561,-0.0558,0.4507,0.5956,0.3369,1.1395,1.26,0.4479,0.971,0.0883,0.1301,0.445,0.4506,0.3694,1.0307,-0.0557,0.9665,0.8,0.1439,0.9008,0.9906,1.475,0.4382,0.7685,0.7576,0.3208,0.0688,-0.0156,0.8298,0.0022,1.1733,0.0321,1.2892,0.9625,0.1006,1.0779,0.6209,0.2718,0.4375,0.644,Control
A05,1.3778,1.5714,0.0257,0.0286,0.8208,1.5127,0.1493,1.389,1.0073,0.1088,-0.0445,1.4398,-0.0132,1.6743,0.324,0.6799,0.4049,0.1811,1.4098,0.6522,1.5542,0.972,-0.0807,0.3031,0.6996,0.4115,1.4523,1.3729,0.5904,1.0442,0.1206,0.2084,0.592,0.6788,0.4805,1.0492,-0.027,1.1192,1.0595,0.3724,1.1115,1.1093,1.6922,0.448,0.825,1.1231,0.4927,0.0091,-0.04,0.9262,-0.0231,1.2256,0.0256,1.4939,1.1648,0.1192,1.3413,0.7758,0.698,0.5723,0.8571,Control
A06,1.3318,1.4821,-0.0719,-0.0259,0.7521,1.4057,0.1599,1.3254,0.8895,0.0262,-0.0779,1.2193,-0.0592,1.6118,0.24,0.461,0.3989,0.1959,1.2211,0.6088,1.4091,0.7782,-0.1056,0.3986,0.7772,0.4699,1.162,1.1944,0.488,0.9842,0.0027,0.1414,0.5665,0.5315,0.3764,0.8863,-0.0605,1.1521,0.6244,0.1928,1.049,1.0194,1.3826,0.5415,0.7493,0.9099,0.3906,-0.0309,-0.1855,0.8847,-0.0186,1.1786,0.0481,1.4259,0.9632,-0.0181,1.1048,0.6018,0.7597,0.3581,0.7849,Control
A07,1.4952,1.6192,-0.0024,-0.0437,0.8177,1.5091,0.1995,1.5499,0.9741,0.0323,-0.0087,1.2318,-0.042,1.5518,0.246,0.6033,0.4797,0.1903,1.141,0.7308,1.4238,0.7036,-0.0814,0.5278,0.4619,0.4903,1.4389,1.4374,0.4978,1.0433,0.0494,0.1986,0.6953,0.7067,0.6081,1.1809,-0.0145,1.3691,0.8357,0.2317,1.2174,1.147,1.3937,0.5698,0.9049,1.1952,0.4767,0.051,-0.1457,0.8457,0.0032,1.2088,0.0926,1.6798,1.1235,0.0534,1.1725,0.8008,0.9624,0.3658,0.9519,Control
A08,1.4347,1.5994,-0.0516,-0.0416,0.7183,1.4849,0.1932,1.9053,1.117,-0.0969,-0.1666,1.1534,0.0104,1.3887,0.0928,0.436,0.6222,0.1574,0.8197,0.8974,1.3149,0.6019,-0.0812,0.8429,0.5945,0.6394,1.041,1.4224,0.5141,1.0899,0.0821,0.1921,0.6835,0.7992,0.6296,1.4746,0.0225,1.4969,0.5945,0.1518,1.1808,1.1516,1.2318,0.5224,0.8033,0.9672,0.4907,0.0509,-0.1079,1.0519,-0.034,1.1507,0.0798,1.7787,1.0506,-0.0037,1.0641,0.8209,0.8296,0.4475,1.1379,Control
A09,1.3189,1.6544,0.0019,-0.03,0.6354,1.5025,0.2058,1.4618,0.9759,0.117,-0.046,1.0871,-0.0555,1.4704,0.2173,0.346,0.5242,0.1214,1.0964,0.7178,1.4389,0.8477,-0.0684,0.539,0.4575,0.4689,1.0344,1.3433,0.5151,1.0965,0.0897,0.1807,0.5827,0.5778,0.4698,1.0011,-0.0619,1.3676,0.916,0.1851,1.0908,1.1643,1.3633,0.3656,0.7418,1.0199,0.4341,0.0513,-0.057,0.8176,0.0113,1.2042,0.0784,1.714,0.9366,0.0656,0.966,0.6467,0.8416,0.4324,0.6254,Control
A10,1.3751,1.6374,-0.0594,-0.0188,0.7552,1.5904,0.0827,1.7209,0.9311,-0.0131,-0.0801,1.2181,-0.027,1.5468,0.2166,0.5812,0.5243,0.0812,1.0531,0.7419,1.3101,0.9042,-0.0778,0.4228,0.3962,0.5043,1.2447,1.4705,0.4938,1.0459,0.0609,0.1442,0.6184,0.709,0.5009,1.3376,-0.0191,1.2269,0.9472,0.2135,1.1793,1.1075,1.3791,0.5236,0.9223,1.0685,0.2972,0.0017,-0.0241,0.9479,-0.0407,1.1049,-0.0022,1.7349,1.0654,0.0316,1.1673,0.7723,0.946,0.3666,1.0645,Control
A11,1.1911,1.4321,-0.1052,-0.0409,0.4177,1.4347,0.0508,1.1563,0.8602,0.0139,-0.1113,0.6437,-0.0347,1.1805,0.1606,0.2226,0.5092,0.117,1.1073,0.5983,1.1678,0.6738,-0.0327,0.2322,0.4886,0.5421,0.8655,0.952,0.4287,0.8765,-0.0029,0.1492,0.4959,0.4206,0.3075,0.7411,-0.0306,1.1557,0.5988,0.1041,0.9509,1.1035,1.0053,0.2704,0.7483,0.8874,0.2903,0.0286,-0.0647,0.5963,-0.0745,0.9982,-0.0059,1.4471,0.6965,-0.0607,0.801,0.6726,0.5913,0.4135,0.6698,Control
A12,0.746,1.019,2e-04,-0.0678,0.3416,0.8611,0.1858,0.8742,0.4902,0.0873,-0.0242,0.504,-0.0267,1.1336,0.0686,0.0701,0.2161,0.0267,0.8785,0.4235,0.7893,0.6443,-0.0851,0.2531,0.4167,0.2329,0.8947,0.7469,0.2116,0.5584,0.0493,0.0614,0.2355,0.307,0.2702,0.5264,-0.1224,0.6947,0.7109,0.2182,0.5205,0.6382,1.1017,0.3095,0.4091,0.4898,0.2509,0.0762,-0.1345,0.4982,0.087,0.644,0.095,0.8807,0.5157,0.0118,0.705,0.4501,0.1584,0.1553,0.4517,Control
B01,1.2677,1.405,-0.155,-0.1115,0.5929,1.1177,0.1796,1.3248,0.8275,-0.213,-0.1412,0.7528,-0.1044,1.5111,-0.025,0.2077,0.5566,0.1063,0.7236,0.7118,1.0718,0.5625,-0.0715,0.7143,0.3895,0.5218,0.8888,1.2789,0.3188,0.9277,-0.0877,0.0455,0.5021,0.7761,0.3724,0.9155,-0.1037,1.4678,0.3476,0.2228,0.9361,1.0193,1.3275,0.7554,0.6996,0.9788,0.5276,0.0571,-0.3318,1.0089,0.0834,1.0418,0.2018,1.3156,0.8814,-0.1793,0.9785,0.7235,0.509,0.2312,0.6104,Control
B02,1.2043,1.4938,-0.0443,-0.0061,0.6318,1.3751,0.2471,1.4081,0.9795,0.0304,-0.0511,1.1643,-0.0138,1.9258,0.2649,0.3597,0.5124,0.1102,1.1159,0.6377,1.4801,0.5818,-0.0467,0.5361,0.5973,0.4617,1.1595,1.3589,0.4869,1.0999,0.0718,0.1538,0.4943,0.6982,0.3455,0.8818,-0.0452,1.2677,0.772,0.2452,1.1059,1.1296,1.7361,0.572,0.8729,0.9423,0.5101,0.0014,-0.0881,0.9155,-0.015,1.389,0.066,1.2851,1.1171,2e-04,1.1943,0.7183,0.4418,0.4762,0.5786,Control
B03,1.2156,1.4868,-0.1301,-0.0404,0.5924,1.3414,0.1123,1.4281,0.8785,-0.0715,-0.111,0.9112,-0.0326,1.6857,0.1564,0.3612,0.5136,0.1524,1.0324,0.6808,1.3199,0.3359,-0.0489,0.4773,0.4994,0.4467,1.0598,1.3777,0.4024,0.9928,-0.0012,0.1213,0.5148,0.7721,0.3319,0.9292,-0.103,1.2757,0.314,0.173,0.9936,1.0695,1.538,0.451,0.889,0.9272,0.3587,0.0656,-0.135,0.9579,0.0037,1.1894,0.0613,1.3523,0.908,-0.0421,1.0899,0.6356,0.4748,0.3831,0.6305,BRCACancer
B04,1.2674,1.3584,-0.0492,-0.0812,0.6307,1.5606,0.1881,1.7796,0.954,-0.0292,-0.0515,1.2851,-0.0463,1.4107,0.0836,0.3994,0.488,0.1045,0.5844,0.7947,1.184,0.6872,-0.1303,0.5192,0.5398,0.4377,1.0387,1.4494,0.585,1.0349,0.0114,0.2001,0.5382,0.8504,0.7606,1.4407,-0.1105,1.1452,0.5107,0.0588,1.1668,0.9871,1.0844,0.4968,0.7544,0.8494,0.1919,-0.0062,-0.1728,1.0092,-0.045,1.0944,0.0721,1.7643,1.1121,-0.0205,0.9827,0.7935,0.9063,0.4512,1.0397,BRCACancer
B05,1.2093,1.256,-0.0175,-0.0532,0.4466,1.2781,0.1722,1.1733,0.852,0.0133,-0.0142,0.9744,-0.0642,1.4451,0.134,0.2388,0.4484,0.0628,1.1144,0.5866,1.2466,0.5424,-0.1038,0.3376,0.631,0.3509,1.1362,1.0752,0.3978,0.8985,-0.0193,0.1172,0.3883,0.4846,0.3355,0.7814,-0.1755,1.0222,0.5571,0.2068,0.9424,0.9217,1.1406,0.3534,0.7887,0.9677,0.1768,0.0732,-0.1671,0.7791,0.0248,1.131,0.1619,1.2746,0.8246,0.01,0.9928,0.6106,0.4796,0.4112,0.5644,BRCACancer
B06,0.9821,1.1822,-0.1392,-0.261,0.4681,1.0066,-0.0043,1.026,0.5143,-0.2018,-0.2347,0.8491,-0.1987,1.1864,-0.0858,0.0742,0.3078,0.0476,0.4118,0.5471,0.8845,0.4235,-0.1707,0.3245,0.2582,0.4868,0.9527,0.9126,0.0995,0.6779,-0.2134,-0.1186,0.3014,0.4988,0.2703,0.7812,-0.1632,0.9729,0.1265,0.0472,0.5855,0.68,0.911,0.359,0.5568,0.6661,0.1631,0.1303,-0.3888,0.7257,0.0913,0.8357,0.1245,1.1379,0.6115,-0.2097,0.8324,0.4492,0.3775,0.0591,0.5914,BRCACancer
