@relation data

@attribute id string
@attribute 1869 numeric
@attribute 7027 numeric
@attribute 2932 numeric
@attribute 1029 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 983 numeric
@attribute 7042 numeric
@attribute 8900 numeric
@attribute 7040 numeric
@attribute 1030 numeric
@attribute 7043 numeric
@attribute 595 numeric
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 25 numeric
@attribute 5925 numeric
@attribute 6502 numeric
@attribute 7157 numeric
@attribute 1021 numeric
@attribute 1719 numeric
@attribute 993 numeric
@attribute 472 numeric
@attribute 545 numeric
@attribute 4088 numeric
@attribute 3065 numeric
@attribute 4089 numeric
@attribute 898 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1478,0.0947,0.6628,0.1311,2.6139,1.2717,0.072,0.0614,0.0065,2.044,0.0015,0.0793,0.1356,1.0793,0.7267,0.4177,1.0363,0.863,0.7493,0.7143,0.3082,-0.1142,2.6528,1.2072,0.8601,1.2989,1.5515,0.5319,Control
A02,-0.0079,0.1029,0.4686,0.0736,2.1529,0.9753,-0.0215,0.0739,-0.1304,2.0529,-0.1322,0.0163,0.1049,0.8152,0.4292,0.303,0.801,0.5863,0.5887,0.3325,0.0498,-0.0682,2.3316,0.924,0.5808,1.1527,1.1748,0.2379,Control
A03,0.1982,0.1357,0.609,0.1821,2.3934,1.692,0.1043,0.1569,-0.011,2.233,-0.1168,0.0486,0.1251,1.0301,0.5162,0.4434,1.0565,0.6774,0.8079,0.4772,0.0278,-0.0145,2.2525,1.1324,0.7619,1.2144,1.2843,0.4986,Control
A04,0.0725,0.084,0.5054,0.0734,2.6652,0.9804,0.0185,0.0657,-0.0931,2.1844,0.0605,0.1175,0.2164,0.827,0.3873,0.3637,0.8205,0.673,0.5955,0.4707,0.113,-0.0639,2.1734,0.9607,0.7254,1.1834,1.1688,0.2161,Control
A05,0.2314,0.1376,0.6009,0.1637,2.4343,1.7524,0.0873,0.0409,-0.0265,2.5268,0.1807,0.0159,0.1872,1.0253,0.5341,0.4102,1.0433,0.7421,0.7673,0.4423,0.1316,-0.0721,2.3116,1.046,0.6997,1.148,1.2846,0.3737,Control
A06,0.1291,0.0656,0.5351,-0.0182,2.297,1.4036,-0.0425,0.0736,-0.0473,2.0798,-0.0643,0.0485,0.0491,0.8221,0.5281,0.411,0.8912,0.7233,0.6036,0.4119,0.0119,-0.0911,2.3589,0.9844,0.6681,1.0502,1.2586,0.226,Control
A07,0.0777,0.1316,0.8251,0.0415,2.1826,1.1581,0.0583,0.0618,-0.119,2.1037,0.0695,-0.0304,0.1216,0.8887,0.5732,0.4552,1.0213,0.7998,0.684,0.6179,0.3068,-0.0805,2.7222,1.1549,0.8202,1.267,1.5482,0.395,Control
A08,0.1985,0.1022,1.0661,0.0771,1.9952,1.1244,-0.0392,0.0458,-0.0248,1.7967,-0.1211,0.106,0.0853,0.8162,0.4958,0.5692,1.0826,0.768,0.6482,0.9783,0.1785,-0.1188,2.9337,1.327,1.0401,1.1156,1.6738,0.3103,Control
A09,0.128,0.0831,0.7154,0.1041,2.2289,1.3153,0.0701,0.065,-0.0423,2.0877,0.0141,0.0338,0.0974,0.8193,0.5306,0.4045,1.0359,0.7484,0.5412,0.5964,0.2261,-0.0588,2.7367,0.9851,0.8964,1.1611,1.4823,0.3204,Control
A10,0.1218,0.1127,0.9142,0.1178,1.7823,1.1616,-0.0688,0.0906,-0.0369,2.136,0.0733,0.0508,0.1256,0.8978,0.4568,0.4425,0.9646,0.8841,0.5878,0.5524,0.2692,-0.1079,2.6756,1.3941,0.8986,1.1672,1.4478,0.2036,Control
A11,0.058,0.1335,0.4848,0.0603,1.9281,1.0246,-0.0485,0.1125,-0.0247,2.0524,-0.0987,0.0373,0.118,0.9388,0.6277,0.4338,0.8355,0.5147,0.5349,0.3335,-0.0179,-0.1247,2.5129,0.7984,0.8252,0.9834,1.3103,0.267,Control
A12,-0.0552,0.0771,0.3984,-0.0885,1.4627,1.2203,-0.0909,0.1519,0.035,1.7473,-0.2232,0.0208,0.002,0.5469,0.2377,0.1531,0.4273,0.4241,0.1924,0.2568,0.0241,-0.0404,1.6955,0.5964,0.3602,0.8779,0.793,0.0768,Control
B01,-0.0727,-0.001,0.6768,-0.1649,2.4335,1.2201,-0.1561,0.0712,-0.0069,1.6757,-0.5639,0.2077,-0.198,0.7844,0.5511,0.4038,0.8919,0.5874,0.6532,0.5705,0.2472,-0.0441,2.5849,1.0445,0.6788,1.0156,1.5175,0.3377,Control
B02,0.13,0.1357,0.5494,0.069,2.7571,1.5659,-0.019,0.0817,-0.0193,2.0639,-0.0931,0.1293,0.1092,0.9593,0.6772,0.3877,0.8229,0.865,0.8116,0.3693,0.2292,-0.0349,2.444,1.0728,0.6753,1.2668,1.327,0.4595,Control
B03,0.0976,0.033,0.6557,-0.0065,2.7839,1.0662,0.0032,0.0384,0.0027,1.7886,-0.1515,0.1735,0.0353,0.7222,0.5896,0.3817,0.8578,0.7046,0.7021,0.4802,0.1559,-0.062,2.4934,1.11,0.7577,1.2122,1.3191,0.2897,BRCACancer
B04,0.0856,0.2148,1.0929,0.0517,1.7267,0.8629,-0.1193,0.0586,-0.0624,1.8958,-0.2686,-0.0211,0.0221,0.6027,0.36,0.4996,0.8418,0.6325,0.5137,0.8244,0.2763,-0.0123,2.7036,1.2516,1.0639,1.0639,1.3157,0.2451,BRCACancer
B05,0.0428,0.1147,0.5382,-0.0127,2.0329,1.0562,-0.0703,0.1419,-0.0424,2.1324,-0.2018,0.0523,0.0472,0.6699,0.4131,0.3684,0.7045,0.5717,0.5965,0.4164,-0.0045,-0.1012,2.3036,0.8687,0.7101,0.9274,1.1662,0.27,BRCACancer
B06,-0.1297,-0.1507,0.4945,-0.188,1.9325,0.7968,-0.1468,0.0949,-0.0227,1.4019,-0.5053,0.2272,-0.2305,0.3813,0.3557,0.2334,0.575,0.5268,0.2316,0.3495,0.2274,0.0092,2.2053,0.864,0.4471,0.96,1.0354,0.0305,BRCACancer
B07,0.1341,0.0957,0.6372,0.0975,2.4596,1.1664,0.0496,0.0667,-0.0425,2.1589,-0.0333,0.1821,0.1043,0.9456,0.6303,0.3609,0.9641,0.8297,0.7397,0.5357,0.2991,-0.0776,2.6523,1.2753,0.7412,1.4149,1.4615,0.4097,BRCACancer
B08,0.1536,0.1073,0.4347,0.0907,2.2272,1.4498,0.0376,0.1417,-0.0144,2.4005,0.0665,0.0136,0.2294,1.0082,0.5831,0.3512,0.8068,0.6359,0.5384,0.3275,0.1474,-0.1616,2.4174,0.8032,0.61,1.1225,1.3162,0.3232,Control
B09,0.108,0.1468,0.8491,0.0924,2.1596,1.1889,-0.1563,0.0909,0.0344,1.9835,-0.1038,0.0192,0.1065,0.5934,0.3891,0.4449,0.777,0.4708,0.477,0.7197,0.1172,-0.1014,2.6502,1.0643,1.0793,0.7974,1.2654,0.2349,Control
