@relation data

@attribute id string
@attribute 120227 numeric
@attribute 134429 numeric
@attribute 147323 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 1591 numeric
@attribute 1594 numeric
@attribute 2638 numeric
@attribute 3283 numeric
@attribute 3284 numeric
@attribute 3290 numeric
@attribute 3293 numeric
@attribute 4036 numeric
@attribute 5641 numeric
@attribute 6770 numeric
@attribute 8029 numeric
@attribute 80765 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0019,1.2946,-0.2125,-0.1325,0.07,0.0165,-0.0449,-0.1172,-0.0341,-0.0345,-0.0857,0.1885,-0.064,-0.0656,0.0122,-0.0923,0.3572,0.0385,0.3612,0.5055,Control
Utah__A02,0.6777,1.4425,-0.2579,-0.1158,0.1014,-0.0699,-0.0404,-0.1121,-0.1571,-0.092,-0.034,0.2132,-0.0706,-0.0165,-0.0313,-0.0426,0.1695,-0.041,-0.0297,0.1689,Control
Utah__A03,0.9421,1.5237,-0.2056,-0.138,0.0087,0.0115,-0.1466,-0.106,-0.1189,-0.0017,-0.1108,0.2744,-0.2132,-0.0034,-0.073,-0.0477,0.262,0.0229,-0.0346,0.2525,Control
Utah__A04,0.7728,1.4368,-0.1469,-0.1492,0.1106,0.0208,-0.0751,-0.1251,-0.1377,0.0155,-0.0652,0.1295,-0.2086,-0.019,-0.0403,-0.0508,0.2448,0.0648,0.0868,0.1952,Control
Utah__A05,0.8075,1.5331,-0.1697,-0.1212,0.1908,-0.0731,-0.0598,-0.1065,-0.0438,0.0597,-0.0895,0.1368,-0.1907,-0.0354,-0.0014,-0.0544,0.356,-0.0313,0.1451,0.2786,Control
Utah__A06,0.855,1.2304,-0.2266,-0.1575,0.0822,-0.0674,0.0149,-0.094,-0.2213,-0.0645,-0.0413,0.0108,-0.0908,-0.0641,-0.0661,-0.0466,0.2977,0.0122,0.163,0.2547,Control
Utah__A07,0.9346,1.3842,-0.2445,-0.1474,0.0359,-0.0375,-0.0899,-0.151,-0.1896,-0.0563,-0.049,0.0962,-0.19,-0.0357,-0.0461,-0.032,0.3279,-0.0268,0.2167,0.3052,Control
Utah__A08,0.9232,1.3182,-0.1848,-0.1366,0.1244,-0.019,-0.0843,-0.1324,-0.1123,-0.0163,-0.0588,0.1301,-0.067,-0.0264,-0.0661,-0.0622,0.1959,0.007,0.6307,0.2102,Control
Utah__A09,0.9228,1.1682,-0.1435,-0.1211,-0.0706,0.0081,-0.0813,-0.1155,-0.0395,0.0817,-0.0774,0.189,-0.1535,-0.0575,-0.0468,-0.0437,0.3068,0.0056,0.2658,0.2023,Control
Utah__A10,0.8306,1.4121,-0.1531,-0.061,0.0736,-0.0626,-0.0661,-0.1091,-0.1226,-0.0452,-0.0965,0.1236,-0.1525,-0.0989,0.0161,-0.0711,0.2334,-0.0383,0.1106,0.2655,Control
