@relation data

@attribute id string
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2769 numeric
@attribute 2768 numeric
@attribute 2787 numeric
@attribute 10672 numeric
@attribute 2767 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 9002 numeric
@attribute 2151 numeric
@attribute 94235 numeric
@attribute 9630 numeric
@attribute 2776 numeric
@attribute 10681 numeric
@attribute 2782 numeric
@attribute 51764 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.087,1.1346,1.2797,0.3538,1.0574,1.7735,0.0521,0.917,-0.0233,0.5434,-0.0578,0.1401,1.5828,-0.119,0.3293,1.1149,-0.0728,0.1982,-0.017,0.5015,-0.0927,0.6485,0.5839,1.4299,0.0313,Control
A02,-0.0712,1.3118,1.2616,0.3205,0.7396,1.4435,-0.0126,1.0017,-0.0075,0.5823,0.0681,0.1733,1.3293,-0.0204,0.2552,1.0578,-0.0023,0.2018,-0.0113,0.2071,-0.0986,0.2358,0.2715,1.392,0.1333,Control
A03,-0.102,1.328,1.5122,0.345,1.1743,1.8814,0.1317,1.1338,0.0291,0.7367,0.0188,0.281,1.4961,-0.1335,0.7692,1.2897,-0.0344,0.2599,-0.1052,0.2784,-0.1027,0.4627,0.3099,1.4897,0.1014,Control
A04,-0.0358,1.2907,1.2302,0.3853,0.8395,1.6237,0.1109,0.9425,-0.0317,0.6755,0.0093,0.1461,1.4725,-0.0544,0.2128,1.0142,-0.0544,0.4405,-0.0072,0.353,-0.0731,0.3177,0.4148,1.4717,0.1214,Control
A05,-0.0619,1.5416,1.8127,0.4589,1.1311,1.7266,0.1874,1.2816,-0.0315,0.7617,0.0142,0.1174,2.2365,-0.0887,0.5169,1.1054,-0.0464,0.3814,-0.0745,0.502,-0.0925,0.4844,0.4684,1.5737,0.1381,Control
A06,-0.0855,1.365,1.4718,0.3636,0.961,1.5995,0.0136,1.033,-0.0333,0.561,-0.0135,0.1159,1.2565,-0.116,0.4062,1.3159,0.0072,0.0346,-0.0407,0.2656,-0.1224,0.3651,0.3232,1.4137,0.0547,Control
A07,-0.1015,1.3536,1.4516,0.5123,0.9683,1.7416,0.0426,1.1256,-0.021,0.6322,0.0051,0.0828,1.5907,-0.1604,0.5092,1.4391,0.0032,0.1884,0.0239,0.2371,-0.1308,0.8957,0.3603,1.5236,0.0316,Control
A08,-0.0829,0.9492,1.0412,0.4784,0.9523,1.5767,0.0033,0.8725,-0.0323,0.4954,-0.0479,0.1265,1.3649,-0.0941,0.443,1.57,-0.0697,0.0328,-0.0308,0.5308,-0.0956,1.0393,0.4944,1.4965,0.1547,Control
A09,-0.1057,1.2462,1.2293,0.3885,0.7273,1.6964,-0.009,0.9532,-0.0661,0.5287,0.0307,0.2054,1.8345,-0.1405,0.4885,1.436,-0.0302,0.2677,-0.0844,0.1876,-0.0912,0.8753,0.5019,1.4111,-0.0234,Control
A10,-0.082,1.5482,1.2476,0.4226,1.0513,1.6903,0.1062,1.0893,-0.0687,0.5533,0.0022,0.1336,2.065,-0.1499,0.5021,1.5133,-0.0338,0.1952,-0.0885,0.1512,-0.0728,0.8224,0.4699,1.5165,0.0774,Control
A11,-0.1236,1.3098,1.2068,0.3052,0.6265,1.5243,-0.0695,0.7087,0.0107,0.3723,-0.0489,0.0339,0.9685,-0.1745,0.454,1.3549,-0.0209,0.1193,0.035,0.1365,-0.0351,0.5344,0.3964,1.2608,0.0476,Control
A12,-0.1144,1.4117,0.8677,0.3738,0.4115,1.148,-0.0414,0.6133,0.0854,0.2616,0.1394,0.3757,1.7903,-0.0473,0.1024,0.7516,0.095,-0.0459,0.037,-0.0779,-0.0202,0.1356,0.2514,1.191,0.1566,Control
B01,-0.1542,0.8642,0.7913,0.3283,0.9723,1.5163,-0.0625,0.6775,-0.1128,0.2732,-0.0012,0.1499,1.146,-0.1225,0.2193,1.0452,0.0782,-0.2756,0.0878,-0.1934,-0.0206,0.5769,0.4829,1.281,-0.12,Control
B02,-0.083,1.3201,1.2331,0.3647,1.1341,1.7296,0.0707,1.0695,-0.0399,0.6816,8e-04,0.0361,1.4113,-0.1637,0.5787,1.0782,-0.0279,0.2446,-0.0198,0.2053,-0.0856,0.34,0.4206,1.5051,0.0257,Control
B03,-0.066,0.9832,1.0137,0.3299,1.1148,1.7912,-0.0014,0.966,-0.0239,0.4854,0.0163,0.2013,0.2213,-0.2162,0.3647,1.1925,0.0149,0.0475,-0.006,0.0841,-0.0059,0.4581,0.4381,1.4294,0.0251,BRCACancer
B04,-0.1433,1.2502,0.8468,0.5471,0.8287,1.4023,-0.0557,0.6787,-0.0164,0.4694,-0.0029,0.03,1.2394,-0.091,0.1527,1.4998,-3e-04,0.0157,0.0244,0.1028,-0.0783,1.0542,0.361,1.6404,0.0264,BRCACancer
B05,-0.1067,1.1321,1.0354,0.4013,0.8703,1.5482,-0.1221,0.731,0.0079,0.5488,0.0128,0.1764,1.2338,0.0184,0.498,1.3468,0.0152,0.0345,1e-04,0.2308,-0.1208,0.2673,0.2433,1.3874,0.0217,BRCACancer
B06,-0.1629,0.8995,0.4157,0.1677,0.6493,1.3335,-0.1509,0.4354,-0.1567,0.0972,-0.0151,0.158,0.6675,-0.0494,-0.0243,1.0517,0.1692,-0.2215,0.0138,-0.6426,-0.011,0.3375,0.2756,1.1324,-0.2604,BRCACancer
B07,-0.0868,1.4156,1.1554,0.3622,1.0967,1.7359,0.0306,0.9927,-0.0345,0.6322,-0.028,0.0456,1.2039,-0.0841,0.4957,1.2703,-0.0232,0.2071,0.0134,-0.0036,-0.0939,0.3625,0.4335,1.5522,-0.0141,BRCACancer
B08,-0.0291,1.3522,1.5012,0.263,0.6847,1.657,0.1001,1.0682,0.0658,0.5694,-0.0375,0.1366,1.9803,-0.0815,0.2553,0.9433,-0.0402,0.3879,-0.0933,0.1336,-0.041,0.2896,0.4731,1.3505,0.234,Control
B09,-0.0963,1.2097,0.5807,0.4677,0.9397,1.7236,-0.0155,0.5315,-0.0079,0.3378,-0.0194,0.1868,1.6008,-0.1619,0.2334,1.5843,-0.0185,0.181,-0.0327,-6e-04,-0.0588,0.9284,0.4962,1.3029,0.0929,Control
B10,-0.1086,1.3035,0.5858,0.3779,0.4954,1.4209,0.0453,0.7147,-0.0174,0.3708,0.0497,0.0183,1.0643,-0.1081,0.4563,1.3474,0.0461,0.0743,0.0441,-0.0939,-0.0723,0.6993,0.2487,1.3645,0.2025,Control
B11,-0.021,1.2147,1.3682,0.3812,0.6355,1.5289,0.0817,1.0235,-0.0258,0.6596,0.0752,0.028,2.2638,0.0122,0.4512,1.0835,-0.0296,0.1823,0.0251,0.2282,-0.0593,0.5084,0.3846,1.2939,0.1992,Control
B12,-0.1012,0.6565,0.3905,0.4474,0.6112,1.0055,-0.0173,0.2404,-0.0173,0.3562,0.005,0.1299,0.6506,-0.0481,-0.1943,0.9873,0.0085,0.0603,-0.0031,-0.039,-0.0926,0.8178,0.3023,1.1821,0.0183,Control
C01,-0.1149,1.2375,1.485,0.4078,1.0507,1.6619,0.0405,0.8786,-0.052,0.7261,-0.0159,0.0776,1.6944,0.074,0.4884,1.3751,-0.002,0.2248,0.0759,0.3143,-0.0706,0.7247,0.3165,1.537,-0.0087,BRCACancer
C02,-0.0295,1.323,1.4294,0.4054,0.7869,1.5121,0.0695,0.9686,0.0013,0.6939,0.0616,0.1717,1.9183,-0.1219,0.4597,1.0367,0.0321,0.329,0.1235,0.4152,-0.1229,0.2526,0.3771,1.4394,0.1475,BRCACancer
C03,-0.1033,1.4314,1.4549,0.4168,1.0023,1.6845,0.0898,0.9367,0.0168,0.9692,0.0149,0.0187,1.3355,-0.1468,0.6008,1.406,-0.0017,0.3255,-0.0134,0.2486,-0.1083,0.3465,0.3922,1.4731,0.115,BRCACancer
C04,0.1071,1.239,1.2407,0.3366,0.5648,1.2408,0.0191,0.5025,0.0117,0.5875,0.018,0.1234,1.8182,0.0306,0.0229,0.7408,-0.0064,0.4611,-0.0295,0.5329,-0.016,0.183,0.3019,1.2114,0.3269,Control
C05,0.0082,0.8104,0.9683,0.3527,0.4962,1.1178,0.0193,0.7797,0.0413,0.6071,0.0271,0.2734,0.534,-0.0955,0.0242,0.8371,9e-04,0.2272,-0.0088,0.2443,-0.0531,0.1895,0.1828,1.2582,0.2252,BRCACancer
C06,-0.0039,0.2605,0.4883,0.2011,0.1911,0.5394,0.0517,0.0689,0.1279,0.1186,0.0811,0.1935,0.3136,-0.0226,-0.3345,0.2915,0.0524,0.2963,-0.0123,-0.0638,0.0086,0.1551,0.0987,0.4976,0.1598,Control
C07,-0.1292,1.5685,1.1293,0.3126,0.5068,1.3387,-0.0141,0.772,0.0118,0.5148,0.0171,0.1828,1.0556,-0.0775,0.2249,0.9629,0.0042,0.2673,0.114,-0.0309,-0.0273,0.1674,0.2127,1.3167,0.2429,Control
C08,-0.0382,1.3769,1.3521,0.2878,0.6585,1.5424,0.1114,0.7972,0.0705,0.5537,0.0157,-0.0204,1.8419,-0.1783,0.3717,1.1076,-0.0204,0.4428,-0.1745,0.1822,-0.0802,0.2068,0.2906,1.2741,0.2372,Control
C09,-0.0136,1.1971,1.0412,0.2973,0.4754,1.3041,0.1056,0.8284,0.0814,0.6094,-0.0145,0.1999,1.2501,-0.1576,0.1944,0.9193,-0.0317,0.3852,-0.0229,0.2376,-0.0409,0.1723,0.2496,1.3115,0.2228,Control
C10,-0.0844,1.4648,1.2624,0.4023,0.5752,1.1954,0.0835,0.8721,0.0377,0.6622,0.0784,0.2012,1.6348,-0.0442,0.21,0.849,0.0089,0.2367,0.043,0.218,-0.0615,0.1454,0.2318,1.4762,0.2137,BRCACancer
C11,0.0118,1.3426,1.505,0.3158,0.6867,1.5635,0.13,0.7421,0.0562,0.6429,0.0301,0.1051,1.9796,-0.1051,0.62,1.1483,-0.0326,0.4704,-0.0407,0.4124,-0.0405,0.277,0.5394,1.2917,0.223,Control
C12,-0.0812,1.0554,0.8787,0.3444,0.2984,1.2258,-0.0027,0.4649,0.0124,0.4351,0.0016,0.0936,1.755,0.0953,-0.1977,0.7556,0.0199,0.313,0.0724,0.2888,-0.0073,0.1644,0.2736,1.1446,0.0973,BRCACancer
D01,-0.0803,0.5374,0.7604,0.4622,0.6153,1.3559,0.094,0.506,-0.0411,0.4306,-0.0339,0.1872,0.4084,-0.0747,-0.0046,1.3092,0.0017,0.1506,-0.0226,0.0908,-0.0611,1.2018,0.4924,1.3783,0.141,BRCACancer
D02,-0.02,1.5417,1.2108,0.3325,0.4793,1.4912,0.1315,0.8734,0.0615,0.6273,0.0044,0.2468,1.9403,-0.0226,0.1348,0.9398,-0.0066,0.4026,-0.1642,0.2005,-0.0217,0.2167,0.4595,1.3525,0.1911,BRCACancer
D03,-0.0657,1.3823,1.2035,0.3198,0.6054,1.3538,0.093,0.7377,-0.0283,0.5985,0.0108,0.1437,1.8808,-0.0976,0.1109,0.8155,-0.0362,0.4109,-0.0161,0.1025,-0.0617,0.2558,0.3841,1.3707,0.1425,BRCACancer
D04,0.0056,1.1351,1.4694,0.3731,0.6657,1.5045,0.1287,0.8357,-0.0641,0.6417,-0.0011,-0.0088,1.565,-0.1203,0.1728,0.945,-0.03,0.3128,-0.0331,0.1606,-0.0493,0.3917,0.3102,1.3169,0.0929,BRCACancer
D05,-0.1236,1.3551,1.3539,0.3778,0.7361,1.4906,0.0994,1.0784,-0.0166,0.7292,0.0281,0.0308,1.7697,-0.052,0.227,0.9407,0.026,0.2466,-0.0252,0.1635,-0.0893,0.2773,0.3589,1.5058,0.1201,BRCACancer
D06,-0.0425,1.37,1.4961,0.356,0.6576,1.5391,0.0903,0.9289,0.0226,0.7049,-0.0184,0.2284,1.5644,-0.0755,0.4183,1.0672,-0.0251,0.2743,-0.0071,0.473,-0.0064,0.3269,0.3789,1.398,0.0995,BRCACancer
D07,-0.0396,1.6675,1.4059,0.3612,0.6725,1.6779,0.0854,0.8988,0.0099,0.7235,0.007,0.1705,2.0583,-0.142,0.4798,1.1219,-0.0045,0.3652,-0.0574,0.1461,-0.0692,0.197,0.3983,1.3678,0.0439,Control
D08,-0.067,1.1951,0.9038,0.308,0.4622,1.2714,0.0428,0.6729,0.0199,0.4534,0.0149,0.2643,1.6836,-0.1184,0.05,0.8318,0.028,0.2915,-0.01,0.1749,-0.0771,0.1797,0.277,1.2592,0.194,Control
D09,-0.1036,1.2352,1.2994,0.4119,0.665,1.4725,0.0321,0.8137,0.0174,0.6439,-0.0101,0.2711,1.6707,-0.0462,0.2345,0.9424,-0.0262,0.224,0.0816,0.0351,-0.0983,0.1938,0.2816,1.3177,0.1661,Control
D10,-0.0245,1.1319,1.4521,0.3692,0.4539,1.4945,0.1173,0.6877,0.0545,0.5189,0.0265,-0.0292,2.0703,0.007,0.4358,1.0074,5e-04,0.3223,-0.0712,0.0756,-0.056,0.2474,0.3254,1.1759,0.1016,Control
D11,-0.0622,0.5653,0.5798,0.2878,0.1858,0.6817,0.0543,0.2634,0.1493,0.1713,0.0282,0.1407,1.0101,-0.1772,-0.2462,0.6029,0.0222,0.0282,-0.1556,0.1238,0.0464,0.1572,0.1925,0.8233,0.1212,Control
D12,0.0331,0.9352,1.269,0.2879,0.4638,1.3137,0.1814,0.5968,0.0047,0.3944,0.0105,0.2553,1.2083,-0.0956,0.1739,0.7419,-0.0706,0.2992,-0.0076,0.3451,-0.023,0.1748,0.2905,1.1398,0.0772,Control
E01,-0.0548,0.9075,0.9353,0.214,0.4526,1.3386,0.1354,0.7413,-0.03,0.4865,0.0462,0.1214,0.089,-0.1316,0.1897,0.8327,0.0243,0.2904,0.0317,-0.0866,-0.0652,0.1703,0.2213,1.3309,0.0234,BRCACancer
E02,-0.0597,1.5948,1.4149,0.3333,0.6124,1.5113,0.1486,0.997,-0.0848,0.6369,-0.0065,0.0964,2.4248,-0.0121,0.4369,0.9191,-0.0288,0.3255,-0.0182,0.15,-0.0387,0.1833,0.4156,1.3972,0.0628,Control
E03,-0.0535,1.1639,1.6478,0.3299,0.5848,1.6191,0.1951,0.9746,-0.0459,0.7012,-0.0106,0.1054,1.808,-0.0237,0.4436,0.8916,-0.0189,0.4969,-0.0633,0.5018,-0.0599,0.1966,0.3433,1.3865,0.1641,Control
E04,-0.0194,1.5849,1.5681,0.4077,0.7291,1.5467,0.1769,0.889,0.0535,0.7506,-0.0127,0.1693,2.3463,-0.1494,0.376,0.9136,-0.0238,0.5433,0.0125,0.2921,-0.0768,0.2431,0.477,1.4297,0.1324,Control
E05,-0.1045,1.4872,0.8475,0.3575,0.5547,1.4366,0.0648,0.6727,-0.0988,0.479,0.07,0.0609,2.0004,-0.1249,0.1556,0.8659,0.0436,0.1545,0.0291,0.3511,-0.0568,0.199,0.3692,1.2977,0.0254,Control
E06,-0.1199,0.8704,0.7432,0.4023,0.7831,1.2734,-0.0809,0.8757,0.0142,0.3268,0.0875,0.3579,0.5912,-0.0837,0.2161,0.9323,0.0477,-0.0499,0.1175,-0.3388,-0.1064,0.2853,0.21,1.2312,-0.0368,BRCACancer
E07,-0.0135,1.3684,1.4025,0.4093,0.7434,1.4731,0.0713,0.8541,-0.0132,0.6939,0.0444,0.1504,2.5697,-0.0849,0.2942,0.8355,7e-04,0.4271,-0.0611,0.258,-0.0508,0.2416,0.4375,1.4092,0.2604,BRCACancer
E08,-0.0264,1.2525,1.3149,0.2577,0.7076,1.6204,0.0984,1.0631,-0.0377,0.7537,-0.0404,0.0244,1.7463,-0.0595,0.3213,1.0285,-0.0381,0.285,-0.0044,0.3079,-0.049,0.269,0.3819,1.3952,0.1205,Control
E09,0.0041,1.2978,1.7288,0.3273,0.6164,1.6446,0.167,0.7917,0,0.6471,0.0266,0.0795,2.5701,-0.1206,0.4232,1.1172,0.03,0.434,-0.0898,0.2363,-0.0638,0.2315,0.3815,1.344,0.2595,BRCACancer
E10,-0.0597,1.2896,1.4781,0.3416,0.7967,1.5982,0.1322,1.1169,-0.087,0.6155,0.0036,0.0508,1.6306,-0.1426,0.4585,1.1447,0.0136,0.2819,-0.0124,0.3215,-0.1197,0.3253,0.4398,1.4744,-0.0665,BRCACancer
E11,0.0091,1.4843,1.1652,0.329,0.3974,1.3393,0.107,0.7302,0.0325,0.4924,0.022,0.0694,2.0855,-0.1273,0.2203,0.8911,0.0048,0.4654,-0.1062,0.0626,-0.0451,0.1579,0.385,1.2832,0.0511,Control
E12,-0.0796,0.9989,0.8806,0.0865,0.4268,1.1889,0.0757,0.5853,-0.0735,0.4098,0.0112,0.244,1.0011,-0.1314,0.382,0.8751,0.0217,0.3797,-0.0557,-0.1832,-0.0157,0.1771,0.2574,1.1824,0.1155,BRCACancer
F01,-0.0944,1.0307,1.3745,0.3545,0.7708,1.5964,0.1273,0.7906,0.0779,0.6467,-0.0079,0.0839,1.3755,-0.087,0.1808,1.0096,-0.0211,0.3148,0.033,0.562,-0.1139,0.4733,0.4583,1.3772,0.1492,Control
F02,-0.032,1.2411,1.368,0.4078,0.8383,1.4891,0.1833,0.9421,0.0125,0.7059,0.0336,0.1508,1.7768,-0.1274,0.3959,0.9636,-0.0402,0.3167,-0.0279,0.3498,-0.1064,0.3117,0.3766,1.4447,0.3011,Control
F03,-0.064,1.6326,1.3911,0.2934,0.5747,1.3696,-0.0439,0.8505,0.0649,0.7088,-0.0112,0.3083,1.7893,-0.1434,0.339,0.8901,0.0223,0.4275,-0.1594,0.2565,-0.0883,0.1519,0.2703,1.3768,0.0995,Control
F04,-0.0689,1.1296,1.2556,0.2782,0.783,1.6352,0.0476,0.7013,0.0154,0.4269,-0.0264,0.1403,1.2987,-0.0324,0.3544,1.2353,-0.0394,0.206,0.0107,-0.0757,-0.1205,0.6481,0.397,1.3203,0.0246,Control
F05,0.0228,1.5888,1.4796,0.3456,0.6712,1.6209,0.0809,0.9756,0.0506,0.618,0.0356,0.1663,2.2244,-0.146,0.4006,0.8601,-0.0117,0.3788,0.0401,-0.0348,-0.0577,0.2124,0.4269,1.4004,0.0403,Control
F06,-0.098,1.4561,1.6673,0.2997,0.4693,1.1981,-0.0554,0.7692,-0.0249,0.5133,0.0281,0.218,1.9516,-0.1202,0.2898,0.7911,0.0624,0.3683,0.0483,0.3371,-0.1268,0.2044,0.2478,1.277,0.1926,Control
F07,-0.0848,1.1873,0.9564,0.3556,0.668,1.4445,0.0836,0.6148,0.0707,0.5527,-0.0191,0.0582,1.3433,-0.0866,0.3417,1.1192,-0.0733,0.3709,-0.0115,0.2702,-0.0627,0.5854,0.4336,1.4475,0.2373,Control
F09,-0.0471,1.3063,1.7203,0.3169,0.9657,1.5881,0.2257,1.1749,0.0419,0.8179,0.0027,0.1031,1.4991,-0.1196,0.4799,0.9278,-0.0359,0.4432,-0.0253,0.3956,-0.0466,0.3056,0.3793,1.4224,0.1626,Control
F10,-0.0403,1.3794,1.647,0.3713,0.9246,1.6014,0.1794,1.2871,-0.0234,0.8328,0.0108,0.067,1.9449,-0.0205,0.4967,1.1323,-0.034,0.4643,-0.0624,0.2362,-0.0931,0.4064,0.4033,1.4837,0.1786,Control
F11,-0.0186,1.382,1.7896,0.3547,0.7172,1.5366,0.1282,1.0208,0.0336,0.6955,0.034,0.0551,1.7852,-0.1002,0.3409,0.9493,-0.0347,0.4028,-0.066,0.405,-0.0866,0.2222,0.323,1.4043,0.0845,Control
F12,-0.1045,1.2129,1.1847,0.4541,0.8146,1.4727,-0.0359,0.829,-0.0316,0.5103,-0.0836,0.1317,1.2676,-0.0375,0.447,1.2863,-0.0307,0.1946,0.0071,0.3375,-0.1289,0.87,0.2852,1.429,0.0533,Control
G01,-0.0162,1.1393,1.6828,0.3011,0.7237,1.4034,0.1149,1.0152,6e-04,0.6552,-0.0287,0.2148,1.427,-0.0593,0.4852,1.0812,5e-04,0.2397,0.0281,0.1145,-0.0722,0.3688,0.196,1.3215,0.1206,Control
G02,-0.0495,1.2982,1.3106,0.3639,0.5703,1.3635,0.123,0.8008,0.0708,0.5284,0.0383,0.0819,1.7517,-0.0976,0.1623,0.9565,-0.0237,0.3479,-0.0182,0.294,-0.0475,0.2126,0.2545,1.2646,0.2087,Control
G03,-0.0767,1.3777,1.3669,0.3452,0.885,1.5366,0.0519,1.0278,-0.0705,0.6566,0.0203,-0.027,1.747,-0.0982,0.3461,1.1603,-0.0246,0.3419,-0.0358,0.5902,-0.0873,0.3261,0.3458,1.4044,0.1923,Control
G04,-0.0444,1.1319,1.5304,0.2629,0.7651,1.4119,0.1663,1.1816,0.0173,0.7636,0.028,0.227,1.8606,0.0224,0.2501,1.0111,-0.0483,0.5249,-0.0606,0.1693,-0.0299,0.235,0.3857,1.5626,0.141,BRCACancer
G05,-0.1514,0.6163,0.9241,0.261,0.4328,1.1632,0.0768,0.3051,0.0468,0.1542,0.0042,0.1314,1.0096,-0.1069,0.0358,0.8934,-0.0214,-0.0355,-0.0778,-0.0814,0.0068,0.3362,0.1666,0.9049,0.0511,BRCACancer
G06,-0.0696,1.4714,1.0626,0.4328,0.7833,1.3041,0.0285,1.0053,-0.0087,0.6431,-9e-04,0.1457,1.4101,0.0145,0.3761,1.1003,-0.044,0.2778,-0.1123,0.2106,-0.054,0.3088,0.1967,1.4342,0.0639,BRCACancer
G07,-0.122,0.8527,0.9323,0.2856,0.5248,1.3998,0.0618,0.5683,0.0094,0.4121,-0.0462,0.1206,0.9684,-0.1197,0.116,0.986,-0.0253,0.2023,-0.0787,0.2864,-0.0155,0.2211,0.3572,1.2213,0.1704,Control
G08,-0.0453,1.065,1.4926,0.2958,0.7941,1.5668,0.0591,0.8661,-0.0212,0.5623,-0.0408,0.2397,1.379,-0.0263,0.5633,1.1967,-0.0181,0.1783,-0.122,0.1748,-0.069,0.3133,0.2812,1.3733,0.0891,Control
G09,-0.0159,1.3632,1.0939,0.3343,0.5187,1.2246,0.1206,0.7491,0.047,0.5517,0.0437,0.1465,1.6484,-0.037,0.2849,1.038,-0.0409,0.3026,-0.1012,0.257,-0.0451,0.2117,0.2313,1.1853,0.2927,Control
G10,-0.054,1.1906,0.5083,0.309,0.5994,1.2985,-0.0867,0.592,-0.0179,0.3212,0.0557,0.2128,-0.1202,-0.0194,0.3287,1.2286,0.0123,0.1662,-0.0225,-0.0219,-0.0589,0.2054,0.1677,1.3253,0.2067,BRCACancer
G11,0.0465,0.8281,0.6828,0.2571,0.3381,1.0768,0.0306,0.3222,0.2298,0.0185,-0.0555,0.0373,0.9154,-0.1568,0.0645,0.9717,0.0929,-0.1581,-0.018,0.3375,0.0511,0.236,0.196,0.7711,-0.0595,BRCACancer
