@relation data

@attribute id string
@attribute 3725 numeric
@attribute 3594 numeric
@attribute 3593 numeric
@attribute 5599 numeric
@attribute 3595 numeric
@attribute 6775 numeric
@attribute 1432 numeric
@attribute 3592 numeric
@attribute 3606 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 7297 numeric
@attribute 5608 numeric
@attribute 3717 numeric
@attribute 3458 numeric
@attribute 1234 numeric
@attribute 6957 numeric
@attribute 6955 numeric
@attribute 919 numeric
@attribute 2119 numeric
@attribute 2833 numeric
@attribute 8809 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,0.8794,-0.0509,1.4021,0.3699,1.9208,1.4426,0.0496,0.2761,2.2816,2.164,2.3141,1.0858,0.7028,1.1832,0.7344,1.2883,0.2245,0.2248,0.7787,-0.1463,0.5685,0.6638,Control
A02,0.8029,0.7568,-0.052,0.9672,0.2482,1.4751,1.1508,0.0278,0.0809,1.9895,1.8639,2.276,0.8885,0.2931,1.0583,1.6345,1.2704,0.1754,0.0476,0.4601,-0.0695,0.2489,0.4769,Control
A03,1.2073,1.0784,0.0619,1.211,0.4199,1.5108,1.3711,0.0514,0.2656,1.9398,1.726,2.3253,1.1618,0.429,1.4846,2.2035,1.6885,0.1461,0.0934,0.6678,-0.0498,0.9034,0.7222,Control
A04,1.3091,0.817,-0.0711,0.9665,0.1506,1.7302,1.2559,0.2051,0.1724,1.9869,1.8071,2.3006,0.9933,0.3654,0.8542,0.6827,0.7166,0.1606,0.103,0.7131,-0.0712,0.5976,0.5186,Control
A05,1.2428,0.9511,-0.0381,1.1192,0.2436,1.5055,1.5137,0.1003,0.3911,1.5613,1.5181,1.9004,1.1512,0.5039,1.2997,0.6381,1.0837,0.1513,0.0479,0.7498,-0.0654,0.4946,0.4806,Control
A06,0.8136,0.7305,-5e-04,1.1521,0.4753,1.6185,1.2007,0.0585,0.4217,1.5105,1.4556,1.709,1.0725,0.6103,1.0757,0.0789,1.105,0.157,0.0865,0.7031,-0.0578,0.3196,0.8693,Control
A07,1.2402,0.8507,-0.0347,1.3691,0.2533,1.8285,1.592,-0.01,0.3752,1.8185,1.7176,2.038,1.0781,0.5968,1.4165,0.9899,1.3225,0.2075,0.0922,1.1256,-0.0332,0.3871,0.7141,Control
A08,0.8862,0.6685,-0.038,1.4969,0.3841,2.1897,1.6309,-0.0035,0.2659,1.694,1.7898,1.9365,0.9731,0.7273,1.4627,0.8299,0.5826,0.1618,0.1402,1.5141,-0.1521,0.2577,0.702,Control
A09,0.9959,0.7641,-0.0703,1.3676,0.2306,1.7921,1.435,0.1572,0.1325,2.0494,1.7943,2.2663,0.9528,0.5458,1.3629,0.813,1.1399,0.1739,0.1287,0.9382,-0.0342,0.6508,0.5755,Control
A10,1.3751,0.8905,-0.0612,1.2269,0.2647,2.2251,1.7367,0.0227,0.3181,2.072,1.874,2.2669,1.067,0.6755,1.4231,1.5987,1.2481,0.1461,0.1296,0.9822,-0.0949,0.5746,0.647,Control
A11,1.0715,0.8232,0.0392,1.1557,0.0762,1.5555,1.1233,-0.1012,0.2973,2.1129,1.7651,2.1767,0.9094,0.5351,0.9662,1.7846,1.6876,0.1151,0.0893,0.6942,-0.1116,0.5639,0.4581,Control
A12,0.7127,0.3807,0.1071,0.6947,0.0935,1.3124,0.8493,-0.0047,0.0421,1.847,1.3863,2.1795,0.4441,0.2159,0.4496,0.728,0.8976,0.2241,-0.0504,0.3828,0.0396,0.3898,0.3939,Control
B01,0.9621,0.475,0.0799,1.4678,0.1475,1.7724,1.2183,-0.2013,0.161,1.8854,1.8293,1.8807,0.7815,0.6443,0.9717,0.1716,0.8239,0.3072,0.155,0.7516,-0.042,0.0896,0.4745,Control
B02,1.3562,0.94,-0.1005,1.2677,0.116,1.8891,1.3113,0.0301,0.284,2.2802,1.9715,2.3103,1.1753,0.5247,0.9603,0.8544,1.2641,0.1854,0.1319,0.7489,-0.0465,0.5971,0.6892,Control
B03,1.1569,0.8096,-0.1091,1.2757,0.1859,1.923,1.2964,-0.093,0.2013,2.1338,1.903,2.2166,0.9775,0.5927,1.0128,0.7853,1.4074,0.1515,0.1323,0.6764,-0.0612,0.4506,0.7635,BRCACancer
B04,0.8223,0.8156,-0.0365,1.1452,0.3431,2.0026,1.5574,-0.0555,0.165,1.7998,1.6248,1.81,0.9301,0.6523,1.3155,0.8647,1.2484,0.1612,0.0709,1.2812,-0.0185,0.4399,0.8726,BRCACancer
B05,0.6881,0.8162,0.0696,1.0222,0.43,1.5632,1.0531,0.0377,0.1343,1.7628,1.4971,1.6198,0.7929,0.2515,0.7915,0.2659,0.92,0.1849,-0.0238,0.6888,0.0606,0.4503,0.7064,BRCACancer
B06,0.3086,0.3067,0.152,0.9729,0.1369,1.5577,1.0091,-0.1737,0.0069,1.3516,1.3123,1.5034,0.663,0.4629,0.734,0.4188,1.396,0.3142,0.1056,0.4388,0.0589,-0.1044,0.6445,BRCACancer
B07,1.0713,1.0099,-0.0472,1.4186,0.1829,2.2081,1.4636,0.0637,0.2696,2.2523,2.0296,2.402,1.1698,0.5065,1.1696,1.4515,1.7696,0.2048,0.13,0.813,-0.0945,0.4688,0.9597,BRCACancer
B08,1.1173,0.775,-0.0494,1.0803,0.1625,1.3973,1.2368,-0.0394,0.3976,1.8843,1.6887,2.1668,1.0291,0.433,0.9315,0.8862,1.3576,0.1308,0.0997,0.4532,-0.088,0.5237,0.4484,Control
B09,0.8029,0.5828,-0.0593,1.0942,0.3676,1.9076,1.3351,-0.0122,0.0285,1.0555,1.5968,1.2061,0.8404,0.6246,1.1261,0.568,0.6647,0.1395,0.0402,1.5056,-0.1503,0.2542,0.5008,Control
B10,0.8277,0.5176,0.0249,0.9202,0.3152,1.9464,1.3763,-0.1568,0.0679,1.5375,1.6895,1.8948,0.714,0.4213,1.0401,0.699,0.7781,0.1115,0.0413,1.0333,-0.1576,0.0836,0.5695,Control
B11,0.9367,0.5158,0.0557,0.9405,0.2437,1.3451,1.35,-0.0355,0.1581,2.116,1.4423,1.8853,0.8432,0.4453,1.069,0.4402,1.0128,0.146,0.0719,0.5253,-0.0168,0.3815,0.3842,Control
B12,0.4094,0.3039,0.1109,0.7469,0.1977,1.46,1.113,-0.1883,-0.0018,0.829,1.1221,0.5172,0.793,0.3131,0.9325,0.0181,0.3456,0.0962,-0.0094,1.2303,-0.0364,-0.0099,0.2921,Control
C01,1.2058,0.9248,-0.0596,1.167,0.2872,1.5078,1.4476,-0.0176,0.3212,1.5178,1.6016,1.8344,1.3604,0.5762,1.2402,0.7974,1.0126,0.1621,0.0654,0.8977,-0.0515,0.6175,0.6623,BRCACancer
C02,1.0213,0.8199,0.0092,0.9944,0.3054,1.691,1.1796,0.0691,0.2045,1.8732,1.9496,2.1788,1.2162,0.3462,0.8503,0.649,1.0109,0.2366,0.0517,0.6846,-0.0287,0.7061,0.7635,BRCACancer
C03,1.1628,1.1615,-0.032,1.2159,0.2529,1.9665,1.3531,0.1856,0.3028,2.1188,2.0627,2.4714,1.4505,0.3827,1.1793,1.3967,0.7968,0.1909,0.075,0.9599,-0.0335,0.7801,0.5001,BRCACancer
C04,0.627,0.6389,0.0049,0.6903,0.0246,0.7661,0.6519,-0.1184,0.168,1.5899,1.7182,1.8873,0.9019,0.2371,0.6156,0.0041,0.376,0.1232,-0.0033,0.3437,-0.0636,0.3585,0.2451,Control
C05,0.5237,0.6463,-0.0374,0.6604,0.1858,1.0637,0.7781,0.0097,0.1221,1.565,1.5751,1.9033,0.9237,0.1362,0.5986,0.5171,0.6593,0.1466,-0.0147,0.341,-0.0506,0.3509,0.281,BRCACancer
C06,0.2088,0.1245,0.0663,0.113,0.0439,0.2619,0.2166,-0.0755,-0.0731,0.7003,0.8464,0.7118,0.2238,0.0769,0.0279,0.2805,0.4238,0.0175,-0.0845,0.1156,-0.0112,0.0826,0.1077,Control
C07,0.8671,0.6135,0.0257,0.7965,0.1135,1.4055,0.915,0.0484,0.1558,2.0178,1.9244,2.6448,0.8509,0.3431,0.5865,1.0111,0.7041,0.1675,0.014,0.4822,-0.0682,0.5957,0.4961,Control
C08,0.7816,0.8497,0.0085,1.0421,0.3757,1.6173,1.0007,0.035,0.195,1.9717,2.041,2.379,1.0379,0.3219,0.8603,1.0552,1.0353,0.2284,0.112,0.5357,-0.021,0.6536,0.5122,Control
C09,1.1077,0.7522,-0.031,0.7566,0.1205,1.4543,0.9402,0.0536,0.2545,1.8383,1.6737,2.2228,0.9435,0.1908,0.5702,0.898,0.9418,0.1358,0.0233,0.4457,-0.0482,0.6224,0.287,Control
C10,0.8688,0.6567,-0.0162,0.6258,0.3282,1.4501,1.0072,0.1008,0.1087,1.7315,1.6858,1.9479,0.8726,0.1747,0.4975,0.3588,0.3012,0.1567,-0.0013,0.5919,-0.0065,0.3479,0.4576,BRCACancer
C11,1.0244,1.0117,-0.0248,0.9952,0.1215,1.5496,1.0238,-0.0605,0.2213,2.0926,2.3318,2.43,1.1788,0.3513,0.8805,1.3382,0.6255,0.1797,0.1617,0.6416,-0.1309,0.675,0.5091,Control
C12,0.7746,0.4332,-0.0071,0.6168,0.0497,0.7619,0.5781,0.07,0.0666,1.5984,1.8068,2.0824,0.7851,0.1513,0.4207,0.5154,0.337,0.0909,-0.0028,0.2762,-0.0936,0.2439,0.1496,BRCACancer
D01,0.4669,0.6032,0.0483,1.122,0.0879,1.6709,1.4599,-0.0596,0.0772,1.1142,1.8617,1.6045,1.1663,0.6664,1.3595,0.1227,0.4233,0.1617,0.0615,1.311,-0.1282,0.2867,0.4737,BRCACancer
D02,0.9624,0.6319,0.0367,0.7685,0.3658,1.0397,0.9389,-0.0146,0.1267,1.3374,1.8306,2.1404,0.898,0.1542,0.6727,0.4619,0.9665,0.091,0.0503,0.4396,-0.0108,0.5053,0.5041,BRCACancer
D03,0.8717,0.6521,-0.0578,0.6701,0.0707,0.9696,0.9818,-0.0398,0.0769,1.5247,1.3965,2.1451,1.0632,0.157,0.7914,0.423,0.7655,0.1388,0.0112,0.3777,-0.0287,0.5657,0.2459,BRCACancer
D04,0.7839,0.6474,0.0401,0.8421,0.0405,1.1628,1.118,-0.0746,0.1427,1.3814,1.8639,2.0299,1.0883,0.3416,0.9546,0.3179,0.6948,0.1143,0.0794,0.368,-0.0529,0.3349,0.2459,BRCACancer
D05,0.7343,0.7655,0.0651,0.7677,0.1367,1.4179,1.1405,0.0198,0.2307,1.2063,1.5054,2.0305,1.1396,0.2154,0.881,0.7232,0.899,0.1709,-0.0373,0.5341,-3e-04,0.4808,0.4634,BRCACancer
D06,0.9524,0.7967,0.04,1.1422,0.375,1.564,1.1802,-0.0076,0.1648,1.7465,1.9633,2.2328,1.2535,0.4131,0.9296,0.6622,0.9514,0.1647,0.0896,0.6745,-0.0474,0.8679,0.6127,BRCACancer
D07,0.8773,0.9032,-0.0202,1.0331,0.2689,1.7102,1.086,-0.0809,0.1657,1.6109,2.1832,2.3404,1.1716,0.2836,0.7917,1.1026,0.8082,0.1431,0.0447,0.5734,-0.0567,0.8101,0.5519,Control
D08,0.6735,0.5764,0.087,0.6312,0.2431,1.1251,0.8422,-0.024,0.0351,1.3011,1.6292,2.0025,0.755,0.2078,0.6577,0.2304,0.3448,0.1597,0.0058,0.3792,-0.043,0.434,0.2596,Control
D09,0.8757,0.6868,0.0501,0.8993,0.2544,1.3124,1.0392,0.007,0.1378,1.7598,2.0581,2.2443,0.9817,0.2749,0.6954,0.483,0.8425,0.2373,0.0692,0.5321,-6e-04,0.6306,0.5068,Control
D10,0.8857,0.6226,0.0184,0.7945,0.0972,1.1191,0.9761,-0.0277,0.1826,2.0107,1.7481,2.0376,0.7613,0.3114,0.6803,0.5899,0.6339,0.0658,0.0807,0.4528,-0.074,0.3818,0.3376,Control
D11,0.3237,0.2187,0.1994,0.3039,0.0408,0.528,0.3811,-0.2608,0.0446,0.9204,1.4851,1.6028,0.3189,0.1367,0.2879,0.0415,0.6577,0.0258,-0.0507,0.2043,-0.1423,0.3044,-0.0086,Control
D12,0.6805,0.432,-0.0166,0.6215,0.0886,0.7605,0.661,-0.081,0.1108,1.3815,2.2946,2.226,0.7894,0.2427,0.6044,0.4573,0.668,0.0683,-0.0046,0.3386,-0.1127,0.5711,0.2721,Control
