@relation data

@attribute id string
@attribute 7535 numeric
@attribute 3113 numeric
@attribute 920 numeric
@attribute 3127 numeric
@attribute 3111 numeric
@attribute 3115 numeric
@attribute 3112 numeric
@attribute 3118 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 6957 numeric
@attribute 6955 numeric
@attribute 919 numeric
@attribute 3109 numeric
@attribute 3108 numeric
@attribute 3932 numeric
@attribute 3122 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9864,3.0447,1.6895,1.0901,0.6301,1.5255,1.747,0.064,2.2816,2.164,2.3141,0.2245,0.2248,0.7787,2.2511,1.8408,1.9662,3.1376,Control
A02,0.8903,3.2633,1.432,1.0826,0.5394,1.414,1.3779,0.2722,1.9895,1.8639,2.276,0.1754,0.0476,0.4601,2.3441,1.9724,1.7131,3.6276,Control
A03,0.9506,3.2587,1.5818,0.3109,0.6168,1.698,1.1509,0.0989,1.9398,1.726,2.3253,0.1461,0.0934,0.6678,2.32,2.2167,1.7413,3.3288,Control
A04,1.0098,3.256,1.5443,0.0915,0.7192,1.1807,2.0388,0.1989,1.9869,1.8071,2.3006,0.1606,0.103,0.7131,2.1154,1.9243,1.9976,3.5778,Control
A05,0.8881,3.3307,1.816,1.1502,0.7657,1.4126,1.6604,0.2537,1.5613,1.5181,1.9004,0.1513,0.0479,0.7498,2.5246,2.2998,1.7053,3.5296,Control
A06,0.8798,3.1875,1.6757,0.2693,0.6325,1.5093,0.8533,0.1825,1.5105,1.4556,1.709,0.157,0.0865,0.7031,2.406,1.9422,1.6353,3.3593,Control
A07,0.9109,2.8594,1.6541,0.2407,0.7661,1.3639,1.0555,0.0756,1.8185,1.7176,2.038,0.2075,0.0922,1.1256,2.2993,1.8919,1.7391,3.3186,Control
A08,0.8938,2.6,1.4489,0.2157,0.401,1.2623,1.2049,0.1471,1.694,1.7898,1.9365,0.1618,0.1402,1.5141,1.9586,1.5099,1.5842,2.8904,Control
A09,0.8051,2.8203,1.6131,0.2228,0.3074,1.109,1.3956,0.1972,2.0494,1.7943,2.2663,0.1739,0.1287,0.9382,1.9645,1.4803,1.8564,3.0509,Control
A10,0.9338,2.9707,1.4859,1.1195,0.3703,1.21,0.9732,0.1049,2.072,1.874,2.2669,0.1461,0.1296,0.9822,2.3878,1.8458,1.9077,3.2873,Control
A11,0.7034,2.8884,1.41,0.4223,0.3657,0.9221,0.802,0.1309,2.1129,1.7651,2.1767,0.1151,0.0893,0.6942,1.7397,1.3249,1.6756,3.194,Control
A12,0.6403,2.5652,0.8679,1.4399,0.4714,0.6983,0.9324,0.2554,1.847,1.3863,2.1795,0.2241,-0.0504,0.3828,1.8084,1.2325,1.4516,3.2817,Control
B01,0.6615,2.5758,1.2794,0.2103,0.3667,1.4735,1.0962,0.2031,1.8854,1.8293,1.8807,0.3072,0.155,0.7516,2.0121,1.4892,1.4767,2.8593,Control
B02,1.0424,3.3457,1.5772,0.1148,0.6907,1.8712,1.0272,0.1796,2.2802,1.9715,2.3103,0.1854,0.1319,0.7489,2.4738,2.049,2.0374,3.4823,Control
B03,0.847,2.9946,1.3873,1.0159,0.3318,1.5317,1.056,0.1948,2.1338,1.903,2.2166,0.1515,0.1323,0.6764,2.2988,1.77,1.853,3.2169,BRCACancer
B04,1.0173,2.5105,0.9246,0.2728,0.265,1.4969,1.4729,0.2028,1.7998,1.6248,1.81,0.1612,0.0709,1.2812,2.0217,1.5149,1.6128,2.6632,BRCACancer
B05,0.8651,3.1847,1.3034,0.3128,0.6911,1.4503,0.7538,0.2273,1.7628,1.4971,1.6198,0.1849,-0.0238,0.6888,2.0999,1.7847,1.388,3.3766,BRCACancer
B06,0.5677,2.6002,0.754,0.5698,0.2648,1.2863,1.0834,0.1632,1.3516,1.3123,1.5034,0.3142,0.1056,0.4388,2.2572,1.5006,1.1557,2.8845,BRCACancer
B07,1.1995,3.0748,1.4072,0.2174,0.6642,1.726,1.5057,0.2885,2.2523,2.0296,2.402,0.2048,0.13,0.813,2.577,1.9731,2.0606,3.16,BRCACancer
B08,0.7529,2.9688,1.6462,0.2997,0.362,1.0878,0.8022,0.1909,1.8843,1.6887,2.1668,0.1308,0.0997,0.4532,2.0538,1.5852,1.7414,3.2387,Control
B09,0.8204,1.9231,0.8165,0.2759,0.1847,1.5196,0.9436,0.1451,1.0555,1.5968,1.2061,0.1395,0.0402,1.5056,1.8479,1.4025,1.2082,2.3797,Control
B10,0.811,2.3555,0.8982,1.0361,0.1971,0.9421,0.6772,0.1689,1.5375,1.6895,1.8948,0.1115,0.0413,1.0333,1.6522,1.1074,1.5782,2.8399,Control
