@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1027 numeric
@attribute 103 numeric
@attribute 10332 numeric
@attribute 10379 numeric
@attribute 10399 numeric
@attribute 1147 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1796 numeric
@attribute 1965 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2213 numeric
@attribute 23118 numeric
@attribute 23533 numeric
@attribute 23586 numeric
@attribute 2534 numeric
@attribute 25898 numeric
@attribute 27102 numeric
@attribute 27113 numeric
@attribute 29110 numeric
@attribute 2932 numeric
@attribute 30835 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 3312 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3445 numeric
@attribute 3448 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 355 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 3559 numeric
@attribute 356 numeric
@attribute 3560 numeric
@attribute 3561 numeric
@attribute 3565 numeric
@attribute 3569 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3596 numeric
@attribute 3654 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3718 numeric
@attribute 4068 numeric
@attribute 4179 numeric
@attribute 440275 numeric
@attribute 4478 numeric
@attribute 4599 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4938 numeric
@attribute 4939 numeric
@attribute 4940 numeric
@attribute 51135 numeric
@attribute 51209 numeric
@attribute 51284 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54106 numeric
@attribute 5588 numeric
@attribute 5610 numeric
@attribute 57506 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 64135 numeric
@attribute 6504 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6869 numeric
@attribute 6885 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7128 numeric
@attribute 7157 numeric
@attribute 7161 numeric
@attribute 7189 numeric
@attribute 7297 numeric
@attribute 8503 numeric
@attribute 8667 numeric
@attribute 868 numeric
@attribute 8743 numeric
@attribute 8793 numeric
@attribute 8794 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 9134 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 9367 numeric
@attribute 940 numeric
@attribute 9451 numeric
@attribute 9641 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6233,1.0793,0.7267,0.7143,2.6139,1.9588,-0.1225,1.7344,2.226,1.5171,0.6665,1.359,1.8036,0.7687,1.3309,0.6157,0.8453,0.7057,1.7946,1.4389,1.5608,1.6042,1.1809,1.8305,-0.1771,1.5365,0.6628,-0.0189,2.7127,0.7201,1.1195,0.0938,1.9939,-0.0978,-0.4006,-0.1045,0.629,1.8546,1.8776,-0.059,0.7042,2.0903,1.3871,1.2188,-0.0078,1.5431,-0.0738,0.5941,0.3799,1.6994,2.5582,-0.2431,0.0868,0.0145,-0.0544,-0.1205,0.6564,0.8043,0.3163,1.8794,1.1912,1.7342,2.0631,1.6751,0.8607,0.8413,1.5498,1.4816,1.6981,2.2123,0.9055,1.7883,2.4625,1.3638,2.0311,0.0577,0.7452,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,0.2772,0.9426,1.7574,0.9901,0.1356,1.4383,1.5304,1.2058,2.3654,2.2851,1.4524,1.2133,1.495,-0.0517,1.4658,1.955,2.4861,2.1134,0.7493,-0.0062,0.8372,1.1125,0.0818,1.1776,1.059,1.8092,0.7903,0.9819,1.1855,1.2366,1.3798,1.4796,0.5319,0.0894,2.2237,2.1629,2.3193,0.5635,2.0683,1.0645,0.9138,Control
A02,0.3831,0.8152,0.4292,0.3325,2.1529,1.9269,-0.0463,1.4174,2.0858,1.302,0.3926,1.1078,1.8105,0.6091,1.1569,0.5686,0.6275,0.5116,1.4192,1.1486,1.1636,1.263,1.0491,1.758,-0.0049,1.5012,0.4686,0.0914,3.2615,0.711,0.926,0.0988,1.8025,-0.1114,-0.416,0.0423,0.6933,1.6998,1.5115,-0.1975,1.5545,2.007,1.4009,1.1728,0.1551,0.7913,0.0386,0.2311,0.5183,1.8945,2.4587,-0.2105,0.0155,-0.0023,-0.0555,-0.1479,0.5823,0.638,0.2442,1.6629,1.0674,1.3696,1.6965,1.3888,0.6064,0.587,0.9018,1.7445,1.2732,2.0603,0.76,1.7082,2.1529,0.9092,1.6611,-0.1331,0.5732,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,0.2553,0.5773,1.2507,0.7905,0.1049,1.258,1.2653,0.735,2.5389,2.1881,1.317,1.1168,1.0726,-0.046,1.1532,1.5869,2.5076,1.8554,0.5887,0.0906,0.7679,0.9142,0.0895,0.9562,0.7344,1.928,0.558,0.6077,0.9965,0.81,1.244,1.3696,0.2379,-0.0763,1.9545,1.8928,2.2847,0.3908,1.3671,0.7365,0.6032,Control
A03,0.396,1.0301,0.5162,0.4772,2.3934,2.092,-0.0864,1.8359,2.0407,1.5398,0.4933,1.361,1.7807,0.8735,1.3394,0.6805,0.7841,0.6174,1.3753,1.5932,1.6462,1.4626,1.0083,1.7595,0.0352,1.6917,0.609,0.1425,3.0535,0.9005,0.697,0.0904,2.0302,-0.1935,-0.3469,-0.0143,0.5847,1.7278,1.907,-0.2531,2.0921,1.992,1.5925,1.7579,-0.0362,0.9227,-0.0552,0.2004,0.7143,2.1755,2.5504,-0.2256,0.0054,0.0158,0.0503,-0.1156,0.7212,0.7043,0.4329,1.8002,1.4901,1.5721,2.0921,1.5996,0.9053,0.8862,1.5108,1.9618,1.4485,2.7503,1.0903,2.2201,2.8519,1.8341,1.9239,-0.0984,0.994,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,0.3281,0.8411,1.7742,0.9822,0.1251,1.4813,1.7337,0.7581,2.8972,2.5726,1.4815,1.269,1.2059,-0.0584,1.3103,1.9871,2.8343,2.6801,0.8079,0.0929,0.9336,1.189,0.2042,1.1109,0.9609,2.1833,0.5893,0.6102,1.188,0.8111,1.1477,1.4575,0.4986,0.1382,1.9088,1.7685,2.3295,0.5448,1.1903,0.8752,0.8041,Control
A04,0.5255,0.827,0.3873,0.4707,2.6652,2.0776,-0.0636,1.4555,2.3424,1.079,0.4267,1.1467,1.7872,0.6701,1.147,0.6225,0.7141,0.5036,1.5602,1.374,0.9811,1.4429,0.9559,1.8346,0.1769,1.2065,0.5054,-0.0344,2.8049,0.5122,0.8725,0.1234,1.9177,-0.1827,-0.1293,0.0072,0.4194,1.563,1.6053,-0.1922,0.6554,1.866,1.097,1.1105,0.1356,0.517,0.0745,0.2505,0.4295,2.0649,2.5504,0.002,0.0835,0.1344,-0.0732,-0.142,0.649,0.6502,0.3843,1.964,0.865,1.63,1.7375,1.3718,0.6073,0.705,0.7213,1.824,1.4304,2.2761,0.8727,1.5157,2.0355,0.8326,1.4877,-0.0138,0.2436,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,0.2202,0.7067,1.242,0.8621,0.2164,1.484,0.9702,0.9855,2.379,1.9536,1.3965,1.1765,1.2032,-0.0614,1.2639,1.4777,2.3176,2.4188,0.5955,0.1416,0.7944,1.0194,0.0407,0.9559,0.8992,1.49,0.5763,0.657,0.9267,0.95,1.2843,1.5627,0.2161,-0.0228,1.9522,1.8416,2.3071,0.4941,1.8681,0.9345,0.7115,Control
A05,0.5106,1.0253,0.5341,0.4423,2.4343,2.1271,-0.057,1.7826,2.1474,1.4435,0.4824,1.2927,1.8921,1.0374,1.2592,0.7463,0.7904,0.6099,1.5773,1.5816,1.2707,1.4763,1.0862,2.1434,0.1759,1.4954,0.6009,0.1011,3.4818,0.8315,1.077,0.1611,1.7326,-0.1619,-0.2426,0.0292,0.5525,1.8005,1.8479,-0.0891,0.6132,2.2635,1.5675,1.3166,0.1215,0.7727,0.0385,0.3345,0.4764,2.2852,2.2802,-0.1394,0.0837,0.0536,-0.0426,-0.1454,0.8578,0.7286,0.4291,1.8971,1.3068,1.5472,1.5782,1.6259,0.8918,0.8386,1.0259,2.0894,1.5181,2.4615,1.1142,1.8111,2.3419,1.2316,1.7524,0.0128,0.7153,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,0.2503,0.7243,1.4585,1.1277,0.1872,1.5368,1.4217,0.8019,2.648,2.3031,1.4478,1.3211,1.2305,-0.0822,1.3977,2.1026,2.9955,2.07,0.7673,0.1058,0.8518,1.1783,0.1426,0.9852,0.8743,2.0004,0.648,0.908,1.1726,0.9656,1.1918,1.8026,0.3737,0.0629,1.5601,1.5813,1.9438,0.4897,1.4142,0.9644,0.7737,Control
A06,0.4506,0.8221,0.5281,0.4119,2.297,1.9941,-0.0827,1.5056,2.1525,1.3907,0.4724,1.2344,1.6381,0.7913,1.1872,0.6458,0.7372,0.3709,1.4058,1.4575,1.2171,1.3895,1.0071,1.7943,-0.0202,1.4325,0.5351,0.1103,3.2595,0.599,0.8251,0.0363,1.61,-0.3673,-0.4509,0.0323,0.564,1.6346,1.7394,-0.1403,0.085,2.1594,1.4364,1.1905,0.1733,0.8036,0.1258,0.2119,0.5191,2.3722,2.1881,-0.1429,-0.0531,0.0214,-0.0077,-0.139,0.6583,0.5944,0.2565,1.8036,1.0847,1.2322,1.7076,1.3753,0.8268,0.7436,1.2201,1.7816,1.3497,2.472,0.8971,1.9089,2.3301,1.0946,1.6599,0.0917,0.5329,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,0.3273,0.6414,1.4509,0.8896,0.0491,1.338,1.2945,0.6607,2.2254,2.1935,1.3706,1.129,1.1159,-0.0512,1.2785,1.8873,3.0912,2.1097,0.6036,0.0478,0.7749,1.0991,0.0877,1.0191,0.9094,1.5868,0.6434,0.7083,1.0358,0.8943,1.1126,1.4517,0.226,-0.0971,1.5133,1.5251,1.7701,0.4966,1.4178,0.7826,0.6694,Control
A07,0.74,0.8887,0.5732,0.6179,2.1826,1.9303,-0.0661,1.5737,2.0855,1.4674,0.6791,1.3447,1.6617,0.7973,1.3152,0.597,0.7443,0.7341,1.723,1.4083,1.2999,1.8589,1.1999,1.8597,-0.1031,1.5213,0.8251,0.1182,2.8958,0.9552,0.9081,0.0413,1.6352,-0.1783,-0.1853,-8e-04,0.5528,1.6646,2.2039,-0.0051,0.9455,2.1762,1.3999,1.1215,0.0812,1.2395,0.005,0.3066,0.6059,2.1297,2.3519,-0.0564,0.2383,-0.0315,-0.0394,-0.1652,0.6423,0.708,0.2774,2.0093,1.4226,1.3739,1.9049,1.6672,0.8291,1.1967,1.0354,1.7303,1.6897,1.9798,0.8526,1.8902,2.0961,0.9069,1.956,0.0511,0.7045,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,0.3887,0.8831,1.3401,0.9285,0.1216,1.2584,1.3426,0.9296,2.2112,2.1592,1.4224,1.0809,1.3173,-0.0741,1.5067,2.2473,2.7151,1.9812,0.684,0.096,0.9329,1.1048,0.1594,1.2862,1.248,1.7954,0.7866,0.705,1.1309,1.0397,1.3269,1.5322,0.395,-0.0227,1.7971,1.761,2.0687,0.536,1.7139,0.8603,0.7695,Control
A08,1.0516,0.8162,0.4958,0.9783,1.9952,2.0232,-0.0209,1.4318,2.093,1.3187,0.7134,1.2548,1.5875,0.4943,1.1752,0.5375,0.7355,0.3421,1.9342,1.3564,1.3568,1.9941,1.041,1.7333,-0.1491,1.3857,1.0661,0.0324,2.5894,0.613,0.8453,-0.014,1.4653,-0.2066,-0.2312,0.0635,0.6594,1.5376,2.2359,-0.2383,0.7944,1.8153,1.3678,1.1471,0.0163,0.5405,-0.0872,0.4718,0.5321,2.095,2.2568,-0.1643,0.1461,-0.0265,-0.0424,-0.0693,0.5498,0.5588,0.2033,2.2698,1.4684,1.2857,1.9003,1.7983,0.7737,1.2453,1.1645,1.5849,1.8669,1.9095,0.7484,1.5866,2.1285,1.1644,1.8558,0.0388,0.4773,1.7501,1.5683,1.321,2.0579,1.714,0.168,0.391,1.0589,1.4372,0.8385,0.0853,1.2448,1.3968,1.0223,2.5672,2.0732,1.3603,1.023,1.3652,-0.0726,1.6258,1.7824,2.1575,1.9463,0.6482,0.0109,0.8298,0.9992,0.1918,1.3939,1.6296,1.8381,0.6147,0.502,0.8623,1.0612,1.3603,1.2866,0.3103,-0.0748,1.6824,1.826,1.9766,0.4943,2.0481,1.0005,0.7901,Control
A09,0.7535,0.8193,0.5306,0.5964,2.2289,1.9636,-0.0311,1.5776,2.0168,1.4072,0.5707,1.2964,1.5889,0.6693,1.2498,0.5633,0.6938,0.3059,1.7432,1.3804,1.3096,1.7212,1.0473,1.8067,-0.0305,1.4562,0.7154,0.0141,2.7826,0.7396,0.8321,0.0736,1.5318,-0.1218,-0.3535,-0.0343,0.5188,1.7738,2.0696,-0.0413,0.7784,1.9194,1.2992,1.2318,0.1002,0.676,-0.0099,0.3707,0.3795,1.8858,2.5254,-0.2088,0.1333,0.0975,-0.0724,-0.0714,0.5933,0.679,0.2945,1.9491,1.3695,1.4313,2.0258,1.579,0.7286,1.0414,0.9809,1.5729,1.606,2.1911,0.8347,1.7374,2.2467,0.9251,1.8214,-0.0369,0.7329,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,0.2857,0.8762,1.3341,0.9072,0.0974,1.3302,1.1396,0.8812,2.4187,2.1477,1.3413,1.0927,1.2773,-0.0655,1.3494,1.9054,2.5755,1.9863,0.5412,0.0945,0.7673,0.9788,0.0917,1.286,1.1452,1.5948,0.5883,0.4636,0.9983,0.9301,1.2787,1.3709,0.3204,-0.0252,2.0098,1.8301,2.2759,0.4539,1.8234,0.8191,0.769,Control
A10,0.8026,0.8978,0.4568,0.5524,1.7823,2.17,0.0057,1.623,2.1671,1.4266,0.6037,1.2928,1.7414,0.7849,1.3176,0.5633,0.7332,0.4198,1.7496,1.4485,1.2788,1.9662,1.1396,1.961,-0.0279,1.5475,0.9142,-0.006,3.1087,0.6832,0.9636,0.0778,1.466,-0.0979,-0.3127,0.035,0.4765,1.6564,1.9246,-0.0587,1.5207,2.1802,1.4044,1.4348,-0.0061,1.489,0.011,0.2985,0.6478,1.9013,2.5165,-0.1703,-0.0405,-0.0062,-0.064,-0.2099,0.6598,0.6628,0.3008,2.0508,1.4291,1.4774,2.1453,1.7171,0.6814,1.2147,0.9214,1.742,1.641,2.1251,0.8363,1.651,2.2408,1.0034,1.7843,0.0144,0.662,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,0.2612,0.9539,1.3981,0.9329,0.1256,1.3233,1.2504,0.9767,2.7033,2.1464,1.4577,1.0601,1.2687,-0.0844,1.611,2.523,2.8245,1.9703,0.5878,0.0618,0.9506,1.0936,0.2381,1.2343,1.3815,1.8714,0.6444,0.8042,1.0977,1.0019,1.3394,1.5685,0.2036,0.0348,2.0305,1.9018,2.2764,0.5381,1.5408,0.8782,0.818,Control
