@relation data

@attribute id string
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10109 numeric
@attribute 10376 numeric
@attribute 10381 numeric
@attribute 10382 numeric
@attribute 10383 numeric
@attribute 10552 numeric
@attribute 10971 numeric
@attribute 1499 numeric
@attribute 2017 numeric
@attribute 203068 numeric
@attribute 23643 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 3059 numeric
@attribute 347688 numeric
@attribute 347733 numeric
@attribute 3688 numeric
@attribute 387 numeric
@attribute 3875 numeric
@attribute 4690 numeric
@attribute 4691 numeric
@attribute 4950 numeric
@attribute 5578 numeric
@attribute 56604 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 7099 numeric
@attribute 71 numeric
@attribute 7100 numeric
@attribute 7277 numeric
@attribute 7278 numeric
@attribute 7280 numeric
@attribute 7430 numeric
@attribute 7454 numeric
@attribute 7534 numeric
@attribute 7846 numeric
@attribute 79861 numeric
@attribute 81027 numeric
@attribute 81873 numeric
@attribute 8440 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 8976 numeric
@attribute 9076 numeric
@attribute 9181 numeric
@attribute 929 numeric
@attribute 9475 numeric
@attribute 998 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4633,1.6629,0.6454,1.9128,2.1461,0.4584,0.0787,0.1081,1.4947,0.7424,0.6347,2.1378,0.6263,0.6652,0.8978,0.4177,1.6042,1.8739,-0.638,0.1596,2.4273,0.765,-0.1215,0.8713,1.8056,-0.1827,0.5534,-0.0322,2.0458,1.5435,2.4861,1.4022,0.5015,1.5525,0.6594,0.4525,1.8104,1.1904,1.1827,1.2061,-0.2,3.3385,0.3947,0.9437,0.3276,0.4859,0.6382,-0.1613,1.0707,2.3651,1.0241,1.3548,0.0981,Control
A02,1.5728,1.6044,0.3855,1.8527,2.2047,0.3359,0.142,0.1595,1.4067,0.6418,0.5377,1.9406,0.501,0.5894,0.7226,0.303,1.263,1.6327,-0.7493,0.091,2.1759,0.54,-0.1513,0.7212,1.7544,-0.1064,0.2001,0.0597,1.7686,1.2563,2.5076,1.0939,0.4503,1.3679,0.6785,0.5485,1.6829,1.1067,0.8479,0.8352,-0.2196,3.7803,0.4124,0.6136,0.1571,0.4034,0.5042,-0.1638,0.8996,2.2392,0.7698,1.0825,-0.0641,Control
A03,1.5456,1.7989,0.6143,2.0375,2.3388,0.651,0.1491,0.2124,1.5731,0.7455,0.8218,2.228,0.6107,0.7707,0.8278,0.4434,1.4626,1.7633,-0.8146,0.2395,2.3183,0.8594,-0.1099,0.8561,1.7394,-0.1427,0.1966,-0.0279,2.0648,1.5334,2.8343,1.1357,0.575,1.2898,0.6959,0.502,2.028,1.3437,1.204,1.421,-0.0775,3.2549,0.5583,0.6927,0.5797,0.5665,0.5574,-0.1504,1.0874,2.3692,0.9883,1.3582,0.05,Control
A04,1.6583,1.8317,0.4111,2.2056,2.2495,0.4817,0.1175,0.2009,1.6682,0.6485,0.6471,2.1149,0.5995,0.7184,0.6468,0.3637,1.4429,1.5652,-0.3855,0.0904,2.3751,0.5096,-0.0998,0.7593,2.0256,-0.0819,0.3061,-0.0807,1.9505,1.1857,2.3176,1.1965,0.3682,1.583,0.6861,0.595,1.8669,1.0836,0.9968,1.0383,-0.1595,3.8775,0.4288,0.8155,0.3021,0.4058,0.4639,-0.1656,0.9732,2.432,0.9111,1.2386,0.0031,Control
A05,1.6424,1.9654,0.6179,2.3734,2.2923,0.5157,0.1298,0.208,1.9242,0.7062,0.6667,2.1217,0.8272,0.6769,0.9404,0.4102,1.4763,1.8295,-0.3805,0.1834,2.221,0.6538,-0.1053,0.8332,1.9013,-0.0855,0.3059,-0.0978,2.0435,1.4238,2.9955,1.2454,0.6884,1.6224,0.7416,0.4847,1.7911,1.4672,1.0834,1.2154,-0.1109,4.0493,0.4919,0.7393,0.5412,0.5453,0.5921,-0.1372,1.1696,2.856,1.0007,1.2977,0.0296,Control
A06,1.4632,1.6663,0.4365,2.0743,2.0431,0.3982,0.0754,0.1657,1.4408,0.6208,0.5753,2.0671,0.5293,0.6255,0.9399,0.411,1.3895,1.8108,-0.6346,0.0886,2.0446,0.5802,-0.1488,0.6693,1.8455,-0.1386,0.296,-0.0044,1.8446,1.3049,3.0912,1.1742,0.6002,1.3296,0.3846,0.375,1.5372,1.2382,0.9324,1.2242,-0.1701,3.3319,0.3288,0.5958,0.3678,0.381,0.5236,-0.1276,0.9739,2.716,0.8291,1.1472,-0.0117,Control
A07,1.6007,1.776,0.628,2.0621,2.2004,0.4039,0.109,0.1879,1.675,0.7275,0.7912,2.242,0.568,0.6274,0.7269,0.4552,1.8589,1.8774,-0.7933,0.1679,2.4763,0.7994,-0.1387,0.926,1.6082,-0.1126,0.5102,-0.1446,1.8021,1.5625,2.7151,1.1316,0.5273,1.3964,0.7129,0.5639,1.8333,1.1709,1.2657,0.9318,-0.2525,3.5353,0.4344,0.9159,0.3993,0.3937,0.7878,-0.1028,1.1295,2.4557,1.0158,1.571,-0.0456,Control
A08,1.404,1.6099,0.55,1.8139,2.3329,0.3865,0.1185,0.108,1.1869,0.7075,0.8577,2.2731,0.3608,0.5397,0.7837,0.5692,1.9941,1.8692,-0.6529,0.0739,2.328,0.8642,-0.087,0.9677,1.754,-0.1512,0.8364,-0.0114,1.5964,1.5997,2.1575,0.8875,0.4092,1.1294,0.5677,0.3735,1.7188,1.0456,1.2694,0.8086,-0.227,2.8471,0.3659,1.1216,0.2442,0.2028,0.9028,-0.1854,1.0588,1.6926,0.995,1.6801,-0.058,Control
A09,1.4758,1.6319,0.4452,1.936,2.1452,0.5254,0.1103,0.2124,1.4708,0.6017,0.6532,2.1764,0.6627,0.6611,0.5263,0.4045,1.7212,1.8089,-0.3594,0.148,2.5756,0.5863,-0.1904,0.8191,1.455,-0.1021,0.5718,-0.0932,1.768,1.5151,2.5755,1.0418,0.3918,1.5012,0.6654,0.5198,1.6611,1.1899,1.2158,1.0016,-0.1203,3.8273,0.3551,0.9109,0.2703,0.3185,0.707,-0.1174,0.948,1.9845,0.8802,1.4154,-0.0029,Control
A10,1.6215,1.906,0.5506,2.141,2.4244,0.2867,0.1243,0.2652,1.695,0.6625,0.817,2.3614,0.7119,0.6472,0.7273,0.4425,1.9662,1.9717,-0.4778,0.0514,2.7093,0.7708,-0.0937,0.932,1.608,-0.0992,0.3781,-0.0271,1.821,1.483,2.8245,1.1061,0.6186,1.5285,0.6546,0.439,1.8255,1.1146,1.3234,0.8034,-0.16,3.8405,0.4527,0.9163,0.2916,0.4184,0.7633,-0.1679,1.0731,2.5408,1.1883,1.5851,0.0168,Control
A11,1.1493,1.2961,0.3416,1.6813,1.7119,0.2166,0.1523,0.2625,1.5203,0.4357,0.6212,1.8734,0.4704,0.2866,0.5034,0.4338,1.3506,1.4826,-0.6502,0.0625,2.4404,0.5541,-0.0936,0.651,1.1832,-0.1428,0.3263,-0.1896,1.4734,1.2476,2.5597,1.102,0.1954,1.0512,0.6011,0.4321,1.5212,1.0431,1.0253,0.8121,-0.1872,3.4804,0.3545,0.5846,0.3254,0.3014,0.4921,-0.2173,0.7149,2.1312,0.6593,0.9881,0.0683,Control
