@relation data

@attribute id string
@attribute 10990 numeric
@attribute 3683 numeric
@attribute 947 numeric
@attribute 3676 numeric
@attribute 1525 numeric
@attribute 3135 numeric
@attribute 644076 numeric
@attribute 930 numeric
@attribute 3695 numeric
@attribute 6402 numeric
@attribute 11006 numeric
@attribute 7412 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 135250 numeric
@attribute 79465 numeric
@attribute 2214 numeric
@attribute 2213 numeric
@attribute 10870 numeric
@attribute 10225 numeric
@attribute 925 numeric
@attribute 28908 numeric
@attribute 926 numeric
@attribute 131450 numeric
@attribute 919 numeric
@attribute 3134 numeric
@attribute 3133 numeric
@attribute 10219 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 11025 numeric
@attribute 11024 numeric
@attribute 8174 numeric
@attribute 718 numeric
@attribute 6957 numeric
@attribute 22914 numeric
@attribute 6955 numeric
@attribute 10288 numeric
@attribute 11126 numeric
@attribute 5817 numeric
@attribute 5819 numeric
@attribute 999 numeric
@attribute 10859 numeric
@attribute 56253 numeric
@attribute 3824 numeric
@attribute 3821 numeric
@attribute 3384 numeric
@attribute 3385 numeric
@attribute 3386 numeric
@attribute 3383 numeric
@attribute 4345 numeric
@attribute 3811 numeric
@attribute 3812 numeric
@attribute 975 numeric
@attribute 10666 numeric
@attribute 7305 numeric
@attribute 3802 numeric
@attribute 8519 numeric
@attribute 3805 numeric
@attribute 28378 numeric
@attribute 80329 numeric
@attribute 80328 numeric
@attribute 3804 numeric
@attribute 4277 numeric
@attribute 959 numeric
@attribute 958 numeric
@attribute 567 numeric
@attribute 120425 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1335,2.0644,-0.0826,2.6951,0.0098,0.2865,-0.1629,0.7253,1.9691,2.5879,0.9508,-0.0219,2.4355,2.2417,-0.1414,-0.2173,1.0327,0.7493,1.9268,1.7602,1.2843,0.1019,0.4562,1.3261,0.7787,2.4201,3.4838,2.1714,2.2816,2.164,2.3141,1.3088,1.5314,-0.0877,-0.0146,0.2245,2.925,0.2248,2.2252,0.2999,0.2765,0.116,0.1369,0.5738,0.6203,1.7048,0.4708,1.5887,2.1625,0.3783,0.79,0.6145,-0.204,0.3751,1.0794,1.4259,1.4936,-0.0288,3.5152,0.1532,0.0632,1e-04,0.2052,-0.3881,1.3385,1.5529,0.8258,3.5854,2.1817,Control
A02,-0.1309,2.2302,-0.0181,2.442,9e-04,0.7163,-0.0856,0.3752,1.9565,2.2314,0.9283,0.0198,2.1547,2.3892,-0.0643,-0.1488,1.7383,0.5417,1.7719,1.4177,1.5793,0.1428,0.4167,0.4348,0.4601,2.3937,3.5946,3.1918,1.9895,1.8639,2.276,1.4353,1.8082,-0.0564,0.0635,0.1754,3.4243,0.0476,2.4883,0.5256,0.2214,0.0962,-0.0735,0.5441,0.6976,2.6473,0.242,1.2495,2.0731,0.1853,0.9536,0.2758,-0.2758,0.6629,1.0926,1.2144,1.3971,0.2062,3.525,0.0905,0.0844,0.0088,0.5027,-0.315,1.2556,0.9872,0.7075,3.99,2.2544,Control
A03,-0.0288,2.4692,-0.0438,2.7204,0.0671,0.5286,-0.0582,0.2452,2.1589,1.9309,1.3719,0.199,2.3137,2.5258,-0.184,-0.1751,2.0888,0.6549,2.0316,1.5727,1.7609,0.0716,0.433,0.6774,0.6678,2.4933,3.4581,2.4264,1.9398,1.726,2.3253,1.767,2.0874,-0.1597,0.1874,0.1461,3.5315,0.0934,2.906,0.5243,0.355,0.2313,0.0745,0.8169,0.728,2.6451,0.9309,1.4037,2.2193,0.4513,1.167,0.1829,0.0445,0.4247,1.2155,1.1625,1.6181,0.1427,3.6654,0.181,-0.1861,-0.0388,0.6445,-0.3719,1.5419,0.736,0.6911,3.6523,2.2111,Control
A04,-0.0884,2.1507,0.047,2.7132,0.034,0.6054,-0.0852,0.7072,2.0566,2.3286,0.7363,-0.0567,2.3772,2.442,-0.1007,-0.179,1.4385,0.5332,2.018,1.8486,1.5209,0.2061,0.3458,0.7719,0.7131,2.478,4.0306,2.5431,1.9869,1.8071,2.3006,1.4126,1.5947,0.0181,-0.0217,0.1606,3.1373,0.103,2.3249,0.4665,0.2368,0.1528,0.0138,0.4229,0.2584,2.2125,0.4349,1.4118,2.2961,0.2734,0.8171,0.4661,0.0924,0.3831,1.0936,1.3138,1.3432,0.0995,3.974,0.0656,-0.0336,-0.0376,0.406,-0.2388,1.3065,1.1933,0.7371,3.8348,2.1971,Control
A05,-0.0298,2.1709,0.0018,2.5696,-0.0412,0.5731,-0.0807,0.6881,1.8699,2.2083,1.5111,-0.081,2.205,2.6261,-0.1103,-0.0657,1.9037,0.6469,2.1497,1.4139,1.1566,0.252,0.3431,0.9753,0.7498,2.4677,3.784,2.1188,1.5613,1.5181,1.9004,2.1266,2.0932,0.0623,0.1125,0.1513,2.8547,0.0479,2.88,0.5145,0.4936,0.3513,0.0481,0.7733,0.3269,2.2383,0.6549,1.5884,2.4616,0.4509,1.2053,0.3446,0.3084,0.341,1.0749,1.4603,1.7803,0.476,3.4026,0.1648,0.0106,-0.0138,0.3129,-0.1079,1.473,0.9898,0.9059,3.4895,2.4648,Control
A06,-0.1228,1.9944,0.0655,2.2539,0.001,0.4794,-0.0255,0.1279,1.5703,2.1391,1.2849,-0.084,2.008,2.4693,-0.1582,-0.2024,1.5514,0.3912,1.9688,1.447,0.9341,0.0613,0.1703,0.6665,0.7031,2.3427,3.5927,2.5835,1.5105,1.4556,1.709,1.8155,1.9157,-0.1057,0.0597,0.157,3.0931,0.0865,2.9027,0.5456,0.3719,0.0964,-0.0054,0.6838,0.284,2.5196,0.9271,1.3064,2.3258,0.4145,0.8925,0.1427,0.031,0.4014,0.9072,1.2012,1.7126,0.0431,3.3919,0.3083,0.0357,-0.0744,0.372,-0.0686,1.2776,0.9253,0.4816,3.4969,2.3736,Control
A07,-0.1333,2.1767,0.0303,2.7415,-0.0449,0.3589,-0.1064,0.2269,1.8871,2.3402,1.1075,-0.0193,2.4902,2.3566,-0.1451,-0.115,1.7759,0.7797,1.9367,1.6277,1.0758,0.1536,0.2635,0.9098,1.1256,2.3214,3.4613,2.6879,1.8185,1.7176,2.038,1.7682,1.8593,-0.0369,-0.0153,0.2075,2.7987,0.0922,2.6521,0.5559,0.3314,0.2527,-0.0494,0.7298,0.3645,2.3467,0.2224,1.4909,2.1122,0.4011,0.8816,0.1367,0.3542,0.3629,0.9851,1.398,1.6358,0.6364,3.3069,0.2317,-0.0814,0.0247,0.4111,-0.3862,1.3899,1.2645,0.5814,3.4167,2.5418,Control
A08,-0.1582,2.21,0.0374,3.0939,0.0607,0.4545,-0.0445,0.2828,1.6837,2.2459,0.7816,-0.0924,2.3245,2.0667,-0.1967,-0.2552,1.5127,0.3604,1.4185,2.0767,0.855,-0.0721,0.1962,0.8133,1.5141,2.3836,3.2931,2.5152,1.694,1.7898,1.9365,1.3308,1.4956,-0.2481,0.1905,0.1618,2.8885,0.1402,2.2168,0.4657,0.2597,0.0613,-0.0656,0.494,0.1966,2.134,1.2065,1.2799,1.929,0.3632,0.8275,0.2736,0.0854,0.4375,0.9247,1.4689,1.0379,0.221,3.2111,0.0633,0.0778,-0.1135,0.3098,-0.2259,1.0541,1.2683,0.6358,3.5632,1.9365,Control
A09,-0.0918,2.0957,0.0403,2.8372,-0.0119,0.2869,-0.1569,0.3281,1.9831,2.2026,0.8922,-0.0209,2.6012,2.3276,-0.031,-0.1154,2.0232,0.3217,1.6346,1.7346,1.2647,0.1081,0.292,0.9011,0.9382,2.3213,3.6744,2.5228,2.0494,1.7943,2.2663,1.7767,1.72,-0.082,0.0555,0.1739,3.2237,0.1287,2.7702,0.3813,0.2685,0.1674,0.0059,0.8015,0.4706,2.3974,0.5519,1.4187,2.2785,0.3528,0.8318,0.1672,0.0024,0.3578,0.9749,1.6227,1.2304,0.0618,3.9382,0.2101,-0.0809,0.0867,0.4113,-0.1328,1.2072,1.1211,0.3478,3.7836,2.1488,Control
A10,-0.0682,2.3107,0.0346,2.9398,-0.0483,0.3549,-0.0756,0.5163,1.949,2.1648,0.8104,0.053,2.7505,2.3465,-0.1854,-0.1289,1.4257,0.4435,1.927,1.9414,1.8472,0.0539,0.7097,1.0136,0.9822,2.5081,3.7184,3.5957,2.072,1.874,2.2669,1.6472,1.6285,-0.0518,0.0677,0.1461,3.9022,0.1296,2.2695,0.6744,0.2848,0.1686,0.0315,0.7182,0.4821,2.8776,0.275,1.2675,2.2101,0.2431,1.0294,-0.0059,0.2683,0.3261,1.083,1.7032,1.461,0.2592,3.3954,0.0989,-0.1027,-0.0913,0.2303,-0.2633,1.4042,0.9831,0.5789,3.5202,2.3733,Control
