@relation data

@attribute id string
@attribute 5600 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 5606 numeric
@attribute 2033 numeric
@attribute 5970 numeric
@attribute 2908 numeric
@attribute 7124 numeric
@attribute 3551 numeric
@attribute 5608 numeric
@attribute 6885 numeric
@attribute 1843 numeric
@attribute 4615 numeric
@attribute 1387 numeric
@attribute 4088 numeric
@attribute 9020 numeric
@attribute 4089 numeric
@attribute 3553 numeric
@attribute 7048 numeric
@attribute 4790 numeric
@attribute 7097 numeric
@attribute 7046 numeric
@attribute 4792 numeric
@attribute 3576 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0276,1.5306,1.4426,0.744,1.911,1.4148,0.9149,0.4095,1.1434,0.7028,1.4603,3.2944,1.4781,1.4419,0.8226,0.7542,1.5527,1.5545,1.8205,1.6889,1.9375,1.338,2.2235,2.3769,Control
A02,-0.0188,1.317,1.1508,0.722,1.6897,1.23,0.6393,0.4322,0.9151,0.2931,1.1513,2.328,1.747,1.1941,0.5356,0.5135,1.1608,0.7205,1.3679,1.279,1.5387,1.203,2.0678,0.4785,Control
A03,0.0192,1.5532,1.3711,1.0145,1.9277,1.459,0.8394,0.5375,1.0536,0.429,1.3066,3.3982,1.9692,1.4161,0.7217,0.7466,1.2748,0.8663,1.5703,1.4481,1.9723,1.378,2.7745,0.9033,Control
A04,0.1305,1.0954,1.2559,0.781,1.63,1.4617,0.8465,0.3432,0.9388,0.3654,1.2606,2.7427,1.8283,1.2536,0.6842,0.6238,1.1546,0.4163,1.6568,1.4307,1.4205,1.2382,2.2888,0.7419,Control
A05,0.0999,1.4575,1.5137,0.9779,1.9476,1.5159,0.8243,0.365,1.0568,0.5039,1.3929,3.1081,2.0997,1.4082,0.6578,0.6847,1.2751,0.6999,1.6985,1.5153,2.0974,1.3004,2.4787,0.8423,Control
A06,-0.0898,1.4051,1.2007,0.8196,1.8282,1.312,0.7419,0.4132,0.9679,0.6103,1.2752,3.8276,1.7849,1.3394,0.6253,0.5878,1.248,0.7341,1.6303,1.3528,1.8641,1.2619,2.4894,1.2326,Control
A07,-0.077,1.4813,1.592,0.7471,1.9341,1.2303,1.0975,0.4675,1.1316,0.5968,1.5008,3.4449,1.7324,1.4397,0.7816,0.7607,1.5493,1.2177,1.9951,1.6808,2.2541,1.579,1.9854,0.9668,Control
A08,-0.0922,1.3335,1.6309,0.6866,2.0256,1.2164,1.2547,0.2445,1.1825,0.7273,1.6185,2.7044,1.5837,1.5649,1.0076,0.7338,1.68,0.4423,2.234,1.8517,1.7506,1.604,1.9135,0.8097,Control
A09,-0.0205,1.4215,1.435,0.8065,1.9246,1.304,0.9804,0.3484,1.0308,0.5458,1.3452,2.9633,1.5714,1.4149,0.8599,0.6833,1.4807,0.5926,1.8341,1.6,1.8838,1.4083,2.2018,0.7556,Control
A10,-0.0018,1.4407,1.7367,0.7525,1.9583,1.2969,1.1686,0.4505,1.1319,0.6755,1.6039,3.6388,1.7444,1.4738,0.8622,0.7161,1.4449,1.4944,2.0411,1.6339,2.5528,1.6761,2.1342,1.1064,Control
A11,-0.0624,1.3452,1.1233,0.6863,1.7813,1.1956,0.7513,0.1872,0.7572,0.5351,1.0633,2.876,1.19,1.2954,0.7867,0.5971,1.3018,0.6314,1.2369,1.1125,1.3526,1.562,2.0686,0.5536,Control
A12,-0.2465,0.8449,0.8493,0.6913,0.9995,0.7846,0.5113,0.0949,0.7413,0.2159,0.8197,2.4147,1.2792,0.7447,0.309,0.259,0.7635,0.4221,0.9317,1.0664,0.7856,0.8099,1.6783,0.7331,Control
B01,-0.3463,1.2751,1.2183,0.573,1.7081,1.1788,0.9354,0.221,0.9675,0.6443,1.3462,2.7441,1.2536,1.2657,0.6363,0.5788,1.5174,0.9846,1.8115,1.5141,1.5377,1.1653,2.5522,1.5089,Control
B02,0.0037,1.2949,1.3113,0.8811,1.7695,1.5668,0.8673,0.4265,1.0914,0.5247,1.34,3.7459,1.8021,1.3037,0.6328,0.7221,1.3191,1.4302,1.6906,1.4393,1.9047,1.2137,3.1122,1.5833,Control
B03,-0.0909,1.2866,1.2964,0.708,1.7464,1.3846,0.9297,0.1629,1.0365,0.5927,1.3737,3.5534,1.5754,1.2732,0.7174,0.6262,1.3109,1.2116,1.6787,1.4807,2.0194,1.2682,2.6831,1.514,BRCACancer
B04,-0.0903,1.0813,1.5574,0.7454,1.9242,1.1066,1.1331,0.3204,1.2905,0.6523,1.4161,1.9244,1.5204,1.501,1.0319,0.7358,1.3074,0.6154,2.1617,1.6477,1.8843,1.5925,1.6768,0.4971,BRCACancer
B05,-0.1129,1.0308,1.0531,0.8433,1.758,1.2743,0.804,0.3651,0.8579,0.2515,1.0362,3.4779,1.8138,1.3143,0.6685,0.5338,1.1519,1.751,1.3944,1.2639,0.9064,1.0295,2.6534,1.111,BRCACancer
B06,-0.3907,1.1032,1.0091,0.3251,1.3232,0.8016,0.683,0.0826,0.8602,0.4629,1.0289,1.8186,1.0216,0.9236,0.3984,0.3254,1.0157,0.5355,1.3692,1.2056,1.4233,1.1808,1.5007,1.1072,BRCACancer
B07,0.0257,1.4799,1.4636,0.8574,1.9144,1.4052,0.9283,0.1916,1.2148,0.5065,1.4521,2.3202,1.6613,1.4043,0.7005,0.7673,1.4591,0.6485,1.7504,1.4768,2.0958,1.5779,2.1568,0.7585,BRCACancer
B08,0.1273,1.4267,1.2368,0.7926,1.6647,1.2641,0.6412,0.1785,0.8656,0.433,1.1057,2.398,1.5663,1.1935,0.5657,0.6147,1.3079,0.8813,1.2903,1.2024,1.7757,1.2824,1.9468,0.6871,Control
B09,-0.0968,0.9438,1.3351,0.6986,1.8836,1.0746,1.0306,0.0635,1.0191,0.6246,1.2557,2.3585,1.1501,1.3839,1.0478,0.6344,1.2551,0.1036,1.8897,1.3963,1.3195,1.468,2.012,0.7343,Control
B10,-0.0692,1.0406,1.3763,0.5039,1.7164,0.9463,0.9878,0.0864,0.9582,0.4213,1.2484,2.7291,1.5148,1.1843,0.6098,0.4409,1.2239,0.6415,1.8062,1.488,1.4252,1.2968,1.5794,0.9211,Control
B11,-0.0522,1.2072,1.35,0.759,1.8336,1.2114,0.8237,0.1554,0.8689,0.4453,1.1064,2.7912,1.7252,1.305,0.6023,0.5328,1.2536,0.7016,1.4861,1.3382,1.7626,1.2204,1.9276,0.7328,Control
B12,-0.1087,0.5564,1.113,0.5235,1.5738,0.777,0.7639,0.2909,1.0292,0.3131,1.0496,1.9763,1.1653,1.2458,0.7294,0.4741,0.9484,0.2319,1.7053,1.2842,1.4078,1.2306,1.5991,0.6265,Control
C01,-0.0058,1.38,1.4476,0.9687,2.0778,1.4302,0.9534,0.4812,1.1534,0.5762,1.2559,2.641,1.8466,1.511,0.7537,0.7814,1.2978,1.0638,1.7681,1.4466,1.9876,1.4296,1.9287,0.7045,BRCACancer
C02,0.1277,1.2322,1.1796,0.8616,1.6525,1.5139,0.7079,0.4151,1.0308,0.3462,1.2553,2.5574,1.6794,1.2063,0.561,0.6195,1.1166,0.7445,1.5035,1.3945,1.5529,1.142,2.0466,0.7264,BRCACancer
C03,0.1151,1.376,1.3531,0.9484,1.9071,1.6895,0.8702,0.5511,1.1489,0.3827,1.3089,2.5052,1.928,1.4746,0.7976,0.8353,1.3587,0.8734,1.7609,1.3917,1.8112,1.5478,2.1791,0.685,BRCACancer
C04,0.1095,0.7702,0.6519,0.7873,1.3682,1.2122,0.4654,0.1199,0.6082,0.2371,0.7431,2.8917,1.454,1.0435,0.424,0.4063,0.8349,0.4131,0.9529,0.9029,0.7409,0.7956,2.1606,0.7249,Control
C05,0.0748,0.8165,0.7781,0.6457,1.4051,1.1245,0.4896,0.1511,0.6748,0.1362,0.7841,2.4717,1.6564,0.9674,0.373,0.4499,0.8387,0.7626,1.1509,1.0868,0.8182,0.9693,1.6711,0.6981,BRCACancer
C06,-0.0863,0.1994,0.2166,0.5213,0.4759,0.5461,0.2639,-0.1027,0.306,0.0769,0.1958,0.95,0.5573,0.4733,0.3166,0.1594,0.3091,0.0521,0.2651,0.4197,0.057,0.2689,0.8758,0.9719,Control
C07,0.0812,0.9891,0.915,0.6453,1.5378,1.1737,0.5736,0.2303,0.7485,0.3431,1.0627,2.1258,1.6238,1.1089,0.4439,0.4224,0.9138,0.4532,1.2852,1.1322,0.9093,1.0738,1.6617,0.7072,Control
C08,0.0155,1.2106,1.0007,0.82,1.7238,1.3756,0.6004,0.3332,0.8332,0.3219,1.1016,2.6901,1.5576,1.282,0.4942,0.5595,1.2045,0.6325,1.3806,1.256,1.0216,1.0681,1.9071,0.7925,Control
C09,0.0611,0.9552,0.9402,0.6912,1.4065,1.2505,0.596,0.4021,0.8068,0.1908,1.0478,3.4002,1.7421,1.1269,0.4364,0.474,0.915,0.9893,1.2438,1.2046,1.0238,1.0124,1.9508,0.7856,Control
C10,0.0666,0.8554,1.0072,0.8478,1.3383,1.1881,0.5751,0.1714,0.818,0.1747,1.0863,3.1758,1.854,1.0017,0.363,0.42,0.8968,1.1227,1.4847,1.3224,1.265,0.8953,2.0133,0.6637,BRCACancer
C11,0.1087,1.2111,1.0238,0.9087,1.7947,1.54,0.6223,0.2264,0.8794,0.3513,1.0891,2.4938,1.7298,1.3238,0.6189,0.6056,1.2073,0.6799,1.4157,1.2128,1.1743,1.2369,1.9656,0.6249,Control
C12,-0.0028,0.6521,0.5781,0.6259,1.268,1.1171,0.4257,0.0849,0.5436,0.1513,0.6967,1.6691,1.2655,0.854,0.3406,0.3272,0.6822,0.3278,0.9261,0.9106,0.6673,0.7589,1.43,0.523,BRCACancer
D01,-0.1493,0.9929,1.4599,0.7076,1.9041,1.1972,0.9906,0.2647,1.2389,0.6664,1.2508,1.564,1.3116,1.4284,1.3091,0.7059,1.3579,0.2674,2.0195,1.5194,2.2644,1.3257,1.6585,0.679,BRCACancer
D02,0.1096,0.988,0.9389,0.753,1.7092,1.3901,0.5503,0.3772,0.7864,0.1542,1.017,2.3341,1.4544,1.2842,0.5999,0.6098,0.9951,0.5571,1.3329,1.2262,1.124,1.0091,1.815,0.4345,BRCACancer
D03,0.1084,0.8458,0.9818,0.8311,1.6142,1.2135,0.5184,0.2993,0.7981,0.157,0.8994,1.9426,1.8598,1.1201,0.5208,0.4691,0.8733,0.5059,1.2839,1.1064,1.1235,1.0095,1.6905,0.7288,BRCACancer
D04,-0.0159,1.0847,1.118,0.8162,1.7628,1.3126,0.6067,0.226,0.8771,0.3416,1.0274,2.3682,1.8525,1.2486,0.566,0.5224,0.9973,0.6365,1.3803,1.2679,1.834,1.033,1.9562,0.5837,BRCACancer
D05,0.0024,1.0729,1.1405,0.773,1.5501,1.2803,0.6038,0.2075,0.9033,0.2154,0.9923,3.5619,2.0103,1.1055,0.4823,0.5026,0.975,0.5815,1.3743,1.2268,1.955,1.035,2.2088,0.6698,BRCACancer
D06,-0.0312,1.2995,1.1802,0.8266,1.7347,1.4453,0.6802,0.3893,1.0072,0.4131,1.162,2.7225,1.6801,1.3052,0.6311,0.6632,1.1956,0.5069,1.4561,1.4003,1.7872,1.2054,2.0942,0.5817,BRCACancer
D07,0.038,1.1738,1.086,0.8359,1.68,1.4693,0.6209,0.2291,0.8912,0.2836,1.1023,2.693,1.6096,1.2271,0.5415,0.5528,1.1023,0.6909,1.2941,1.1684,1.1981,1.154,2.0057,0.5933,Control
D08,-0.0535,0.9192,0.8422,0.7351,1.2928,1.1476,0.4753,0.3031,0.7185,0.2078,0.7999,2.6009,1.6224,0.9355,0.3947,0.4253,0.8976,0.7072,1.1021,1.0552,1.0749,0.8857,1.7571,0.6008,Control
D09,0.0057,1.1081,1.0392,0.7824,1.5785,1.3605,0.5789,0.4885,0.8649,0.2749,1.0169,2.2085,1.7317,1.1524,0.5772,0.5826,1.1008,0.7512,1.3309,1.2624,1.2498,1.0211,2.0801,0.5675,Control
D10,-0.0567,1.1187,0.9761,0.7381,1.6672,1.1994,0.5219,0.1295,0.6437,0.3114,0.8722,1.9641,1.713,1.145,0.4524,0.4255,1.0355,0.6745,1.1139,0.9767,0.9964,1.0967,1.7489,0.5212,Control
D11,-0.176,0.3834,0.3811,0.6788,0.8645,0.8229,0.3296,-0.1943,0.4506,0.1367,0.4303,1.1769,0.8926,0.7214,0.2942,0.217,0.6546,0.2265,0.5791,0.673,0.2446,0.5788,1.1805,0.6901,Control
D12,-0.0434,0.9463,0.661,0.7658,1.4529,1.3293,0.4223,0.1703,0.5458,0.2427,0.7311,1.8222,1.4653,1.0501,0.4718,0.358,0.8521,0.4429,0.8248,0.9607,0.6893,0.9317,1.7747,0.6864,Control
E01,-0.0535,0.8794,0.8535,0.5142,1.4227,1.2459,0.4974,0.1688,0.6821,0.1711,0.8397,3.7738,1.7297,1.0471,0.3459,0.432,0.8295,0.5706,1.0612,1.0221,1.1922,0.9806,2.19,0.7459,BRCACancer
E02,0.0741,1.1382,1.2616,0.6324,1.6809,1.3666,0.7406,0.2333,0.8725,0.2665,1.2472,2.3849,1.5482,1.3124,0.5661,0.5403,1.2191,0.713,1.604,1.373,1.2173,1.1626,2.0579,0.5893,Control
E03,0.0702,1.1979,1.0077,0.7409,1.7404,1.4859,0.503,0.2006,0.7484,0.331,1.0262,2.8278,1.9731,1.3331,0.5298,0.5321,1.0268,0.7527,1.2435,1.1533,1.2263,1.0851,2.1699,0.8114,Control
E04,0.1078,1.0941,1.1795,0.878,1.7296,1.6787,0.6565,0.3956,1.0387,0.3092,1.1905,2.964,1.8777,1.2562,0.6149,0.6201,1.2094,0.6528,1.4509,1.3374,1.5498,1.0329,2.2668,0.7043,Control
E05,-0.0188,1.0106,1.0304,0.922,1.602,1.2602,0.7106,0.0373,0.863,0.2789,1.2201,1.8857,1.3299,1.1053,0.4959,0.3706,1.0974,0.4716,1.5589,1.3527,0.6869,0.9677,1.5627,0.6811,Control
E06,-0.268,0.8651,0.9605,0.6054,1.5098,0.8628,0.6453,0.1274,0.7639,0.1197,0.9027,3.9936,1.7264,0.975,0.388,0.3373,0.6744,1.7486,1.1335,1.0846,1.4486,0.8125,1.6581,1.3019,BRCACancer
E07,0.0423,1.0982,1.2055,0.8405,1.8051,1.4606,0.6132,0.1492,0.9216,0.2587,1.0896,3.2246,1.9522,1.2279,0.4953,0.5018,0.9727,0.7892,1.2671,1.225,1.6181,0.9847,2.1918,0.7304,BRCACancer
E08,0.1001,1.2776,1.1538,0.7763,1.7728,1.4692,0.6397,0.425,0.8681,0.3421,1.1695,3.5242,1.9132,1.2497,0.5544,0.5874,1.1336,0.8709,1.5175,1.3272,1.7059,1.1943,2.1965,0.8306,Control
E09,0.005,1.0191,1.1713,0.7663,1.6906,1.3755,0.6214,0.321,0.7478,0.2684,1.0072,2.4047,1.877,1.2489,0.5864,0.5395,1.1191,0.6042,1.3643,1.1678,1.1096,1.1946,2.071,0.6124,BRCACancer
E10,-0.0509,1.3222,1.4937,0.7348,1.9716,1.3407,0.8551,0.3837,0.9923,0.4964,1.3725,2.9302,1.6836,1.4388,0.6267,0.6808,1.2927,0.6716,1.6199,1.4889,2.2227,1.3017,2.0837,0.88,BRCACancer
E11,0.0197,1.0391,0.8987,0.724,1.4386,1.314,0.5082,0.2328,0.7083,0.248,0.8753,1.8085,1.4332,1.0211,0.4436,0.3913,0.886,0.4078,1.125,1.0555,0.7978,0.9808,1.767,0.6524,Control
E12,-0.1182,0.9067,0.8831,0.6262,1.2645,1.0486,0.4331,-0.0139,0.5736,0.1574,0.8587,2.474,1.5197,0.8267,0.3435,0.3045,0.7948,0.49,0.8816,0.916,0.8513,1.0593,1.729,0.7003,BRCACancer
F01,0.0921,1.2669,1.1874,0.8413,1.9868,1.5268,0.7445,0.5481,1.0264,0.4054,1.1673,3.2701,1.6005,1.4704,0.8166,0.8149,1.3695,1.2673,1.6061,1.5008,1.6806,1.1613,2.2303,1.6961,Control
F02,0.0616,1.2817,1.2643,0.7857,1.797,1.5288,0.7276,0.3605,1.0591,0.3187,1.3309,2.6023,1.7368,1.3453,0.6358,0.739,1.2687,0.7648,1.6957,1.5076,1.7243,1.1112,2.114,0.6348,Control
F03,0.0214,1.1961,0.9943,0.6788,1.6226,1.4309,0.5922,0.6282,0.8726,0.1874,1.0163,2.8064,1.8017,1.1608,0.5062,0.4744,1.0589,0.8676,1.2106,1.0752,1.2387,1.0796,1.9661,0.5075,Control
F04,-0.0903,1.3463,1.2375,0.8248,1.9497,1.2953,0.7912,0.3249,1.016,0.5048,1.1382,2.1922,1.4142,1.3885,0.856,0.702,1.3522,0.7061,1.511,1.4066,1.8671,1.5181,1.8656,0.8122,Control
F05,0.0227,1.216,1.1306,0.8286,1.6699,1.3701,0.6229,0.3144,0.9132,0.3143,1.1453,2.6019,1.9024,1.1807,0.5257,0.5691,1.1677,0.4459,1.3956,1.312,1.6156,1.0375,2.2892,0.7622,Control
F06,-0.006,1.0804,0.9693,0.6889,1.495,1.1211,0.5463,0.1912,0.7199,0.2616,0.9471,2.8048,1.7393,0.9676,0.3703,0.405,0.8988,0.6984,1.0512,1.1468,1.5987,0.8171,1.9882,0.5171,Control
F07,0.036,1.1308,1.3108,0.7854,1.8348,1.4076,0.8984,0.3925,1.075,0.4175,1.2633,2.4703,1.4451,1.4215,0.9137,0.6584,1.3085,0.5696,2.0905,1.6271,1.3278,1.2319,1.9655,0.6334,Control
F09,0.1229,1.4097,1.3848,0.8666,1.781,1.5946,0.7312,0.3958,1.0428,0.4907,1.3397,2.9719,1.8823,1.3537,0.5886,0.7104,1.239,0.9292,1.616,1.5706,1.8373,1.122,2.6383,0.7367,Control
F10,0.0967,1.2946,1.5024,0.8341,1.9036,1.5437,0.8344,0.5159,1.0884,0.498,1.3896,3.4894,1.9195,1.4238,0.7357,0.7248,1.2754,1.1975,1.808,1.606,2.0513,1.2733,2.2768,0.6012,Control
F11,0.06,1.2343,1.0655,0.8062,1.6859,1.4453,0.5338,0.4831,0.8284,0.3341,1.0424,3.4689,2.0047,1.229,0.4574,0.5422,1.1285,1.1314,1.1344,1.1869,1.5417,1.1252,2.1094,0.7647,Control
F12,-0.048,1.3002,1.542,0.7211,1.822,1.194,0.9257,0.3158,1.0635,0.5517,1.2915,2.57,1.587,1.3352,0.8972,0.6238,1.312,0.4876,1.8343,1.5431,1.873,1.418,1.8771,0.4656,Control
G01,-0.062,1.089,1.1039,0.8607,1.9304,1.3475,0.641,0.4839,0.8523,0.3458,1.0484,2.5885,2.0271,1.2923,0.5712,0.5504,1.0222,1.1291,1.3528,1.2454,2.0142,1.0662,1.8448,0.4786,Control
G02,0.0546,0.9009,0.929,0.7375,1.5464,1.2118,0.5564,0.3321,0.7757,0.2343,0.9581,3.1665,1.7354,1.0527,0.4116,0.4427,0.9393,0.8461,1.1127,1.0541,1.4702,0.8909,1.9419,0.6334,Control
G03,-0.0151,1.3432,1.4149,0.8236,1.8167,1.4094,0.7823,0.4811,1.0973,0.3608,1.3357,2.729,1.7886,1.3452,0.6699,0.6606,1.2569,1.0813,1.6714,1.5039,1.9991,1.1822,2.0771,0.5121,Control
G04,0.1199,1.0554,1.2464,0.7228,1.6284,1.3965,0.6574,0.1992,0.9102,0.1857,1.277,2.8483,1.8373,1.2363,0.5713,0.6347,1.0394,0.5407,1.7153,1.4809,1.5752,0.9198,2.3663,0.7288,BRCACancer
G05,-0.3119,0.7562,0.7671,0.7334,1.5222,1.0147,0.3996,-0.1007,0.683,0.3458,0.702,1.9889,1.2358,0.9982,0.477,0.4337,0.7146,0.3475,0.9124,0.9172,1.3327,0.7766,1.7852,0.634,BRCACancer
