@relation data

@attribute id string
@attribute 54518 numeric
@attribute 2266 numeric
@attribute 2335 numeric
@attribute 152 numeric
@attribute 150 numeric
@attribute 3674 numeric
@attribute 151 numeric
@attribute 2244 numeric
@attribute 1445 numeric
@attribute 5906 numeric
@attribute 5747 numeric
@attribute 10411 numeric
@attribute 6714 numeric
@attribute 10235 numeric
@attribute 5908 numeric
@attribute 9564 numeric
@attribute 3690 numeric
@attribute 2243 numeric
@attribute 1398 numeric
@attribute 2885 numeric
@attribute 7094 numeric
@attribute 11069 numeric
@attribute 5770 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4279,-0.1804,-0.0489,-0.1197,0.1936,1.1928,0.2389,-0.2419,1.2814,1.3016,0.2595,0.0359,0.3755,1.5195,1.7119,0.0389,2.1301,-0.0945,0.9907,1.6355,2.3174,-0.082,1.1964,1.1256,Control
A02,1.1565,-0.1062,-0.002,0.019,0.1457,1.2625,0.2448,-0.1443,1.2458,1.0126,0.1285,-0.0038,0.3775,1.1624,1.2372,0.0582,2.2489,-0.071,0.7806,1.481,2.3906,-0.0351,0.9254,0.9005,Control
A03,1.4629,-0.173,-0.0268,-0.0702,0.1407,1.4116,0.2563,-0.1351,1.4648,1.1563,0.1567,0.0593,0.6195,1.1407,1.7552,0.0201,2.2641,-0.0529,0.9451,1.7658,2.607,-0.0341,1.1483,1.1275,Control
A04,1.2148,-0.1183,-0.0521,0.1493,0.3297,1.5515,0.1854,-0.1603,1.2871,1.0515,0.158,0.0273,0.414,1.246,1.2952,0.1022,2.7493,-0.0865,0.8166,1.4795,2.6218,-0.0508,1.0012,1.028,Control
A05,1.3665,-0.1227,-0.0661,0.1231,0.4565,2.113,0.2693,-0.1735,1.4266,1.0668,0.2684,0.0549,0.6469,1.3157,1.5482,0.1021,2.9795,-0.0683,0.9618,1.8562,2.9588,-0.0825,1.1424,1.0464,Control
A06,1.2417,-0.0935,-0.0507,-0.0237,0.0816,1.6991,0.27,-0.1957,1.2077,0.8997,0.1239,0.0442,0.4253,1.2516,1.3449,0.0898,2.6063,-0.116,0.87,1.5705,2.6128,-0.0509,1.0477,0.8852,Control
A07,1.485,-0.1475,-0.0393,0.1048,0.1448,1.3328,0.2618,-0.1034,1.323,1.4728,0.2112,-0.0016,0.359,1.2882,2.0368,0.066,2.3361,-0.0667,1.0263,1.8609,2.4816,-0.0357,1.2313,1.1765,Control
A08,1.5726,-0.1511,-0.067,-0.105,-0.0179,0.6743,0.1679,-0.2146,1.2379,1.7029,0.2145,0.0574,0.3481,1.1784,2.4745,0.0864,1.4609,-0.1453,0.7391,1.7198,2.2507,-0.0651,1.3062,1.467,Control
A09,1.3863,-0.136,-0.0476,0.035,0.1727,1.5013,0.1676,-0.1419,1.3017,1.2388,0.2051,-0.0115,0.4569,1.1694,1.9939,0.0729,2.6827,-0.0318,0.8608,1.8278,2.5289,-0.0329,1.2051,0.9988,Control
A10,1.4292,-0.1294,-0.0093,-0.0043,0.2597,1.7771,0.1702,-0.1695,1.2891,1.509,0.2446,0.0361,0.4388,1.1181,2.0248,0.1025,2.8517,-0.0574,0.8286,1.802,2.7276,-0.0858,1.2288,1.3316,Control
A11,1.2573,-0.1329,-0.012,-0.0896,0.0883,1.2177,0.0965,-0.125,1.2159,0.9474,0.1375,0.0821,0.2186,0.9695,1.7129,0.1324,2.3695,-0.0863,0.6943,1.5523,2.3921,-0.0455,0.9978,0.7415,Control
A12,0.5563,-0.1904,0.0641,-0.1619,-0.0923,1.2862,0.0146,-0.076,0.6894,0.7858,0.1142,0.0487,0.1258,0.695,0.6297,0.0949,2.6209,0.0943,0.3624,1.1373,2.0181,0.0481,0.6317,0.5292,Control
B01,1.128,-0.1978,-0.046,-0.4413,-0.1917,0.7002,-0.0791,-0.214,1.0331,1.2945,0.2109,-0.03,0.1574,1.1786,1.7705,-0.1428,2.0844,0.067,0.7558,1.5002,1.9534,0.0539,1.0684,0.9141,Control
B02,1.2176,-0.1407,-0.0478,-0.0124,0.1598,0.8614,0.19,-0.1837,1.3823,1.1171,0.1703,0.0342,0.4168,1.4105,1.4555,0.0321,2.0496,0.0025,0.8851,1.6034,2.3404,-0.0456,1.0727,0.8807,Control
B03,1.211,-0.1528,0.0844,-0.2643,-0.0465,0.2237,0.1047,-0.143,1.1858,1.2067,0.0978,0.0309,0.269,1.1806,1.5959,0.0342,1.0702,0.0011,0.8173,1.5674,2.1366,-0.0443,1.1044,0.9276,BRCACancer
B04,1.5106,-0.1602,-0.0342,-0.0904,0.008,0.9724,0.0421,-0.22,1.1611,1.7902,0.225,-0.013,0.3471,1.0916,2.5273,0.0708,2.152,-0.0968,0.8769,1.6385,2.2441,-0.0351,1.2485,1.4335,BRCACancer
B05,1.0266,-0.0904,0.027,-0.1031,-0.0125,0.5654,0.1336,-0.0907,1.2096,1.0495,0.098,-0.0038,0.2846,1.1229,1.6639,0.0068,1.7683,-0.006,0.6952,1.4949,2.3134,-0.0016,1.0743,0.7814,BRCACancer
B06,0.8287,-0.0902,0.0306,-0.4513,-0.3448,0.4304,-0.0137,-0.1229,0.72,1.0347,0.1786,-0.1727,-0.0707,0.8606,1.2829,-0.0807,1.7483,0.0892,0.5208,1.1292,1.6104,0.0583,0.7986,0.7812,BRCACancer
B07,1.2927,-0.083,-0.0457,0.0637,0.0888,1.1036,0.2665,-0.1345,1.3323,1.3023,0.1564,0.0265,0.3629,1.4189,1.7886,0.0649,2.1936,-0.0322,0.9409,1.6266,2.3218,-0.0683,1.1153,1.1751,BRCACancer
B08,1.1773,-0.1083,-0.0402,0.1179,0.3449,1.714,0.1025,-0.1574,1.2959,0.957,0.257,0.0602,0.5462,1.254,1.2505,0.1084,3.2108,-0.0719,0.9072,1.6339,2.6882,-0.0709,0.9387,0.7597,Control
B09,1.4331,-0.2114,-0.0625,-0.0987,0.0914,1.4757,0.1108,-0.2731,1.1465,1.383,0.2831,0.0288,0.3244,1.0796,2.574,0.0368,2.6423,-0.0497,0.6646,1.6507,2.4784,-0.0596,1.3057,1.2186,Control
B10,1.1971,-0.1718,-0.0285,0.0566,0.0992,0.9119,0.073,-0.1313,1.0055,1.3495,0.0953,0.0495,0.2328,0.8869,2.0119,0.034,2.2788,-0.0359,0.5494,1.509,2.2601,-0.0585,1.0272,1.0541,Control
B11,1.2027,-0.1312,-0.0666,0.0228,0.3699,1.5956,0.06,-0.1918,1.179,1.0758,0.1896,0.077,0.4267,0.9777,1.3358,0.0658,3.0489,-0.1329,0.751,1.7392,2.7068,-0.046,0.9401,0.949,Control
B12,1.0507,-0.0646,-0.0736,-0.0255,-0.0546,0.7991,0.0308,-0.2441,0.8547,1.207,0.1111,0.0275,0.2132,1.0592,2.1796,0.1269,1.9676,-0.1227,0.4361,1.3322,1.8963,-0.0358,1.0316,1.0091,Control
C01,1.4066,-0.0795,-0.0298,-0.0774,0.1322,1.0883,0.2283,-0.2347,1.5851,1.2964,0.194,0.0438,0.5989,1.343,1.8727,0.0925,2.5119,-0.0488,1.0551,1.7966,2.7223,-0.0314,1.0764,1.0332,BRCACancer
