@relation data

@attribute id string
@attribute 5747 numeric
@attribute 5728 numeric
@attribute 5164 numeric
@attribute 6464 numeric
@attribute 2309 numeric
@attribute 5170 numeric
@attribute 9564 numeric
@attribute 1027 numeric
@attribute 3611 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 3688 numeric
@attribute 2885 numeric
@attribute 356 numeric
@attribute 5595 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2595,1.2392,0.6256,0.7565,0.5948,0.7923,0.0389,2.6139,1.5602,0.6157,1.5746,2.4273,1.6355,0.3799,1.0952,1.4982,1.1256,1.76,Control
A02,0.1285,0.6452,0.4556,0.8046,0.373,0.6688,0.0582,2.1529,1.5947,0.5686,1.3014,2.1759,1.481,0.5183,1.0379,1.1993,0.9005,1.6579,Control
A03,0.1567,0.9168,0.6294,0.7989,0.571,0.8003,0.0201,2.3934,1.7237,0.6805,1.3967,2.3183,1.7658,0.7143,1.0752,1.3339,1.1275,1.9065,Control
A04,0.158,0.7608,0.6267,0.8019,0.4068,0.7491,0.1022,2.6652,1.475,0.6225,1.353,2.3751,1.4795,0.4295,1.0602,1.4882,1.028,1.7434,Control
A05,0.2684,0.9371,0.7278,0.8988,0.5365,0.8948,0.1021,2.4343,1.9049,0.7463,1.4836,2.221,1.8562,0.4764,1.2157,1.3381,1.0464,1.9721,Control
A06,0.1239,0.835,0.5957,0.7671,0.5076,0.7874,0.0898,2.297,1.5765,0.6458,1.3845,2.0446,1.5705,0.5191,1.0037,1.3761,0.8852,1.8749,Control
A07,0.2112,1.3069,0.5577,0.7989,0.8894,0.8207,0.066,2.1826,1.6132,0.597,1.5934,2.4763,1.8609,0.6059,0.9863,1.6231,1.1765,1.9127,Control
A08,0.2145,1.4954,0.4875,0.784,0.9915,0.8395,0.0864,1.9952,1.2902,0.5375,1.7501,2.328,1.7198,0.5321,1.0102,1.714,1.467,1.9432,Control
A09,0.2051,1.3533,0.6276,0.7778,0.772,0.8331,0.0729,2.2289,1.5787,0.5633,1.4582,2.5756,1.8278,0.3795,1.0062,1.5464,0.9988,1.8616,Control
A10,0.2446,1.3318,0.5457,0.79,0.9771,0.8665,0.1025,1.7823,1.7299,0.5633,1.6941,2.7093,1.802,0.6478,0.9394,1.6535,1.3316,1.9537,Control
A11,0.1375,0.9839,0.4497,0.5794,0.5794,0.738,0.1324,1.9281,1.4545,0.54,1.2025,2.4404,1.5523,0.4246,0.9926,1.2442,0.7415,1.8347,Control
A12,0.1142,0.3508,0.3989,0.5636,0.3496,0.4944,0.0949,1.4627,1.2408,0.3955,0.9215,1.8741,1.1373,0.3827,0.6672,1.0289,0.5292,1.3126,Control
B01,0.2109,1.093,0.3616,0.5764,0.5308,0.5477,-0.1428,2.4335,1.3972,0.3916,1.4577,2.1261,1.5002,0.2669,0.7793,1.5918,0.9141,1.5662,Control
B02,0.1703,0.837,0.6271,0.9083,0.4523,0.7354,0.0321,2.7571,1.6042,0.6693,1.4219,2.3064,1.6034,0.4101,1.0963,1.7587,0.8807,1.7427,Control
B03,0.0978,1.0128,0.5067,0.7155,0.4644,0.7817,0.0342,2.7839,1.4093,0.5703,1.5109,2.352,1.5674,0.395,0.9479,1.9459,0.9276,1.7521,BRCACancer
B04,0.225,1.4959,0.4157,0.7092,1.0838,0.8342,0.0708,1.7267,1.3662,0.5203,1.5671,2.5848,1.6385,0.6144,0.7243,1.5967,1.4335,1.9229,BRCACancer
B05,0.098,0.7624,0.4627,0.7441,0.4493,0.72,0.0068,2.0329,1.3554,0.443,1.1566,2.25,1.4949,0.4546,0.8239,1.6704,0.7814,1.8007,BRCACancer
B06,0.1786,0.7256,0.1325,0.4797,0.5035,0.3761,-0.0807,1.9325,1.1549,0.1783,1.1199,2.1238,1.1292,0.5348,0.5177,1.4068,0.7812,1.3023,BRCACancer
B07,0.1564,1.0076,0.5377,0.8876,0.5563,0.7645,0.0649,2.4596,1.7019,0.6313,1.5493,2.5678,1.6266,0.7038,1.0487,1.5879,1.1751,1.8217,BRCACancer
B08,0.257,0.7892,0.5713,0.8025,0.3514,0.7453,0.1084,2.2272,1.8558,0.6407,1.3231,2.3017,1.6339,0.4749,1.0739,1.1769,0.7597,1.7268,Control
B09,0.2831,1.4452,0.2335,0.6597,0.8193,0.7545,0.0368,2.1596,1.4419,0.4608,1.3758,2.7756,1.6507,0.377,0.6235,1.5101,1.2186,1.8556,Control
