@relation data

@attribute id string
@attribute 2043 numeric
@attribute 2047 numeric
@attribute 2534 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 3897 numeric
@attribute 4067 numeric
@attribute 58 numeric
@attribute 5908 numeric
@attribute 6403 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5613,0.0195,1.5632,0.1684,2.4355,-0.0067,1.322,0.6101,1.7268,1.3636,Control
Utah__A02,0.2381,0.0606,1.1722,0.1934,2.1547,-0.0387,1.18,0.6684,1.2306,1.2961,Control
Utah__A03,0.2652,0.0438,1.401,0.1447,2.3137,0.0319,1.5735,0.719,1.7721,1.3749,Control
Utah__A04,0.5089,0.0248,1.3783,0.1736,2.3772,0.051,1.3977,0.8244,1.2913,1.438,Control
Utah__A05,0.3705,0.0253,1.4167,0.1386,2.205,0.0086,1.5903,0.9339,1.5557,1.9778,Control
Utah__A06,0.228,0.0496,1.3172,0.0491,2.008,-0.071,1.3721,0.7059,1.3432,1.3069,Control
Utah__A07,0.4023,0.1837,1.855,0.1003,2.4902,-0.0738,1.7192,0.6623,2.0663,1.2608,Control
Utah__A08,0.4513,-0.0035,2.0099,0.0515,2.3245,-0.0339,1.9024,0.5704,2.5238,0.8065,Control
Utah__A09,0.432,0.0722,1.6972,0.0454,2.6012,-0.0171,1.6508,0.6497,2.0215,1.5628,Control
Utah__A10,0.5026,-0.0346,1.978,0.1402,2.7505,-6e-04,1.8161,0.6784,2.0538,1.8511,Control
Utah__A11,0.297,0.0418,1.2727,-0.0156,2.4501,8e-04,1.0919,0.603,1.7278,1.0518,Control
Utah__A12,0.1364,0.2567,0.8099,0.0534,1.8175,-0.0181,0.9496,0.4426,0.5958,1.6534,Control
Utah__B01,0.2866,0.2134,1.4445,0.0533,2.099,-0.1973,1.3861,0.1901,1.788,0.9706,Control
Utah__B02,0.2422,0.0604,1.4931,0.0827,2.3005,-0.0183,1.3263,0.7256,1.4589,1.0126,Control
Utah__B03,0.3815,0.1407,1.6356,0.0761,2.3513,-0.0887,1.3701,0.5791,1.6055,0.3733,BRCACancer
Utah__B04,0.364,0.0849,2.1773,0.0537,2.6115,-0.0377,2.0108,0.4707,2.5789,1.1349,BRCACancer
Utah__B05,0.2773,0.152,1.5353,0.0555,2.2374,-0.0505,1.5095,0.5392,1.6766,0.7671,BRCACancer
Utah__B06,0.2651,0.2908,1.3611,0.0417,2.0964,-0.2682,1.025,0.0425,1.2785,0.9584,BRCACancer
Utah__B07,0.3082,0.0161,1.7565,0.0228,2.5925,-0.0342,1.2438,0.7055,1.8069,1.3439,BRCACancer
Utah__B08,0.2441,-0.0078,1.0547,0.0272,2.2952,0.0159,1.0587,0.7661,1.2446,1.8083,Control
Utah__B09,0.5977,0.1016,2.0965,0.0148,2.8246,-0.0919,2.0407,0.3852,2.6277,1.5199,Control
Utah__B10,0.2337,0.0746,1.7694,-0.0113,2.3771,-0.0798,1.7219,0.5586,2.0403,0.975,Control
Utah__B11,0.2921,0.0297,1.3446,0.0918,2.1992,-0.02,1.4614,0.6919,1.3337,1.6714,Control
Utah__B12,0.2089,-8e-04,1.9139,-0.0335,2.3982,0.036,1.6009,0.4348,2.2155,0.7667,Control
Utah__C01,0.2511,0.1517,1.5355,0.0629,2.1418,-0.0845,1.8108,0.6234,1.8948,1.134,BRCACancer
Utah__C02,0.4225,0.0637,1.2675,0.0818,2.1641,0.0118,1.2227,0.7823,1.1287,1.4751,BRCACancer
Utah__C03,0.3845,0.0346,1.5967,0.0775,2.5163,-0.0344,1.3507,0.7834,1.5542,1.2959,BRCACancer
Utah__C04,0.0897,-8e-04,0.717,0.0474,2.1554,0.1108,0.8698,0.7243,0.8231,1.7672,Control
Utah__C05,0.1327,0.042,0.7848,0.0927,1.6506,0.0227,0.9691,0.6302,0.6764,0.5795,BRCACancer
Utah__C06,-0.0548,0.0875,0.3585,-0.0804,0.5605,-0.0126,0.4921,0.1696,0.4332,0.1646,Control
Utah__C07,0.2149,0.0405,1.0499,0.027,2.0737,0.0356,1.0225,0.7273,0.8215,1.6337,Control
Utah__C08,0.3068,0.0832,1.0038,0.0857,1.9168,0.003,1.147,0.6607,1.1288,1.3822,Control
Utah__C09,0.2382,0.0108,1.036,0.0159,1.9606,0.0314,1.0384,0.6969,0.8494,1.4726,Control
Utah__C10,0.2187,0.0569,0.9194,0.074,1.7524,0.0214,1.1596,0.7674,0.8102,1.4828,BRCACancer
Utah__C11,0.1275,0.0206,1.2161,0.0037,2.1315,0.0141,1.1957,0.7231,1.3109,1.5362,Control
Utah__C12,0.0464,0.0543,0.6215,0.0487,2.0163,0.0059,0.9056,0.5742,0.7287,1.8443,BRCACancer
Utah__D01,0.4121,0.0313,2.1241,-0.0069,2.6604,0.0099,1.8273,0.2243,2.3088,0.5417,BRCACancer
