@relation data

@attribute id string
@attribute 169355 numeric
@attribute 2150 numeric
@attribute 23236 numeric
@attribute 2776 numeric
@attribute 3043 numeric
@attribute 3045 numeric
@attribute 3250 numeric
@attribute 335 numeric
@attribute 3383 numeric
@attribute 3458 numeric
@attribute 355 numeric
@attribute 3553 numeric
@attribute 356 numeric
@attribute 3569 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3606 numeric
@attribute 3620 numeric
@attribute 3910 numeric
@attribute 4615 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54106 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 6401 numeric
@attribute 7064 numeric
@attribute 7124 numeric
@attribute 7412 numeric
@attribute 8542 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0978,0.4821,0.4579,0.6485,1.5463,-0.1153,0.0442,0.0964,0.8029,0.7042,1.2188,1.5431,0.3799,0.0868,0.0038,0.0145,-0.0544,0.3052,0.0863,-0.0968,1.4816,1.7231,0.5973,-0.0566,0.2772,0.5534,1.0586,-0.0574,-0.0253,0.229,0.4149,-0.0252,0.9813,Control
A02,-0.0879,0.4696,0.2609,0.2358,2.778,0.3124,-0.1128,0.0586,0.9718,1.5545,1.1728,0.7913,0.5183,0.0155,-0.0899,-0.0023,-0.0555,0.0812,0.1619,-0.0424,1.7445,1.687,0.5059,-0.0793,0.2553,0.2001,0.7032,-0.1301,-0.0417,0.055,0.4378,0.0164,0.7513,Control
A03,-0.0997,0.4977,0.3328,0.4627,2.3703,0.529,-0.0095,0.1275,1.1922,2.0921,1.7579,0.9227,0.7143,0.0054,0.1344,0.0158,0.0503,0.2931,0.4904,-0.0608,1.9618,2.0214,0.7325,-0.1062,0.3281,0.1966,0.9762,-0.1328,-0.0553,0.2179,0.5438,0.1946,1.2215,Control
A04,-0.0946,0.4514,0.219,0.3177,2.2137,0.0044,-0.0739,0.2104,0.8309,0.6554,1.1105,0.517,0.4295,0.0835,-0.0683,0.1344,-0.0732,0.1861,0.0298,-0.0644,1.824,1.6421,0.5226,-0.07,0.2202,0.3061,0.82,0.0051,-0.0624,0.1973,0.3481,-0.0598,0.7858,Control
A05,-0.0248,0.7601,0.4891,0.4844,2.3675,0.2118,0.1618,0.122,1.2318,0.6132,1.3166,0.7727,0.4764,0.0837,0.0238,0.0536,-0.0426,0.437,0.2046,-0.0568,2.0894,1.8765,0.8434,-0.0587,0.2503,0.3059,0.9512,-0.0102,-0.052,0.2034,0.3701,-0.084,0.9989,Control
A06,-0.0347,0.3624,0.3865,0.3651,1.1337,-0.2308,-0.0666,0.0561,0.9087,0.085,1.1905,0.8036,0.5191,-0.0531,-0.0026,0.0214,-0.0077,0.4722,0.146,-0.0676,1.7816,1.7549,0.6445,-0.0795,0.3273,0.296,0.9045,-0.1858,-0.0716,0.1276,0.4186,-0.087,0.7033,Control
A07,-0.0928,0.5331,0.8525,0.8957,1.2304,0.0194,0.0855,0.083,0.8975,0.9455,1.1215,1.2395,0.6059,0.2383,0.038,-0.0315,-0.0394,0.4188,0.115,-0.0702,1.7303,1.796,0.6633,-0.0871,0.3887,0.5102,1.3099,-0.1581,-0.0469,0.0832,0.4733,-0.0225,0.8597,Control
A08,-0.0806,0.3351,0.6443,1.0393,1.4416,-0.0719,-0.106,0.0481,0.8417,0.7944,1.1471,0.5405,0.5321,0.1461,-0.0136,-0.0265,-0.0424,0.2935,0.1453,-0.081,1.5849,1.7709,0.4362,-0.0906,0.391,0.8364,1.4137,-0.1612,-0.1197,0.1617,0.2487,-0.0953,0.7458,Control
A09,-0.0453,0.3239,0.7299,0.8753,0.9589,-0.0511,0.0843,0.1125,0.8461,0.7784,1.2318,0.676,0.3795,0.1333,0.1078,0.0975,-0.0724,0.1404,0.0494,-0.0486,1.5729,1.6671,0.6203,-0.0575,0.2857,0.5718,1.2508,-0.1546,-0.0891,0.1941,0.3534,-0.0242,0.7081,Control
A10,-0.0733,0.408,0.9457,0.8224,1.0048,-0.0874,0.098,0.1061,1.0502,1.5207,1.4348,1.489,0.6478,-0.0405,0.1019,-0.0062,-0.064,0.3533,0.0325,-0.0849,1.742,1.7443,0.5606,-0.0546,0.2612,0.3781,1.3167,-0.0174,-0.0571,0.1634,0.4561,0.0493,0.7719,Control
A11,-0.0559,0.2063,0.6393,0.5344,0.4599,-0.2529,0.1848,0.0487,0.8129,1.6963,1.1224,0.711,0.4246,0.1299,-0.1162,-0.1018,0.0292,0.3294,-0.002,-0.1067,1.1999,1.4793,0.5867,-0.0621,0.2797,0.3263,0.9853,-0.1178,-0.1232,0.162,0.191,0.0178,0.7367,Control
A12,-0.0089,0.228,0.1726,0.1356,2.9731,0.1832,0.064,0.0177,0.482,0.6982,0.8181,0.5223,0.3827,0.1091,0.1121,-0.0274,0.0923,0.0367,0.0489,0.0189,1.2871,0.8977,0.2473,-0.0411,0.3109,0.1184,0.5269,-0.2487,0.0191,0.0132,0.098,0.0427,0.2336,Control
B01,-0.0334,0.1735,0.3587,0.5769,1.7622,-0.09,0.0253,-0.0306,0.7426,0.1725,1.0137,1.0294,0.2669,-0.0468,0.082,-0.179,0.067,0.173,0.0128,-0.0398,1.2621,1.4475,0.2449,-0.0318,0.3659,0.5839,0.9472,-0.434,-0.0232,-0.0724,0.2251,-0.054,0.4931,Control
B02,-0.0758,0.551,0.2607,0.34,1.4482,-0.0377,0.1082,0.1321,1.2144,0.8176,1.2863,1.431,0.4101,0.1005,0.0766,-5e-04,-0.1004,0.3142,0.142,-0.0688,1.7984,1.8017,0.5812,-0.0654,0.2618,0.3378,0.785,-0.1472,-0.0741,0.2034,0.432,-0.0434,0.846,Control
B03,-0.058,0.3774,0.3661,0.4581,1.0182,-0.1939,0.183,0.1085,0.8493,0.7522,1.3287,1.234,0.395,-0.042,0.0824,-0.0955,-0.1084,0.2193,0.1118,-0.0522,1.5767,1.6027,0.4731,-0.0366,0.2861,0.3907,0.9095,-0.1904,-0.0944,0.0796,0.1665,0.0619,0.6814,BRCACancer
B04,-0.1096,0.2604,0.8222,1.0542,1.0064,-0.2234,0.0397,0.1125,0.5225,0.8273,1.0456,0.6965,0.6144,-0.0135,0.0383,-0.0666,-0.0411,0.1777,-0.0576,-0.0578,1.523,1.6955,0.4117,-0.1142,0.3876,0.6402,1.5857,-0.1718,-0.0289,0.0455,0.3252,0.0112,0.5528,BRCACancer
B05,-0.0884,0.2231,0.1639,0.2673,2.161,-0.1398,0.0177,0.106,0.865,0.2616,0.9444,1.7203,0.4546,-0.0427,0.1435,0.0053,0.0574,0.1425,0.1787,-0.0174,1.8099,1.6773,0.4203,-0.1119,0.4765,0.1887,0.8601,-0.2041,0.0063,0.0278,0.3702,0.0072,0.5133,BRCACancer
B06,0.0372,0.0881,0.3007,0.3375,1.524,-0.1352,0.2548,-0.0272,0.3526,0.406,0.8344,0.6245,0.5348,-0.0236,0.1087,-0.1578,0.134,-0.0037,-0.0053,0.0648,1.0353,1.3882,0.1163,0.0084,0.2808,0.1906,0.7212,-0.4449,0.048,-0.1996,0.0857,-0.0586,0.4547,BRCACancer
B07,-0.1031,0.4723,0.3325,0.3625,2.0055,-0.0107,0.0198,0.1477,0.78,1.3816,1.4315,0.7264,0.7038,-0.0061,0.0214,0.0253,-0.051,0.2977,0.0621,-0.0594,1.6607,1.8805,0.5681,-0.0749,0.2618,0.2531,0.9385,-0.1719,-0.025,0.2148,0.1955,0.1438,0.8854,BRCACancer
B08,-0.1259,0.3993,0.2795,0.2896,0.5177,-0.0717,0,0.1851,0.8605,0.8476,1.2427,0.9363,0.4749,0.0749,0.0231,-0.0542,-0.0531,0.4446,0.0871,-0.0617,1.5679,1.7224,0.7038,-0.023,0.227,0.242,0.7048,-0.0759,-0.1002,0.1993,0.1823,-0.0257,0.7338,Control
B09,-0.1335,-0.0243,0.7363,0.9284,1.9627,-0.1452,0.0287,0.0578,0.3568,0.547,0.902,0.2352,0.377,-0.0041,-0.1715,-0.0332,-0.0622,0.0211,-0.0361,-0.1114,1.1609,1.5556,0.3254,-0.0493,0.2416,0.6761,1.539,-0.1118,-0.0965,0.0453,0.0665,-0.084,0.2969,Control
B10,-0.0465,0.1925,0.579,0.6993,0.6621,-0.067,0.0482,0.1467,0.4641,0.6708,0.8882,0.7201,0.6087,0.0115,-0.0462,-0.1447,0.0159,0.0663,-0.0797,-0.0709,1.5174,1.5076,0.2981,-0.0904,0.2897,0.405,1.1167,-0.0863,-0.048,-0.0389,0.0895,-0.0299,0.4328,Control
B11,-0.0517,0.541,0.4488,0.5084,2.1259,0.3305,-0.1048,0.2204,1.0066,0.4263,1.003,0.7743,0.3769,-0.0553,0.1011,-0.0512,0.0446,0.1697,-0.0621,-0.0748,1.7232,1.696,0.6398,-0.0329,0.2479,0.3123,0.9569,-0.0047,-0.0972,0.1774,0.159,0.0242,0.4462,Control
B12,-0.1329,0.0689,0.4228,0.8178,0.2137,-0.1001,-0.0181,0.1386,0.3855,0.0275,0.7611,0.3508,0.1693,-0.0015,-0.1306,-0.169,0.0957,-0.0136,-0.0534,-0.0724,1.1758,1.419,0.2497,-0.11,0.2208,0.6519,1.3776,-0.1186,-0.0607,-0.0524,0.2954,-0.0665,0.2258,Control
C01,-0.1015,0.2936,0.6491,0.7247,1.1912,-0.223,-0.0163,0.0446,1.2027,0.7637,1.0643,1.1008,0.6287,0.097,0.1967,-0.0373,-0.0625,0.3568,0.1362,-0.0684,1.842,2.065,0.847,-0.1199,0.3617,0.3616,1.229,-0.1739,-0.0028,0.2558,0.4871,0.0165,0.8746,BRCACancer
C02,-0.0479,0.5553,0.2937,0.2526,2.3368,-0.0829,0.0849,0.1146,1.0501,0.6235,0.9763,0.8129,0.5706,0.1439,0.0997,0.0295,0.0014,0.223,0.0787,-0.058,1.6785,1.8722,0.6713,-0.1015,0.3453,0.2437,0.7082,-0.0945,-0.0599,0.22,0.4205,-0.0187,0.7331,BRCACancer
C03,0.0108,0.5207,0.2952,0.3465,1.049,-0.1151,-0.0771,0.0634,1.3968,1.3299,1.343,0.9292,0.8781,0.0437,0.063,0.1194,-0.0369,0.3358,0.0711,-0.0374,1.9216,2.244,0.8394,-0.0985,0.3059,0.2667,0.8439,-0.0512,-0.0551,0.3482,0.5574,0.0514,1.0537,BRCACancer
C04,-0.0966,0.2616,0.1426,0.183,1.6149,-0.0984,0.2429,0.0835,0.6596,0.0143,0.6526,0.5141,0.2294,-0.0894,-0.0076,-0.115,-0.0026,0.1811,0.0038,-0.0535,1.4581,1.4118,0.5303,-0.0485,0.13,0.2023,0.5393,-0.0144,-0.1387,0.0735,0.1232,0.0071,0.2634,Control
C05,-0.0614,0.2688,0.1722,0.1895,1.9755,-0.1257,0.1169,0.1343,0.7018,0.4989,0.6902,0.8293,0.3052,-0.0152,0.0093,-0.0163,-0.0419,0.1285,0.0169,-0.0273,1.6559,1.4503,0.4762,-0.0526,0.2607,0.1357,0.4731,0.0529,-0.0691,0.073,0.1546,0.043,0.2776,BRCACancer
C06,-0.0915,0.0461,0.0439,0.1551,2.0236,-0.1986,0.4544,0.237,0.2283,0.2754,0.3875,0.1887,0.2147,0.0975,0.1291,-0.082,0.0544,-0.0955,-0.2552,-0.1062,0.5813,0.426,0.1473,-0.0486,0.1642,0.0318,0.4341,-0.1241,-0.1017,-0.0041,-0.1009,0.1192,0.0475,Control
C07,-0.0585,0.3264,0.248,0.1674,1.7462,-0.1716,0.0634,0.0202,0.7062,0.9656,0.7033,0.5503,0.3067,0.065,-0.0458,0.0135,0.0167,0.1671,0.0173,-0.0607,1.6241,1.4751,0.4326,-0.0813,0.2358,0.1667,0.619,-0.0617,-0.0875,0.1176,0.2344,0.1465,0.509,Control
C08,-0.1043,0.3547,0.157,0.2068,1.5889,-0.1387,-0.0569,0.0611,0.886,1.0073,0.8732,0.712,0.5171,0.0795,0.1921,0.0032,7e-04,0.2121,0.0594,-0.0713,1.5593,1.575,0.5418,-0.047,0.2807,0.2738,0.7114,-0.1018,-0.0624,0.2156,0.3381,0.0555,0.8761,Control
C09,-0.1463,0.3553,0.1669,0.1723,1.7138,0.0668,0.105,0.1284,0.7705,0.8587,0.8345,1.0336,0.5858,-0.0467,0.0028,0.0176,-0.036,0.2804,-0.0197,-0.0736,1.7397,1.4163,0.5075,-0.0504,0.1432,0.1461,0.563,0.0027,-0.0829,0.1616,0.4074,-0.0876,0.4562,Control
C10,-0.0818,0.4406,0.1624,0.1454,3.317,0.1033,0.0365,0.1709,0.7737,0.3493,0.6328,1.1539,0.4816,-0.0578,0.0879,0.0539,-0.0222,0.113,0.1177,-0.038,1.8492,1.4857,0.5562,-0.0655,0.2432,0.143,0.5243,-0.026,-0.0885,0.1319,0.1751,-0.0358,0.3471,BRCACancer
C11,-0.1449,0.2928,0.2364,0.277,1.9922,-0.096,0.0222,0.1701,1.0087,1.2746,0.9656,0.7547,0.599,-0.0881,0.0783,-0.0704,-0.0302,0.2423,0.1222,-0.1013,1.7277,1.7611,0.6723,-0.0317,0.1993,0.2985,0.813,-0.0343,-0.0856,0.3135,0.2305,-0.0368,0.7395,Control
C12,-0.1042,0.1975,0.1214,0.1644,2.8853,-0.0843,0.0801,0.1119,0.4618,0.4973,0.4374,0.4373,0.3108,0.0616,-0.0592,0.0302,-0.0137,0.0648,-0.0992,-0.0733,1.2737,1.1532,0.3528,-0.0535,0.1714,0.1455,0.5599,0.0318,-0.1217,0.1335,0.088,0.026,0.244,BRCACancer
D01,-0.1333,0.0932,0.6124,1.2018,0.4541,-0.0161,0.0941,-0.0023,0.7087,0.1263,1.0695,0.3828,0.3236,0.0755,-0.1094,-0.0697,0.0376,0.0769,-0.0754,-0.0965,1.3188,1.784,0.5171,-0.0876,0.3821,0.8266,1.7525,-0.1682,-0.0939,0.133,0.2691,-0.0454,0.2935,BRCACancer
D02,-0.0418,0.2023,0.1767,0.2167,2.2276,0.104,0.1354,0.1245,0.735,0.4468,0.6706,0.644,0.4361,-0.0182,0.0271,-0.035,0.0269,0.1338,0.0387,-0.0792,1.4584,1.5195,0.5125,-0.0331,0.2658,0.1983,0.7584,-0.0079,-0.1001,0.1919,0.3824,-0.0174,0.3841,BRCACancer
D03,-0.0622,0.2915,0.1678,0.2558,1.7745,-0.0539,0.0513,0.1148,0.6065,0.41,0.6162,0.5978,0.3268,0.0583,0.0314,-0.0545,-0.0608,0.0766,-0.0505,-0.0226,1.8549,1.5955,0.5304,-0.0602,0.2039,0.1406,0.7527,-0.0978,-0.1191,0.0889,0.3039,-0.0504,0.4821,BRCACancer
D04,-0.1033,0.4189,0.2943,0.3917,1.7886,0.023,0.3245,0.0776,1.0792,0.3107,1.003,0.7156,0.3784,0.0113,0.1102,-0.0813,0.0301,0.1521,-0.0202,-0.0913,1.8477,1.7632,0.7293,-0.0471,0.2364,0.2901,0.7928,-0.074,-0.1528,0.1994,0.2301,-0.0226,0.5473,BRCACancer
D05,-0.0486,0.489,0.1775,0.2773,2.1552,0.063,0.1408,0.0988,1.0639,0.6936,0.8397,0.666,0.4902,0.1601,0.0502,-0.0085,0.0533,0.2531,0.1248,-0.0312,2.002,1.7198,0.6665,-0.06,0.3177,0.1172,0.6554,-0.1275,-0.0572,0.141,0.2115,0.0527,0.5663,BRCACancer
D06,-0.065,0.3297,0.2478,0.3269,1.1849,-0.1966,0.0609,0.1776,0.9393,0.6359,1.1053,0.5987,0.5215,-0.0107,-0.0371,-0.0296,0.0299,0.1775,0.0233,-0.0704,1.6791,1.7563,0.778,-0.0746,0.2661,0.2738,0.7797,-0.1029,-0.1246,0.2805,0.3946,-0.0214,0.7044,BRCACancer
D07,-0.0656,0.3986,0.2708,0.197,2.9126,0.0471,0.1353,0.1968,1.0786,1.052,0.9163,0.7646,0.6088,-0.0333,0.1218,-0.0861,-0.0259,0.1785,-0.021,-0.0596,1.6102,1.6089,0.5813,-0.0372,0.2605,0.162,0.6879,-0.0508,-0.1118,0.2255,0.2332,0.0354,0.6646,Control
D08,-0.0476,0.1421,0.1309,0.1797,3.5799,0.2335,0.0048,-0.0133,0.6108,0.228,0.7907,0.7793,0.4204,0.1216,-0.0591,-0.0423,0.0736,0.0287,-0.0658,-0.0678,1.6227,1.5307,0.5064,-0.0202,0.2781,0.1492,0.5777,-0.0503,-0.0312,0.0619,0.3078,-0.0698,0.3415,Control
D09,-0.0738,0.2299,0.1879,0.1938,1.4679,-0.1289,0.064,0.1829,0.9899,0.4667,0.9261,0.819,0.2692,0.0231,-0.0262,-0.0184,0.0393,0.1465,0.1019,-0.0945,1.7296,1.62,0.6418,-0.0618,0.2956,0.1937,0.6644,-0.0739,-0.0516,0.131,0.4945,0.0184,0.4435,Control
D10,-0.0953,0.3062,0.2377,0.2474,3.5998,0.2639,0.1246,0.194,0.7516,0.5677,0.8028,0.7498,0.3172,0.0944,-0.0621,-0.0451,0.0099,0.1979,0.0196,-0.0748,1.7113,1.3034,0.5225,-0.0248,0.2445,0.2191,0.6788,-0.034,-0.0845,0.1443,0.1329,0.0119,0.4088,Control
