@relation data

@attribute id string
@attribute 8554 numeric
@attribute 6646 numeric
@attribute 10401 numeric
@attribute 1154 numeric
@attribute 3716 numeric
@attribute 10076 numeric
@attribute 5967 numeric
@attribute 3718 numeric
@attribute 3717 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4779,1.9115,0.7608,1.2165,1.8654,0.0148,-0.1754,1.7019,1.1832,Control
A02,1.0449,1.8197,0.6831,0.8285,1.6142,0.1407,-0.1528,1.3404,1.0583,Control
A03,1.366,1.7895,0.8171,0.7195,1.7735,0.0621,-0.1233,1.5412,1.4846,Control
A04,1.0822,1.7427,0.6676,0.6378,1.9636,0.0781,-0.1225,1.5986,0.8542,Control
A05,1.3113,2.0659,0.8111,0.7726,1.886,0.0286,-0.138,1.5165,1.2997,Control
A06,1.1621,1.8822,0.6602,0.639,1.7775,0.0693,-0.1274,1.2041,1.0757,Control
A07,1.6016,1.9922,0.7411,0.75,2.0162,0.057,-0.115,1.3446,1.4165,Control
A08,1.8326,1.9547,0.7331,0.9474,2.3186,0.0644,-0.1654,1.2572,1.4627,Control
A09,1.5848,1.7454,0.6522,0.9127,1.9464,0.1089,-0.0751,1.4016,1.3629,Control
A10,1.6991,2.02,0.8049,0.6992,2.0644,-0.0185,-0.1971,1.4473,1.4231,Control
A11,1.346,1.4626,0.4991,0.6391,1.6217,0.0076,-0.0877,1.2077,0.9662,Control
A12,0.6196,1.3517,0.5094,0.5245,1.3664,0.1385,-0.038,0.6758,0.4496,Control
B01,1.4426,1.7468,0.6885,0.3627,1.7658,0.0053,0.0417,1.22,0.9717,Control
B02,1.182,1.8973,0.9032,0.3081,1.8441,0.0526,-0.0617,1.6857,0.9603,Control
B03,1.3399,2.041,0.7772,0.5545,1.8402,-0.0042,-0.0564,1.4164,1.0128,BRCACancer
B04,1.7522,1.8028,0.7628,0.7945,2.1666,0.0435,-0.2686,1.2413,1.3155,BRCACancer
B05,1.0886,1.4322,0.6964,0.3139,1.7709,0.0995,-0.1121,1.1886,0.7915,BRCACancer
B06,1.0524,1.5169,0.5709,0.4365,1.4117,-0.036,0.1314,0.7903,0.734,BRCACancer
B07,1.3646,1.9537,0.9804,1.0153,1.8704,0.0702,-0.0846,1.5313,1.1696,BRCACancer
B08,1.0969,1.8621,0.603,0.8528,1.5293,-0.0197,-0.0462,1.3914,0.9315,Control
B09,1.653,1.4413,0.6208,0.6697,2.1209,-0.0266,-0.1059,0.9564,1.1261,Control
B10,1.4934,1.7625,0.5955,0.7179,2.0466,0.013,-0.0606,0.8822,1.0401,Control
B11,1.2352,1.7236,0.7211,0.9248,1.6814,0.0406,-0.1123,1.2065,1.069,Control
B12,1.3951,1.1181,0.5066,0.5913,1.8871,-0.0203,-0.0679,0.7645,0.9325,Control
C01,1.5177,1.7195,0.794,0.9321,1.8494,0.0918,-0.1732,1.502,1.2402,BRCACancer
C02,0.9805,1.8428,0.7542,1.207,1.9002,0.1065,-0.2021,1.5595,0.8503,BRCACancer
C03,1.1783,1.7741,1.027,1.373,1.8837,0.0935,-0.1173,1.8938,1.1793,BRCACancer
C04,0.7542,1.0043,0.3926,0.736,1.4372,0.1021,-0.1636,1.311,0.6156,Control
C05,0.7645,1.4082,0.46,0.8553,1.5565,0.0816,-0.1708,1.3535,0.5986,BRCACancer
C06,0.2901,0.3499,0.1027,-0.02,0.6172,0.0903,-0.2355,0.3138,0.0279,Control
C07,0.842,1.5448,0.5019,0.5308,1.6731,0.0603,-0.17,1.2145,0.5865,Control
C08,0.958,1.6103,0.5577,1.0623,1.6563,0.0549,-0.1808,1.5125,0.8603,Control
