@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1027 numeric
@attribute 1029 numeric
@attribute 10298 numeric
@attribute 10488 numeric
@attribute 10682 numeric
@attribute 10971 numeric
@attribute 1385 numeric
@attribute 1647 numeric
@attribute 2066 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2151 numeric
@attribute 23368 numeric
@attribute 2549 numeric
@attribute 2810 numeric
@attribute 2885 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3429 numeric
@attribute 3479 numeric
@attribute 3484 numeric
@attribute 3636 numeric
@attribute 4233 numeric
@attribute 4609 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 50855 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 56288 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 5747 numeric
@attribute 57580 numeric
@attribute 5770 numeric
@attribute 598 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6464 numeric
@attribute 6517 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7534 numeric
@attribute 8471 numeric
@attribute 8660 numeric
@attribute 9221 numeric
@attribute 9586 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,1.1608,2.6211,0.1299,0.1998,1.0424,1.0639,0.6465,1.8416,0.4808,-0.1214,0.6045,0.8246,-0.029,0.2889,0.3585,0.2229,1.6544,1.0356,0.6542,0.0143,-0.0902,0.1607,1.0632,-0.0957,1.5122,1.1667,1.0217,-0.0567,-0.0109,1.6169,1.3241,0.0568,0.0219,-0.1132,0.2521,1.243,0.2618,1.3932,1.1741,0.5223,0.9065,0.1026,1.8816,1.1287,0.75,-0.1413,1.1294,1.3492,1.2648,0.298,2.4348,0.8922,0.5516,1.2277,1.1647,-0.1859,0.4781,1.5204,0.1344,1.3608,Control
Utah__A02,0.3429,0.8381,2.1365,0.071,0.2254,0.8369,0.8965,0.5456,1.5349,0.4863,-0.0439,0.5571,0.607,-0.0234,0.157,0.2528,0.2013,1.493,1.0351,0.4588,0.0242,-0.0978,0.2453,1.0717,0.1297,1.03,1.1756,0.8893,-0.1299,0.0796,1.3286,1.0956,0.0055,0.0425,-0.1359,0.1564,0.647,0.117,1.2134,0.8969,0.476,0.9246,0.1045,1.6266,0.926,0.7973,-0.0454,0.9018,1.1968,0.83,0.2498,2.3385,0.6711,0.473,1.4211,0.8276,-0.2237,0.2271,1.1725,0.1246,1.0773,Control
Utah__A03,0.3568,1.1007,2.3892,0.182,0.2608,1.0519,1.207,0.8411,1.7089,0.5731,-0.0742,0.6699,0.7634,-0.1158,0.1734,0.3504,0.264,1.7906,1.1356,0.6001,0.3021,-0.0914,0.1633,1.2107,0.1054,0.8428,1.4289,0.9957,-0.1053,0.0804,1.4291,1.2641,-0.0168,-0.0123,-0.2093,0.1963,0.9196,0.1482,1.5003,1.1248,0.631,1.0222,0.1148,1.8238,1.0404,0.7917,0.028,1.1313,1.3816,1.1594,0.3174,2.5751,0.6993,0.7107,1.4184,1.1861,-0.2271,0.3895,1.3183,0.1973,1.3643,Control
Utah__A04,0.4955,0.8526,2.675,0.0708,0.2645,0.8542,0.894,0.6594,1.6942,0.5515,-0.0666,0.6114,0.6935,-0.0193,0.1491,0.3144,0.3624,1.4914,0.963,0.4958,-0.0078,-0.0829,0.2859,1.0791,0.008,1.4116,1.0247,0.9699,-0.0896,0.1958,1.383,1.2342,-0.0171,0.0169,-0.1294,0.2622,0.7631,0.1496,1.3638,0.9745,0.3932,1.0052,0.112,1.7883,0.9026,0.7946,-0.0078,1.0307,1.2135,0.9036,0.2827,2.4407,0.6209,0.5483,1.3701,0.9775,-0.1528,0.4794,1.205,0.104,1.2398,Control
Utah__A05,0.4795,1.0948,2.4322,0.1632,0.278,1.0679,1.1454,0.6798,1.7835,0.688,-0.0665,0.7362,0.7698,-0.0856,0.2166,0.4558,0.3421,1.8851,1.254,0.5918,0.062,-0.0227,0.2368,1.3984,0.0272,1.1201,1.3702,1.0637,-0.0787,0.1042,1.5208,1.3448,0.0617,0.0096,-0.1026,0.324,0.9399,0.2717,1.5127,1.1188,0.554,1.1126,0.1047,1.7933,1.0434,0.89,-0.0265,1.0492,1.3778,1.1557,0.3697,2.4214,0.7758,0.6188,1.6673,1.0647,-0.0868,0.644,1.3843,0.2297,1.3013,Control
Utah__A06,0.4153,0.8466,2.288,-0.0228,0.1687,0.9009,0.9088,0.5847,1.6261,0.3497,-0.0703,0.6349,0.7165,-0.0523,0.187,0.3647,0.1842,1.5864,1.03,0.5257,-0.0203,-0.0934,0.1779,1.1561,0.0185,1.2447,1.2955,0.8999,-0.133,0.0554,1.4163,1.2303,-0.0216,-0.0014,-0.1796,0.24,0.8375,0.1119,1.4057,1.022,0.4466,0.9801,0.1159,1.6432,1.015,0.7604,-0.0768,0.8863,1.3318,1.1107,0.2672,2.4879,0.6018,0.6162,1.1575,0.9127,-0.1651,0.726,1.2762,0.1625,1.1447,Control
Utah__A07,0.7253,0.928,2.1677,0.0382,0.2235,0.951,0.9685,0.8093,1.8447,0.5431,-0.0678,0.5857,0.7237,0.0113,0.1717,0.5979,0.3296,1.89,1.0649,0.8174,-0.0564,-0.063,0.2864,1.1408,0.013,1.1522,1.3668,1.0521,-0.1179,0.0839,1.6368,1.2868,-0.0398,0.0243,-0.1812,0.246,1.3109,0.2084,1.5091,1.2097,0.5922,0.9852,0.1706,1.9955,1.1072,0.7917,-0.1584,1.1809,1.4952,1.2224,0.2914,2.4863,0.8008,0.6272,1.5147,1.2483,-0.1681,0.5981,1.3179,0.2715,1.5858,Control
Utah__A08,1.0592,0.8394,1.9706,0.0746,0.2217,0.8348,0.7932,0.8785,1.9244,0.3227,-0.1016,0.5257,0.7148,-0.0425,0.2488,0.5924,0.2191,1.7425,0.9159,1.0598,0.0135,-0.0671,0.1959,1.0004,-0.0379,1.1048,1.2078,1.218,-0.0951,-0.0103,1.8021,1.3083,-0.0108,0.018,-0.1362,0.0928,1.5,0.2121,1.4849,1.2863,0.5837,0.8456,0.1698,1.9428,1.1764,0.777,-0.1304,1.4746,1.4347,1.232,0.2819,2.3514,0.8209,0.7054,1.0448,1.2519,-0.2098,0.4333,1.1881,0.2078,1.6994,Control
Utah__A09,0.7398,0.8432,2.2163,0.1023,0.2074,0.9741,0.8415,0.6657,1.7073,0.4807,-0.0882,0.5517,0.6732,-0.0954,0.1773,0.4286,0.309,1.8554,0.9837,0.707,0.0147,-0.0981,0.2402,1.0352,0.0098,1.1929,1.2824,0.9502,-0.0792,0.0924,1.4941,1.2311,0.0037,0.0198,-0.1236,0.2173,1.3575,0.2016,1.5025,1.1829,0.5053,0.827,0.1382,1.9167,1.066,0.7709,-0.1066,1.0011,1.3189,1.1554,0.2501,2.6039,0.6467,0.5319,1.4074,1.198,-0.162,0.5301,1.3897,0.237,1.4239,Control
Utah__A10,0.7924,0.9391,1.7468,0.1162,0.2653,0.9451,0.91,0.8362,1.9621,0.4951,-0.0962,0.5517,0.7126,-0.0995,0.2169,0.5336,0.2345,1.8284,1.0466,0.907,0.0241,-0.0628,0.1804,1.1811,-0.0198,0.9518,1.3673,1.0809,-0.0718,0.1718,1.743,1.2585,0.015,0.0105,-0.1047,0.2166,1.3359,0.2453,1.5904,1.2072,0.6472,0.9676,0.0611,1.7865,1.0883,0.7829,-0.0434,1.3376,1.3751,1.18,0.293,2.4635,0.7723,0.6954,1.5129,1.3063,-0.1105,0.6594,1.2174,0.3346,1.6004,Control
Utah__A11,0.5406,0.9891,1.9002,0.0575,0.2208,0.923,1.01,0.6325,1.3787,0.219,-0.048,0.5283,0.6608,0.0222,0.1098,0.2875,0.1211,1.5674,0.8863,0.4751,-0.0604,-0.0712,0.1647,0.9575,0.1055,0.9927,1.166,0.7593,-0.0732,0.075,1.2242,0.9645,0.0285,0.0301,-0.1573,0.1606,0.9869,0.1269,1.4347,0.971,0.4134,0.7337,0.04,1.6868,1.015,0.5757,-0.0631,0.7411,1.1911,0.9603,0.2233,2.4022,0.6726,0.3116,1.3334,1.0061,-0.2181,0.5538,1.3028,0.1021,0.9791,Control
Utah__A12,0.3543,0.5104,1.4109,-0.0947,0.1358,0.6237,0.6473,0.3424,1.2041,0.3656,-0.0046,0.3826,0.4377,0.0243,0.0628,0.2155,0.228,1.1338,0.5291,0.3882,0.1341,-0.1152,0.4781,0.593,0.1487,0.9269,0.6782,0.5503,-0.0941,-0.0076,0.9277,0.7457,0.033,0.0284,-0.1839,0.0686,0.3517,0.1012,0.8611,0.5966,0.3227,0.6804,0.1467,1.2042,0.6513,0.5602,-0.0852,0.5264,0.746,0.4355,0.122,1.7834,0.4501,0.439,1.1176,0.3716,-0.2997,0.2125,0.6608,0.1196,0.6876,Control
Utah__B01,0.6849,0.8005,2.4314,-0.1728,-0.0013,0.7031,0.7368,0.6318,1.6376,0.163,-0.0871,0.3787,0.5976,0.0742,0.1738,0.267,-0.0642,1.513,0.7147,0.6682,-0.0583,-0.0725,0.155,0.7299,-0.0501,1.1103,0.9999,0.9952,-0.0461,-0.1572,1.4936,1.0602,0.0472,-0.0661,-0.1187,-0.025,1.0963,0.2081,1.1177,1.0431,0.4142,0.6135,0.1028,1.6935,1.0517,0.5727,-0.2815,0.9155,1.2677,1.1559,0.0572,2.4564,0.7235,0.5288,0.9992,1.0766,-0.5092,0.2877,1.1194,0.1496,1.4666,Control
Utah__B02,0.4887,1.0142,2.7715,0.0663,0.2233,1.0417,1.2267,0.7383,1.7428,0.6403,-0.0826,0.6586,0.816,-0.0317,0.1811,0.2746,0.2189,1.6209,1.0367,0.5401,0.0531,-0.08,0.1913,1.097,-0.0332,1.1732,1.1145,0.9993,-0.0731,0.122,1.4558,1.3465,-0.007,0.0169,-0.1322,0.2649,0.8395,0.1632,1.3751,1.0475,0.405,0.9415,0.1062,1.7893,1.2088,0.8993,-0.1035,0.8818,1.2043,1.1575,0.286,2.6982,0.7183,0.6927,1.2788,1.1539,-0.176,0.5391,1.3712,0.0637,1.4387,Control
Utah__B03,0.618,0.7245,2.7998,-0.0109,0.1794,0.8799,1.0019,0.6303,1.7274,0.4206,-0.1032,0.5588,0.6437,-0.0182,0.1966,0.2259,0.1337,1.5833,0.8915,0.647,0.0522,-0.0731,0.2503,1.0121,-0.1078,1.017,1.1141,0.933,-0.037,0.0577,1.5497,1.119,-0.0259,0.0464,-0.1354,0.1564,1.0159,0.0831,1.3414,1.08,0.3684,0.8717,0.0777,1.7773,1.0655,0.7096,-0.1694,0.9292,1.2156,1.1168,0.2534,2.6786,0.6356,0.5766,1.0836,1.0814,-0.3188,0.4452,1.2142,0.1334,1.3911,BRCACancer
Utah__B04,1.0125,0.5786,1.6884,0.0486,0.1869,0.6452,0.7247,0.953,1.7233,0.2877,-0.0779,0.5084,0.6265,0.0118,0.1864,0.5753,0.1347,1.6575,0.789,1.0867,-0.0185,-0.0923,0.1895,1.0269,-0.0386,0.9954,1.1366,1.2182,-0.1455,0.0089,1.609,1.2478,-0.0085,0.0595,-0.1726,0.0836,1.5005,0.2236,1.5606,1.2273,0.6396,0.8704,0.1477,1.7897,1.107,0.7034,-0.1344,1.4407,1.2674,0.9852,0.3403,2.053,0.7935,0.7461,1.0923,1.1508,-0.2765,0.3533,0.7672,0.2271,1.7601,BRCACancer
Utah__B05,0.5078,0.6607,2.0103,-0.0172,0.15,0.6755,1.0999,0.6076,1.3547,0.5036,-0.0395,0.4305,0.6992,-0.0121,0.1422,0.3761,0.2607,1.5074,0.961,0.5288,0.0631,-0.0708,0.3336,0.8496,0.0429,0.8446,1.0147,0.7795,-0.1748,-0.0599,1.1758,0.9807,-0.0093,-0.0168,-0.2329,0.134,0.7646,0.0832,1.2781,1.0492,0.31,0.7804,0.1613,1.5845,0.9788,0.7378,-0.1485,0.7814,1.2093,0.819,0.236,2.5809,0.6106,0.5105,1.1314,1.0027,-0.3296,0.5362,1.019,0.103,1.2624,BRCACancer
Utah__B06,0.4508,0.308,1.9047,-0.1965,-0.1137,0.4548,0.4753,0.4242,1.416,0.0184,-0.0401,0.1636,0.3683,0.0014,0.0145,0.2406,-0.1319,1.1253,0.4884,0.4849,-0.192,-0.0464,0.0951,0.6788,0.0143,0.6295,0.8608,0.6924,0.0256,-0.1046,1.137,0.7105,0.0831,-0.1528,-0.1166,-0.0858,0.7277,0.1723,1.0066,0.7672,0.363,0.4476,0.0056,1.3938,0.8575,0.4776,-0.4249,0.7812,0.9821,0.9774,-0.0292,2.1886,0.4492,0.2334,0.8639,0.64,-0.4978,0.0148,0.7394,0.2189,1.0718,BRCACancer
Utah__B07,0.6026,0.9975,2.4588,0.0954,0.2463,1.0009,1.0691,0.8514,1.8168,0.5119,-0.0631,0.6203,0.7663,9e-04,0.2039,0.291,0.2934,1.6451,1.0274,0.6284,-0.0438,-0.1148,0.2683,1.1713,0.0179,1.1546,1.26,1.0305,-0.0797,0.0162,1.5902,1.3477,-0.0092,0.0112,-0.1271,0.203,1.0106,0.1479,1.4596,1.0911,0.4817,0.9039,0.0924,1.8335,1.177,0.879,-0.1438,1.1794,1.3289,1.2515,0.3584,2.5831,0.7835,0.5841,1.2898,1.2474,-0.2238,0.3436,1.2611,0.1685,1.5184,BRCACancer
