@relation data

@attribute id string
@attribute 8517 numeric
@attribute 1147 numeric
@attribute 4214 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 3551 numeric
@attribute 3552 numeric
@attribute 6885 numeric
@attribute 7133 numeric
@attribute 7132 numeric
@attribute 7189 numeric
@attribute 4615 numeric
@attribute 8772 numeric
@attribute 7099 numeric
@attribute 8737 numeric
@attribute 7128 numeric
@attribute 10454 numeric
@attribute 9020 numeric
@attribute 4790 numeric
@attribute 3554 numeric
@attribute 3654 numeric
@attribute 4792 numeric
@attribute 8717 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3441,1.5306,2.2889,1.4148,0.4095,1.1434,-0.0393,1.4603,1.1674,1.2525,0.8106,1.4781,0.8721,2.4406,1.4069,2.1259,0.2804,0.7542,1.6889,0.2643,0.6257,2.2235,1.2781,Control
A02,0.3329,1.317,1.8995,1.23,0.4322,0.9151,0.1474,1.1513,1.3119,1.1877,0.7424,1.747,0.7017,2.4631,1.2491,1.8699,0.1772,0.5135,1.279,0.047,0.5548,2.0678,0.9188,Control
A03,0.358,1.5532,2.1356,1.459,0.5375,1.0536,-0.0719,1.3066,1.4649,1.399,0.9056,1.9692,0.7949,2.8054,1.4813,2.6883,0.237,0.7466,1.4481,0.0801,0.6877,2.7745,1.0092,Control
A04,0.3611,1.0954,2.278,1.4617,0.3432,0.9388,0.1252,1.2606,1.4707,1.102,0.7685,1.8283,0.7321,2.264,1.3259,2.429,0.1192,0.6238,1.4307,0.1829,0.6186,2.2888,1.1988,Control
A05,0.5943,1.4575,2.4514,1.5159,0.365,1.0568,0.1089,1.3929,1.5415,1.3902,0.825,2.0997,0.9607,2.9743,1.4854,2.0829,0.2521,0.6847,1.5153,0.1519,0.8184,2.4787,1.1025,Control
A06,0.3083,1.4051,2.0424,1.312,0.4132,0.9679,0.1683,1.2752,1.4167,1.2785,0.7493,1.7849,0.8172,3.0746,1.4059,2.1223,0.2171,0.5878,1.3528,0.3071,0.6275,2.4894,0.9259,Control
A07,0.3113,1.4813,2.4121,1.2303,0.4675,1.1316,0.0628,1.5008,1.5234,1.4729,0.9049,1.7324,0.9145,2.6805,1.4578,1.9947,0.2529,0.7607,1.6808,0.3198,0.6122,1.9854,1.0883,Control
A08,0.1506,1.3335,2.6664,1.2164,0.2445,1.1825,-0.0116,1.6185,1.223,1.1343,0.8033,1.5837,0.5589,2.0962,1.4416,1.9602,0.1911,0.7338,1.8517,0.1465,0.5236,1.9135,0.8238,Control
A09,0.2373,1.4215,2.4939,1.304,0.3484,1.0308,0.0845,1.3452,1.3942,1.1571,0.7418,1.5714,0.7888,2.5342,1.3374,1.9998,0.1756,0.6833,1.6,0.1109,0.5653,2.2018,1.0496,Control
A10,0.38,1.4407,2.3914,1.2969,0.4505,1.1319,-0.0373,1.6039,1.3297,1.3434,0.9223,1.7444,0.712,2.7952,1.4147,1.9839,0.2623,0.7161,1.6339,0.0495,0.6289,2.1342,0.8903,Control
A11,0.3096,1.3452,1.7477,1.1956,0.1872,0.7572,0.09,1.0633,1.041,1.2239,0.7483,1.19,0.8053,2.5177,1.0851,1.6397,0.1351,0.5971,1.1125,0.0443,0.5158,2.0686,0.881,Control
A12,0.1044,0.8449,1.228,0.7846,0.0949,0.7413,0.1761,0.8197,0.9706,0.7465,0.4091,1.2792,0.3738,1.4943,0.9064,1.685,0.0696,0.259,1.0664,0.1923,0.1702,1.6783,0.4303,Control
B01,0.0057,1.2751,2.2282,1.1788,0.221,0.9675,-0.0095,1.3462,0.952,0.9247,0.6996,1.2536,0.4426,1.8841,1.2248,2.4512,0.093,0.5788,1.5141,0.0909,0.1675,2.5522,0.7183,Control
B02,0.3553,1.2949,2.0497,1.5668,0.4265,1.0914,0.1074,1.34,1.5186,1.3104,0.8729,1.8021,0.9088,2.4056,1.3491,3.1613,0.2473,0.7221,1.4393,0.1616,0.6555,3.1122,1.2002,Control
B03,0.1775,1.2866,2.2274,1.3846,0.1629,1.0365,0.122,1.3737,1.2624,1.1844,0.889,1.5754,0.7568,2.3322,1.3596,2.9196,0.1583,0.6262,1.4807,0.0488,0.495,2.6831,1.1464,BRCACancer
B04,0.0921,1.0813,2.5867,1.1066,0.3204,1.2905,0.186,1.4161,1.3357,1.1507,0.7544,1.5204,0.4285,1.5152,1.2711,1.9798,0.2069,0.7358,1.6477,0.2189,0.4569,1.6768,0.6804,BRCACancer
B05,0.033,1.0308,1.848,1.2743,0.3651,0.8579,0.1511,1.0362,1.4015,1.0748,0.7887,1.8138,0.5029,1.8907,1.1351,2.8891,0.037,0.5338,1.2639,0.0827,0.4789,2.6534,0.6909,BRCACancer
B06,-0.1417,1.1032,1.6836,0.8016,0.0826,0.8602,0.435,1.0289,0.709,0.82,0.5568,1.0216,0.2917,1.9739,1.0197,2.1677,-0.0841,0.3254,1.2056,0.166,0.0286,1.5007,0.4486,BRCACancer
B07,0.215,1.4799,2.0738,1.4052,0.1916,1.2148,0.0768,1.4521,1.2968,1.4214,0.8359,1.6613,0.8924,2.268,1.5135,2.4062,0.2606,0.7673,1.4768,0.1037,0.5452,2.1568,1.2031,BRCACancer
B08,0.392,1.4267,1.8445,1.2641,0.1785,0.8656,0.0846,1.1057,1.2517,1.4299,0.7919,1.5663,1.0596,2.7239,1.1911,1.6365,0.1985,0.6147,1.2024,0.1191,0.6366,1.9468,1.1586,Control
B09,0.1039,0.9438,2.6368,1.0746,0.0635,1.0191,-0.0011,1.2557,1.1122,0.9505,0.6653,1.1501,0.3824,1.2899,1.1683,1.9712,0.1757,0.6344,1.3963,-0.0153,0.4246,2.012,0.7425,Control
B10,0.1701,1.0406,2.5141,0.9463,0.0864,0.9582,0.0036,1.2484,1.2545,0.9694,0.6547,1.5148,0.5897,1.7199,1.2365,1.6691,0.1033,0.4409,1.488,0.0161,0.3903,1.5794,0.6592,Control
B11,0.1673,1.2072,2.092,1.2114,0.1554,0.8689,-0.0227,1.1064,1.2899,1.4468,0.69,1.7252,0.6935,2.566,1.1771,1.6553,0.204,0.5328,1.3382,0.0083,0.4206,1.9276,0.8388,Control
B12,0.0214,0.5564,2.5645,0.777,0.2909,1.0292,0.0966,1.0496,0.9915,0.7334,0.5564,1.1653,0.1636,0.8779,0.7665,1.226,0.0614,0.4741,1.2842,0.0197,0.2813,1.5991,0.6716,Control
C01,0.3961,1.38,2.2111,1.4302,0.4812,1.1534,0.23,1.2559,1.6893,1.5586,0.8126,1.8466,0.8345,2.5149,1.3942,1.9061,0.3085,0.7814,1.4466,0.1738,0.782,1.9287,1.1134,BRCACancer
