@relation data

@attribute id string
@attribute 1158 numeric
@attribute 1432 numeric
@attribute 1977 numeric
@attribute 2091 numeric
@attribute 2875 numeric
@attribute 290 numeric
@attribute 3939 numeric
@attribute 3945 numeric
@attribute 4691 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0502,1.4426,0.572,1.6149,-0.2175,1.2513,1.0717,1.7352,1.8289,Control
Utah__A02,-0.0168,1.1508,0.4218,1.5886,-0.0824,1.4721,0.9878,1.1223,1.7739,Control
Utah__A03,0.0273,1.3711,0.532,1.4506,-0.1829,1.3942,1.2745,1.0622,1.7577,Control
Utah__A04,0.02,1.2559,0.4744,1.7613,0.0338,1.531,1.2288,1.3101,2.0655,Control
Utah__A05,-0.0051,1.5137,0.4719,1.6516,-0.0162,2.0857,1.2768,1.0733,1.9318,Control
Utah__A06,-0.0658,1.2007,0.385,1.6577,-0.1878,1.309,1.159,1.1456,1.8719,Control
Utah__A07,-0.0603,1.592,0.6208,1.6381,-0.0413,1.2761,0.9534,1.3126,1.6167,Control
Utah__A08,-0.0348,1.6309,0.6957,1.5044,-0.2793,1.0082,0.8911,1.5496,1.7735,Control
Utah__A09,-0.0934,1.435,0.563,1.7635,-0.0023,1.5634,1.0955,1.4437,1.4519,Control
Utah__A10,0.0153,1.7367,0.5259,1.51,-0.1081,1.462,1.0124,1.0976,1.6164,Control
Utah__A11,-0.0315,1.1233,0.3468,1.77,-0.2217,0.81,0.8445,1.1788,1.1596,Control
Utah__A12,-0.2222,0.8493,0.2636,1.7699,-0.1972,0.7153,0.6527,0.9047,0.9438,Control
Utah__B01,-0.2841,1.2183,0.5552,1.4336,-0.4409,0.5455,0.8877,1.9165,1.9095,Control
Utah__B02,-0.1186,1.3113,0.5042,1.7723,-0.1298,1.0072,1.2584,1.6903,1.9469,Control
Utah__B03,-0.0746,1.2964,0.4785,1.5707,-0.2671,0.8203,1.2019,1.6383,1.9351,BRCACancer
Utah__B04,-0.1279,1.5574,0.6533,1.3113,-0.1991,1.0916,0.7475,1.133,1.5379,BRCACancer
Utah__B05,-0.0851,1.0531,0.4763,1.8384,-0.1915,1.0051,0.9952,1.1303,1.4665,BRCACancer
Utah__B06,-0.3678,1.0091,0.4834,1.0393,-0.423,0.6957,0.5631,1.0395,1.2808,BRCACancer
Utah__B07,-0.1357,1.4636,0.6448,1.6068,-0.0662,1.4195,1.1814,1.4381,1.6129,BRCACancer
Utah__B08,0.0262,1.2368,0.4036,1.6272,-0.0665,1.5359,1.0917,1.1998,1.1583,Control
Utah__B09,-0.0023,1.3351,0.6301,1.2296,-0.1868,0.8244,0.8673,1.104,1.9199,Control
Utah__B10,-0.1269,1.3763,0.4406,1.3987,-0.089,0.9017,0.6175,0.9323,1.6973,Control
Utah__B11,-0.1022,1.35,0.3572,1.8801,-0.1169,1.5672,0.9738,1.0216,1.3387,Control
Utah__B12,-0.0403,1.113,0.4847,0.9489,-0.127,0.7582,0.3889,1.0954,1.0518,Control
Utah__C01,-0.0916,1.4476,0.5352,1.5323,-0.1391,1.9817,0.9773,1.0652,1.4936,BRCACancer
Utah__C02,-0.0304,1.1796,0.4474,1.6058,0.0319,1.3787,0.976,1.3179,1.5645,BRCACancer
Utah__C03,-0.0732,1.3531,0.5075,1.4788,0.0191,1.5176,1.1688,1.2408,1.7815,BRCACancer
Utah__C04,0.0929,0.6519,0.3117,1.3412,0.0064,1.6087,0.9959,0.9996,1.2371,Control
Utah__C05,-0.0741,0.7781,0.2919,1.4536,0.0441,0.842,0.9104,0.836,1.1973,BRCACancer
Utah__C06,0.0563,0.2166,0.1481,0.8359,-0.0841,0.332,0.1286,0.4298,1.0918,Control
Utah__C07,-0.0248,0.915,0.3345,1.5972,-0.0389,1.2015,0.8021,0.8504,1.3974,Control
Utah__C08,-0.0747,1.0007,0.3792,1.657,-0.0584,0.7781,0.7721,1.2352,1.5631,Control
Utah__C09,-0.0595,0.9402,0.2963,1.542,-0.0438,0.7984,0.8982,0.9297,1.4995,Control
Utah__C10,-0.0128,1.0072,0.3199,1.5837,0.0373,1.3301,0.834,1.0222,1.5884,BRCACancer
Utah__C11,0.003,1.0238,0.3805,1.6483,-0.0365,1.4785,0.9291,1.205,1.9128,Control
Utah__C12,-0.0651,0.5781,0.1955,1.6225,-0.0052,1.0628,0.7189,0.8295,1.4413,BRCACancer
Utah__D01,-0.1931,1.4599,0.562,1.13,-0.1564,1.44,0.6791,1.2659,1.4701,BRCACancer
Utah__D02,-0.0197,0.9389,0.3467,1.4312,0.0193,1.4115,0.8578,0.8619,1.6428,BRCACancer
Utah__D03,-0.0758,0.9818,0.3083,1.2918,0.0507,0.621,0.8314,0.8747,1.0625,BRCACancer
Utah__D04,0.0101,1.118,0.3147,1.4989,-0.018,1.8516,0.8734,0.9409,1.366,BRCACancer
Utah__D05,-0.0939,1.1405,0.3537,1.3138,0.0038,0.835,0.9232,0.7371,1.2212,BRCACancer
Utah__D06,-0.0226,1.1802,0.4044,1.5815,-0.1144,1.2143,1.0067,1.1198,1.6013,BRCACancer
Utah__D07,0.0251,1.086,0.383,1.5408,-0.0063,1.3361,0.9746,0.9089,1.4233,Control
Utah__D08,-0.0567,0.8422,0.3105,1.3718,-0.0853,1.0629,0.7519,0.9866,1.0815,Control
Utah__D09,0.0246,1.0392,0.4067,1.6826,-0.0265,0.8601,0.7728,1.138,1.5142,Control
Utah__D10,-0.0163,0.9761,0.278,2.1144,-0.0752,1.3685,0.9552,1.022,1.3917,Control
Utah__D11,-0.1265,0.3811,0.137,1.2507,-0.3193,0.6076,0.2384,0.6684,1.1491,Control
Utah__D12,0.0252,0.661,0.1419,1.6498,-0.0474,1.5382,0.7809,0.8844,1.5291,Control
Utah__E01,-0.025,0.8535,0.2618,1.4242,-0.054,1.4362,1.0251,0.9264,0.9806,BRCACancer
Utah__E02,0.0616,1.2616,0.4814,1.663,-0.0178,1.2664,0.7887,1.0321,1.6201,Control
Utah__E03,0.0303,1.0077,0.315,1.7536,0.0573,1.0496,1.0131,1.0843,1.3274,Control
Utah__E04,0.1462,1.1795,0.3817,1.7979,-0.0022,1.332,0.9371,1.3235,1.8241,Control
Utah__E05,-0.068,1.0304,0.4583,1.5215,-0.139,0.8696,0.6485,0.9657,1.8091,Control
Utah__E06,-0.2045,0.9605,0.3075,1.0835,-0.3231,0.9414,0.4113,0.6262,1.2445,BRCACancer
Utah__E07,-0.0618,1.2055,0.3744,1.5756,-0.0556,1.8351,0.9417,0.9217,2.0029,BRCACancer
Utah__E08,0.0271,1.1538,0.3789,1.6088,-0.0417,0.6398,0.994,1.1972,1.5361,Control
Utah__E09,0.0393,1.1713,0.4028,2.1146,-0.0239,1.4438,0.9222,1.2064,1.3535,BRCACancer
Utah__E10,-0.1021,1.4937,0.5743,1.5095,-0.151,1.2942,0.8996,1.0477,1.5232,BRCACancer
Utah__E11,-0.0485,0.8987,0.3542,1.4781,-0.0135,1.1144,0.791,0.9671,1.3879,Control
Utah__E12,-0.123,0.8831,0.1327,1.5897,-0.1358,0.8113,0.5521,0.7227,1.5579,BRCACancer
Utah__F01,-0.0371,1.1874,0.4882,1.5229,-0.1043,1.4353,1.0188,1.4844,1.5185,Control
Utah__F02,0.0445,1.2643,0.4695,1.5794,-0.0508,1.0976,0.9916,1.3459,1.6117,Control
Utah__F03,-0.0408,0.9943,0.3002,1.4189,-0.0963,1.3604,0.9183,0.784,1.432,Control
Utah__F04,-0.114,1.2375,0.473,1.3135,-0.2434,1.7229,0.823,1.1233,1.3845,Control
Utah__F05,-0.0809,1.1306,0.4249,1.6825,-0.0873,1.512,0.9336,1.2684,1.4643,Control
Utah__F06,-0.0122,0.9693,0.343,1.4865,-0.161,1.2446,0.8514,0.7521,1.173,Control
Utah__F07,-0.0087,1.3108,0.4963,1.7,-0.092,0.9065,0.8378,1.3164,1.8265,Control
Utah__F09,0.0889,1.3848,0.4371,1.685,-0.0775,1.7776,1.2163,1.2577,1.706,Control
Utah__F10,0.017,1.5024,0.4585,1.4904,-0.0322,1.1284,1.0703,1.2143,1.6863,Control
Utah__F11,0.0058,1.0655,0.3467,1.5234,0.0282,2.1224,1.1565,0.9876,1.0256,Control
