@relation data

@attribute id string
@attribute 114049 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1312 numeric
@attribute 131965 numeric
@attribute 1621 numeric
@attribute 1638 numeric
@attribute 1644 numeric
@attribute 218 numeric
@attribute 220 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 259307 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2954 numeric
@attribute 3081 numeric
@attribute 314 numeric
@attribute 316 numeric
@attribute 3242 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 4282 numeric
@attribute 51409 numeric
@attribute 51451 numeric
@attribute 5409 numeric
@attribute 55798 numeric
@attribute 60487 numeric
@attribute 6898 numeric
@attribute 7054 numeric
@attribute 7173 numeric
@attribute 7299 numeric
@attribute 7306 numeric
@attribute 8639 numeric
@attribute 9836 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9434,-0.1149,-0.3105,-0.099,1.057,-0.1649,-0.1386,0.5559,0.9894,-0.0746,-0.0682,-0.0771,0.0304,-0.0869,0.5568,-0.1228,0.2026,0.6948,0.5492,0.2389,0.3455,-0.0023,-0.1388,-0.1978,-0.0605,0.0491,1.1044,0.705,0.6005,-0.3139,0.6306,0.765,-0.0091,-0.0197,-0.1351,-0.1392,-0.0624,-0.0484,0.9625,Control
A02,0.8123,-0.133,-0.0583,0.076,0.8359,-0.1561,-0.0857,0.4387,0.7289,-0.0077,-0.1617,-0.006,-0.0447,-0.1513,0.5681,-0.0622,0.1319,0.5084,0.3439,0.044,0.209,-0.0508,-0.0877,-0.2195,-0.0444,-0.0685,1.0541,0.4548,0.3443,-0.3456,0.5865,0.3404,-0.0658,0.0278,-0.0174,-0.0995,-0.0889,0.0432,0.598,Control
A03,0.9041,-0.0419,-0.3105,-0.0849,0.8778,-0.1823,-0.0275,0.5232,0.8092,-0.0011,-0.2066,0.0202,-0.0352,-0.1013,0.7086,-0.075,0.164,0.5949,0.5226,0.174,0.2083,-0.129,-0.0819,-0.1692,-0.0899,-0.0033,1.0401,0.4862,0.5295,-0.2224,0.46,0.4597,-0.0566,0.0321,-0.0376,-0.0773,-0.1403,-0.0326,0.7541,Control
A04,1.0071,-0.1012,-0.0629,-0.0375,0.8537,-0.0928,-0.1383,0.4977,0.7333,-0.0013,-0.1101,-0.0664,0.0463,-0.0751,0.5902,0.0126,0.0213,0.3579,0.4388,0.0478,0.1831,-0.0583,-0.0612,-0.2033,-0.0635,-0.0259,1.3683,0.5041,0.4813,-0.2609,0.3867,0.4458,-0.034,0.0011,-0.0409,-0.0596,-0.0822,0.0409,0.593,Control
A05,1.0073,-0.0786,-0.256,-0.0563,0.806,-0.0762,-0.1353,0.6683,0.9176,-0.0476,-0.1125,-0.0589,0.0317,-0.0515,0.7761,-0.0564,0.2388,0.5031,0.5368,0.2606,0.3436,-0.0195,-0.0923,-0.2186,-0.0787,0.1101,1.1798,0.5117,0.5232,-0.2639,0.5743,0.4582,-0.0446,0.0095,-0.0708,-0.1282,-0.0329,-0.0313,0.7495,Control
A06,0.8673,-0.1225,-0.2184,-0.0192,0.7795,-0.1283,-0.0952,0.5401,0.7987,-0.066,-0.1455,-0.0198,-0.084,-0.095,0.6719,-0.0708,0.0919,0.6417,0.4737,0.1616,0.1444,0.0138,-0.0658,-0.2338,-0.0381,-0.0582,1.0469,0.4811,0.4587,-0.2801,0.6145,0.4096,-0.0574,-0.0508,-0.0768,-0.0611,-0.1458,0.0564,0.6976,Control
A07,0.9426,-0.1041,-0.3127,0.0403,0.8901,-0.111,-0.0851,0.5098,0.8921,-0.0825,-0.1355,-0.0188,-0.0618,-0.1295,0.6672,-0.0828,0.0902,0.6146,0.5056,0.1736,0.2439,-0.11,-0.0603,-0.2892,-0.1058,-0.0562,0.9849,0.5765,0.5086,-0.2964,0.4665,0.65,-0.1111,-0.0597,-0.0642,-0.1259,-0.0817,-0.0248,1.0058,Control
A08,0.7749,-0.1217,-0.1747,-0.0594,1.0795,-0.1577,-0.086,0.4114,0.8299,-0.016,-0.1281,-0.0604,0.0282,-0.1212,0.5209,-0.0097,0.0014,0.5409,0.4811,0.182,0.1121,-0.0343,-0.1084,-0.1907,-0.0604,-0.0698,0.8838,0.5369,0.614,-0.2615,0.5683,0.8642,-0.0399,-0.0326,-0.169,-0.196,-0.0415,-0.097,0.7776,Control
A09,0.8577,-0.1266,-0.2049,-0.0385,0.9151,-0.09,-0.1581,0.4609,0.7679,-0.0586,-0.1035,-0.0107,-0.005,-0.1008,0.5489,-0.0647,-0.0468,0.6007,0.3976,0.1334,0.2938,-0.0808,-0.047,-0.2524,-0.1018,-0.036,0.9646,0.4858,0.4951,-0.3354,0.3903,0.63,-0.0794,-0.1031,-0.0242,-0.1407,-0.0979,-0.0626,0.823,Control
A10,0.8871,-0.0857,-0.1337,-0.0098,1.011,-0.1022,-0.1168,0.4915,0.8524,-0.0662,-0.166,-0.0842,0.0233,-0.0843,0.6482,-0.1223,0.1388,0.5226,0.5626,0.1602,0.369,-0.0993,-0.0869,-0.1868,-0.0598,0.0645,1.0577,0.5073,0.4987,-0.1738,0.4267,0.7242,-0.0741,0.0202,-0.1034,-0.1375,-0.0654,-0.113,0.6625,Control
