@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10288 numeric
@attribute 10326 numeric
@attribute 10379 numeric
@attribute 10454 numeric
@attribute 10859 numeric
@attribute 10990 numeric
@attribute 11006 numeric
@attribute 11024 numeric
@attribute 11025 numeric
@attribute 11026 numeric
@attribute 11027 numeric
@attribute 1147 numeric
@attribute 126014 numeric
@attribute 1385 numeric
@attribute 140885 numeric
@attribute 1432 numeric
@attribute 1435 numeric
@attribute 1436 numeric
@attribute 1513 numeric
@attribute 1535 numeric
@attribute 1536 numeric
@attribute 1540 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2212 numeric
@attribute 2213 numeric
@attribute 2214 numeric
@attribute 2274 numeric
@attribute 23118 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 2354 numeric
@attribute 23547 numeric
@attribute 2534 numeric
@attribute 27035 numeric
@attribute 2885 numeric
@attribute 29760 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3551 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3690 numeric
@attribute 3716 numeric
@attribute 3725 numeric
@attribute 3726 numeric
@attribute 3727 numeric
@attribute 3932 numeric
@attribute 3937 numeric
@attribute 4286 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4982 numeric
@attribute 50508 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5336 numeric
@attribute 54 numeric
@attribute 54209 numeric
@attribute 5468 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 55423 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5879 numeric
@attribute 5970 numeric
@attribute 5971 numeric
@attribute 6300 numeric
@attribute 6688 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6850 numeric
@attribute 6885 numeric
@attribute 695 numeric
@attribute 7006 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7186 numeric
@attribute 7189 numeric
@attribute 7297 numeric
@attribute 7305 numeric
@attribute 79168 numeric
@attribute 799 numeric
@attribute 8061 numeric
@attribute 814 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8600 numeric
@attribute 8651 numeric
@attribute 8792 numeric
@attribute 8878 numeric
@attribute 9020 numeric
@attribute 9021 numeric
@attribute 9846 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6002,2.2252,0.915,1.7069,0.2804,0.5738,-0.1335,0.9508,1.5314,1.3088,1.7729,1.5608,1.5306,0.5437,1.8416,0.5547,1.4426,0.3392,1.1221,0.5172,1.4613,2.933,2.8665,0.6045,0.8246,0.5663,0.7493,1.0327,0.0712,1.8011,2.8983,1.3891,0.6576,0.1225,1.5632,-0.1638,1.6544,0.8534,1.8576,1.8615,-0.079,0.7344,2.1285,1.3647,1.1434,-0.0393,1.5545,0.2643,2.1043,1.8654,1.3192,2.6319,1.737,1.9662,2.2149,0.0885,2.4812,0.788,0.4264,0.566,1.6889,1.1249,2.2235,-0.0701,-0.105,1.6169,1.5303,1.3241,1.8391,1.4782,0.1982,0.5941,1.5942,-0.1263,5e-04,0.7188,1.2834,1.3861,0.8127,1.7309,1.0783,1.4021,-0.0276,1.121,-0.0344,0.9875,0.718,0.7028,0.6035,0.6432,1.4148,0.7595,-0.1615,0.9371,2.3959,2.2805,1.0855,1.4603,1.5056,0.5735,2.0162,0.063,1.338,1.8205,0.4095,1.2525,0.2448,0.8106,1.0858,1.4936,1.2232,-0.1073,1e-04,1.3522,0.1026,0.3441,-0.1008,0.038,0.0518,1.5653,0.7542,0.5955,0.6222,Control
A02,0.3429,2.4883,1.702,1.3893,0.1772,0.5441,-0.1309,0.9283,1.8082,1.4353,1.7051,1.5059,1.317,0.8026,1.5349,0.3895,1.1508,0.3584,1.3569,0.4404,1.4757,3.2387,2.3197,0.5571,0.607,0.4012,0.5417,1.7383,0.1115,1.4216,1.0191,1.0974,0.3418,0.0062,1.1722,-0.1935,1.493,0.4536,1.7034,1.5021,-0.2148,1.6345,2.0411,1.3784,0.9151,0.1474,0.7205,0.047,2.2228,1.6142,0.8029,2.2274,1.5164,1.7131,2.0937,0.0792,2.6353,0.55,0.3561,0.399,1.279,0.9052,2.0678,-0.0371,-0.0655,1.3286,1.3861,1.0956,2.0614,1.1561,0.1599,0.584,1.3941,0.0597,0.0405,0.5951,0.9381,1.0792,0.4641,1.6299,1.0214,0.9672,-0.0188,0.983,0.0192,0.9234,0.4692,0.2931,0.523,0.4992,1.23,0.5705,-0.0835,0.9786,2.5766,2.1808,0.9078,1.1513,1.5412,0.3588,2.0252,0.0756,1.203,1.3679,0.4322,1.1877,0.1827,0.7424,0.8885,1.3971,0.9925,-0.021,0.0779,0.6933,0.1135,0.3329,-0.0743,-0.1375,-0.0379,1.4749,0.5135,0.3932,0.4301,Control
A03,0.3568,2.906,2.2326,1.8085,0.237,0.8169,-0.0288,1.3719,2.0874,1.767,-0.2101,1.8998,1.5532,0.8583,1.7089,0.516,1.3711,0.4213,1.8599,0.5378,1.5017,3.346,2.3915,0.6699,0.7634,0.6092,0.6549,2.0888,0.0769,1.3773,2.3465,1.5442,0.619,0.0684,1.401,-0.1861,1.7906,0.3817,1.7313,1.8904,-0.2692,2.2035,2.0254,1.5679,1.0536,-0.0719,0.8663,0.0801,2.238,1.7735,1.2073,2.9753,1.9676,1.7413,2.3345,0.0838,2.6823,0.9503,0.3954,0.6686,1.4481,1.0347,2.7745,-0.1242,-0.0808,1.4291,1.4305,1.2641,2.1951,1.3011,0.2603,0.7859,1.8034,-0.0112,0.0222,0.7523,1.2109,1.1587,0.5572,1.8758,1.0584,1.211,0.0192,1.1034,-0.0146,0.9564,0.6904,0.429,0.6958,0.7305,1.459,0.803,-0.0697,1.3024,2.9498,2.5762,1.2015,1.3066,1.6737,0.4922,2.2099,0.1594,1.378,1.5703,0.5375,1.399,0.2495,0.9056,1.1618,1.6181,1.4453,-0.0349,7e-04,0.7663,0.2773,0.358,-0.1362,-0.0928,0.106,1.6506,0.7466,0.8372,0.6701,Control
A04,0.4955,2.3249,0.7854,1.4275,0.1192,0.4229,-0.0884,0.7363,1.5947,1.4126,1.9386,1.5614,1.0954,0.5973,1.6942,0.4084,1.2559,0.4511,1.3656,0.3039,1.1984,3.038,2.3227,0.6114,0.6935,0.5026,0.5332,1.4385,0.0291,1.5642,1.5126,1.3239,0.417,0.0464,1.3783,-0.1768,1.4914,0.6523,1.5674,1.5942,-0.2096,0.6827,1.8933,1.0777,0.9388,0.1252,0.4163,0.1829,2.722,1.9636,1.3091,2.9067,1.786,1.9976,2.0627,0.0305,2.7057,0.6436,0.4685,0.4547,1.4307,1.005,2.2888,-0.072,-0.0907,1.383,1.3728,1.2342,2.1245,1.4673,0.2795,0.4817,1.2024,-0.169,0.0281,0.6673,0.9279,1.2414,0.5566,1.7145,1.0435,0.9665,0.1305,1.064,-0.0052,1.0754,0.4999,0.3654,0.6518,0.4506,1.4617,0.7288,0.0483,0.9157,2.4101,1.9395,0.8709,1.2606,1.424,0.3784,2.16,0.0673,1.2382,1.6568,0.3432,1.102,0.2383,0.7685,0.9933,1.3432,1.1819,-0.0339,0.1089,1.0155,0.0439,0.3611,0.0183,0.1549,0.0458,1.6038,0.6238,1.3418,0.4515,Control
A05,0.4795,2.88,2.2564,1.7551,0.2521,0.7733,-0.0298,1.5111,2.0932,2.1266,1.5076,2.2694,1.4575,1.19,1.7835,0.7918,1.5137,0.3115,1.7506,0.5408,1.5538,3.5,2.3542,0.7362,0.7698,0.7067,0.6469,1.9037,0.0777,1.5814,1.9653,1.5325,0.4997,0.0368,1.4167,-0.1185,1.8851,0.583,1.8037,1.8324,-0.1085,0.6381,2.31,1.5432,1.0568,0.1089,0.6999,0.1519,2.9516,1.886,1.2428,2.8975,1.9563,1.7053,2.1374,0.1872,3.0786,1.1677,0.4397,0.4619,1.5153,1.0961,2.4787,-0.0519,-0.0702,1.5208,1.8135,1.3448,2.1197,1.3057,0.3911,0.7428,1.7479,-0.0378,-0.0109,0.7731,1.0818,1.1595,0.4481,1.9408,1.1978,1.1192,0.0999,1.1345,-0.0161,0.9611,0.7099,0.5039,0.7144,0.6788,1.5159,0.8721,0.0263,1.3513,2.6902,2.299,1.2336,1.3929,1.7819,0.5765,2.5111,0.0423,1.3004,1.6985,0.365,1.3902,0.2226,0.825,1.1512,1.7803,1.6886,-0.0725,0.1225,0.8251,0.1894,0.5943,-0.0037,0.0306,0.092,1.6743,0.6847,0.9312,0.7242,Control
A06,0.4153,2.9027,2.1559,1.4777,0.2171,0.6838,-0.1228,1.2849,1.9157,1.8155,2.3709,1.8839,1.4051,0.8763,1.6261,0.578,1.2007,0.2369,1.6194,0.5489,1.4725,3.3625,2.1753,0.6349,0.7165,0.7288,0.3912,1.5514,0.0911,1.4081,3.1061,1.4078,0.6649,0.681,1.3172,-0.1556,1.5864,0.4367,1.6386,1.7258,-0.1587,0.0789,2.2008,1.4135,0.9679,0.1683,0.7341,0.3071,2.5793,1.7775,0.8136,3.0277,1.8665,1.6353,2.0011,0.0971,2.8476,0.8148,0.306,0.425,1.3528,0.8388,2.4894,-0.0755,-0.0703,1.4163,1.4187,1.2303,1.9994,1.3466,0.1824,0.6112,1.2752,0.0517,0.0283,0.6198,0.9413,0.9185,0.5192,1.8446,0.9874,1.1521,-0.0898,0.9999,-0.0265,0.8385,0.6673,0.6103,0.5537,0.5315,1.312,0.5691,-0.1287,1.013,2.2501,2.1863,1.1513,1.2752,1.6045,0.425,2.0528,0.0753,1.2619,1.6303,0.4132,1.2785,0.1497,0.7493,1.0725,1.7126,1.9306,-0.0589,-0.0123,0.8016,0.1109,0.3083,-0.0041,-0.0085,0.1458,1.6118,0.5878,0.8542,0.6339,Control
A07,0.7253,2.6521,1.1148,1.5459,0.2529,0.7298,-0.1333,1.1075,1.8593,1.7682,2.0191,1.804,1.4813,0.7598,1.8447,0.591,1.592,0.3124,1.6155,0.5357,1.3394,3.4941,2.5073,0.5857,0.7237,0.7275,0.7797,1.7759,0.127,1.7287,2.7089,1.3584,0.4294,0.4978,1.855,-0.2161,1.89,0.711,1.6684,2.182,-0.0262,0.9899,2.2185,1.3774,1.1316,0.0628,1.2177,0.3198,2.3097,2.0162,1.2402,2.6781,1.8339,1.7391,2.2697,0.1751,2.8106,0.8027,0.3424,0.6062,1.6808,0.9712,1.9854,-0.0842,-0.0407,1.6368,1.5148,1.2868,1.974,1.6128,0.1921,0.6739,1.6608,5e-04,0.0314,1.0264,1.3182,1.183,0.5364,1.882,0.9702,1.3691,-0.077,1.0948,-0.0107,0.9238,0.8479,0.5968,0.5012,0.7067,1.2303,0.6151,-0.1294,1.0659,2.2354,2.151,1.4313,1.5008,1.6179,0.5761,2.0773,0.0633,1.579,1.9951,0.4675,1.4729,0.221,0.9049,1.0781,1.6358,1.3825,-0.0138,-0.0568,1.264,0.2134,0.3113,-0.0184,-0.0321,-0.0437,1.5518,0.7607,0.5,1.0101,Control
A08,1.0592,2.2168,0.9439,1.4037,0.1911,0.494,-0.1582,0.7816,1.4956,1.3308,1.4205,1.3353,1.3335,0.5008,1.9244,0.3962,1.6309,0.3279,1.4856,0.6342,1.2587,2.9423,2.769,0.5257,0.7148,0.2577,0.3604,1.5127,0.0266,1.9423,1.6836,1.3062,0.307,0.1691,2.0099,-0.1138,1.7425,0.6058,1.542,2.2133,-0.2548,0.8299,1.8401,1.3456,1.1825,-0.0116,0.4423,0.1465,1.4367,2.3186,0.8862,2.2785,1.7163,1.5842,2.4058,0.1534,2.3514,0.5586,0.3838,0.8547,1.8517,0.8538,1.9135,-0.1178,-0.0804,1.8021,1.5358,1.3083,2.0798,1.7107,0.159,0.7942,1.1186,-0.1541,-0.0171,1.1569,1.4563,1.5413,0.6401,1.9122,0.9939,1.4969,-0.0922,1.2356,-0.0431,0.7799,0.8635,0.7273,0.4817,0.7992,1.2164,0.6174,-0.107,0.8862,2.6061,2.0625,1.2774,1.6185,1.3452,0.514,1.7626,0.0473,1.604,2.234,0.2445,1.1343,0.1806,0.8033,0.9731,1.0379,0.8528,-0.0988,-0.0116,1.7568,0.2596,0.1506,-0.0961,-0.1306,-3e-04,1.3887,0.7338,0.4585,0.9775,Control
A09,0.7398,2.7702,1.7687,1.5498,0.1756,0.8015,-0.0918,0.8922,1.72,1.7767,1.7716,1.6399,1.4215,0.4708,1.7073,0.6238,1.435,0.3397,1.4187,0.5628,1.2681,3.4593,2.7514,0.5517,0.6732,0.444,0.3217,2.0232,0.0886,1.7492,2.2224,1.3303,0.3066,0.2708,1.6972,-0.1049,1.8554,0.5427,1.7771,2.0501,-0.0616,0.813,1.9492,1.2777,1.0308,0.0845,0.5926,0.1109,2.6555,1.9464,0.9959,2.6923,1.9204,1.8564,2.2002,0.1379,2.6372,0.8346,0.3486,0.5867,1.6,0.9703,2.2018,-0.0485,-0.0915,1.4941,1.4418,1.2311,1.9891,1.5301,0.1611,0.619,1.3267,-0.0577,0.0694,0.866,1.231,1.1713,0.6291,1.8315,0.99,1.3676,-0.0205,0.9917,-0.0155,0.8347,0.7596,0.5458,0.5112,0.5778,1.304,0.6528,-0.0855,0.9765,2.4514,2.1392,1.2825,1.3452,1.5507,0.4555,2.061,0.0666,1.4083,1.8341,0.3484,1.1571,0.2206,0.7418,0.9528,1.2304,1.2534,-0.0537,-0.0751,1.2499,0.1167,0.2373,-0.0528,-0.0177,0.0531,1.4704,0.6833,0.7497,0.9423,Control
A10,0.7924,2.2695,1.9969,1.5953,0.2623,0.7182,-0.0682,0.8104,1.6285,1.6472,1.1651,1.6115,1.4407,0.8894,1.9621,0.7218,1.7367,0.3085,1.3564,0.616,1.3794,3.453,2.328,0.5517,0.7126,0.6087,0.4435,1.4257,0.0239,1.7556,3.187,1.3987,1.2512,0.3449,1.978,-0.1159,1.8284,0.4224,1.6603,1.9077,-0.0787,1.5987,2.2227,1.3818,1.1319,-0.0373,1.4944,0.0495,2.8242,2.0644,1.3751,2.6208,1.7493,1.9077,2.5095,0.1708,2.8865,0.8922,0.3484,0.7044,1.6339,0.958,2.1342,-0.0412,-0.0665,1.743,1.7142,1.2585,2.143,1.6455,0.2578,0.6952,1.44,-0.0949,0.0759,1.0757,1.2426,1.4321,0.4783,1.9225,0.9237,1.2269,-0.0018,1.1887,-6e-04,0.996,0.7992,0.6755,0.5635,0.709,1.2969,0.6584,0.0165,1.0069,2.7478,2.1379,1.3904,1.6039,1.4132,0.6201,2.1105,0.0925,1.6761,2.0411,0.4505,1.3434,0.2134,0.9223,1.067,1.461,1.3425,-0.079,0.0616,1.1602,0.3257,0.38,0.0242,-0.0465,0.0714,1.5468,0.7161,0.9135,0.9391,Control
