@relation data

@attribute id string
@attribute 10728 numeric
@attribute 240 numeric
@attribute 2687 numeric
@attribute 4048 numeric
@attribute 4056 numeric
@attribute 4363 numeric
@attribute 5740 numeric
@attribute 5742 numeric
@attribute 5743 numeric
@attribute 64174 numeric
@attribute 6916 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.8517,1.4239,-0.0164,1.9598,-0.1377,1.0204,-0.0256,1.2335,2.2148,1.2817,0.5456,Control
Utah__A02,0.5424,1.4032,0.185,2.2387,0.0723,0.717,-0.0432,1.0664,0.5809,0.997,0.4484,Control
Utah__A03,0.7384,1.6313,0.1211,2.083,-0.115,0.9289,-0.0398,1.1755,0.6453,1.0339,0.7074,Control
Utah__A04,0.5009,1.3041,0.2019,2.0823,0.158,0.7861,-0.0645,1.3101,0.4503,0.9896,0.4455,Control
Utah__A05,0.5548,1.8057,0.1796,2.3349,0.0616,0.9057,-0.0527,1.7591,0.7608,1.2183,0.7116,Control
Utah__A06,0.5128,1.5957,0.0321,2.2703,-0.0552,0.8275,-0.0316,1.384,0.7428,1.212,0.6554,Control
Utah__A07,0.7873,1.5837,0.0379,2.4216,0.1087,0.8845,-0.0969,1.2061,0.8905,1.1914,0.9138,Control
Utah__A08,0.7448,1.4016,0.0073,1.8694,-0.1706,0.9562,-0.0159,0.7377,0.4104,1.0266,0.9247,Control
Utah__A09,0.5263,1.4721,0.025,2.1637,0.0235,0.9007,-0.0911,1.4865,0.6069,0.9263,0.8594,Control
Utah__A10,0.6087,1.536,0.1524,2.36,-0.0339,0.8528,0.0047,1.6508,1.134,0.9438,0.9149,Control
Utah__A11,0.5267,1.2222,0.0926,1.9813,-0.2307,0.7075,-0.1309,1.0888,0.6399,0.8902,0.5329,Control
Utah__A12,0.0706,0.8654,-0.1122,1.9632,-0.2379,0.4676,-0.11,1.2823,0.1681,0.6723,0.4152,Control
Utah__B01,0.8635,1.2957,-0.2202,1.9013,-0.5521,0.7751,-0.0242,0.9198,0.4178,1.0444,0.5833,Control
Utah__B02,0.8215,1.5213,0.0516,2.253,-0.0485,0.829,-0.0055,1.0431,0.976,1.307,0.5232,Control
Utah__B03,0.8028,1.4095,0.0145,2.2012,-0.2555,0.8129,-0.0632,0.4803,0.9254,1.123,0.5861,BRCACancer
Utah__B04,0.7236,1.3409,0.0091,1.6842,-0.1698,0.907,-0.0423,1.0203,0.4896,1.0855,1.0949,BRCACancer
Utah__B05,0.6637,1.2499,0.0157,1.9525,-0.0575,0.7314,-0.1595,0.9368,0.4876,1.2628,0.6287,BRCACancer
Utah__B06,0.4323,1.0613,-0.2832,1.9346,-0.4824,0.5218,-0.0335,0.5803,0.1494,0.9286,0.5456,BRCACancer
Utah__B07,0.9579,1.5366,0.0327,2.1141,0.0136,0.8828,-0.105,0.9854,0.4469,1.3351,0.6173,BRCACancer
Utah__B08,0.6467,1.4682,0.1351,2.1557,-0.0316,0.7549,0.0148,1.8609,0.687,1.2161,0.4632,Control
