@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10297 numeric
@attribute 1499 numeric
@attribute 1630 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 26060 numeric
@attribute 2932 numeric
@attribute 2956 numeric
@attribute 324 numeric
@attribute 332 numeric
@attribute 369 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4292 numeric
@attribute 4436 numeric
@attribute 4437 numeric
@attribute 4609 numeric
@attribute 51176 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5604 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5894 numeric
@attribute 5900 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 673 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7157 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 83439 numeric
@attribute 836 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6233,-0.1207,2.1378,-0.1107,0.6157,0.8453,2.8919,1.4389,1.7028,0.6628,0.4892,0.6808,-0.0337,1.3732,1.2901,1.5967,0.765,1.2803,0.8601,1.5515,0.4802,0.2062,0.5159,1.4375,1.8281,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,0.7303,1.76,1.0952,1.4087,1.1297,-0.0399,0.7341,0.2409,0.9097,0.6575,1.5732,0.0321,1.7841,0.6196,0.1356,1.5972,0.5978,1.5458,0.3152,2.044,0.0614,0.0793,1.3569,1.7706,0.7493,0.3495,0.4814,-0.0468,1.208,0.8967,0.0818,Control
A02,0.3831,-0.0986,1.9406,-0.1051,0.5686,0.6275,1.0722,1.1486,1.5974,0.4686,0.4242,0.5297,-0.0407,1.136,0.8169,1.3547,0.54,0.9688,0.5808,1.1748,0.3165,0.1572,0.3374,1.0182,0.9496,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,0.7572,1.6579,1.0379,0.986,0.9926,0.0138,0.48,0.1478,0.8576,0.5148,1.4654,-0.0202,1.5394,0.506,0.1049,0.7857,0.4645,1.0057,0.3427,2.0529,0.0739,0.0163,1.222,1.4137,0.5887,0.2528,0.128,-0.0104,1.1875,0.6211,0.0895,Control
A03,0.396,-0.0757,2.228,-0.1243,0.6805,0.7841,2.3576,1.5932,1.6314,0.609,0.3899,0.6545,0.1105,1.4067,1.1876,1.6527,0.8594,1.1581,0.7619,1.2843,0.3821,0.1745,0.5242,0.8555,0.8281,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,0.9524,1.9065,1.0752,1.223,1.1122,-0.02,0.7059,0.1867,1.0921,0.7441,1.5812,0.052,1.7337,0.6615,0.1251,0.7002,0.5178,0.8256,0.6523,2.233,0.1569,0.0486,1.3969,1.5733,0.8079,0.4299,0.112,-0.0412,1.3243,0.9002,0.2042,Control
A04,0.5255,7e-04,2.1149,-0.1112,0.6225,0.7141,1.55,1.374,1.7778,0.5054,0.2847,0.4447,-0.0127,1.2239,1.2809,1.1951,0.5096,1.0252,0.7254,1.1688,0.3328,0.1841,0.3941,1.35,1.1672,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,0.7746,1.7434,1.0602,0.9854,1.0731,-0.0106,0.5113,0.2507,0.896,0.4666,1.5576,0.1357,1.6705,0.5979,0.2164,0.8705,0.5636,1.3867,0.2924,2.1844,0.0657,0.1175,1.2572,1.6415,0.5955,0.2928,0.182,-0.0409,1.1111,0.7648,0.0407,Control
A05,0.5106,0.014,2.1217,-0.0787,0.7463,0.7904,1.9884,1.5816,1.7865,0.6009,0.3965,0.6046,0.0102,1.3362,1.2201,1.4096,0.6538,1.1964,0.6997,1.2846,0.422,0.0836,0.4646,1.0965,1.0436,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,0.8167,1.9721,1.2157,1.1338,1.1431,-0.0216,0.726,0.3108,1.0811,0.6929,1.5776,0.0025,1.8077,0.5895,0.1872,0.8938,0.6105,1.1059,0.4474,2.5268,0.0409,0.0159,1.3194,1.6744,0.7673,0.3723,0.1914,-0.0642,1.4127,0.998,0.1426,Control
A06,0.4506,-0.1653,2.0671,-0.1322,0.6458,0.7372,3.0931,1.4575,1.6335,0.5351,0.2014,0.5559,-0.0308,1.3004,0.8267,1.4336,0.5802,1.1488,0.6681,1.2586,0.3661,0.1823,0.318,1.2048,1.0319,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,0.8005,1.8749,1.0037,1.1657,1.0094,-0.032,0.6824,0.2291,0.8694,0.5468,1.518,0.0266,1.7479,0.51,0.0491,0.813,0.5021,1.1287,0.3386,2.0798,0.0736,0.0485,1.2809,1.6206,0.6036,0.2844,0.1166,-0.0456,1.1328,0.9565,0.0877,Control
A07,0.74,-0.0867,2.242,-0.1326,0.597,0.7443,2.7085,1.4083,1.6827,0.8251,0.5244,0.7198,-0.0212,1.2829,1.2177,1.7064,0.7994,1.3816,0.8202,1.5482,0.4377,0.18,0.4744,1.1245,1.5647,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,0.7829,1.9127,0.9863,1.3766,1.1036,-0.0162,0.8669,0.2349,0.8894,0.7206,1.6586,0.0042,1.7697,0.5152,0.1216,1.3348,0.7036,1.2988,0.7088,2.1037,0.0618,-0.0304,1.5979,1.9084,0.684,0.3981,0.1793,-0.0328,1.3997,0.8172,0.1594,Control
A08,1.0516,-0.1347,2.2731,-0.1252,0.5375,0.7355,1.7156,1.3564,1.667,1.0661,0.5448,0.8468,-0.0217,1.2091,0.8932,1.6216,0.8642,1.4495,1.0401,1.6738,0.5239,0.3622,0.5739,1.0832,2.1593,1.7501,1.5683,1.321,2.0579,1.714,0.168,0.5755,1.9432,1.0102,1.5009,1.2435,-0.0486,0.8829,0.086,0.7309,0.8123,1.3993,-0.0309,1.7375,0.5487,0.0853,1.9587,0.87,1.5945,0.977,1.7967,0.0458,0.106,1.6228,2.0967,0.6482,0.3981,0.2834,-0.0766,1.0162,0.7257,0.1918,Control
A09,0.7535,-0.0761,2.1764,-0.1017,0.5633,0.6938,2.2374,1.3804,1.6059,0.7154,0.3489,0.5846,0.0314,1.2521,0.9938,1.5553,0.5863,1.339,0.8964,1.4823,0.3598,0.1276,0.4734,1.1598,1.7811,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,0.6793,1.8616,1.0062,1.3752,1.0012,-0.0209,0.7767,0.207,0.8938,0.5927,1.481,-0.0055,1.637,0.554,0.0974,1.6272,0.6839,1.4003,0.7113,2.0877,0.065,0.0338,1.4273,1.7813,0.5412,0.3286,0.2849,-0.0255,1.0099,0.7466,0.0917,Control
A10,0.8026,-0.041,2.3614,-0.0861,0.5633,0.7332,3.1715,1.4485,1.7692,0.9142,0.4147,0.7425,-0.0308,1.1456,1.3414,1.4415,0.7708,1.3549,0.8986,1.4478,0.4652,0.2022,0.4997,0.9502,1.2214,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,0.6095,1.9537,0.9394,1.2385,1.1969,-0.006,0.8171,0.2064,0.904,0.7228,1.5596,0.0557,1.7832,0.6166,0.1256,1.211,0.7899,1.1232,0.5359,2.136,0.0906,0.0508,1.695,1.9446,0.5878,0.3863,0.1135,-0.0689,1.2126,0.9483,0.2381,Control
