@relation data

@attribute id string
@attribute 1036 numeric
@attribute 10768 numeric
@attribute 10993 numeric
@attribute 1491 numeric
@attribute 160287 numeric
@attribute 1786 numeric
@attribute 1787 numeric
@attribute 1788 numeric
@attribute 1789 numeric
@attribute 191 numeric
@attribute 23382 numeric
@attribute 259307 numeric
@attribute 262 numeric
@attribute 27430 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 29947 numeric
@attribute 3939 numeric
@attribute 3945 numeric
@attribute 4143 numeric
@attribute 4144 numeric
@attribute 4357 numeric
@attribute 4507 numeric
@attribute 4548 numeric
@attribute 51074 numeric
@attribute 55256 numeric
@attribute 58478 numeric
@attribute 635 numeric
@attribute 6611 numeric
@attribute 6723 numeric
@attribute 6898 numeric
@attribute 7263 numeric
@attribute 84245 numeric
@attribute 875 numeric
@attribute 92483 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0182,1.1487,-0.0042,0.267,-0.1141,1.1314,0.7217,0.4685,-0.1095,0.8927,0.3466,0.2026,1.802,2.0528,0.6948,0.5492,-0.0713,1.0717,1.7352,0.0552,2.3478,0.0976,0.8253,1.3908,0.7201,0.6739,1.0134,-0.1392,0.2631,0.7773,-0.0091,0.4063,0.9107,-0.0434,0.0014,Control
Utah__A02,-0.0846,1.056,-0.0724,-8e-04,-0.0891,0.8199,0.4239,0.3337,-0.0727,0.7484,0.2411,0.1319,1.6767,2.0026,0.5084,0.3439,-0.1199,0.9878,1.1223,0.0055,2.2614,-0.0481,0.3416,1.0563,0.4475,0.4819,0.926,-0.0986,0.1121,0.6645,-0.0658,0.1324,0.5346,-0.0403,0.0076,Control
Utah__A03,-0.1113,1.1923,0.0765,-0.0486,-0.0854,1.0855,0.5081,0.3781,-0.1031,0.9565,0.3542,0.164,1.7423,2.0021,0.5949,0.5226,-0.1096,1.2745,1.0622,0.0399,2.3981,0.1427,0.5184,1.1631,0.3963,0.6633,0.9716,-0.1092,0.2295,0.7464,-0.0566,0.3495,0.7508,-0.0228,0.0448,Control
Utah__A04,-0.0775,1.1554,-0.0144,0.2009,-0.0223,0.8584,0.5065,0.4173,-0.0307,0.8483,0.2753,0.0213,1.7278,2.0827,0.3579,0.4388,-0.1444,1.2288,1.3101,0.0104,2.32,0.1488,0.4286,1.2875,0.3564,0.5556,0.9916,-0.086,0.0629,0.8399,-0.034,0.2503,0.7089,0.058,0.0515,Control
Utah__A05,0.0056,1.2519,0.0635,0.1038,-0.0124,1.0523,0.5901,0.3993,-0.0327,1.0181,0.3655,0.2388,1.7762,2.0742,0.5031,0.5368,-0.0547,1.2768,1.0733,0.0359,2.3511,0.3707,0.4857,1.31,0.386,0.7949,1.0331,-0.0997,0.1354,0.8964,-0.0446,0.5429,0.5803,-0.0038,-0.0362,Control
Utah__A06,-0.1571,1.1496,-0.0019,0.1164,-0.1283,0.864,0.5327,0.3928,-0.1075,0.9988,0.343,0.0919,1.715,1.8299,0.6417,0.4737,-0.1612,1.159,1.1456,0.004,2.3064,0.1252,0.4672,1.1792,0.3339,0.6056,0.9601,-0.173,0.2095,0.7338,-0.0574,0.2717,0.6902,-0.0879,-0.0146,Control
Utah__A07,-0.1339,1.2194,-0.022,0.1565,-0.0976,0.9612,0.8082,0.4323,-0.0998,0.8806,0.5127,0.0902,1.8416,2.0422,0.6146,0.5056,-0.1501,0.9534,1.3126,-0.0467,2.3599,0.1471,0.7332,1.3543,0.5971,0.6702,1.0152,-0.0507,0.276,0.7688,-0.1111,0.3789,0.7468,-0.0622,-0.1665,Control
Utah__A08,-0.2185,1.1224,-0.0313,0.144,-0.0566,1.0665,1.0993,0.4524,-0.091,0.7812,0.6083,0.0014,1.7738,1.8841,0.5409,0.4811,-0.1062,0.8911,1.5496,0.0073,2.1016,0.0123,0.961,1.6018,0.8077,0.5227,0.9579,-0.1963,0.3718,0.6321,-0.0399,0.1019,0.6185,-0.0765,0.0035,Control
Utah__A09,-0.1119,1.0582,-0.031,0.1585,-0.0538,0.9894,0.6893,0.3659,-0.0787,0.7783,0.4008,-0.0468,1.7957,2.0189,0.6007,0.3976,-0.0419,1.0955,1.4437,-0.0304,2.1461,0.0593,0.6686,1.2842,0.5593,0.522,0.8475,-0.0837,0.2592,0.6518,-0.0794,0.3529,0.6495,-0.054,-0.1595,Control
Utah__A10,-0.09,1.1738,-0.0334,0.187,-0.0629,0.9904,0.6135,0.3476,-0.0594,0.8413,0.4654,0.1388,1.8561,2.0228,0.5226,0.5626,-0.0906,1.0124,1.0976,0.0195,2.27,0.148,0.6366,1.423,0.6614,0.523,1.0148,-0.1457,0.1948,0.7172,-0.0741,0.4061,0.6676,-0.0348,-0.0251,Control
