@relation data

@attribute id string
@attribute 1128 numeric
@attribute 1134 numeric
@attribute 121916 numeric
@attribute 207 numeric
@attribute 2321 numeric
@attribute 2324 numeric
@attribute 3320 numeric
@attribute 3791 numeric
@attribute 3827 numeric
@attribute 4846 numeric
@attribute 5138 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 58 numeric
@attribute 624 numeric
@attribute 6262 numeric
@attribute 6541 numeric
@attribute 7135 numeric
@attribute 7422 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 857 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1018,0.0042,-0.1275,0.6157,-0.0252,0.0116,0.7571,-0.0746,-0.1418,0.1139,0.0625,0.2291,1.4468,1.1287,-0.1227,1.8555,0.0687,1.1825,1.0216,-0.0742,0.1392,0.5845,-0.0233,-0.1107,0.4602,-0.0053,0.3026,2.327,1.1541,2.0788,-0.0865,Control
Utah__A02,-0.0829,0.0909,-0.0366,0.5686,-0.104,0.0206,0.6913,-0.0132,-0.1328,0.1064,0.0069,0.1392,0.8391,0.9806,-0.1089,1.8585,0.0861,1.0744,1.1411,-0.1221,-0.0102,0.6411,-0.0502,-0.0456,0.2501,0.0886,0.3642,2.3401,0.9777,2.1743,-0.1157,Control
Utah__A03,0.0131,0.1078,-0.0684,0.6805,-0.0381,-0.005,0.8905,-0.0229,-0.1479,0.1514,0.0801,0.1545,0.8156,0.9935,-0.0955,1.9244,0.0926,1.2517,1.0566,-0.1128,0.0038,0.6903,-0.0727,-0.0422,0.3742,0.1289,0.5036,2.5223,1.2312,2.1303,-0.002,Control
Utah__A04,-0.0527,-9e-04,-0.1701,0.6225,-0.0452,0.0697,0.7697,-0.0158,-0.1399,0.15,0.0621,0.1521,0.9464,1.1638,-0.1322,1.8452,0.1265,1.2396,1.3226,-0.0907,0.0416,0.7928,-0.0798,-0.0549,0.3355,0.0538,0.368,2.6032,1.025,2.2819,-0.0584,Control
Utah__A05,-0.0842,-0.0041,-0.0415,0.7463,-0.0339,0.0781,0.69,-0.0064,-0.1464,0.1124,0.0737,0.3082,0.9641,1.0454,-0.0826,1.9782,0.1139,1.3175,1.4163,-0.0609,-0.0269,0.8992,-0.0954,-0.0608,0.3639,0.0166,0.4864,2.287,0.9902,2.3833,-0.0049,Control
Utah__A06,-0.0243,0.0904,-0.1184,0.6458,-0.0728,0.0333,0.6767,-0.0583,-0.1354,0.0779,-0.0119,0.1592,1.0341,0.8785,-0.1543,1.9638,0.061,1.1796,1.0561,-0.0988,0.0982,0.6775,-0.0474,-0.0691,0.3744,-0.0056,0.524,2.2428,1.1486,2.1363,-0.084,Control
Utah__A07,-0.1122,0.0634,-0.2109,0.597,-0.076,0.0332,0.5796,-0.0276,-0.1374,0.1226,0.0025,0.1145,1.194,1.1356,-0.131,2.0261,0.1063,1.2869,1.1756,-0.1029,0.0492,0.6352,-0.0926,-0.0626,0.3071,0.0346,0.5229,2.296,1.4495,2.1759,-0.0743,Control
Utah__A08,0.0251,0.0581,-0.0487,0.5375,-0.0838,0.0357,0.7084,-0.0614,-0.1683,0.0858,-0.0261,0.0581,1.5264,1.1812,-0.03,1.7243,0.0189,1.1737,0.8746,-0.1226,-0.0329,0.5459,0.0116,-0.1012,0.4482,0.0366,0.2297,2.2139,1.2527,1.9205,-0.1327,Control
Utah__A09,-0.0283,0.0838,-0.1254,0.5633,-0.0716,0.0365,0.5974,-0.031,-0.1411,0.1394,0.0292,0.1721,1.3126,1.096,-0.2464,1.9258,0.0974,1.1124,1.1918,-0.1015,0.0061,0.623,-0.0411,-0.0605,0.4466,0.0889,0.4237,2.2423,0.951,2.3034,-0.0557,Control
Utah__A10,-0.0215,0.0088,-0.1158,0.5633,-0.0643,0.0204,0.6163,-0.0629,-0.1281,0.0716,0.0665,0.3373,0.981,1.2467,-0.1022,1.9263,0.0576,1.2695,1.3995,-0.0716,0.0658,0.6509,-0.0441,-0.0679,0.4373,-0.0436,0.3448,2.2774,1.2653,2.2451,-0.0635,Control
Utah__A11,0.0724,0.0169,-0.1132,0.54,-0.0929,-0.0758,0.6377,-0.0638,-0.1553,0.043,0.0029,0.1017,1.0149,0.9113,-0.0051,1.7363,0.0123,0.9531,0.9148,-0.1128,-0.0326,0.5776,0.0015,-0.0639,0.3692,-0.0213,0.2169,2.2562,0.7584,2.1908,-0.1113,Control
Utah__A12,0.2142,0.2254,-0.1568,0.3955,-0.0581,0.0094,0.5292,0.0333,0.0135,0.1116,-0.0141,0.0737,0.5594,0.9203,-0.3279,1.3776,0.1257,0.9027,1.3159,-0.1082,-0.0031,0.4218,0.0469,0.0076,0.0815,0.1492,0.4018,1.7774,0.602,1.965,0.0016,Control
Utah__B01,-0.1109,0.2421,-0.1393,0.3916,-0.0232,-0.1679,0.7447,-0.0255,-0.0787,-0.0013,-0.0319,0.1384,1.4693,0.9718,-0.2682,1.8027,-0.0505,1.0473,0.9602,-0.1007,0.1492,0.1763,0.0709,-0.0576,0.37,-0.0772,0.3377,2.4459,1.5527,1.8265,-0.2354,Control
Utah__B02,0.0236,0.0674,-0.0028,0.6693,-0.0521,0.0476,0.873,-0.0282,-0.1082,0.1192,0.0432,0.1241,1.1011,1.0268,-0.1548,2.0535,0.0887,1.2766,1.0651,-0.0872,0.073,0.6967,0.0151,-0.0781,0.4742,0.0336,0.4731,2.7299,1.4591,2.189,-0.1231,Control
Utah__B03,-0.1226,0.117,-0.0845,0.5703,-0.0323,0.0259,0.9221,-0.0763,-0.088,0.0632,-0.0094,-0.038,1.1187,1.0272,-0.1715,2.0162,-0.0396,1.1829,0.646,-0.099,-0.0157,0.5544,0.0603,-0.0845,0.3755,-0.0881,0.3529,2.6651,1.4948,2.042,-0.1967,BRCACancer
Utah__B04,0.0881,0.0603,-0.2392,0.5203,-0.1011,-0.0331,0.6259,-0.037,-0.1563,0.1101,-0.0468,0.1195,1.1615,1.2233,-0.0225,1.639,0.0723,1.0672,1.2146,-0.0977,0.0285,0.4491,-0.0394,-0.0946,0.3772,0.0228,0.3156,2.1452,1.4654,1.8968,-0.0826,BRCACancer
Utah__B05,0.0109,0.1582,-0.2179,0.443,-0.1005,-0.0036,0.7698,-0.0301,-0.1714,0.1003,-0.0511,0.019,0.8034,0.8631,-0.1351,1.8498,0.0593,1.0246,1.0401,-0.1342,0.017,0.5156,-0.0772,-0.0246,0.2803,0.0908,0.1931,2.5472,1.2033,2.0581,-0.1264,BRCACancer
Utah__B06,-0.1782,0.2861,-0.0612,0.1783,-0.0845,-0.2535,0.6535,0.0875,0.0833,-0.1416,-0.1409,-0.0163,0.8946,0.7513,-0.3816,1.7036,-0.1152,0.7864,0.9661,-0.1278,0.0933,0.0329,0.1442,-0.0084,0.0213,-0.0649,0.2419,2.1772,1.2894,1.5456,-0.2369,BRCACancer
Utah__B07,-0.1257,0.1106,-0.1701,0.6313,-0.0869,0.032,0.7891,-0.0182,-0.1532,0.0829,0.0313,0.0665,1.1962,1.149,-0.1569,2.0138,0.0665,1.2151,1.0411,-0.0857,0.0824,0.6772,-0.1126,-0.0671,0.3739,0.0716,0.455,2.7059,1.3429,2.1058,-0.0846,BRCACancer
Utah__B08,-3e-04,0.0199,-0.0264,0.6407,-0.0486,-0.032,0.6312,-0.0587,-0.1291,0.084,0.1813,0.3531,0.905,1.0355,-0.0317,1.9852,0.0425,1.0681,1.4374,-0.0453,-0.005,0.7361,-0.0135,-0.073,0.2842,-0.0409,0.4077,2.443,1.1707,2.4631,-0.0621,Control
Utah__B09,0.0096,0.0702,-0.1141,0.4608,-0.0251,-0.1014,0.9533,-0.0399,-0.1777,0.0122,-0.0065,0.1773,1.208,1.0551,-0.1108,1.6626,0.0119,0.8428,1.3304,-0.0865,-0.0743,0.3659,-0.0089,-0.0704,0.2871,-0.0186,0.3641,2.528,1.1532,2.1245,-0.1948,Control
Utah__B10,-0.1234,0.1042,-0.3176,0.3842,-0.0911,0.0161,0.513,-0.0143,-0.0532,0.0123,-0.0271,0.0623,0.8863,1.0905,-0.2745,1.6734,0.0224,0.9935,1.1605,-0.0852,-0.0232,0.5345,-0.032,-0.0692,0.165,0.0719,0.2761,2.1794,1.174,2.0672,-0.0795,Control
Utah__B11,-0.2003,0.0569,-0.0422,0.4632,-0.0616,0.0663,0.5689,-0.0332,-0.0324,0.1129,0.002,0.2996,0.8781,0.8979,-0.1753,1.7789,0.0916,0.9883,1.4164,-0.0514,-0.0559,0.664,-0.0882,-0.0827,0.283,-0.0886,0.4105,2.1117,1.0831,2.2914,-0.0742,Control
Utah__B12,-0.249,0.0663,-0.3173,0.3769,-0.1068,-0.0443,0.6029,-0.0255,-0.0779,0.021,-0.0696,-0.0244,1.1373,0.7255,-0.1048,1.3614,0.044,0.654,1.0709,-0.1166,-0.0282,0.4142,-0.085,-0.0891,0.1841,0.0235,0.173,2.0912,1.0803,1.8541,-0.1109,Control
Utah__C01,-0.108,0.0399,-0.1591,0.6952,-0.12,-0.0095,0.5545,-0.0037,-0.1218,0.1542,-0.0054,0.1704,0.8672,0.8639,-0.0299,1.8994,0.086,1.2721,1.0896,-0.1212,-0.0156,0.5974,-0.0973,-0.0712,0.372,0.0879,0.3766,2.28,1.3271,2.1046,-0.0491,BRCACancer
Utah__C02,-0.0323,0.0675,-0.1803,0.7123,-0.0741,0.1686,0.5728,0.0056,-0.1125,0.2078,0.1251,0.1182,0.8743,1.0809,-0.1685,1.7968,0.1118,1.2637,1.3757,-0.1158,0.0093,0.7518,0.0011,-0.0494,0.3524,0.1053,0.4742,2.3218,0.8945,2.3238,-0.0245,BRCACancer
Utah__C03,-0.1981,0.0238,-0.1809,0.9317,-0.0975,0.0681,0.5639,0.0068,-0.1017,0.245,0.0371,0.0974,0.9681,1.0198,-0.1013,2.0433,0.1303,1.3665,1.0878,-0.1285,0.037,0.7529,-0.08,-0.0452,0.5173,0.0985,0.5361,2.6161,1.1949,2.2582,-0.0517,BRCACancer
Utah__C04,-2e-04,0.0566,-0.2735,0.5797,-0.0338,0.1022,0.6882,0.0025,-0.1813,0.124,0.0669,0.1772,0.7363,0.7329,-0.0527,1.7243,0.1222,0.748,1.4431,-0.0978,-0.0423,0.6955,-0.0125,-0.0553,0.2392,0.0858,0.2567,2.2155,0.6556,2.7034,-0.0532,Control
Utah__C05,-0.0547,0.1169,-0.3317,0.582,-0.0053,0.0645,0.5846,-0.0323,-0.0834,0.1944,0.0572,-0.0726,0.6516,0.8033,-0.1001,1.6893,0.0715,0.7946,0.9962,-0.0696,-0.0159,0.604,-0.0038,-0.049,0.2685,0.111,0.3191,1.9306,0.7229,2.2658,-0.0925,BRCACancer
Utah__C06,0.1539,0.174,0.1454,0.264,-0.0191,-0.0642,0.5773,-0.0092,-0.1761,0.0419,0.0839,-0.0853,0.1567,0.2386,-0.0712,0.7922,0.1012,0.2525,0.3976,-0.1098,-0.1626,0.1564,0.1783,-0.0846,0.0325,0.0366,0.3065,0.8831,0.2453,1.2786,-0.0584,Control
Utah__C07,-0.0609,0.0169,-0.0547,0.5626,-0.0845,0.0663,0.5294,0.0087,-0.1351,0.1692,-0.0268,0.1832,0.7422,1.0296,-0.0334,1.7439,0.119,1.0876,1.5688,-0.0994,-0.0145,0.6984,-0.009,-0.0367,0.2907,-0.0011,0.3693,2.2026,0.4921,2.3503,-0.0962,Control
Utah__C08,0.0628,0.0813,-0.2268,0.6256,-0.0689,0.0049,0.6174,0.0181,-0.1229,0.1898,0.1329,0.2272,1.0006,0.9672,-0.0554,1.7684,0.0856,1.2054,1.1237,-0.066,0.0346,0.6336,-0.0695,-0.0804,0.3793,0.1063,0.3078,2.1339,0.6442,2.1913,-0.088,Control
Utah__C09,0.0299,-0.0176,-0.2086,0.5925,-0.0264,0.0049,0.5888,-0.0704,-0.1595,0.1282,0.0199,0.0753,0.5965,0.9538,-0.0345,1.602,0.0738,1.0114,1.2905,-0.0953,-0.0057,0.6689,-0.0369,-0.0659,0.3455,0.0247,0.2749,2.1377,0.6769,2.3378,-0.0402,Control
Utah__C10,0.0036,0.0882,-0.0319,0.5969,-0.0233,0.0742,0.4129,0.0217,-0.0746,0.2216,0.0343,0.0732,0.5832,1.1131,-0.0991,1.5008,0.1381,1.0904,1.496,-0.0857,-0.0151,0.7374,-0.094,-0.0261,0.194,0.0895,0.4129,2.0699,0.7478,2.5247,0.017,BRCACancer
Utah__C11,0.0474,0.048,-0.013,0.7094,-0.0029,0.0733,0.5583,-0.0574,-0.1524,0.1286,0.0739,0.3406,1.0298,0.9707,-0.168,1.7259,0.0988,1.094,1.3767,-0.0612,-0.1041,0.6943,-0.0615,-0.0781,0.3877,0.0088,0.424,2.521,0.8122,2.4776,-0.0765,Control
Utah__C12,0.0293,0.0711,-0.1127,0.5239,0.0067,0.0073,0.4873,0.0046,-0.1202,0.1876,0.0316,0.1305,0.5516,0.8246,-0.1347,1.4375,0.0915,0.5978,1.6225,-0.0897,-0.0275,0.5496,-0.0555,-0.0414,0.1387,0.0402,0.2361,2.1077,0.4887,2.7435,-0.083,BRCACancer
Utah__D01,0.2014,0.1156,-0.137,0.6018,-0.0801,0.108,0.5782,-0.0651,-0.1318,0.1146,0.0337,-0.0704,1.2804,0.8162,-0.1095,1.5554,0.0203,0.8913,0.7507,-0.1467,-0.0811,0.2095,-0.0445,-0.1071,0.3536,0.0045,0.2889,2.1885,1.2607,1.8189,-0.1726,BRCACancer
Utah__D02,-0.009,0.0695,-0.0233,0.6343,0.008,0.0684,0.4979,-0.0187,-0.1293,0.0963,0.1445,0.2153,0.6418,0.9929,-0.0224,1.7481,0.1137,0.9028,1.6749,-0.0525,-0.0741,0.7053,-0.0823,-0.0517,0.3675,-0.0201,0.2571,2.2834,0.7122,2.6213,-0.0519,BRCACancer
Utah__D03,0.0621,0.067,-0.2235,0.6075,-0.0702,0.0271,0.496,6e-04,-0.0364,0.1127,-0.0393,0.2237,0.5769,0.8793,-0.0579,1.7646,0.1077,0.858,1.6077,-0.0651,-0.0723,0.6737,-0.066,-0.0408,0.3028,0.0836,0.2961,2.2948,0.7313,2.7238,-0.0931,BRCACancer
Utah__D04,0.0083,0.0555,-0.1711,0.638,-0.0374,0.0636,0.4971,-0.0179,-0.1185,0.1429,0.1018,0.1652,0.774,0.8964,-0.1218,1.7879,0.0916,1.0383,1.3858,-0.0913,-0.0286,0.72,0.0063,-0.089,0.3736,0.0172,0.3407,2.2208,0.8977,2.4326,-0.0804,BRCACancer
Utah__D05,-0.0584,0.0786,-0.0859,0.7055,-0.0896,0.1026,0.5302,-0.0226,-0.1141,0.1804,0.1026,0.2587,0.5282,0.9383,-0.1235,1.8644,0.1303,1.1803,1.6395,-0.0785,-0.0226,0.6931,-0.072,-0.04,0.2325,0.1701,0.4928,2.2587,0.901,2.4253,-0.0513,BRCACancer
Utah__D06,0.0774,0.0418,-0.1554,0.692,-0.0532,0.0723,0.5056,-0.0436,-0.0894,0.1582,0.1123,0.1659,0.9196,0.9729,-0.0271,1.7852,0.0748,1.1832,1.2384,-0.088,-0.0594,0.6925,-0.0383,-0.0616,0.454,0.0299,0.3308,2.3602,0.9978,2.2685,-0.0636,BRCACancer
Utah__D07,0.0442,0.0506,-0.0621,0.6999,-0.0205,0.1274,0.5469,-0.0235,-0.1097,0.0981,0.1101,0.1916,0.9605,1.0382,-0.0681,2.0129,0.1091,1.1204,1.5107,-0.0622,-0.0211,0.7116,-0.0829,-0.0605,0.305,7e-04,0.3956,2.4554,0.9342,2.5692,-0.1066,Control
