@relation data

@attribute id string
@attribute 2 numeric
@attribute 9619 numeric
@attribute 19 numeric
@attribute 213 numeric
@attribute 649 numeric
@attribute 81693 numeric
@attribute 8029 numeric
@attribute 1071 numeric
@attribute 3931 numeric
@attribute 949 numeric
@attribute 335 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0152,0.3871,0.8534,-0.1562,0.0814,-0.0049,0.3612,0.3393,0.3992,0.1528,0.0917,Control
A02,-0.0072,0.1311,0.3528,-0.066,0.1075,0.0431,-0.0297,0.1499,0.2617,-0.0425,0.0526,Control
A03,-0.0147,0.1859,0.6808,-0.0863,0.1801,0.0173,-0.0346,0.1991,0.2815,0.3057,0.1237,Control
A04,-0.0188,0.1542,0.3649,-0.0565,0.1169,0.2178,0.0868,0.126,0.1876,0.0716,0.2092,Control
A05,-2e-04,0.1833,0.4372,-0.0594,0.1287,0.233,0.1451,0.1998,0.2315,0.255,0.118,Control
A06,-0.0099,0.157,0.5253,-0.0447,0.1446,-0.0575,0.163,0.1165,0.1835,0.217,0.0501,Control
A07,0.0736,0.1224,0.4823,-0.1066,0.1023,0.0301,0.2167,0.098,0.2458,0.1403,0.0777,Control
A08,0.1999,0.2386,0.6281,-0.0725,0.0415,-0.0044,0.6307,0.1399,0.2181,0.0025,0.0418,Control
A09,0.0399,0.1994,0.6484,-0.0777,0.0871,0.0846,0.2658,0.1747,0.2798,0.052,0.1082,Control
A10,0.2757,0.2597,0.7515,-0.1085,0.0913,0.0792,0.1106,0.3144,0.2262,0.1225,0.1016,Control
A11,0.0934,0.2351,0.587,-0.0652,0.0424,-0.0166,0.1082,0.15,0.2287,0.1113,0.0424,Control
A12,-0.0376,0.053,0.2045,-0.0073,0.075,-0.2065,-0.0498,0.2714,0.1782,-0.0423,0.0104,Control
B01,-0.0206,0.0414,0.4426,-0.0362,-0.059,-0.4329,0.3829,0.2392,0.2011,0.0178,-0.0394,Control
B02,0.0227,0.2404,0.4457,-0.0621,0.0796,0.1321,0.234,0.1675,0.3789,0.2208,0.1285,Control
B03,0.0981,0.1833,0.3587,-0.0712,-0.0138,-0.0539,0.1476,0.2245,0.2138,0.0538,0.1041,BRCACancer
B04,0.1488,0.1288,0.559,-0.1033,0.0405,-0.0945,0.3801,0.1799,0.2701,0.3213,0.1083,BRCACancer
B05,-0.0048,0.1155,0.5402,-0.0387,0.123,-0.0749,0.052,0.1681,0.2258,0.0527,0.1015,BRCACancer
B06,0.0486,-0.0894,0.5008,0.0287,-0.1176,-0.5269,0.1444,0.0863,0.0234,-0.1648,-0.0359,BRCACancer
B07,0.2349,0.152,0.4334,-0.0662,0.131,0.0737,0.2177,0.1897,0.3729,0.0901,0.1445,BRCACancer
B08,0.0322,0.1704,0.2383,-0.104,0.0417,0.1289,0.0721,0.2723,0.2773,0.2459,0.1831,Control
B09,0.2064,0.206,0.4031,-0.0813,-0.0195,0.0251,0.2462,0.1838,0.1835,0.0265,0.0518,Control
B10,0.0033,0.1224,0.4116,-0.0766,0.0366,0.0445,0.0636,0.1782,0.0703,-0.0337,0.1436,Control
B11,0.0669,0.1672,0.3995,-0.0217,0.0665,0.0726,0.0595,0.3591,0.2681,0.0511,0.2196,Control
B12,-0.0176,0.1025,0.3521,0.0145,-0.0105,0.0458,0.2428,0.0976,0.2007,-2e-04,0.1352,Control
C01,-0.0045,0.1383,0.4853,-0.1116,0.1573,-0.057,0.2093,0.1216,0.3568,0.2559,0.0382,BRCACancer
C02,-0.0343,0.2804,0.3135,-0.0431,0.1553,0.2049,0.0359,0.2361,0.2284,0.1856,0.1104,BRCACancer
C03,0.0121,0.1751,0.3554,-0.0237,0.3043,0.17,0.1771,0.141,0.5563,0.2204,0.0576,BRCACancer
C04,0.0186,0.131,0.0791,-0.0309,0.0603,0.2216,0.0366,0.1637,0.1683,0.0938,0.0783,Control
C05,-0.0171,0.0947,0.1931,0.0071,0.0705,0.237,0.0396,0.0491,0.1236,0.1484,0.1307,BRCACancer
C06,-0.0574,0.1164,0.0626,-0.0941,0.0092,0.1079,-0.1201,0.3019,-0.0215,-0.0301,0.2367,Control
C07,-0.0309,0.1774,0.3693,-0.0211,0.0909,0.1237,0.0054,0.1783,0.1553,-0.0104,0.013,Control
C08,-0.0744,0.1809,0.3366,-0.0767,0.0925,0.1049,0.2062,0.2245,0.217,0.1514,0.0552,Control
C09,0.0196,0.0925,0.2468,-0.0839,0.077,0.1694,-0.0052,0.2329,0.1783,0.1827,0.1247,Control
C10,-0.0201,0.1527,0.1898,0.0182,0.1149,0.2436,0.0301,0.0717,0.1232,0.1038,0.1685,BRCACancer
C11,-0.0114,0.2321,0.2937,-0.1239,0.0773,0.2237,0.1442,0.3371,0.2777,0.1819,0.1677,Control
C12,0.0033,0.0584,0.1758,-0.0614,0.0367,0.2423,0.0436,0.1016,0.1013,-0.1098,0.1076,BRCACancer
D01,0.1352,0.3136,0.4769,-0.0899,0.0201,-0.0269,0.3653,0.1269,0.3306,0.179,-0.0103,BRCACancer
D02,-0.008,0.312,0.5289,-0.0852,0.0806,0.2807,0.0569,0.1804,0.2056,0.2117,0.1206,BRCACancer
D03,-0.0396,0.1365,0.3254,-0.0253,0.0601,0.2448,-0.0095,0.1482,0.1966,0.1342,0.1106,BRCACancer
D04,-0.0068,0.1499,0.3105,-0.0257,0.0828,0.1793,0.1006,0.2174,0.242,0.1714,0.0722,BRCACancer
D05,-0.0265,0.0604,0.1117,-0.0358,0.1217,0.1712,-0.0059,0.1696,0.2572,0.0698,0.0941,BRCACancer
D06,-0.0194,0.2555,0.3345,-0.0926,0.1356,0.155,0.1912,0.236,0.3115,0.258,0.1754,BRCACancer
D07,-0.0125,0.2404,0.5482,-0.1049,0.1281,0.2102,0.0598,0.2203,0.2703,0.164,0.1952,Control
D08,-0.0358,0.1029,0.1198,-0.0732,0.0726,0.1016,-0.0092,0.1383,0.1496,0.0099,-0.0216,Control
D09,-0.0806,0.2884,0.4321,-0.0604,0.1205,0.1538,0.0785,0.0838,0.167,0.1325,0.1809,Control
D10,-0.0359,0.1514,0.408,-0.0844,0.0356,0.1208,0.0509,0.2384,0.1827,0.0558,0.1923,Control
D11,-0.0142,0.1403,0.194,-0.1147,-0.0227,-0.0467,-0.0332,0.231,0.0757,0.0281,0.1309,Control
D12,0.009,0.169,0.2333,-0.0919,-0.0391,0.1778,0.0426,0.2251,0.208,0.1197,0.1484,Control
E01,-0.0213,0.0743,0.222,-0.024,0.0673,0.1095,0.0499,0.0743,-0.0035,-0.0425,0.0311,BRCACancer
E02,-0.0556,0.1056,0.2986,-0.0253,0.0747,0.2104,0.0987,0.224,0.0582,0.0582,0.0241,Control
E03,-0.0255,0.296,0.505,-0.0063,0.0983,0.273,0.1005,0.2585,0.1735,0.1498,0.1473,Control
E04,-0.0174,0.1947,0.3113,-0.0272,0.2181,0.2851,0.1382,0.2377,0.3545,0.2051,0.0203,Control
E05,-0.0455,0.114,0.1475,-0.0687,0.0958,0.0207,0.2063,0.2312,0.1214,-0.0286,0.1402,Control
E06,-0.0892,0.0114,0.4034,-0.0637,0.0766,-0.2719,-0.0717,0.0877,-0.0086,0.0475,0.0732,BRCACancer
E07,-0.0088,0.1291,0.2801,-0.0489,0.1067,0.2378,0.0659,0.1959,0.2143,0.1583,0.0949,BRCACancer
E08,-0.0142,0.1972,0.2715,-0.0662,0.0056,0.2657,0.0857,0.1499,0.2163,0.0266,0.0044,Control
E09,0.0212,0.2144,0.4251,-0.0528,0.0977,0.2159,0.1064,0.3978,0.1784,0.1373,0.2402,BRCACancer
E10,-0.0272,0.1987,0.5416,-0.0459,0.1459,0.0716,0.0727,0.1597,0.1811,0.0711,0.1856,BRCACancer
E11,0.0074,0.1097,0.1813,-0.0343,0.0655,0.1731,0.0635,0.1866,0.1959,0.0176,0.2079,Control
E12,-0.0051,0.1023,0.2667,-0.1173,-0.0407,0.1054,0.0537,0.1538,-0.0506,-0.0229,0.0753,BRCACancer
