@relation data

@attribute id string
@attribute 9365 numeric
@attribute 26281 numeric
@attribute 10818 numeric
@attribute 5781 numeric
@attribute 6464 numeric
@attribute 2254 numeric
@attribute 2253 numeric
@attribute 54106 numeric
@attribute 2252 numeric
@attribute 2251 numeric
@attribute 2250 numeric
@attribute 8074 numeric
@attribute 8817 numeric
@attribute 2248 numeric
@attribute 2249 numeric
@attribute 2246 numeric
@attribute 2247 numeric
@attribute 5289 numeric
@attribute 6714 numeric
@attribute 27006 numeric
@attribute 30849 numeric
@attribute 2263 numeric
@attribute 8660 numeric
@attribute 2264 numeric
@attribute 1796 numeric
@attribute 2261 numeric
@attribute 2260 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 8822 numeric
@attribute 8823 numeric
@attribute 2549 numeric
@attribute 2255 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 3643 numeric
@attribute 10817 numeric
@attribute 5295 numeric
@attribute 9965 numeric
@attribute 5296 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0685,-0.0988,0.7799,0.5566,0.7565,-0.0025,-0.2659,0.2772,-0.1446,-0.0222,0.0293,-0.1323,-0.0383,-0.1903,0.0054,-0.1449,-0.0824,1.2221,0.3755,-0.299,0.9936,-0.0324,0.5042,-0.1527,0.7687,-0.1801,0.1451,1.5746,1.5626,0.0889,-0.0612,0.3514,-0.0954,1.7307,1.6355,0.1618,0.0776,1.4982,-0.0633,0.2071,1.1256,Control
A02,-0.1115,-0.1345,0.4949,0.4031,0.8046,-0.0185,-0.2265,0.2553,-0.1189,-0.0501,0.0678,0.012,0.0601,-0.2753,0.0626,-0.0469,-0.0472,0.8794,0.3775,-0.0912,0.7781,-0.0672,0.281,0.0019,0.6091,-0.0113,0.0074,1.3014,1.4139,0.1312,-0.098,0.2561,-0.0556,1.247,1.481,0.0844,0.1477,1.1993,-0.0832,0.1689,0.9005,Control
A03,-0.0293,-0.1613,0.7036,0.48,0.7989,-0.1035,-0.2206,0.3281,-0.1771,-0.094,-0.0081,-0.114,0.0673,-0.1369,-0.0224,-0.052,0.0119,1.075,0.6195,-0.1644,0.9039,-0.0507,0.4254,-0.0287,0.8735,-0.0345,0.0802,1.3967,1.4596,0.2149,-0.0223,0.3441,-0.0154,1.3323,1.7658,0.1984,0.1151,1.3339,-0.0467,0.2691,1.1275,Control
A04,-0.0065,-0.055,0.5715,0.3995,0.8019,-0.0288,-0.1874,0.2202,-0.0786,0.0257,-0.0357,-0.0642,0.0286,-0.0596,0.1194,-0.0672,-0.009,0.8628,0.414,0.0685,0.8453,-0.0617,0.5054,-0.0294,0.6701,0.0315,3e-04,1.353,1.4002,0.1587,-0.0696,0.3117,-0.0445,1.3202,1.4795,0.1081,0.1367,1.4882,-0.0377,0.2883,1.028,Control
A05,0.0407,0.0935,0.6391,0.4857,0.8988,0.0122,-0.1291,0.2503,-0.0944,-0.0193,-0.0491,-0.0702,-0.0328,-0.0359,0.213,-0.1002,0.0639,1.0322,0.6469,-0.0979,0.9698,-0.0695,0.6518,-0.0274,1.0374,0.0175,0.053,1.4836,1.8548,0.0974,-0.0567,0.439,-0.0098,1.2108,1.8562,0.2531,0.1025,1.3381,-0.0062,0.3996,1.0464,Control
A06,0.092,-0.2368,0.5445,0.4941,0.7671,-0.0814,-0.2133,0.3273,-0.1211,-0.0349,0.0385,-0.0377,0.0362,-0.2043,0.0299,-0.1014,-0.1172,0.975,0.4253,-0.1653,0.8575,-0.0799,0.7248,-0.0811,0.7913,-0.1667,0.0711,1.3845,1.4475,0.1426,-0.0198,0.357,0.0261,1.2063,1.5705,0.2006,0.0885,1.3761,-0.1476,0.1914,0.8852,Control
A07,-0.0699,-0.2217,0.8019,0.5361,0.7989,-0.076,-0.2503,0.3887,-0.1652,-0.0865,0.0526,-0.0936,0.0311,-0.1975,0.0304,-0.0996,-0.0018,1.2237,0.359,-0.2097,0.9728,-0.1036,0.611,0.0577,0.7973,0.001,0.0527,1.5934,1.5467,0.1966,-0.0554,0.5671,-0.0358,1.2924,1.8609,0.1514,0.0927,1.6231,-0.1544,0.2011,1.1765,Control
A08,-0.1137,-0.2425,0.8711,0.621,0.784,0.0135,-0.2317,0.391,-0.1537,-0.0625,-0.0289,-0.1366,-0.0064,-0.2011,-0.0565,-0.15,-0.1853,1.3881,0.3481,-0.1897,0.9874,-0.0755,0.4644,-0.1633,0.4943,-0.1917,0.0863,1.7501,1.5683,0.1087,-0.105,0.5621,-0.0673,1.4821,1.7198,0.1657,-0.0071,1.714,-0.0868,0.168,1.467,Control
A09,-0.096,-0.143,0.6865,0.4602,0.7778,-0.0545,-0.2593,0.2857,-0.1032,0.0187,0.1267,-0.0928,0.0374,-0.2151,0.0234,-0.0767,0.0195,1.2476,0.4569,-0.0911,0.849,-0.0535,0.5505,-0.0141,0.6693,-0.0401,0.033,1.4582,1.4714,0.0638,-0.0462,0.4145,-0.0261,1.3752,1.8278,0.1091,0.0823,1.5464,-0.1596,0.1702,0.9988,Control
A10,-0.0727,-0.1097,0.7599,0.5199,0.79,0.032,-0.1469,0.2612,-0.1047,-0.0628,0.0625,-0.0312,0.0023,-0.0476,0.1012,-0.1298,0.0223,1.2329,0.4388,-0.1334,0.9689,-0.072,0.6655,-0.066,0.7849,-0.0529,0.05,1.6941,1.7523,0.0401,-0.0977,0.5091,-0.0603,1.2657,1.802,0.151,0.0905,1.6535,-0.1206,0.2665,1.3316,Control
A11,-0.0487,-0.1169,0.6307,0.4262,0.5794,0.0827,-0.2117,0.2797,-0.147,-0.2196,-0.0195,0.0455,0.0121,-0.2145,0.0313,-0.1288,-0.119,1.0846,0.2186,-0.1996,0.7297,-0.0089,0.5716,-0.0947,0.4619,-0.1363,0.0462,1.2025,1.0402,0.0346,-0.0766,0.2874,-0.0217,1.1776,1.5523,0.1322,0.1085,1.2442,-0.0918,0.1945,0.7415,Control
