@relation data

@attribute id string
@attribute 10975 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1337 numeric
@attribute 1340 numeric
@attribute 1345 numeric
@attribute 1349 numeric
@attribute 1350 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 2108 numeric
@attribute 2109 numeric
@attribute 2110 numeric
@attribute 27089 numeric
@attribute 29796 numeric
@attribute 374291 numeric
@attribute 4694 numeric
@attribute 4695 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4700 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4709 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4715 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4725 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4729 numeric
@attribute 4731 numeric
@attribute 51079 numeric
@attribute 54205 numeric
@attribute 54539 numeric
@attribute 55967 numeric
@attribute 6389 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 6392 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7386 numeric
@attribute 7388 numeric
@attribute 9167 numeric
@attribute 9377 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0692,0.6361,0.9552,0.7762,0.0969,1.2339,0.9543,1.2498,1.3058,1.0566,1.1641,0.8134,0.2518,0.8451,1.3824,1.0131,0.2927,1.6397,0.7408,0.4308,1.3569,0.929,1.8371,0.7394,0.5593,1.0161,0.8103,0.6743,1.1157,0.6261,0.191,1.2846,1.7553,0.2182,0.8547,2.0062,0.7933,0.9041,1.3848,1.2568,1.7299,1.4126,1.4284,1.4647,0.414,0.7787,1.0546,0.2447,1.2365,0.8992,0.4978,0.7163,0.6345,1.3017,1.3446,0.7312,1.2453,1.045,0.6848,0.947,1.9128,1.0131,0.692,1.0659,0.7649,Control
Utah__A02,0.8714,0.5174,0.9312,0.6549,-0.0579,1.2167,0.744,1.0939,0.971,1.079,1.117,0.6087,0.1291,0.5958,1.2812,0.886,0.2315,1.3959,0.6915,0.2187,1.1037,0.7957,1.4691,0.5175,0.3702,0.8097,0.7161,0.4357,0.9748,0.5994,0.1128,1.1109,1.591,0.0588,0.8051,1.6857,0.5339,0.9036,1.3125,1.2116,1.5049,1.2243,1.3388,1.2147,0.1801,0.7238,0.8905,0.1111,0.6905,0.6873,0.4578,0.7423,0.4824,1.144,1.359,0.6679,0.9935,0.6715,0.425,0.9304,1.8311,0.8974,0.6023,0.9632,0.7699,Control
Utah__A03,0.9892,0.693,1.0532,0.8113,0.1062,1.3314,0.7317,1.1698,0.9333,1.3346,1.3517,0.7789,0.392,0.7951,1.3108,1.1199,0.3927,1.8007,0.8378,0.3097,1.3987,0.7811,1.9206,0.6198,0.5295,1.0914,0.8271,0.5971,1.0491,0.6241,0.3024,1.2617,1.6842,0.1881,1.1039,1.7341,0.6725,1.0915,1.3183,1.1896,1.6401,1.3243,1.4649,1.38,0.2642,0.8122,1.1524,0.1658,0.9715,0.8122,0.5353,0.9311,0.6619,1.2471,1.4778,0.7881,1.0382,0.8962,0.918,1.1374,1.8909,1.4013,0.638,0.9427,0.9222,Control
Utah__A04,0.8562,0.6149,1.0436,0.9472,0.1546,1.2226,0.6625,0.9955,1.2533,1.0847,1.3686,0.6034,0.2133,0.7135,1.3927,1.0346,0.386,1.5137,0.9356,0.3173,1.3534,0.8447,1.5554,0.7825,0.4225,0.7799,0.8224,0.4892,0.9448,0.5708,0.1968,1.2988,1.7681,0.1421,1.0448,1.7692,0.8112,0.8759,1.3746,1.1862,1.6141,1.2481,1.4461,1.4218,0.2533,0.8575,0.9525,0.2034,0.7851,0.5961,0.4868,0.7592,0.7526,1.101,1.4967,0.6222,0.8919,0.404,0.6068,1.0496,1.7985,1.2377,0.4473,0.9779,0.7517,Control
Utah__A05,1.1365,0.6881,1.0434,0.935,0.1282,1.3583,0.7599,1.1469,0.8882,1.3222,1.5434,0.7978,0.2123,0.8511,1.4901,1.0743,0.4434,1.766,0.9764,0.3069,1.3114,0.9422,1.8087,0.7054,0.6393,0.8942,0.8204,0.5233,1.0826,0.6898,0.3087,1.1413,1.9478,0.1955,1.1759,1.8849,0.719,1.1126,1.3191,1.2697,1.8164,1.4365,1.4727,1.375,0.2513,0.8876,1.1189,0.2463,0.81,0.8735,0.6137,0.7999,0.9359,1.1816,1.5257,0.7461,0.829,0.6269,0.5867,1.2284,1.8552,1.2518,0.6255,1.0615,0.8777,Control
Utah__A06,0.9072,0.5589,1.0618,0.793,0.1897,1.3235,0.6856,1.0268,0.9673,1.1801,1.2932,0.5997,0.2274,0.6941,1.2967,1.0528,0.2869,1.6347,0.8406,0.33,1.0595,0.7173,1.5372,0.5239,0.4997,0.8908,0.829,0.4555,1.0197,0.5444,0.1178,1.2084,1.7035,0.2565,0.9394,1.7388,0.7551,0.9042,1.1893,1.1487,1.6542,1.3123,1.3984,1.3849,0.2843,0.7989,1.1213,0.1777,0.7061,0.8168,0.4157,0.7842,0.5999,1.1987,1.4777,0.7368,1.0221,0.7571,0.6769,1.1171,1.8803,1.0832,0.5354,1.0995,0.7582,Control
Utah__A07,0.9651,0.5194,0.9205,0.7973,0.1498,1.2527,0.8416,1.1699,0.962,1.1077,1.198,0.8768,0.2511,0.8601,1.4214,1.0434,0.3665,1.6326,0.7453,0.2818,1.0484,0.9302,1.624,0.674,0.5794,0.9827,0.9367,0.6147,1.118,0.6073,0.2354,1.0962,1.8264,0.2005,1.0468,1.8657,0.569,0.9081,1.3191,1.3645,1.6682,1.3696,1.4277,1.2967,0.5095,0.7265,1.0542,0.1665,0.9905,1.0255,0.466,0.7672,0.6922,1.1589,1.5332,0.7664,1.1239,0.7157,0.7879,1.0867,1.9881,1.0281,0.5799,1.2515,0.9197,Control
Utah__A08,0.8601,0.5146,0.9554,0.6772,0.0467,1.0714,0.8632,1.0544,1.0047,0.8898,1.0209,0.9101,0.2805,0.8388,1.0783,0.7758,0.228,1.6681,0.6371,0.3538,1.0329,0.6705,1.4128,0.3941,0.4825,0.9158,0.9797,0.4687,0.9402,0.6302,0.0754,1.0192,1.6597,0.1352,0.7011,1.6214,0.5843,0.7232,1.2585,0.9823,1.5671,1.0806,1.2223,1.2153,0.6767,0.7785,1.0992,0.1448,1.2145,0.7584,0.4484,0.5666,0.5129,1.14,1.4061,0.6556,0.972,0.8468,0.5036,0.8468,1.7757,0.8531,0.7049,1.089,0.8789,Control
Utah__A09,1.1402,0.5599,0.9609,0.6514,-0.0061,1.2212,0.7101,1.0177,0.8107,1.0995,1.0722,0.8105,0.213,0.6327,1.1922,0.9746,0.2805,1.7596,0.6862,0.3277,1.0322,0.7788,1.613,0.5709,0.5667,0.8763,0.86,0.4849,0.9737,0.5586,0.0922,0.9916,1.5785,0.133,0.741,1.6545,0.4868,0.7863,1.258,1.2766,1.4469,1.2441,1.2784,1.265,0.3511,0.8051,0.9349,0.1493,0.9336,0.7644,0.4419,0.6669,0.6091,1.144,1.4277,0.584,0.8354,0.7133,0.5112,0.972,1.9162,0.868,0.461,0.9665,0.8537,Control
Utah__A10,1.0138,0.6156,0.9943,0.8075,-0.0478,1.2797,0.7615,1.0469,0.9189,1.0313,1.3392,0.8735,0.3022,0.7633,1.2653,0.8379,0.3131,1.6985,0.8366,0.3628,1.084,0.8965,1.6784,0.6468,0.5197,0.983,0.9254,0.5151,1.0006,0.5699,0.2182,1.0337,1.7461,0.1442,0.9931,1.7708,0.7923,0.9595,1.2124,1.1665,1.7653,1.2576,1.2909,1.2325,0.5101,0.7154,1.0891,0.2004,0.8681,0.9691,0.5993,0.5994,0.7124,1.1146,1.4529,0.6966,1.0878,0.7686,0.5266,1.0841,1.8682,0.7679,0.6678,1.1021,0.9101,Control
