@relation data

@attribute id string
@attribute 10059 numeric
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10109 numeric
@attribute 10163 numeric
@attribute 10459 numeric
@attribute 10552 numeric
@attribute 1211 numeric
@attribute 1212 numeric
@attribute 1213 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1731 numeric
@attribute 1759 numeric
@attribute 1785 numeric
@attribute 1793 numeric
@attribute 2017 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 23607 numeric
@attribute 23624 numeric
@attribute 2549 numeric
@attribute 25759 numeric
@attribute 26052 numeric
@attribute 26084 numeric
@attribute 29119 numeric
@attribute 3059 numeric
@attribute 3611 numeric
@attribute 3678 numeric
@attribute 3688 numeric
@attribute 387 numeric
@attribute 391 numeric
@attribute 399694 numeric
@attribute 4233 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53358 numeric
@attribute 5747 numeric
@attribute 5829 numeric
@attribute 5879 numeric
@attribute 60 numeric
@attribute 6464 numeric
@attribute 6714 numeric
@attribute 71 numeric
@attribute 7414 numeric
@attribute 7454 numeric
@attribute 79658 numeric
@attribute 81873 numeric
@attribute 8218 numeric
@attribute 8503 numeric
@attribute 857 numeric
@attribute 858 numeric
@attribute 859 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9564 numeric
@attribute 9844 numeric
@attribute 998 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.328,1.4717,1.6504,0.6397,1.9263,2.1738,0.6655,0.8227,0.7232,0.9448,0.9195,1.9669,0.9599,2.0325,0.3696,-0.1063,2.1612,1.9304,0.06,1.0152,-0.1077,0.6186,-0.0491,1.3891,0.8696,0.021,0.3585,-0.1631,0.1155,-0.1919,-0.1075,1.8536,1.5549,1.4811,2.4355,0.7773,1.1536,-0.0179,-0.0957,1.6169,1.5303,1.3241,1.8391,1.4782,0.1982,-0.0726,0.2618,0.9824,0.6432,2.0546,0.75,0.3629,1.4479,1.2043,1.1695,0.2066,0.3805,0.1069,0.1026,-0.0793,0.3078,0.0534,1.4582,1.0332,0.0773,0.6362,0.035,0.6682,1.3608,0.1369,Control
A02,1.0967,1.5803,1.5919,0.3777,1.8653,2.2336,0.4818,0.7675,0.6253,0.802,0.9615,1.9209,0.7556,1.953,0.306,-0.0642,1.955,1.5383,0.0046,0.8626,-0.1232,0.4946,-0.006,1.0974,0.6258,-0.0197,0.2528,-0.134,0.1235,-0.1154,-0.1292,1.6142,1.5892,1.1969,2.1547,0.5327,1.0903,-0.0703,0.1297,1.3286,1.3861,1.0956,2.0614,1.1561,0.1599,-0.0604,0.117,0.7957,0.4992,1.7714,0.7973,0.3648,1.1003,1.1346,1.0846,0.2414,0.3979,0.0346,0.1135,-0.1102,0.4316,0.0396,1.3316,0.6969,0.095,0.5001,0.0546,0.3861,1.0773,-0.0735,Control
A03,1.3097,1.5533,1.7867,0.6083,2.0525,2.3707,0.6963,0.9465,0.7262,1.0299,1.1097,2.0945,0.9155,2.0396,0.5058,-0.0794,2.2554,1.6573,0.1068,1.0364,-0.0888,0.6032,-0.0288,1.5442,0.8162,-0.1341,0.3504,-0.1664,0.0675,-0.1504,-0.13,1.7437,1.7175,1.5823,2.3137,0.88,1.2395,-0.0666,0.1054,1.4291,1.4305,1.2641,2.1951,1.3011,0.2603,-0.0962,0.1482,1.0696,0.7305,2.074,0.7917,0.5956,1.1474,1.3432,1.3253,0.2935,0.5412,0.0187,0.2773,0.0102,0.3659,0.0501,1.4099,0.9316,0.1956,0.5541,0.0159,0.5293,1.3643,0.0745,Control
A04,1.077,1.6651,1.8195,0.4035,2.2227,2.2794,0.5122,0.89,0.6318,0.7059,1.0773,1.8087,0.7906,2.0529,0.332,-0.0786,2.1372,1.8518,0.0885,0.908,-0.0918,0.592,-0.0521,1.3239,0.7159,0.0134,0.3144,-0.0367,0.0696,-0.0957,-0.101,1.5472,1.47,1.323,2.3772,0.4995,1.153,-0.0165,0.008,1.383,1.3728,1.2342,2.1245,1.4673,0.2795,-0.092,0.1496,0.8875,0.4506,1.9573,0.7946,0.3996,1.216,1.3219,1.0611,0.1802,0.414,-0.0299,0.0439,-0.0496,0.1879,0.0058,1.2936,0.8676,0.1262,0.4592,0.0993,0.4569,1.2398,0.0138,Control
A05,1.2648,1.6494,1.9534,0.6119,2.3926,2.3231,0.6394,1.1011,0.688,0.9876,1.1536,2.0745,0.9318,2.185,0.5316,-0.0902,2.1443,1.6315,0.1451,1.0371,-0.074,0.8174,-0.065,1.5325,0.6831,-0.0477,0.4558,-0.0431,0.1401,-0.0791,-0.0963,1.8095,1.8979,1.6547,2.205,0.6563,1.447,-0.0042,0.0272,1.5208,1.8135,1.3448,2.1197,1.3057,0.3911,-0.0694,0.2717,1.1601,0.6788,2.0522,0.89,0.6218,1.2712,1.5598,1.4508,0.2005,0.476,0.1578,0.1894,0.0071,0.5713,-0.079,1.5036,0.8419,0.2334,0.5894,0.0991,0.6097,1.3013,0.0481,Control
A06,1.2209,1.4717,1.6538,0.4291,2.0897,2.0685,0.566,0.8766,0.6049,0.9732,0.9335,1.9669,0.8426,1.9498,0.3789,-0.0512,2.0873,1.4887,0.0466,0.9383,-0.0944,0.5227,-0.0508,1.4078,0.6644,-0.1268,0.3647,-0.1633,0.0797,-0.1608,-0.1193,1.791,1.571,1.4798,2.008,0.5764,1.1975,-0.0307,0.0185,1.4163,1.4187,1.2303,1.9994,1.3466,0.1824,-0.1082,0.1119,0.9242,0.5315,1.849,0.7604,0.4104,1.1909,1.3027,1.2181,0.177,0.3158,0.1556,0.1109,-0.0767,0.2607,-0.0144,1.388,0.8782,0.1203,0.5198,0.0867,0.4863,1.1447,-0.0054,Control
A07,1.3252,1.6079,1.7637,0.6221,2.0774,2.2292,0.8548,0.8857,0.7087,1.2808,0.999,2.1148,0.9946,2.0703,0.5003,-0.0695,2.27,1.6545,-0.02,0.9993,-0.1179,0.5609,-0.0403,1.3584,0.801,-0.0867,0.5979,-0.1534,0.0908,-0.1728,-0.1435,1.857,1.6076,1.481,2.4902,0.8147,1.2151,-0.0977,0.013,1.6368,1.5148,1.2868,1.974,1.6128,0.1921,-0.1228,0.2084,0.9822,0.7067,1.8057,0.7917,0.3471,1.1428,1.4129,1.1498,0.264,0.4195,0.0512,0.2134,-0.0664,0.236,0.233,1.5655,1.2291,0.1818,0.7881,0.0626,0.8809,1.5858,-0.0494,Control
A08,1.3322,1.413,1.5973,0.5435,1.8261,2.3646,1.0137,0.6712,0.6892,1.0975,0.8547,2.0249,0.7153,1.7352,0.5196,-0.1033,2.3026,1.5054,-0.0293,1.0323,-0.1201,0.3559,-0.0658,1.3062,0.9354,-0.0515,0.5924,-0.1771,0.0629,-0.1768,-0.0956,1.8489,1.2861,1.3509,2.3245,0.8852,1.0618,-0.0698,-0.0379,1.8021,1.5358,1.3083,2.0798,1.7107,0.159,-0.0987,0.2121,0.9706,0.7992,1.5955,0.777,0.3367,0.8676,1.1606,1.0225,0.2882,0.3523,0.0187,0.2596,-0.1281,0.1145,-0.1249,1.5588,1.6245,0.0596,0.9049,0.0832,1.1107,1.6994,-0.0656,Control
A09,1.3223,1.4841,1.6194,0.4378,1.9497,2.1729,0.6569,0.729,0.5863,1.1982,0.9546,2.0337,0.8336,2.0118,0.419,-0.064,2.2015,1.7055,0.0622,0.9636,-0.1058,0.6546,-0.048,1.3303,0.7342,-0.0791,0.4286,-0.1629,0.1163,-0.1316,-0.1041,1.789,1.5733,1.3169,2.6012,0.5829,1.1528,-0.0459,0.0098,1.4941,1.4418,1.2311,1.9891,1.5301,0.1611,-0.0897,0.2016,0.8954,0.5778,1.7708,0.7709,0.4405,1.0416,1.3941,1.169,0.197,0.3417,0.027,0.1167,-0.0467,0.2036,-0.0578,1.511,1.1226,0.071,0.7061,0.0696,0.8218,1.4239,0.0059,Control
A10,1.3888,1.6286,1.894,0.5441,2.1573,2.4582,0.8154,0.8977,0.6454,1.223,1.0311,2.1067,0.8023,1.9851,0.552,-0.0808,2.3949,1.6537,0.0876,0.9809,-0.0723,0.7033,-0.0127,1.3987,0.818,-0.0371,0.5336,-0.133,0.1502,-0.1311,-0.1136,1.9506,1.7238,1.4915,2.7505,0.7836,1.1047,-0.0326,-0.0198,1.743,1.7142,1.2585,2.143,1.6455,0.2578,-0.0486,0.2453,1.0213,0.709,1.8249,0.7829,0.4233,1.1141,1.6078,1.0925,0.3332,0.4375,0.1505,0.3257,-0.0549,0.2973,-0.0799,1.4699,1.3674,0.1766,0.7633,0.0995,0.9331,1.6004,0.0315,Control
