@relation data

@attribute id string
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 23426 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 4905 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 80852 numeric
@attribute 9463 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4197,0.7167,0.9278,0.62,0.9631,-0.0185,-0.0962,-0.1511,-0.1052,0.7934,0.5523,1.0332,-0.0542,-0.0956,0.4049,Control
Utah__A02,1.4253,0.7705,0.966,0.4326,0.7721,-0.1052,-0.0841,-0.0765,-0.1305,0.5403,0.1715,0.6697,-0.1266,-2e-04,0.2059,Control
Utah__A03,1.4715,0.8684,1.137,0.5366,0.9586,-0.1343,-0.0862,-0.0819,-0.1426,0.8373,0.1678,0.9489,-0.1293,-0.0302,0.3027,Control
Utah__A04,1.5759,0.8945,0.9251,0.4624,0.7734,-0.1057,-0.0994,-0.04,-0.0878,0.5443,0.2858,0.7891,0.0079,-0.0191,0.2958,Control
Utah__A05,1.677,1.0712,1.2359,0.6111,0.8769,-0.0403,-0.081,-0.0889,-0.0899,0.7768,0.2856,0.9233,-0.0072,-0.0281,0.4345,Control
Utah__A06,1.4828,0.7794,1.051,0.4754,0.8799,-0.0841,-0.0731,-0.0765,-0.1053,0.7322,0.2749,0.8755,-0.1821,-0.0645,0.4126,Control
Utah__A07,1.5403,0.7656,1.0529,0.5419,1.0105,-0.0658,-0.0667,-0.072,-0.1486,0.8743,0.5058,1.2903,-0.1545,-0.0502,0.3135,Control
Utah__A08,1.337,0.5963,0.9344,0.5573,1.0708,-0.0596,-0.1273,-0.1384,-0.1427,0.9064,0.8574,1.3963,-0.1576,-0.1173,0.3628,Control
Utah__A09,1.4405,0.8142,0.9406,0.5094,0.9394,-0.0778,-0.0632,-0.0576,-0.111,0.7879,0.5722,1.2298,-0.151,-0.0229,0.3551,Control
Utah__A10,1.5258,0.8653,0.8963,0.5054,1.0296,-0.0729,-0.0954,-0.0799,-0.0971,0.8066,0.3634,1.2971,-0.0144,-0.0577,0.2815,Control
Utah__A11,1.2025,0.7351,0.8519,0.429,0.9443,-0.0721,-0.0788,-0.0868,-0.1155,0.7119,0.3076,0.9582,-0.1143,-0.1214,0.2795,Control
Utah__A12,1.4352,0.5371,0.5161,0.276,0.5373,-0.1175,0.0092,-0.0082,-0.13,0.2449,0.0835,0.4893,-0.2447,0.0363,0.0987,Control
Utah__B01,1.2487,0.3362,0.6624,0.375,0.7931,-0.0496,0.0202,-0.0897,-0.1269,0.6616,0.5853,0.9193,-0.4292,-0.1902,0.1764,Control
Utah__B02,1.6282,0.7965,1.0408,0.5598,0.7904,-0.0326,-0.069,-0.0633,-0.0966,0.54,0.32,0.7534,-0.1437,-0.0471,0.3471,Control
Utah__B03,1.4103,0.665,0.8063,0.4937,0.8315,-0.0167,-0.0448,-0.0801,-0.0928,0.6263,0.377,0.8807,-0.1867,-0.1046,0.2482,BRCACancer
Utah__B04,1.2639,0.4945,0.7741,0.5357,1.0104,-0.1209,-0.1044,-0.1009,-0.1601,0.843,0.646,1.5724,-0.1682,-0.0806,0.2027,BRCACancer
Utah__B05,1.4382,0.6474,1.0844,0.4282,0.7349,-0.1512,-0.0621,-0.0466,-0.1749,0.5291,0.1593,0.8302,-0.2003,-0.0332,0.1752,BRCACancer
Utah__B06,1.0996,0.1088,0.3695,0.1702,0.6447,-0.0791,0.1212,-0.0159,-0.0712,0.5004,0.1613,0.6881,-0.4401,-0.1743,-0.0087,BRCACancer
Utah__B07,1.5414,0.7389,0.9061,0.591,0.9038,-0.0664,-0.058,-0.038,-0.1005,0.7529,0.2287,0.9103,-0.1682,-0.0453,0.3561,BRCACancer
Utah__B08,1.4769,0.8919,1.0486,0.4889,0.8081,-0.0281,-0.0829,-0.1037,-0.0961,0.6511,0.2168,0.6713,-0.0727,-0.0774,0.3204,Control
Utah__B09,1.0239,0.5714,0.6596,0.5957,0.9258,-0.0847,-0.0855,-0.1341,-0.1183,0.7125,0.6846,1.5246,-0.1084,-0.0568,0.2108,Control
Utah__B10,1.2688,0.6642,0.6492,0.3812,0.7798,-0.1033,-0.0834,-0.0699,-0.104,0.5856,0.3924,1.0926,-0.083,-0.0957,0.1716,Control
Utah__B11,1.6355,0.9538,0.9697,0.4569,0.7784,-0.0717,-0.0776,-0.1109,-0.086,0.847,0.2925,0.9291,-0.0018,-0.0933,0.2056,Control
Utah__B12,0.7413,0.4116,0.5423,0.5147,0.7039,-0.1011,-0.1061,-0.0484,-0.1282,0.4125,0.6586,1.3595,-0.1152,-0.0551,0.1193,Control
Utah__C01,1.5085,0.5963,1.2928,0.5751,0.8797,-0.0852,-0.074,-0.0652,-0.1358,0.7724,0.3456,1.2075,-0.1702,-0.0203,0.4321,BRCACancer
Utah__C02,1.568,0.7258,1.1199,0.5392,0.7687,-0.09,-0.0531,-0.0692,-0.128,0.5463,0.2186,0.6748,-0.0912,-5e-04,0.3786,BRCACancer
Utah__C03,1.5693,0.9192,1.3217,0.5974,0.8992,-0.0634,-0.0954,-0.0552,-0.1326,0.5905,0.2433,0.8136,-0.0481,8e-04,0.4838,BRCACancer
Utah__C04,1.1538,0.7233,0.8961,0.3854,0.6258,-0.0946,-0.0935,-0.0781,-0.0574,0.3695,0.174,0.502,-0.0114,-0.0318,0.2026,Control
Utah__C05,1.1847,0.7084,0.9345,0.3651,0.5997,-0.097,-0.0775,-0.0477,-0.0767,0.3774,0.1022,0.4343,0.0555,7e-04,0.1256,BRCACancer
Utah__C06,0.339,0.3796,0.2038,0.2753,0.2782,-0.072,-0.0471,-0.124,-0.0899,0.0397,-0.0098,0.3943,-0.1207,-0.0063,0.0184,Control
Utah__C07,1.3345,0.6832,0.8336,0.4038,0.6966,-0.0675,-0.0809,-0.022,-0.1047,0.4471,0.1355,0.5835,-0.0586,0.0204,0.2596,Control
Utah__C08,1.3618,0.7475,1.0411,0.511,0.7173,-0.0643,-0.0719,-0.0755,-0.0888,0.5142,0.2511,0.6781,-0.0985,-0.0106,0.3222,Control
Utah__C09,1.3655,0.7252,0.9448,0.4066,0.6075,-0.0887,-0.0889,-0.0919,-0.0612,0.4391,0.1133,0.5262,0.0055,-0.0661,0.2517,Control
Utah__C10,1.6411,0.6631,0.9829,0.3492,0.6209,-0.0565,-0.0691,-0.0226,-0.1034,0.4077,0.11,0.4866,-0.0229,-0.006,0.1706,BRCACancer
Utah__C11,1.3945,0.802,1.1519,0.599,0.7725,-0.0625,-0.104,-0.0791,-0.0862,0.5356,0.2776,0.7819,-0.0313,-0.0374,0.3345,Control
Utah__C12,1.1441,0.7636,0.6778,0.3521,0.5281,-0.0928,-0.1039,-0.0839,-0.0862,0.2843,0.1127,0.523,0.0345,-0.0338,0.1934,BRCACancer
Utah__D01,0.977,0.3734,0.8305,0.6191,0.8474,-0.0554,-0.1051,-0.1144,-0.1255,0.7916,0.8469,1.743,-0.1646,-0.0204,0.3759,BRCACancer
Utah__D02,1.4274,0.8271,0.9773,0.437,0.7067,-0.0448,-0.0801,-0.0622,-0.0761,0.4292,0.1696,0.7261,-0.005,-0.0754,0.2479,BRCACancer
Utah__D03,1.4752,0.7586,1.0066,0.3903,0.674,-0.1271,-0.0909,-0.0523,-0.0761,0.4333,0.1075,0.7203,-0.0945,0.0198,0.2558,BRCACancer
Utah__D04,1.4009,0.8717,1.0792,0.4703,0.6583,-0.0677,-0.1175,-0.0667,-0.0963,0.5861,0.2686,0.7613,-0.0708,-0.0694,0.2658,BRCACancer
Utah__D05,1.6163,0.7935,1.126,0.4021,0.6595,-0.0899,-0.0367,-0.0533,-0.1122,0.4466,0.0823,0.6208,-0.124,-2e-04,0.2869,BRCACancer
Utah__D06,1.4923,0.7596,1.1185,0.5253,0.808,-0.0919,-0.0955,-0.0871,-0.1039,0.5874,0.251,0.7479,-0.0996,-0.0209,0.3745,BRCACancer
Utah__D07,1.5362,0.8219,1.1587,0.4853,0.7551,-0.0667,-0.0709,-0.0337,-0.0827,0.6227,0.1306,0.654,-0.0477,-0.021,0.3619,Control
Utah__D08,1.2842,0.6283,0.8354,0.3589,0.573,-0.0911,-0.0604,-0.0725,-0.1031,0.3951,0.1167,0.5412,-0.0472,-0.0097,0.1927,Control
Utah__D09,1.441,0.6833,1.1261,0.4879,0.6591,-0.0893,-0.0825,-0.0923,-0.09,0.5123,0.1647,0.63,-0.0707,-0.0229,0.2769,Control
Utah__D10,1.6107,1.0449,0.9296,0.4275,0.6344,-0.0764,-0.0732,-0.1003,-0.0814,0.5944,0.192,0.6447,-0.031,-0.0112,0.207,Control
Utah__D11,0.8371,0.337,0.3122,0.2956,0.3913,-0.0837,-0.1166,-0.1246,-0.0884,0.2595,0.1759,0.4751,-0.1609,-0.0451,0.0901,Control
Utah__D12,1.2374,0.8918,0.8918,0.4486,0.6029,-0.0471,-0.0849,-0.0945,-0.0522,0.4592,0.1842,0.5707,-0.0218,-0.0233,0.209,Control
Utah__E01,1.3762,0.6614,0.8069,0.3709,0.5712,-0.0192,-0.058,0.0078,-0.0623,0.4113,0.107,0.5621,-0.0751,-0.047,0.1743,BRCACancer
Utah__E02,1.6378,0.7973,0.9942,0.4434,0.7377,-0.0289,-0.0601,-0.0063,-0.0823,0.4518,0.262,0.6854,-0.0578,-0.1097,0.2698,Control
Utah__E03,1.5028,1.1217,1.2437,0.5131,0.7322,-0.0099,-0.051,-0.0561,-0.0573,0.5042,0.1971,0.6427,-0.0098,-0.0425,0.2781,Control
Utah__E04,1.6662,0.9653,1.1322,0.5954,0.745,-0.0159,-0.0633,-0.0681,-0.0684,0.567,0.2354,0.6497,-0.0121,-0.0034,0.4129,Control
Utah__E05,1.4694,0.6257,0.9624,0.3865,0.6776,-0.1349,0.0064,-0.0178,-0.1445,0.2923,0.2324,0.5946,-0.2092,0.0191,0.2173,Control
Utah__E06,1.1876,0.3013,0.7149,0.273,0.5684,-0.0971,0.0078,-0.0476,-0.1404,0.2683,0.0261,0.6728,-0.2058,0.015,0.1362,BRCACancer
Utah__E07,1.6125,0.8763,1.0828,0.47,0.7221,-0.0727,-0.0784,-0.0747,-0.0897,0.4719,0.1712,0.7068,-0.0186,-0.0383,0.3067,BRCACancer
Utah__E08,1.6001,0.9165,1.1693,0.5024,0.741,-0.0169,-0.0595,-0.0449,-0.0909,0.5336,0.2195,0.6943,0.003,-0.0597,0.2524,Control
Utah__E09,1.7211,1.1188,1.0219,0.478,0.7645,-0.0661,-0.0391,-0.0635,-0.0949,0.4824,0.2178,0.6623,-0.0126,-0.0315,0.2843,BRCACancer
Utah__E10,1.5032,0.7429,1.1553,0.4798,0.8367,-0.0917,-0.0573,-0.0963,-0.1063,0.7077,0.2617,0.8469,-0.045,-0.0569,0.3533,BRCACancer
Utah__E11,1.3958,0.6358,0.7164,0.3917,0.6481,-0.0741,-0.0617,-0.0869,-0.0786,0.4556,0.176,0.5665,-0.0715,0.0029,0.2412,Control
Utah__E12,1.3219,0.6896,0.8349,0.2845,0.5104,0.0043,-0.0484,-0.0401,-0.0505,0.3842,0.1275,0.558,-0.1776,-0.1539,0.0986,BRCACancer
Utah__F01,1.3331,0.7304,1.0991,0.5813,0.863,-0.1046,-0.0606,-0.1046,-0.1194,0.6088,0.4388,0.8987,-0.1015,-0.0956,0.4174,Control
Utah__F02,1.568,0.8299,1.1419,0.5699,0.7746,-0.0376,-0.0868,-0.0521,-0.1128,0.6175,0.2316,0.7786,-0.0731,0.0044,0.4258,Control
Utah__F03,1.5038,0.7388,1.1166,0.42,0.7714,-0.1216,-0.0631,-0.0473,-0.1265,0.5285,0.0855,0.5471,-0.0146,-0.031,0.3037,Control
Utah__F04,1.2496,0.5287,0.9821,0.4995,0.914,-0.112,-0.0608,-0.1069,-0.1259,0.8029,0.3367,1.1845,-0.1838,-0.0297,0.3361,Control
Utah__F05,1.5673,0.7935,1.0711,0.4892,0.7167,-0.073,-0.0602,-0.0479,-0.0869,0.5121,0.2137,0.6596,-0.0736,0.019,0.3655,Control
Utah__F06,1.5111,0.7342,0.979,0.3306,0.6332,-0.1447,-0.0607,-0.0589,-0.0817,0.3852,0.0833,0.5883,-0.1131,-0.0485,0.2628,Control
Utah__F07,1.3229,0.7368,0.8505,0.5334,0.8507,-0.0808,-0.0998,-0.0942,-0.1013,0.591,0.5998,1.0844,-0.0258,-0.0812,0.2986,Control
Utah__F09,1.6416,0.9696,1.3303,0.5894,0.724,-0.0353,-0.0806,-0.1026,-0.088,0.6164,0.2244,0.6975,-0.0413,-0.0337,0.5294,Control
Utah__F10,1.6804,0.9913,1.2939,0.5499,0.8105,-0.0397,-0.0829,-0.0926,-0.0906,0.6372,0.382,0.9052,-0.0376,-0.011,0.4339,Control
Utah__F11,1.6558,0.9638,1.2843,0.4884,0.6796,-0.0481,-0.0574,-0.0244,-0.0881,0.506,0.1178,0.5728,-0.0075,0.0113,0.3028,Control
Utah__F12,1.3339,0.6129,0.8824,0.4825,0.9,-0.1395,-0.0787,-0.0713,-0.1476,0.7755,0.3268,1.3161,-0.1682,-0.0561,0.2822,Control
Utah__G01,1.3985,0.8001,1.2476,0.4608,0.7461,-0.0956,-0.0511,-0.0887,-0.1087,0.5642,0.2206,0.7832,-0.071,-0.0556,0.3048,Control
Utah__G02,1.4396,0.8861,0.9831,0.4658,0.658,-0.0625,-0.0847,-0.0925,-0.0684,0.446,0.129,0.6225,-0.0736,-0.0173,0.2449,Control
Utah__G03,1.5972,0.8277,1.155,0.5522,0.7903,-0.1089,-0.0628,-0.0924,-0.1046,0.6685,0.3308,0.7465,-0.1287,-0.0174,0.3982,Control
Utah__G04,1.7372,0.9423,1.1596,0.481,0.7834,-0.0302,-0.0683,-0.0488,-0.0589,0.4912,0.2615,0.6105,0.0264,-0.0511,0.3233,BRCACancer
Utah__G05,0.8888,0.3564,0.6454,0.4243,0.5182,-0.0934,-0.0703,-0.187,-0.0634,0.4328,0.2744,0.732,-0.2197,-0.1431,0.1794,BRCACancer
Utah__G06,1.503,0.6567,1.0485,0.4184,0.7479,-0.0591,-0.0769,-0.0672,-0.1165,0.4911,0.1649,0.6664,-0.0818,-0.0517,0.3057,BRCACancer
Utah__G07,1.2532,0.5954,0.8416,0.3811,0.7562,-0.0798,-0.0891,-0.0771,-0.1281,0.4635,0.2346,0.5703,-0.1088,-0.0256,0.2153,Control
Utah__G08,1.4397,0.7098,1.2293,0.4081,0.7948,-0.0608,-0.0808,-0.0968,-0.1103,0.7122,0.239,0.818,-0.1548,-0.1116,0.269,Control
Utah__G09,1.2369,0.9168,0.9557,0.4087,0.691,-0.0871,-0.1104,-0.0667,-0.084,0.433,0.1772,0.6766,0.0094,-0.0321,0.2049,Control
Utah__G10,1.2129,0.4696,0.8139,0.3408,0.7167,-0.0638,-0.0243,-0.0619,-0.1121,0.3614,0.0629,0.6049,-0.1369,0.0042,0.1535,BRCACancer
