@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1147 numeric
@attribute 117145 numeric
@attribute 1385 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 23239 numeric
@attribute 2475 numeric
@attribute 253260 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3164 numeric
@attribute 387 numeric
@attribute 4193 numeric
@attribute 4303 numeric
@attribute 4803 numeric
@attribute 4914 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 57761 numeric
@attribute 6199 numeric
@attribute 64223 numeric
@attribute 7249 numeric
@attribute 79109 numeric
@attribute 842 numeric
@attribute 84335 numeric
@attribute 8660 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6233,1.2717,2.6139,1.5171,0.998,1.8356,0.6157,0.8453,0.8865,0.5948,0.2568,1.0383,1.8849,1.039,0.6628,0.5126,0.765,1.3662,1.1989,-0.0474,0.089,0.7923,1.5746,1.5626,1.4982,0.2071,0.2409,1.2392,0.1189,0.8074,0.3965,0.3057,0.5277,0.8967,0.3083,0.5042,Control
Utah__A02,0.3831,0.9753,2.1529,1.302,0.6473,1.527,0.5686,0.6275,0.4161,0.373,0.1809,0.8076,1.4736,1.0386,0.4686,0.4042,0.54,1.1733,1.071,-0.0102,0.2181,0.6688,1.3014,1.4139,1.1993,0.1689,0.1478,0.6452,0.1156,0.5416,0.332,0.2579,0.2836,0.6211,0.1395,0.281,Control
Utah__A03,0.396,1.692,2.3934,1.5398,0.6176,1.7022,0.6805,0.7841,0.6397,0.571,0.1838,1.0044,1.6646,1.1391,0.609,0.7621,0.8594,1.5264,1.267,-0.0147,0.1827,0.8003,1.3967,1.4596,1.3339,0.2691,0.1867,0.9168,0.1526,0.7409,0.4396,0.325,0.529,0.9002,0.282,0.4254,Control
Utah__A04,0.5255,0.9804,2.6652,1.079,1.0036,1.6873,0.6225,0.7141,0.6211,0.4068,0.2112,0.953,1.6612,0.9664,0.5054,0.5787,0.5096,1.155,1.1357,0.0577,0.1326,0.7491,1.353,1.4002,1.4882,0.2883,0.2507,0.7608,0.2226,0.6969,0.3908,0.2905,0.4347,0.7648,0.2514,0.5054,Control
Utah__A05,0.5106,1.7524,2.4343,1.4435,0.7198,1.7772,0.7463,0.7904,0.7129,0.5365,0.2506,1.0559,1.6544,1.2576,0.6009,0.6469,0.6538,1.345,1.2386,-8e-04,0.0916,0.8948,1.4836,1.8548,1.3381,0.3996,0.3108,0.9371,0.2709,0.8303,0.4851,0.3768,0.5105,0.998,0.3826,0.6518,Control
Utah__A06,0.4506,1.4036,2.297,1.3907,0.7504,1.6188,0.6458,0.7372,0.5875,0.5076,0.1843,0.9456,1.5707,1.0334,0.5351,0.5953,0.5802,1.2339,1.1749,-0.0398,0.094,0.7874,1.3845,1.4475,1.3761,0.1914,0.2291,0.835,0.0788,0.6887,0.3235,0.2751,0.4516,0.9565,0.2667,0.7248,Control
Utah__A07,0.74,1.1581,2.1826,1.4674,0.9666,1.8387,0.597,0.7443,1.0091,0.8894,0.1873,0.982,1.8248,1.0684,0.8251,0.6528,0.7994,1.3922,1.0711,0.0403,0.1565,0.8207,1.5934,1.5467,1.6231,0.2011,0.2349,1.3069,0.0222,0.6782,0.3672,0.2991,0.615,0.8172,0.2365,0.611,Control
Utah__A08,1.0516,1.1244,1.9952,1.3187,1.0072,1.919,0.5375,0.7355,1.3625,0.9915,0.2663,1.0594,2.1937,0.9192,1.0661,0.5616,0.8642,1.4066,0.8841,0.0402,0.0775,0.8395,1.7501,1.5683,1.714,0.168,0.086,1.4954,0.0337,0.5888,0.3279,0.2897,0.7545,0.7257,0.1595,0.4644,Control
Utah__A09,0.7535,1.3153,2.2289,1.4072,0.8251,1.7005,0.5633,0.6938,1.0165,0.772,0.2084,0.8822,1.7465,0.987,0.7154,0.6747,0.5863,1.302,1.068,0.0405,0.1723,0.8331,1.4582,1.4714,1.5464,0.1702,0.207,1.3533,0.0229,0.6974,0.3416,0.2581,0.5832,0.7466,0.2373,0.5505,Control
Utah__A10,0.8026,1.1616,1.7823,1.4266,0.8348,1.9569,0.5633,0.7332,0.8795,0.9771,0.244,1.0156,2.0044,1.05,0.9142,0.4459,0.7708,1.3575,1.0948,-0.0079,0.0962,0.8665,1.6941,1.7523,1.6535,0.2665,0.2064,1.3318,0.121,0.6944,0.3939,0.3007,0.6533,0.9483,0.2919,0.6655,Control
