@relation data

@attribute id string
@attribute 10312 numeric
@attribute 10673 numeric
@attribute 127124 numeric
@attribute 1435 numeric
@attribute 1437 numeric
@attribute 1493 numeric
@attribute 1513 numeric
@attribute 1514 numeric
@attribute 155066 numeric
@attribute 2321 numeric
@attribute 2353 numeric
@attribute 23545 numeric
@attribute 245972 numeric
@attribute 245973 numeric
@attribute 284 numeric
@attribute 2919 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3383 numeric
@attribute 3458 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3589 numeric
@attribute 3600 numeric
@attribute 3605 numeric
@attribute 3606 numeric
@attribute 3683 numeric
@attribute 3689 numeric
@attribute 3725 numeric
@attribute 4050 numeric
@attribute 4312 numeric
@attribute 4314 numeric
@attribute 50617 numeric
@attribute 51382 numeric
@attribute 51561 numeric
@attribute 51606 numeric
@attribute 5228 numeric
@attribute 523 numeric
@attribute 525 numeric
@attribute 526 numeric
@attribute 527 numeric
@attribute 528 numeric
@attribute 529 numeric
@attribute 533 numeric
@attribute 534 numeric
@attribute 535 numeric
@attribute 537 numeric
@attribute 54 numeric
@attribute 6347 numeric
@attribute 6348 numeric
@attribute 6352 numeric
@attribute 6364 numeric
@attribute 6372 numeric
@attribute 6374 numeric
@attribute 6387 numeric
@attribute 7010 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 7422 numeric
@attribute 7423 numeric
@attribute 8600 numeric
@attribute 8792 numeric
@attribute 8992 numeric
@attribute 90423 numeric
@attribute 9114 numeric
@attribute 9296 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 9550 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.7936,1.3979,-0.0479,0.3416,0.1205,1.5756,0.5196,0.3855,0.4024,-0.0252,2.8919,1.0266,-0.0776,-0.0412,0.1491,0.376,1.7846,2.2176,0.6063,2.9699,1.5611,0.0501,3.0674,1.0727,0.8029,0.7042,-0.0078,1.5431,0.0868,2.1055,0.1759,0.3762,-0.1729,0.3052,2.111,2.2463,1.2901,1.6501,0.1911,0.0655,-0.1084,1.6582,0.8539,0.9594,0.0085,1.4015,0.0289,2.8254,1.0258,1.6281,0.9499,1.6689,0.0645,1.0761,1.9601,1.5479,0.2624,0.628,2.2411,-0.0041,-0.2222,1.2152,-0.0791,-0.079,2.044,0.0614,0.0793,1.955,2.4861,0.4149,0.3026,0.6611,-0.0729,0.0422,0.3562,0.5626,1.2664,0.0626,2.0683,0.3386,0.8489,0.9757,Control
Utah__A02,0.7549,1.243,-0.1011,0.3601,0.1793,0.7525,0.4427,0.3889,0.295,-0.104,1.0722,0.7065,-0.0078,0.0948,-0.0069,0.2521,1.9155,2.3118,0.5192,3.1911,1.4482,0.257,3.5593,1.0652,0.9718,1.5545,0.1551,0.7913,0.0155,0.5462,0.1817,0.3062,-0.0983,0.0812,2.2735,2.3816,0.8169,1.1293,-0.0556,-0.0629,-0.0901,1.4864,0.4239,0.6375,0.0364,1.4956,0.0818,3.1816,0.9582,1.4522,0.8694,1.6846,0.1636,0.8377,1.9733,1.3525,-0.0613,0.387,2.5847,0.029,-0.0113,1.1292,-0.0476,-0.1216,2.0529,0.0739,0.0163,1.5869,2.5076,0.4378,0.3642,0.3554,-0.0536,-0.0302,0.1906,0.2222,1.2777,0.2026,1.3671,0.1308,0.8305,0.7493,Control
Utah__A03,0.9431,1.6317,0.1157,0.4211,0.2377,1.1068,0.5403,0.6855,0.2953,-0.0381,2.3576,0.9009,-0.0472,0.0806,0.0205,0.2467,2.1584,2.2874,0.5935,3.1864,1.7361,0.0848,3.2594,0.2925,1.1922,2.0921,-0.0362,0.9227,0.0054,0.8951,0.1348,0.5331,-0.1427,0.2931,2.5078,2.5068,1.1876,0.8413,0.1433,-0.0032,-0.0957,1.9409,0.475,0.8927,0.0216,1.5466,0.0734,2.9725,1.2265,1.5634,0.9261,1.8914,0.1748,1.0526,2.0738,1.7521,0.1525,0.5701,2.665,0.0882,-0.1116,0.9926,0.0356,-0.1137,2.233,0.1569,0.0486,1.9871,2.8343,0.5438,0.5036,0.3572,-0.0987,0.0859,0.2553,0.3828,1.4662,0.4128,1.1903,0.3489,1.0305,0.8944,Control
Utah__A04,0.7948,1.0851,-0.0194,0.45,0.1648,1.0034,0.3059,0.3368,0.32,-0.0452,1.55,0.7194,-7e-04,0.081,0.027,0.4601,1.8677,2.0805,0.6918,3.1836,1.2116,0.1842,3.5094,0.0729,0.8309,0.6554,0.1356,0.517,0.0835,0.7625,0.1883,0.2752,-0.1639,0.1861,2.1956,2.4299,1.2809,1.4371,0.0912,-0.0331,-0.0508,1.2857,0.4363,0.6517,-0.0224,1.4586,0.0783,3.0375,1.1789,1.4314,0.6926,1.8069,0.1062,0.8252,2.0137,1.1654,-0.0193,0.3725,2.3528,0.0302,0.035,1.5992,-0.0252,-0.0903,2.1844,0.0657,0.1175,1.4777,2.3176,0.3481,0.368,0.5374,0.014,0.0374,0.2261,0.3698,1.3568,0.3879,1.8681,0.1898,0.7714,0.7138,Control
Utah__A05,1.0502,1.5689,-0.05,0.3147,0.1998,1.0982,0.5433,0.5401,0.3452,-0.0339,1.9884,0.8434,-0.0426,0.0266,0.1196,0.3891,2.2411,2.4942,0.7365,3.2592,1.4467,0.2387,3.4609,1.1329,1.2318,0.6132,0.1215,0.7727,0.0837,0.845,0.1698,0.449,-0.0987,0.437,2.2154,2.5987,1.2201,1.1392,0.383,0.0027,-0.0824,1.7712,0.5526,0.8066,-0.0134,1.7506,0.0235,3.2561,1.3959,1.7064,0.8974,2.0948,0.117,1.1782,2.3625,1.6979,0.0864,0.5056,2.4746,0.0376,-0.1041,1.5286,0.0069,-0.0828,2.5268,0.0409,0.0159,2.1026,2.9955,0.3701,0.4864,0.4471,-0.0021,0.0746,0.2186,0.3529,1.6407,0.4141,1.4142,0.1691,1.1358,0.8263,Control
Utah__A06,0.8689,1.6217,-0.0563,0.2423,0.1793,0.9091,0.5515,0.3539,0.2423,-0.0728,3.0931,0.7387,-0.0461,-0.0223,0.0072,0.3102,1.8854,2.3743,0.6086,3.1144,1.5448,0.1679,3.29,0.2508,0.9087,0.085,0.1733,0.8036,-0.0531,1.1656,0.0661,0.3124,-0.0627,0.4722,2.0424,2.4549,0.8267,0.8281,-0.0779,0.0358,-0.0764,1.6227,0.4537,0.7317,-0.0137,1.5203,0.0309,3.0859,1.0719,1.4463,0.7095,1.8673,0.1041,0.9685,2.1096,1.2364,0.1963,0.2807,2.1663,-0.0492,-0.2041,1.1068,5e-04,-0.1182,2.0798,0.0736,0.0485,1.8873,3.0912,0.4186,0.524,0.5215,-0.0023,0.118,0.2243,0.3527,1.3993,0.3952,1.4178,0.1506,1.1886,0.8343,Control
Utah__A07,0.8625,1.7334,-0.1059,0.3156,0.2155,1.205,0.5382,0.4939,0.372,-0.076,2.7085,0.9012,-0.0198,0.0628,0.0666,0.4057,1.8354,2.2665,0.7369,2.7825,1.3973,0.0617,3.2491,0.2222,0.8975,0.9455,0.0812,1.2395,0.2383,0.9473,0.0846,0.5756,-0.0638,0.4188,2.2211,2.3516,1.2177,1.0869,-0.0582,-0.04,-0.0489,1.7124,0.5353,0.9943,-0.0949,1.5838,0.0336,3.2389,1.0731,1.7231,0.8374,1.7954,0.1399,1.1077,2.0442,1.6129,-0.0229,0.6122,2.2905,0.126,-0.0711,1.2708,-0.1415,-0.118,2.1037,0.0618,-0.0304,2.2473,2.7151,0.4733,0.5229,0.4973,-0.0128,-0.0348,0.3773,0.5059,1.4273,0.2238,1.7139,0.224,1.2324,0.7821,Control
Utah__A08,0.6934,1.279,-0.0929,0.3306,0.1379,0.9686,0.6369,0.5513,0.2662,-0.0838,1.7156,0.9388,-0.0719,0.044,-0.0222,0.2114,1.4555,1.922,0.3863,2.52,1.2944,0.1327,2.8193,0.1972,0.8417,0.7944,0.0163,0.5405,0.1461,0.8182,0.1188,0.7961,-0.0751,0.2935,2.2537,2.0859,0.8932,1.1146,-0.0119,0.0558,-0.1161,1.3109,0.4087,1.0263,-0.1175,1.3538,-0.0444,2.7517,0.8683,1.4793,0.8027,1.3602,0.1707,1.0043,1.5973,1.0836,0.1581,0.6139,1.8803,-0.1544,-0.2371,0.6768,-0.0901,-0.086,1.7967,0.0458,0.106,1.7824,2.1575,0.2487,0.2297,0.4721,-0.0695,2e-04,0.3603,0.32,1.1007,0.1225,2.0481,0.1523,0.975,0.689,Control
Utah__A09,0.8205,1.4096,0.016,0.3421,0.1946,1.021,0.5654,0.3358,0.3399,-0.0716,2.2374,0.8108,-0.0147,0.054,0.1519,0.4062,1.426,1.9279,0.2964,2.7429,1.1389,0.1825,2.9804,0.2043,0.8461,0.7784,0.1002,0.676,0.1333,0.7737,0.0872,0.5007,-0.0826,0.1404,2.1417,2.325,0.9938,1.2928,0.0269,-0.0102,-0.0766,1.5818,0.7291,0.8826,-0.0634,1.3303,0.0384,2.9108,0.9832,1.4576,0.8541,1.4718,0.0973,0.934,1.8493,1.2867,0.0516,0.4861,2.5375,0.0623,8e-04,1.6897,-0.0697,-0.0831,2.0877,0.065,0.0338,1.9054,2.5755,0.3534,0.4237,0.5443,-0.0379,0.0433,0.202,0.4436,1.2723,0.3463,1.8234,0.2479,0.9961,0.6354,Control
Utah__A10,0.8011,1.5856,-0.0822,0.3118,0.1786,0.9775,0.6186,0.2496,0.2752,-0.0643,3.1715,0.8598,-0.0244,-0.0387,0.2292,0.3792,1.7895,2.3559,0.3569,2.8951,1.2414,0.0908,3.2177,1.1022,1.0502,1.5207,-0.0061,1.489,-0.0405,1.0619,0.1101,0.632,-0.0627,0.3533,2.3524,2.3423,1.3414,0.8067,0.1491,0.0563,-0.0797,1.5601,0.4809,0.8365,0.0218,1.6605,0.0315,3.3666,1.0358,1.697,0.8687,1.6456,0.034,1.1174,2.0381,1.3973,0.2569,0.4712,2.8361,-0.1186,0.0386,1.6466,-0.0068,-0.0718,2.136,0.0906,0.0508,2.523,2.8245,0.4561,0.3448,0.3356,0.0182,0.0581,0.2653,0.3112,1.4296,0.2461,1.5408,0.2632,1.2449,0.601,Control
