@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 1026 numeric
@attribute 1163 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5700 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 6500 numeric
@attribute 6502 numeric
@attribute 7314 numeric
@attribute 8454 numeric
@attribute 890 numeric
@attribute 8900 numeric
@attribute 898 numeric
@attribute 9134 numeric
@attribute 9491 numeric
@attribute 9861 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0793,1.8062,0.6743,1.2717,0.074,0.8596,1.0788,1.1859,2.23,1.3837,0.6655,1.2318,1.6119,0.4652,1.0647,2.2354,0.7959,1.8241,0.8796,2.1298,1.6112,1.094,0.6496,0.9471,1.0985,1.2375,1.0043,0.987,1.202,1.083,1.1006,0.3589,1.3609,1.6253,1.2572,0.3515,1.0593,1.3754,1.3764,1.1096,0.9103,0.8422,1.308,0.863,0.6845,1.0937,0.2866,0.0065,0.5319,0.0894,1.2257,1.6985,Control
Utah__A02,0.8152,1.7625,0.5746,0.9753,0.0155,0.5137,0.9698,0.8084,2.3945,1.2128,0.4068,1.1461,1.386,0.3431,0.8826,1.975,0.5899,1.5839,0.6531,2.0411,1.5619,1.0415,0.3519,0.7812,0.9748,0.9832,0.7985,0.7092,1.0822,0.9447,0.9215,0.31,1.0224,1.5575,1.1112,0.2465,1.1872,1.1564,1.2653,0.8281,0.9193,0.7539,0.9213,0.5863,0.7725,0.9814,0.071,-0.1304,0.2379,-0.0763,0.93,1.4954,Control
Utah__A03,1.0301,1.931,0.7213,1.692,0.043,0.6591,1.0437,1.1197,2.4264,1.3296,0.5077,1.3087,1.5998,0.4919,1.1098,2.1623,0.8136,2.0253,0.8751,2.2441,1.848,1.2538,0.5382,0.8826,1.2869,1.2057,1.0279,0.9629,1.2534,1.1458,1.0988,0.3245,1.2787,1.6677,1.3112,0.3817,1.1068,1.3995,1.4239,1.0135,1.0651,1.0982,1.2111,0.6774,0.8244,1.156,0.5064,-0.011,0.4986,0.1382,1.1693,1.6515,Control
Utah__A04,0.827,1.7866,0.6248,0.9804,0.1022,0.5814,0.8841,0.6941,2.3475,1.1802,0.4136,1.1375,1.5159,0.356,0.8817,2.2238,0.6132,1.922,0.6542,2.1637,1.5433,1.1602,0.4617,0.8397,1.0465,1.1178,0.8572,0.6328,1.1143,1.0659,0.9659,0.3075,1.014,1.5881,1.077,0.2675,1.0605,1.1596,1.044,0.7962,1.061,0.5499,1.174,0.673,0.6344,0.9187,0.0923,-0.0931,0.2161,-0.0228,1.0336,1.6076,Control
Utah__A05,1.0253,1.9942,0.6159,1.7524,0.0625,0.6486,1.1057,0.8807,2.4234,1.2792,0.5258,1.2508,1.5606,0.391,1.1094,2.3325,0.8145,2.1175,0.784,2.4047,1.5122,1.3544,0.3854,0.8281,1.2642,1.2175,0.9576,0.7171,1.2123,1.1685,1.1384,0.346,1.1785,1.6254,1.1774,0.3777,1.0914,1.3354,1.2825,1.0444,1.1497,0.7752,1.1553,0.7421,0.7355,1.0506,0.269,-0.0265,0.3737,0.0629,1.1974,1.677,Control
Utah__A06,0.8221,1.8308,0.5752,1.4036,-0.0139,0.614,0.9386,0.8395,2.323,1.1631,0.4726,1.2155,1.4008,0.4003,1.0529,2.1362,0.6042,1.848,0.7977,1.9984,1.4404,1.143,0.4191,0.7339,1.1888,1.1539,0.8887,0.64,1.1286,1.0339,1.0316,0.3383,1.1669,1.504,1.2096,0.3347,1.0992,1.2841,1.1788,1.0107,0.9374,0.6033,1.1913,0.7233,0.8108,0.9191,0.1197,-0.0473,0.226,-0.0971,1.133,1.588,Control
Utah__A07,0.8887,1.795,0.7026,1.1581,-0.0081,0.7558,1.0653,1.0875,2.2649,1.2924,0.552,1.2479,1.6201,0.4197,1.063,2.0729,0.8618,1.9482,0.9085,2.111,1.7103,1.0979,0.5,0.9266,1.1147,1.141,0.9701,0.9209,1.2592,1.0345,1.0484,0.4804,1.3321,1.558,1.1801,0.3942,1.1426,1.3049,1.4461,0.9255,0.8786,0.8229,1.2257,0.7998,0.5046,1.1347,0.3557,-0.119,0.395,-0.0227,1.3766,1.6846,Control
Utah__A08,0.8162,1.5846,0.6891,1.1244,0.0302,0.8117,0.9549,1.0718,1.9507,1.4062,0.5216,1.0216,1.4567,0.5345,0.7853,1.8304,0.6076,1.4112,1.0102,1.7088,1.6054,0.9641,0.5945,0.8591,0.9098,0.9362,0.7956,1.0001,1.2006,0.9188,0.9226,0.3119,1.2892,1.3457,1.0848,0.3676,0.9656,1.2899,1.2874,0.8967,0.8766,0.811,1.4337,0.768,0.6334,1.2153,0.1721,-0.0248,0.3103,-0.0748,1.3436,1.5603,Control
Utah__A09,0.8193,1.7204,0.5883,1.3153,0.0815,0.6932,0.8813,1.0093,2.2969,1.1457,0.5396,1.1176,1.3751,0.3836,0.9023,2.0341,0.6346,1.6625,0.9319,1.9348,1.5146,1.081,0.445,0.7139,1.0608,1.142,0.9042,0.7607,1.0908,0.9393,0.9544,0.3283,1.2524,1.5017,1.2131,0.245,1.0221,1.2522,1.3846,0.7321,0.9465,0.7246,1.1582,0.7484,0.5004,1.0356,0.1356,-0.0423,0.3204,-0.0252,1.2973,1.4845,Control
Utah__A10,0.8978,1.6673,0.6375,1.1616,0.0379,0.6794,1.0886,0.9286,2.1439,1.2511,0.4968,1.1384,1.5005,0.4269,1.0174,2.0354,0.5937,1.8548,0.9633,2.0257,1.7638,1.1476,0.5078,0.9036,1.0714,1.1031,0.9095,0.78,1.3758,1.0189,0.9143,0.3729,1.2615,1.5067,1.191,0.3562,1.0037,1.3111,1.2411,0.815,0.9281,0.7918,1.1829,0.8841,0.4407,1.165,0.2516,-0.0369,0.2036,0.0348,1.355,1.7632,Control
