@relation data

@attribute id string
@attribute 5437 numeric
@attribute 8968 numeric
@attribute 128312 numeric
@attribute 10919 numeric
@attribute 51082 numeric
@attribute 8360 numeric
@attribute 3012 numeric
@attribute 8361 numeric
@attribute 84172 numeric
@attribute 8364 numeric
@attribute 5440 numeric
@attribute 8366 numeric
@attribute 8365 numeric
@attribute 8368 numeric
@attribute 8367 numeric
@attribute 8970 numeric
@attribute 8349 numeric
@attribute 8932 numeric
@attribute 7343 numeric
@attribute 8350 numeric
@attribute 25885 numeric
@attribute 9015 numeric
@attribute 8355 numeric
@attribute 5595 numeric
@attribute 8294 numeric
@attribute 9014 numeric
@attribute 8354 numeric
@attribute 9013 numeric
@attribute 8353 numeric
@attribute 8352 numeric
@attribute 8357 numeric
@attribute 8356 numeric
@attribute 4331 numeric
@attribute 9533 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 2068 numeric
@attribute 121504 numeric
@attribute 8346 numeric
@attribute 8345 numeric
@attribute 7270 numeric
@attribute 8348 numeric
@attribute 8347 numeric
@attribute 8342 numeric
@attribute 8341 numeric
@attribute 54700 numeric
@attribute 8850 numeric
@attribute 3018 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 2965 numeric
@attribute 3021 numeric
@attribute 1022 numeric
@attribute 3020 numeric
@attribute 8335 numeric
@attribute 85236 numeric
@attribute 8334 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 8330 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1959,0.5407,0.3413,0.8839,1.1085,0.9351,1.7531,1.8227,0.9238,2.6072,1.14,0.6906,1.0924,0.8347,1.3904,0.1317,1.5379,0.9415,1.3116,1.1566,0.8474,0.8387,0.8743,1.0783,0.7573,0.4989,3.1817,0.7199,0.5828,0.5913,1.4752,0.0111,0.3124,1.0044,1.7702,1.1844,0.9849,0.7672,0.3669,0.4671,0.5971,0.72,0.9652,-0.214,1.4522,0.9978,1.0607,1.6306,1.5093,-0.1414,0.2241,1.3013,0.3579,0.9641,2.1261,0.5802,2.0773,0.4975,0.3715,3.7005,0.3275,1.6417,1.2688,1.3044,Control
A02,0.9626,0.4513,0.3986,0.6946,0.8666,0.3783,1.6672,1.7081,0.6646,2.3644,0.9461,0.2996,1.3258,0.4892,1.1064,0.1382,1.8371,0.7325,1.0477,0.7323,0.6118,0.4784,0.2553,1.0214,0.5642,0.4359,2.6733,0.4875,0.4687,0.0664,1.4617,-0.0535,0.1154,0.7118,1.3418,1.0957,0.7292,0.4829,0.2626,0.0672,0.3447,0.5859,0.6549,-0.0081,1.1316,1.0613,0.8675,1.4526,1.343,0.1373,0.0999,0.8635,0.1662,0.6071,1.8333,0.3655,1.7359,0.2011,0.1492,3.9185,0.1366,1.1906,1.0499,0.9392,Control
A03,1.0552,0.8223,0.401,0.7817,1.0766,0.908,1.6712,1.7648,0.8007,2.7238,1.1323,0.5741,1.1162,0.9301,1.3377,0.1254,1.2806,1.0676,1.1549,1.0498,0.8415,0.5869,1.443,1.0584,0.8211,0.5667,3.3538,0.64,0.5138,0.7779,1.2356,0.5219,0.1977,0.868,1.8903,1.0582,0.9585,0.6395,0.413,0.1927,0.6845,0.6752,0.7875,-0.0078,1.0137,1.7075,1.3743,1.6151,1.5206,0.3705,0.2874,1.2166,0.214,0.7964,2.0144,0.5555,2.2212,0.8289,0.2427,3.6475,0.2466,1.5435,1.2563,1.1066,Control
A04,1.0876,0.5678,0.4485,0.8145,1.0346,0.5681,2.146,2.1226,0.7808,3.2416,1.143,0.926,1.1824,1.0055,1.5887,0.4951,1.8865,0.7466,1.2713,1.2988,0.7331,0.4826,0.5499,1.0435,0.8461,0.3703,4.0282,0.6035,0.3899,0.7067,2.0673,0.2347,0.1644,0.8161,2.0084,1.2313,0.7792,0.4511,0.3413,0.2357,0.6856,0.8336,0.537,0.0624,1.3063,1.3152,1.226,1.2659,1.41,0.1796,0.241,1.0932,0.3706,0.5536,2.1178,0.5596,1.9819,0.4552,0.2862,4.3601,0.2567,1.4379,1.4062,0.8619,Control
A05,1.0842,1.0668,0.4588,0.8927,1.0762,1.1477,2.1399,2.0983,0.8657,3.1506,1.0415,0.853,1.7305,0.8148,1.6442,0.4198,2.0864,0.9531,1.3062,1.1418,0.8951,0.4701,1.2297,1.1978,1.2422,0.5036,3.4758,0.6592,0.5382,0.9619,2.6784,0.3449,0.1852,0.8791,2.2056,1.8651,0.8769,0.6688,0.4677,0.4048,0.8687,1.1531,0.717,0.2799,1.4958,1.6156,1.4362,1.566,1.3738,0.2232,0.4985,0.9989,0.5495,0.6421,2.2702,0.5538,1.949,0.7932,0.3809,4.486,0.3328,1.4466,1.5501,1.0592,Control
A06,1.0566,0.519,0.239,0.7318,1.0664,0.41,1.5753,1.5806,0.7634,2.0622,1.0075,0.3009,0.8038,0.451,1.1206,0.055,1.6108,0.8712,1.1332,0.9732,0.6976,0.4847,0.3401,0.9874,0.5477,0.3033,3.051,0.4891,0.449,0.2348,1.5562,-0.1808,0.136,0.7892,1.5258,0.7729,0.8123,0.6128,0.3095,0.079,0.3722,0.475,0.6468,-0.047,1.1737,0.856,1.0825,1.4288,1.2362,-0.1527,0.1733,1.0378,0.1938,0.6933,2.0735,0.5002,1.9586,0.4849,0.2755,3.6232,0.3044,1.4245,1.0787,1.0497,Control
A07,1.0864,0.6894,0.4585,0.7825,1.1954,0.579,1.5873,1.8733,0.7599,2.6553,0.9531,0.6397,0.9467,0.6937,1.2023,0.2249,1.4674,1.1412,1.1419,0.7693,0.793,0.7253,1.0738,0.9702,0.6749,0.4645,3.215,0.563,0.6253,0.732,1.4855,0.3434,0.3864,1.0243,1.4589,0.8733,0.9036,0.7101,0.3495,0.1592,0.6429,0.4853,0.7578,-0.0329,1.176,1.3929,1.1972,1.5721,1.5157,-0.015,0.3188,0.9764,0.2163,0.8235,1.8867,0.536,1.9544,0.8477,0.2267,3.9075,0.3143,1.7306,0.9732,1.117,Control
A08,0.8803,0.5469,0.2762,0.7164,1.2048,0.3481,1.5099,1.8323,0.7997,2.2722,0.9223,0.3798,0.7523,0.6856,0.8453,0.0166,1.5532,1.173,1.1233,0.8022,0.8134,0.7898,0.6485,0.9939,0.3103,0.6019,2.788,0.5766,0.4031,0.1836,1.2574,-0.0517,0.5927,0.8241,1.2926,0.9528,0.9421,0.7749,0.2823,0.0703,0.4391,0.7421,0.7493,0.0042,1.1215,0.6688,0.793,1.4497,1.8249,-0.2775,0.0245,0.9861,0.216,0.7888,1.7035,0.6008,2.0176,0.4601,0.1211,3.568,0.1607,1.8361,1.1791,1.0224,Control
A09,0.9737,0.7831,0.2508,0.7555,1.0504,0.4585,1.5457,1.7791,0.5719,2.5707,0.8756,0.6229,0.913,0.3372,1.2046,0.1547,1.3676,1.1637,1.2662,0.5235,0.6455,0.5295,0.6235,0.99,0.533,0.3827,2.859,0.5288,0.3841,0.2179,1.4236,-0.1541,0.3814,0.7726,1.1941,0.8522,0.8333,0.6978,0.2424,0.327,0.533,0.8388,0.816,-0.1017,1.2437,1.2164,1.0949,1.4059,1.3529,-0.0389,0.2578,1.0109,0.3075,0.6481,1.9224,0.5342,1.8754,0.2758,0.2195,3.8191,0.172,1.6176,0.9738,1.183,Control
A10,1.0401,0.5925,0.4177,0.7869,1.1741,0.7568,1.8028,1.9301,0.8222,3.412,1.0417,0.8344,1.3015,0.6666,1.3723,0.3195,1.7682,1.1001,1.1702,0.6731,0.8118,0.7633,0.4948,0.9237,0.6959,0.5887,2.9452,0.528,0.2351,0.4201,2.485,-0.0412,0.3743,0.9178,1.5046,1.1608,0.9836,0.7267,0.3422,0.1878,0.6817,0.7773,0.7049,-0.0434,1.2984,0.9139,1.1102,1.4945,1.7389,0.1644,0.248,0.8664,0.3377,0.651,1.799,0.6226,1.9127,0.4209,0.234,4.2479,0.2017,1.9214,1.4062,1.0047,Control
