@relation data

@attribute id string
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 3690 numeric
@attribute 387 numeric
@attribute 5747 numeric
@attribute 58 numeric
@attribute 5829 numeric
@attribute 5879 numeric
@attribute 6709 numeric
@attribute 6714 numeric
@attribute 7094 numeric
@attribute 7430 numeric
@attribute 823 numeric
@attribute 826 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1684,2.4355,2.1043,0.7773,0.2618,0.6101,0.9824,0.6432,1.9443,0.3629,2.263,1.8247,0.9705,0.9716,0.9737,-0.0417,-0.0335,Control
Utah__A02,0.1934,2.1547,2.2228,0.5327,0.117,0.6684,0.7957,0.4992,1.6226,0.3648,2.3387,1.6885,0.884,1.128,0.7412,-0.0217,-0.0834,Control
Utah__A03,0.1447,2.3137,2.238,0.88,0.1482,0.719,1.0696,0.7305,1.8201,0.5956,2.5626,2.0571,1.1396,1.1357,0.7108,-0.0262,-0.0237,Control
Utah__A04,0.1736,2.3772,2.722,0.4995,0.1496,0.8244,0.8875,0.4506,1.7226,0.3996,2.5779,1.885,0.9578,1.0688,0.7961,-0.0176,0.0364,Control
Utah__A05,0.1386,2.205,2.9516,0.6563,0.2717,0.9339,1.1601,0.6788,1.6116,0.6218,2.9267,1.8041,1.2062,1.1907,0.9764,-0.0468,0.0365,Control
Utah__A06,0.0491,2.008,2.5793,0.5764,0.1119,0.7059,0.9242,0.5315,1.5229,0.4104,2.5686,1.533,0.8947,1.0953,0.8308,-0.0135,-0.0588,Control
Utah__A07,0.1003,2.4902,2.3097,0.8147,0.2084,0.6623,0.9822,0.7067,1.6544,0.3471,2.4329,1.8492,0.9058,1.1295,0.8188,-0.0435,-0.0656,Control
Utah__A08,0.0515,2.3245,1.4367,0.8852,0.2121,0.5704,0.9706,0.7992,1.8142,0.3367,2.194,1.7269,0.7533,0.9497,0.8067,-0.0501,-0.0916,Control
Utah__A09,0.0454,2.6012,2.6555,0.5829,0.2016,0.6497,0.8954,0.5778,1.8236,0.4405,2.4818,1.6653,0.9348,1.0612,0.8507,-0.0362,-0.0372,Control
Utah__A10,0.1402,2.7505,2.8242,0.7836,0.2453,0.6784,1.0213,0.709,1.7171,0.4233,2.6874,1.8408,1.0121,1.0574,0.9428,-0.0463,-0.0031,Control
Utah__A11,-0.0156,2.4501,2.3431,0.5479,0.1269,0.603,0.8348,0.4206,1.6078,0.2131,2.3402,1.5159,0.8352,0.9944,0.7323,-0.1101,0.0283,Control
Utah__A12,0.0534,1.8175,2.5939,0.2865,0.1012,0.4426,0.458,0.307,1.1132,0.1246,1.9533,1.4445,0.598,0.8792,0.6729,0.0304,-0.1267,Control
Utah__B01,0.0533,2.099,2.0587,0.7625,0.2081,0.1901,0.6428,0.7761,1.6269,0.1548,1.8864,1.6918,0.5837,0.9488,0.8385,-0.0429,-0.2572,Control
Utah__B02,0.0827,2.3005,2.024,0.6839,0.1632,0.7256,1.0534,0.6982,1.835,0.4023,2.2867,1.9793,0.9957,1.2047,0.8273,-0.0541,0.0324,Control
Utah__B03,0.0761,2.3513,1.0469,0.6896,0.0831,0.5791,0.9326,0.7721,1.7454,0.2613,2.0759,1.9811,0.8479,1.0279,0.6819,-0.0852,-0.1367,BRCACancer
Utah__B04,0.0537,2.6115,2.1261,1.0121,0.2236,0.4707,1.0826,0.8504,1.6934,0.3358,2.1871,1.7792,0.7056,0.9283,0.8337,-0.0644,-0.0518,BRCACancer
Utah__B05,0.0555,2.2374,1.7434,0.6877,0.0832,0.5392,0.891,0.4846,1.5294,0.2762,2.2588,1.7158,0.7037,1.1602,0.5061,-0.0021,-0.1215,BRCACancer
Utah__B06,0.0417,2.0964,1.7234,0.5814,0.1723,0.0425,0.4627,0.4988,1.2124,-0.0629,1.5314,1.4342,0.1556,0.8061,0.4949,-0.0337,-0.391,BRCACancer
Utah__B07,0.0228,2.5925,2.1676,0.9305,0.1479,0.7055,1.1855,0.7269,1.8673,0.3509,2.2675,1.9657,0.974,1.1464,0.7375,-0.0653,-0.0288,BRCACancer
Utah__B08,0.0272,2.2952,3.1823,0.5672,0.2591,0.7661,0.888,0.4862,1.5907,0.5257,2.6466,1.5822,1.0205,1.1009,1.031,-0.093,4e-04,Control
Utah__B09,0.0148,2.8246,2.6153,1.0014,0.2879,0.3852,1.0372,0.6499,1.6064,0.3141,2.4296,1.6002,0.7475,0.8834,0.7389,-0.0384,-0.1062,Control
Utah__B10,-0.0113,2.3771,2.2526,0.6115,0.0802,0.5586,0.7477,0.8182,1.4273,0.2267,2.2037,1.611,0.5578,0.9551,0.5971,-0.0295,-0.1269,Control
Utah__B11,0.0918,2.1992,3.0209,0.5429,0.1845,0.6919,0.8744,0.5737,1.4998,0.4117,2.6659,1.5006,0.9119,1.0443,0.9208,-0.018,-0.028,Control
Utah__B12,-0.0335,2.3982,1.9422,0.7352,0.0977,0.4348,0.7739,0.6707,1.3003,0.208,1.8272,1.2851,0.3917,0.7342,0.5807,-0.0563,-0.1101,Control
Utah__C01,0.0629,2.1418,2.4851,0.9105,0.1894,0.6234,1.202,0.7435,1.7018,0.576,2.6819,1.6058,1.0313,1.1073,0.8318,-0.0153,-0.0378,BRCACancer
Utah__C02,0.0818,2.1641,2.6329,0.5033,0.1387,0.7823,1.1077,0.5309,1.7557,0.4904,2.6528,1.6421,1.0963,1.1154,0.876,3e-04,2e-04,BRCACancer
Utah__C03,0.0775,2.5163,2.63,0.7448,0.0924,0.7834,1.4625,0.747,1.8956,0.5207,2.7941,1.8217,1.2324,1.2155,0.7695,-0.0157,0.0205,BRCACancer
Utah__C04,0.0474,2.1554,3.8207,0.304,0.1722,0.7243,0.8506,0.3925,1.3575,0.4177,3.0487,0.9334,1.0132,1.097,1.0129,-0.0136,-0.0375,Control
Utah__C05,0.0927,1.6506,2.1029,0.3584,0.0514,0.6302,0.8549,0.4559,1.2758,0.3402,2.4351,1.1397,0.7788,1.0629,0.6607,-0.0412,0.0193,BRCACancer
Utah__C06,-0.0804,0.5605,1.2684,0.2708,-0.0571,0.1696,0.2781,0.0011,0.5465,0.2471,1.0801,0.5461,0.2894,0.343,0.3527,0.0022,-0.195,Control
Utah__C07,0.027,2.0737,3.1489,0.3207,0.1039,0.7273,0.8831,0.3857,1.5867,0.3536,2.912,1.4564,0.877,1.0555,0.792,0.0268,-0.0612,Control
Utah__C08,0.0857,1.9168,2.4609,0.4685,0.21,0.6607,0.9662,0.3339,1.6872,0.4734,2.4987,1.4136,1.0227,0.9787,0.8993,0.0112,-0.0712,Control
Utah__C09,0.0159,1.9606,2.5521,0.4637,0.1271,0.6969,0.8996,0.4361,1.5166,0.3698,2.5992,1.4381,0.8579,1.0906,0.7694,-0.0463,-0.063,Control
Utah__C10,0.074,1.7524,2.8142,0.3285,0.1143,0.7674,0.895,0.3326,1.3154,0.3475,2.6012,1.3679,0.908,1.0671,0.877,-0.0113,0.0151,BRCACancer
Utah__C11,0.0037,2.1315,2.9859,0.5695,0.2377,0.7231,1.2383,0.4923,1.6993,0.6104,2.8343,1.5167,1.2161,1.0022,1.0158,-0.0307,0.0355,Control
Utah__C12,0.0487,2.0163,4.3112,0.2682,0.0727,0.5742,0.7431,0.4485,1.2479,0.4191,3.3825,1.1114,0.7811,0.9691,0.9818,0.0206,0.0075,BRCACancer
Utah__D01,-0.0069,2.6604,1.1983,0.8845,0.1745,0.2243,1.068,0.7285,1.5763,0.3225,1.9073,1.6163,0.6527,0.883,0.7392,-0.0457,-0.0539,BRCACancer
Utah__D02,0.0156,2.1727,3.6512,0.4378,0.2124,0.7344,0.8714,0.4669,1.57,0.4957,3.2623,1.4641,1.1073,1.1044,0.8965,0.0025,0.0277,BRCACancer
Utah__D03,0.1651,2.4395,3.8906,0.4121,0.1674,0.7019,0.8441,0.391,1.5857,0.4882,3.3585,1.4623,1.1097,1.1619,0.9709,-0.0242,-0.0423,BRCACancer
Utah__D04,-0.0113,2.3039,3.4129,0.5161,0.1294,0.7496,1.0809,0.3948,1.5226,0.509,3.015,1.3121,1.0947,1.0992,0.9317,-0.0051,0.0753,BRCACancer
