@relation data

@attribute id string
@attribute 27035 numeric
@attribute 6647 numeric
@attribute 2936 numeric
@attribute 2876 numeric
@attribute 2937 numeric
@attribute 7498 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 4790 numeric
@attribute 3576 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.159,0.9827,1.4588,1.4062,0.6585,-0.0963,1.4383,0.4149,1.6981,2.1055,Control
A02,-0.1875,0.6462,1.5145,1.1006,0.4164,-0.0684,1.258,0.4378,1.2732,0.5462,Control
A03,-0.1804,0.7672,1.6942,1.4279,0.6667,-0.1061,1.4813,0.5438,1.4485,0.8951,Control
A04,-0.1714,0.7414,1.4846,0.9499,0.4428,-0.0975,1.484,0.3481,1.4304,0.7625,Control
A05,-0.1155,0.7189,1.7525,1.3025,0.6205,-0.0754,1.5368,0.3701,1.5181,0.845,Control
A06,-0.1511,0.6333,1.5815,1.4415,0.4997,-0.1012,1.338,0.4186,1.3497,1.1656,Control
A07,-0.2092,0.7512,1.5334,0.7726,0.5516,-0.0816,1.2584,0.4733,1.6897,0.9473,Control
A08,-0.111,0.6524,1.4857,1.0335,0.4438,-0.1039,1.2448,0.2487,1.8669,0.8182,Control
A09,-0.1025,0.7104,1.5505,0.8875,0.5118,-0.0513,1.3302,0.3534,1.606,0.7737,Control
A10,-0.113,0.6723,1.4922,1.0414,0.5426,-0.0984,1.3233,0.4561,1.641,1.0619,Control
A11,-0.1574,0.6915,1.567,0.7151,0.4075,-0.0583,1.2245,0.191,1.1005,0.6078,Control
A12,-0.0686,0.3998,1.1611,0.9182,0.2988,0.0457,0.8238,0.098,1.0527,0.7553,Control
B01,-0.0552,1.143,1.3382,1.2775,0.5198,0.0369,1.2082,0.2251,1.5169,1.3925,Control
B02,-0.084,1.1481,1.555,1.6777,0.6367,-0.0309,1.5865,0.432,1.4394,1.4536,Control
B03,-0.0349,1.049,1.6261,1.4912,0.5079,-0.0033,1.4088,0.1665,1.4822,1.3967,BRCACancer
B04,-0.1676,0.4811,1.3681,1.2646,0.3451,-0.0503,1.1378,0.3252,1.6554,0.5614,BRCACancer
