@relation data

@attribute id string
@attribute 4208 numeric
@attribute 50937 numeric
@attribute 4209 numeric
@attribute 1002 numeric
@attribute 1432 numeric
@attribute 4205 numeric
@attribute 6300 numeric
@attribute 663 numeric
@attribute 1496 numeric
@attribute 4756 numeric
@attribute 1499 numeric
@attribute 6929 numeric
@attribute 4656 numeric
@attribute 9043 numeric
@attribute 4618 numeric
@attribute 4617 numeric
@attribute 4654 numeric
@attribute 6925 numeric
@attribute 91653 numeric
@attribute 5600 numeric
@attribute 25 numeric
@attribute 5608 numeric
@attribute 1013 numeric
@attribute 6938 numeric
@attribute 1495 numeric
@attribute 4917 numeric
@attribute 1000 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9973,-3e-04,0.8212,-0.0512,1.4426,1.0742,-0.1615,2.1929,-0.1063,0.2419,2.1612,0.4677,0.0706,1.2741,-0.1878,-0.0756,-0.2475,0.3037,-0.0912,-0.0276,0.3986,0.7028,0.0624,0.6008,0.3696,0.037,-0.0839,1.3608,Control
A02,0.7343,-0.0997,0.7691,-0.0287,1.1508,0.7184,-0.0835,2.0335,-0.0642,0.1216,1.955,0.309,-0.0122,0.9937,-0.1217,-0.1722,-0.2193,0.1175,0.0098,-0.0188,0.2831,0.2931,0.0561,0.3139,0.306,0.0491,-0.0697,1.0773,Control
A03,0.856,-0.1613,0.9618,-0.0258,1.3711,1.0479,-0.0697,2.2899,-0.0794,0.1639,2.2554,0.3917,0.1226,1.2081,-0.189,-0.2107,-0.2111,0.221,-0.0053,0.0192,0.4244,0.429,0.0748,0.4967,0.5058,0.0159,-0.0832,1.3643,Control
A04,0.9735,-0.0488,0.8689,-0.0317,1.2559,0.7307,0.0483,2.0489,-0.0786,0.1587,2.1372,0.4903,0.0632,0.94,-0.1321,-0.021,-0.0918,0.1688,-0.0565,0.1305,0.3442,0.3654,0.1171,0.3679,0.332,0.1887,-0.069,1.2398,Control
A05,1.0726,-0.0841,0.921,-0.0299,1.5137,0.9836,0.0263,2.2074,-0.0902,0.138,2.1443,0.5079,-0.0534,1.1692,-0.0445,-0.0897,-0.1132,0.2256,-0.0545,0.0999,0.391,0.5039,0.1296,0.4798,0.5316,0.1856,-0.0517,1.3013,Control
A06,0.9088,-0.093,0.9069,-0.0381,1.2007,0.8948,-0.1287,2.0975,-0.0512,0.0978,2.0873,0.3012,0.0648,1.1353,-0.0992,-0.1171,-0.2228,0.252,-0.001,-0.0898,0.3918,0.6103,0.0132,0.4141,0.3789,-0.0144,-0.0569,1.1447,Control
A07,1.2314,-0.066,0.9507,-0.0743,1.592,1.2678,-0.1294,2.2476,-0.0695,0.212,2.27,0.3874,0.1586,1.2214,-0.2719,-0.221,-0.2351,0.5698,-0.0413,-0.077,0.4363,0.5968,0.0121,0.676,0.5003,0.0997,-0.1035,1.5858,Control
A08,1.1064,-0.0261,0.7973,-0.0243,1.6309,1.4066,-0.107,2.0666,-0.1033,0.3111,2.3026,0.3505,0.0141,1.2957,-0.1991,-0.0728,-0.2584,0.361,-0.0722,-0.0922,0.5511,0.7273,-0.0032,0.8996,0.5196,0.0051,-0.0878,1.6994,Control
A09,0.9636,-0.086,0.7831,-0.0528,1.435,1.189,-0.0855,2.1714,-0.064,0.1698,2.2015,0.3142,0.2376,1.2175,-0.2514,-0.1665,-0.1736,0.3359,-0.0331,-0.0205,0.3852,0.5458,0.0073,0.6758,0.419,0.0504,-0.0893,1.4239,Control
A10,1.1138,-0.1048,0.9169,-0.0414,1.7367,1.1955,0.0165,2.1037,-0.0808,0.3564,2.3949,0.3632,-0.0174,1.1928,-0.148,-0.0826,-0.141,0.2391,-0.0661,-0.0018,0.4235,0.6755,0.0946,0.6646,0.552,0.0618,-0.0854,1.6004,Control
A11,0.6111,-0.047,0.73,-0.021,1.1233,0.9525,-0.113,1.8902,-0.104,0.2221,1.8848,0.3351,-0.0888,0.9907,-0.1171,-0.1113,-0.2476,0.2424,-0.0386,-0.0624,0.4148,0.5351,0.0678,0.4528,0.234,0.0402,-0.0575,0.9791,Control
A12,0.4231,-0.0821,0.5218,0.0174,0.8493,0.4354,-0.2273,1.3644,0.0276,0.0653,1.6147,0.156,0.2723,0.6162,-0.2391,-0.2329,-0.4057,0.0447,0.058,-0.2465,0.1321,0.2159,-0.1462,0.1645,0.1796,-0.015,-0.1107,0.6876,Control
B01,0.7079,-0.0293,0.7767,-0.1089,1.2183,1.0373,-0.406,2.2743,-0.0503,0.2469,2.2548,0.1556,0.1164,1.057,-0.3847,-0.1534,-0.6759,0.318,0.0154,-0.3463,0.3845,0.6443,-0.2869,0.5284,0.2351,-0.2722,-0.0996,1.4666,Control
B02,0.745,-0.0527,1.0253,-0.0083,1.3113,0.8533,-0.0206,2.2475,-0.0949,0.2099,2.3678,0.4355,-0.0088,1.0632,-0.1798,-0.1003,-0.1985,0.1625,-0.0441,0.0037,0.3683,0.5247,0.0403,0.3815,0.3172,0.1009,-0.0685,1.4387,Control
