@relation data

@attribute id string
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5682 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5713 numeric
@attribute 5685 numeric
@attribute 5714 numeric
@attribute 5684 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 9978 numeric
@attribute 6921 numeric
@attribute 6923 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5704 numeric
@attribute 5691 numeric
@attribute 5705 numeric
@attribute 10213 numeric
@attribute 5690 numeric
@attribute 8065 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 5720 numeric
@attribute 5692 numeric
@attribute 5721 numeric
@attribute 5700 numeric
@attribute 5695 numeric
@attribute 7314 numeric
@attribute 5701 numeric
@attribute 5694 numeric
@attribute 60489 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3823,1.3742,1.1133,0.8663,0.3665,1.3539,1.7341,1.4186,1.6407,2.2982,1.2688,1.2139,0.3545,1.0863,1.1233,1.2032,1.8121,1.36,0.9029,0.46,1.0703,1.6371,1.0912,1.0895,0.992,1.214,1.2321,1.0956,1.0175,0.7234,0.4484,1.3433,1.109,0.8279,0.9384,2.3268,0.8762,0.6012,0.8566,0.6471,0.951,1.9056,1.1707,2.1914,0.6552,1.2265,1.6352,Control
A02,1.1669,1.2639,0.8341,0.5139,0.3194,1.0173,1.5313,1.2416,1.5733,2.4645,1.1232,0.8336,0.2478,1.2151,1.0138,0.9159,1.7681,1.124,0.4679,0.5159,1.0174,1.5864,0.953,0.9086,0.72,1.0943,0.9808,0.907,0.8013,0.6107,0.334,0.9826,0.9803,0.6061,0.9476,2.066,0.7827,0.3311,0.6406,0.7377,0.7897,1.6593,1.2959,2.1007,0.4073,1.1423,1.4143,Control
A03,1.406,1.4213,1.018,0.6621,0.3334,1.2722,1.6871,1.3625,1.6827,2.4968,1.3227,1.1472,0.3852,1.1341,1.0881,1.1483,1.938,1.2642,0.7706,0.7095,1.2313,1.881,1.154,1.0877,0.9684,1.2654,1.2007,1.1424,1.0423,0.7765,0.4735,1.2007,1.3051,0.8469,1.0974,2.2537,1.1476,0.5001,0.8523,0.7912,0.8883,2.1119,1.6407,2.3082,0.504,1.302,1.6234,Control
A04,1.1701,1.0445,0.8025,0.5829,0.317,1.009,1.6433,1.2078,1.6038,2.417,1.0891,0.7185,0.2691,1.0875,0.9277,1.0165,1.7923,1.0558,0.5581,0.6804,1.137,1.5672,1.0742,0.9535,0.6452,1.1264,1.1138,0.906,0.8629,0.6675,0.3461,0.8886,1.0549,0.6312,1.0933,2.3152,0.5664,0.4307,0.6416,0.5956,0.8466,2.0061,1.0502,2.226,0.4138,1.1339,1.5414,Control
A05,1.3429,1.281,1.0486,0.6514,0.354,1.1725,1.7126,1.3103,1.6408,2.4938,1.1893,0.9064,0.3811,1.1187,1.1503,1.1756,2.0018,1.214,0.6246,0.7137,1.3327,1.5351,1.1768,1.1276,0.7277,1.2243,1.2123,1.142,0.9684,0.6574,0.379,1.1257,1.2814,0.8479,1.1844,2.4241,0.8052,0.3614,0.7655,0.6996,0.8353,2.2065,1.2417,2.4723,0.5214,1.2451,1.5851,Control
A06,1.2926,1.1782,1.0152,0.6162,0.3467,1.161,1.6238,1.1901,1.5203,2.3922,1.2214,0.865,0.3374,1.1265,0.9824,1.1131,1.8369,1.1628,0.565,0.4342,1.1196,1.4612,1.0422,1.0198,0.6522,1.1406,1.1495,1.0835,0.8961,0.6113,0.3876,1.0053,1.203,0.6214,0.9662,2.2275,0.623,0.392,0.7785,0.7772,0.7436,1.9301,1.1734,2.057,0.4704,1.2104,1.4288,Control
A07,1.313,1.4433,0.9307,0.7606,0.4835,1.3253,1.7202,1.3241,1.5739,2.3334,1.1919,1.1147,0.3979,1.1702,1.1097,1.3498,1.8008,1.2518,0.7531,0.4148,1.0742,1.7392,1.0428,1.0368,0.9273,1.2712,1.1368,1.0939,0.9815,0.7554,0.4058,1.2813,1.1259,0.8988,0.9058,2.1641,0.8558,0.4655,0.8842,0.4619,0.9311,2.0329,1.2381,2.1721,0.5465,1.2423,1.6433,Control
A08,1.2983,1.2859,0.9021,0.8175,0.3213,1.2826,1.5961,1.442,1.3631,2.0155,1.0969,1.099,0.3709,0.9919,0.9988,1.3178,1.5886,1.2017,0.6661,0.3275,0.9394,1.6311,0.9271,0.9096,1.0049,1.2126,0.9344,0.8061,0.7982,0.7401,0.5134,1.3061,0.9127,0.6251,0.9038,1.9213,0.8432,0.5512,0.9812,0.5945,0.8655,1.4822,1.1287,1.7611,0.5173,1.0201,1.4835,Control
A09,1.2611,1.3823,0.739,0.6968,0.337,1.2461,1.5204,1.1721,1.518,2.3658,1.2249,1.0359,0.2462,1.0489,0.9249,1.2728,1.7255,1.2051,0.6516,0.3741,1.0572,1.5377,0.9476,0.9418,0.7704,1.1029,1.1377,0.9274,0.9123,0.6261,0.372,1.2189,1.0698,0.6542,0.9756,2.1252,0.7515,0.4156,0.9066,0.4575,0.7242,1.7399,1.286,1.9921,0.5346,1.1143,1.4037,Control
A10,1.3191,1.24,0.8211,0.6827,0.38,1.2551,1.7987,1.2813,1.523,2.2109,1.2028,0.9547,0.3593,1.0303,1.1331,1.3289,1.672,1.1653,0.6245,0.4475,1.1243,1.7943,1.0272,0.9013,0.7893,1.3877,1.0993,1.0467,0.9179,0.6818,0.4125,1.2632,1.0808,0.6101,0.9567,2.1266,0.8228,0.4725,0.9365,0.3962,0.9087,1.9372,1.5152,2.0849,0.4936,1.1347,1.5263,Control
