@relation data

@attribute id string
@attribute 842 numeric
@attribute 8517 numeric
@attribute 4303 numeric
@attribute 1147 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 5970 numeric
@attribute 5170 numeric
@attribute 2690 numeric
@attribute 3551 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 3320 numeric
@attribute 356 numeric
@attribute 5515 numeric
@attribute 7533 numeric
@attribute 572 numeric
@attribute 4790 numeric
@attribute 5294 numeric
@attribute 4792 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.8967,0.3604,1.1989,1.5171,0.8865,0.5948,1.4383,0.7923,-0.0986,1.1591,0.6157,1.5746,0.7571,0.3799,1.7098,1.2181,0.2409,1.6981,1.8406,2.2123,1.4982,Control
A02,0.6211,0.3492,1.071,1.302,0.4161,0.373,1.258,0.6688,-0.0029,0.9319,0.5686,1.3014,0.6913,0.5183,1.5505,1.4144,0.1478,1.2732,2.0413,2.0603,1.1993,Control
A03,0.9002,0.3742,1.267,1.5398,0.6397,0.571,1.4813,0.8003,-0.0597,1.0697,0.6805,1.3967,0.8905,0.7143,1.7523,1.4116,0.1867,1.4485,2.162,2.7503,1.3339,Control
A04,0.7648,0.3772,1.1357,1.079,0.6211,0.4068,1.484,0.7491,-0.0411,0.9555,0.6225,1.353,0.7697,0.4295,1.7078,1.3626,0.2507,1.4304,2.0983,2.2761,1.4882,Control
A05,0.998,0.6097,1.2386,1.4435,0.7129,0.5365,1.5368,0.8948,-0.0301,1.0728,0.7463,1.4836,0.69,0.4764,1.7874,1.6642,0.3108,1.5181,2.0939,2.4615,1.3381,Control
A06,0.9565,0.3246,1.1749,1.3907,0.5875,0.5076,1.338,0.7874,-0.0545,0.9844,0.6458,1.3845,0.6767,0.5191,1.5855,1.1469,0.2291,1.3497,1.9853,2.472,1.3761,Control
A07,0.8172,0.3276,1.0711,1.4674,1.0091,0.8894,1.2584,0.8207,-0.0524,1.1473,0.597,1.5934,0.5796,0.6059,1.762,1.5094,0.2349,1.6897,1.9624,1.9798,1.6231,Control
A08,0.7257,0.1674,0.8841,1.3187,1.3625,0.9915,1.2448,0.8395,-0.097,1.198,0.5375,1.7501,0.7084,0.5321,1.654,1.0325,0.086,1.8669,2.0579,1.9095,1.714,Control
A09,0.7466,0.2539,1.068,1.4072,1.0165,0.772,1.3302,0.8331,-0.0708,1.047,0.5633,1.4582,0.5974,0.3795,1.6406,1.4005,0.207,1.606,1.976,2.1911,1.5464,Control
A10,0.9483,0.3962,1.0948,1.4266,0.8795,0.9771,1.3233,0.8665,-0.0928,1.1476,0.5633,1.6941,0.6163,0.6478,1.7064,1.5076,0.2064,1.641,2.115,2.1251,1.6535,Control
A11,0.5884,0.326,1.1081,1.3304,0.717,0.5794,1.2245,0.738,-0.0858,0.7748,0.54,1.2025,0.6377,0.4246,1.4043,1.3254,0.1519,1.1005,1.5981,2.0611,1.2442,Control
A12,0.5065,0.1215,0.8503,0.8268,0.3782,0.3496,0.8238,0.4944,9e-04,0.759,0.3955,0.9215,0.5292,0.3827,1.3673,1.1064,0.0625,1.0527,1.6271,1.6799,1.0289,Control
B01,0.7169,0.0231,0.9775,1.2599,0.8428,0.5308,1.2082,0.5477,0.004,0.984,0.3916,1.4577,0.7447,0.2669,1.712,0.9863,-0.0285,1.5169,1.9184,2.5332,1.5918,Control
B02,0.87,0.3715,1.1601,1.2798,0.6198,0.4523,1.5865,0.7354,-0.0697,1.1073,0.6693,1.4219,0.873,0.4101,1.9033,1.27,0.2533,1.4394,2.0553,3.0801,1.7587,Control
B03,0.7021,0.1943,1.0353,1.2715,0.6984,0.4644,1.4088,0.7817,-0.0745,1.0527,0.5703,1.5109,0.9221,0.395,1.851,1.0719,0.1479,1.4822,1.9803,2.6611,1.9459,BRCACancer
B04,0.6354,0.1092,0.7288,1.0648,1.1462,1.0838,1.1378,0.8342,-0.0162,1.3054,0.5203,1.5671,0.6259,0.6144,1.5588,1.0808,0.0771,1.6554,1.9926,1.6784,1.5967,BRCACancer
B05,0.6323,0.0503,0.8419,1.014,0.5611,0.4493,1.3013,0.72,-0.0408,0.875,0.443,1.1566,0.7698,0.4546,1.5265,1.1205,0.1261,1.2575,2.133,2.6321,1.6704,BRCACancer
B06,0.5456,-0.1238,0.6922,1.0869,0.5205,0.5035,0.8403,0.3761,0.0249,0.8773,0.1783,1.1199,0.6535,0.5348,1.4275,0.849,-0.0875,1.1971,1.4956,1.5065,1.4068,BRCACancer
B07,0.7445,0.2316,1.2294,1.466,0.6398,0.5563,1.4289,0.7645,-0.0259,1.23,0.6313,1.5493,0.7891,0.7038,1.8167,1.2812,0.1931,1.4782,2.0668,2.1472,1.5879,BRCACancer
B08,0.8397,0.408,1.119,1.4125,0.535,0.3514,1.2913,0.7453,-0.073,0.8827,0.6407,1.3231,0.6312,0.4749,1.6648,1.7319,0.2705,1.1937,1.8123,1.9421,1.1769,Control
B09,0.3871,0.1209,0.8075,0.9264,1.2293,0.8193,1.1066,0.7545,-0.0584,1.0353,0.4608,1.3758,0.9533,0.377,1.383,1.1298,0.0705,1.3948,1.6995,2.0058,1.5101,Control
B10,0.5618,0.1869,0.7842,1.0238,0.886,0.7758,0.9814,0.6656,-0.0646,0.9748,0.3842,1.4219,0.513,0.6087,1.5659,1.0552,0.0864,1.4899,1.9994,1.5834,1.4831,Control
B11,0.6359,0.1841,1.0166,1.1915,0.6323,0.5808,1.2399,0.7307,-0.0621,0.8859,0.4632,1.3896,0.5689,0.3769,1.5627,1.4723,0.2046,1.3346,1.9301,1.9234,1.2771,Control
B12,0.3324,0.0387,0.4781,0.5364,1.1496,0.73,0.8164,0.6438,-0.0862,1.0454,0.3769,1.1323,0.6029,0.1693,1.0086,0.8177,0.0512,1.2785,1.2838,1.6026,1.1896,Control
C01,0.7952,0.4122,1.1528,1.3655,0.7167,0.7588,1.4533,0.784,-0.0485,1.169,0.6952,1.3372,0.5545,0.6287,1.576,1.2675,0.221,1.4469,2.0178,1.9244,1.2928,BRCACancer
C02,0.879,0.4796,1.2079,1.2167,0.5314,0.4472,1.5348,0.7057,-0.0456,1.047,0.7123,1.3839,0.5728,0.5706,1.61,1.3234,0.277,1.3929,1.9151,2.0396,1.3266,BRCACancer
C03,0.9414,0.5733,1.3313,1.3615,0.5454,0.57,1.7061,0.763,-0.0554,1.1645,0.9317,1.4737,0.5639,0.8781,1.6437,1.2309,0.3606,1.3899,2.1142,2.1689,1.2561,BRCACancer
C04,0.3835,0.3737,0.9786,0.7516,0.3922,0.2275,1.2407,0.5627,-0.0595,0.6266,0.5797,0.7962,0.6882,0.2294,1.0877,1.4679,0.2397,0.8832,1.3741,2.1508,0.8383,Control
C05,0.5035,0.153,0.8505,0.7983,0.4256,0.3255,1.1552,0.5872,-0.02,0.6928,0.582,0.9303,0.5846,0.3052,1.34,1.003,0.0823,1.0739,1.6573,1.6729,0.928,BRCACancer
C06,0.0213,0.0221,0.3751,0.1771,0.3578,0.2425,0.5912,0.2414,-0.0537,0.3259,0.264,0.2515,0.5773,0.2147,0.4348,0.3175,0.1031,0.3822,0.5143,0.8963,0.4412,Control
C07,0.614,0.2331,0.9956,0.972,0.3945,0.3764,1.2031,0.5747,-0.0321,0.7662,0.5626,1.1545,0.5294,0.3067,1.499,1.179,0.2168,1.1209,1.8435,1.6637,1.0885,Control
C08,0.6996,0.3751,1.1289,1.195,0.5079,0.3683,1.4,0.6543,-0.0731,0.8504,0.6256,1.2713,0.6174,0.5171,1.5117,1.3572,0.1844,1.2493,1.8817,1.9033,1.1859,Control
C09,0.5648,0.3247,0.8478,0.9379,0.3881,0.3059,1.278,0.6561,-0.0227,0.8242,0.5925,1.1501,0.5888,0.5858,1.4458,1.2432,0.1465,1.196,1.9987,1.946,1.1108,Control
C10,0.7244,0.2655,0.9619,0.8374,0.4258,0.3248,1.2172,0.5675,-0.049,0.8353,0.5969,1.2514,0.4129,0.4816,1.5109,1.2743,0.1704,1.3181,2.0775,2.007,1.0914,BRCACancer
C11,0.811,0.4903,1.1776,1.1954,0.5761,0.3201,1.5603,0.7633,-0.0229,0.8964,0.7094,1.1799,0.5583,0.599,1.3868,1.5046,0.29,1.2045,1.8986,1.9605,1.1242,Control
C12,0.4262,0.2021,0.7641,0.6328,0.3869,0.2763,1.1479,0.5307,-0.0401,0.5623,0.5239,0.7623,0.4873,0.3108,1.0128,1.353,0.1464,0.8912,1.4002,1.4375,0.6991,BRCACancer
D01,0.37,0.1174,0.7193,0.9758,1.4112,0.982,1.2261,0.8044,-0.1236,1.2541,0.6018,1.2857,0.5782,0.3236,1.243,0.6801,0.1559,1.5223,1.3874,1.6606,1.3944,BRCACancer
