@relation data

@attribute id string
@attribute 5063 numeric
@attribute 3708 numeric
@attribute 29127 numeric
@attribute 3709 numeric
@attribute 5062 numeric
@attribute 9826 numeric
@attribute 1073 numeric
@attribute 1072 numeric
@attribute 10298 numeric
@attribute 3984 numeric
@attribute 4638 numeric
@attribute 5308 numeric
@attribute 3636 numeric
@attribute 9475 numeric
@attribute 6093 numeric
@attribute 57144 numeric
@attribute 695 numeric
@attribute 5728 numeric
@attribute 393 numeric
@attribute 8976 numeric
@attribute 392 numeric
@attribute 3710 numeric
@attribute 6295 numeric
@attribute 85366 numeric
@attribute 8936 numeric
@attribute 5058 numeric
@attribute 207 numeric
@attribute 23368 numeric
@attribute 208 numeric
@attribute 5290 numeric
@attribute 10000 numeric
@attribute 5293 numeric
@attribute 23452 numeric
@attribute 10097 numeric
@attribute 10096 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 6191 numeric
@attribute 5294 numeric
@attribute 56924 numeric
@attribute 5295 numeric
@attribute 998 numeric
@attribute 6010 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0528,0.7579,0.6569,0.8352,1.0093,0.7329,1.0352,0.6877,0.1948,0.4778,0.1805,-0.102,1.0862,1.0241,1.5435,-0.115,1.4834,1.2392,1.3306,0.6382,0.9637,0.8558,-0.127,-0.0496,0.063,1.1544,0.6157,0.3037,0.8453,1.5746,0.6233,1.3366,0.0468,2.0439,2.1256,1.6496,0.6352,1.2543,1.8406,0.0198,1.4982,1.3548,-0.0968,Control
A02,-0.125,0.5221,0.4263,0.6307,0.8765,0.642,1.067,0.5874,0.2198,0.5419,0.1896,-0.0427,1.0948,0.7698,1.2563,-0.1375,1.5178,0.6452,1.0664,0.5042,0.841,0.6946,-0.0439,-0.0271,0.0791,1.1633,0.5686,0.1694,0.6275,1.3014,0.3831,1.1106,0.0635,1.9462,1.9481,1.5869,0.4356,0.9646,2.0413,0.041,1.1993,1.0825,-0.0189,Control
A03,-0.1007,0.5995,0.7005,0.8656,0.9832,0.8462,1.1651,0.8608,0.2544,0.6022,0.2011,-0.0879,1.235,0.9883,1.5334,-0.2101,1.6458,0.9168,1.2716,0.5574,1.0891,0.7329,-0.0589,-0.0532,0.1708,1.4142,0.6805,0.186,0.7841,1.3967,0.396,1.2772,-0.0212,2.1664,2.1635,1.5708,0.5991,1.0625,2.162,-0.0155,1.3339,1.3582,-0.0065,Control
A04,-0.0852,0.6647,0.3394,0.6114,0.9574,0.5759,0.9444,0.6536,0.258,0.5622,0.1822,0.0406,1.1022,0.9111,1.1857,-0.131,1.4046,0.7608,1.1999,0.4639,0.9635,0.7843,-0.0771,-0.0456,0.1075,1.0138,0.6225,0.1613,0.7141,1.353,0.5255,1.2477,-0.013,2.0268,2.0926,1.6232,0.4611,0.9396,2.0983,0.0146,1.4882,1.2386,-0.0271,Control
A05,-0.0745,0.6917,0.4941,0.8284,1.0515,0.8211,1.04,0.7912,0.2712,0.8112,0.2652,-0.0085,1.4245,1.0007,1.4238,-0.1045,1.7503,0.9371,1.251,0.5921,1.1221,0.7231,-0.0858,-0.0916,0.2051,1.356,0.7463,0.23,0.7904,1.4836,0.5106,1.357,0.0013,2.0566,2.2116,1.823,0.4744,0.8552,2.0939,0.0071,1.3381,1.2977,-0.0854,Control
A06,-0.128,0.6267,0.4402,0.7511,0.8871,0.7549,1.0048,0.669,0.1644,0.5633,0.1978,-0.0666,1.1799,0.8291,1.3049,-0.1807,1.579,0.835,1.205,0.5236,0.9929,0.679,-0.0344,-0.1516,0.1021,1.2821,0.6458,0.1999,0.7372,1.3845,0.4506,1.2439,0.0559,2.0285,1.9371,1.5137,0.422,1.1845,1.9853,-0.0042,1.3761,1.1472,-0.0137,Control
A07,-0.1132,0.8084,0.6,1.009,1.0399,0.8182,0.8094,0.5738,0.2179,0.5803,0.2174,-0.0599,1.1645,1.0158,1.5625,-0.1822,1.5919,1.3069,1.2345,0.7878,1.0103,0.6968,-0.0757,-0.1457,0.1582,1.3527,0.597,0.1843,0.7443,1.5934,0.74,1.2997,-0.0604,2.2654,2.2443,1.5893,0.7185,1.0186,1.9624,0.0223,1.6231,1.571,0.0103,Control
A08,-0.0907,0.9922,0.4593,1.0928,1.2064,0.7224,0.6964,0.5525,0.2161,0.421,0.1426,-0.1187,1.0227,0.995,1.5997,-0.1377,1.3284,1.4954,1.1778,0.9028,0.874,0.7065,-0.1299,-0.119,0.0468,1.1951,0.5375,0.2629,0.7355,1.7501,1.0516,1.321,0.0208,2.2788,2.4093,1.3938,0.7895,0.9308,2.0579,0.0158,1.714,1.6801,-0.0645,Control
A09,-0.075,0.7685,0.4817,0.9804,0.9376,0.6424,0.8021,0.6291,0.2022,0.4957,0.2309,-0.0391,1.0579,0.8802,1.5151,-0.1253,1.527,1.3533,1.23,0.707,0.8829,0.6507,-0.0335,-0.0531,0.0572,1.2691,0.5633,0.19,0.6938,1.4582,0.7535,1.2447,-0.0331,2.0967,2.2355,1.5029,0.5468,0.9627,1.976,0.0176,1.5464,1.4154,-0.0129,Control
A10,-0.0677,0.8089,0.5288,1.0339,1.0688,0.7579,0.8108,0.5694,0.2588,0.5862,0.2111,-0.0644,1.2051,1.1883,1.483,-0.1066,1.3942,1.3318,1.133,0.7633,0.894,0.6346,-0.1015,-0.0814,0.1535,1.3532,0.5633,0.2304,0.7332,1.6941,0.8026,1.2718,0.015,2.263,2.3883,1.589,0.674,1.0258,2.115,0.008,1.6535,1.5851,-0.1017,Control
