@relation data

@attribute id string
@attribute 220134 numeric
@attribute 55746 numeric
@attribute 147841 numeric
@attribute 332 numeric
@attribute 10403 numeric
@attribute 64946 numeric
@attribute 23279 numeric
@attribute 54908 numeric
@attribute 79902 numeric
@attribute 79682 numeric
@attribute 4928 numeric
@attribute 378708 numeric
@attribute 6396 numeric
@attribute 5885 numeric
@attribute 701 numeric
@attribute 9793 numeric
@attribute 79003 numeric
@attribute 3619 numeric
@attribute 84643 numeric
@attribute 11243 numeric
@attribute 25936 numeric
@attribute 401541 numeric
@attribute 57122 numeric
@attribute 79980 numeric
@attribute 9735 numeric
@attribute 9212 numeric
@attribute 11004 numeric
@attribute 6249 numeric
@attribute 5501 numeric
@attribute 54820 numeric
@attribute 54821 numeric
@attribute 55055 numeric
@attribute 23122 numeric
@attribute 79019 numeric
@attribute 4085 numeric
@attribute 80776 numeric
@attribute 10726 numeric
@attribute 8243 numeric
@attribute 55920 numeric
@attribute 11130 numeric
@attribute 9985 numeric
@attribute 79023 numeric
@attribute 7514 numeric
@attribute 5048 numeric
@attribute 22919 numeric
@attribute 91687 numeric
@attribute 23421 numeric
@attribute 81565 numeric
@attribute 348235 numeric
@attribute 25909 numeric
@attribute 55166 numeric
@attribute 5516 numeric
@attribute 5515 numeric
@attribute 348995 numeric
@attribute 9126 numeric
@attribute 5518 numeric
@attribute 10274 numeric
@attribute 55839 numeric
@attribute 5519 numeric
@attribute 3796 numeric
@attribute 10735 numeric
@attribute 57551 numeric
@attribute 55143 numeric
@attribute 5905 numeric
@attribute 8379 numeric
@attribute 699 numeric
@attribute 79172 numeric
@attribute 64105 numeric
@attribute 81930 numeric
@attribute 6232 numeric
@attribute 1063 numeric
@attribute 1062 numeric
@attribute 151648 numeric
@attribute 1060 numeric
@attribute 5903 numeric
@attribute 5525 numeric
@attribute 57082 numeric
@attribute 9183 numeric
@attribute 57405 numeric
@attribute 2491 numeric
@attribute 80152 numeric
@attribute 1058 numeric
@attribute 5528 numeric
@attribute 83540 numeric
@attribute 5527 numeric
@attribute 5526 numeric
@attribute 9184 numeric
@attribute 991 numeric
@attribute 151246 numeric
@attribute 81929 numeric
@attribute 23332 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.063,1.2419,-0.1837,-0.0337,0.5378,0.2242,1.5168,0.6895,0.9971,0.2502,1.7496,0.2446,0.5014,1.7444,0.1259,1.1271,1.6427,0.3854,-0.1406,0.8762,0.7666,0.0396,1.1804,0.9499,1.1526,-0.0091,-0.0311,0.8299,2.3607,0.9774,-0.046,0.7938,0.8683,0.1806,0.2172,0.4538,0.2579,1.5936,0.9181,0.0284,0.7287,1.0329,1.7446,1.2743,1.1915,0.6591,0.5503,1.6766,0.6608,0.7303,0.3039,0.8892,1.7098,1.6317,1.5331,1.3951,0.7904,0.2774,1.0472,1.7349,1.9113,1.7602,0.0225,0.8773,0.2064,0.1753,0.2396,1.3845,0.2668,1.6783,0.1537,0.0648,0.1279,1.0582,2.452,1.5217,0.3718,0.9633,-0.0667,0.1745,0.7262,0.0554,1.0884,0.1744,1.4624,0.631,2.7533,0.0784,0.2083,1.4161,0.9892,Control
A02,-0.0259,0.9955,-0.1749,-0.0407,0.1504,0.0636,1.1289,0.4366,0.6417,0.045,1.4727,0.1754,0.3973,1.4004,-0.0498,0.8818,1.2067,0.2704,-0.067,0.7707,0.5693,-0.0222,0.8661,0.5909,0.75,0.0048,-0.0283,0.6374,2.4743,0.717,-0.1499,0.5938,0.6972,0.2296,0.1437,0.3485,0.2025,1.4768,0.8402,-0.1056,0.4769,0.809,1.5364,0.9397,1.0683,0.537,0.2863,1.3814,0.4517,0.5076,0.0565,0.6903,1.5505,1.2561,1.2108,1.195,0.5719,0.1121,0.8042,1.601,1.6642,1.5655,0.0422,0.6567,0.2139,0.0428,0.1717,0.6002,0.0463,1.2291,0.019,0.0521,0.0575,0.7801,2.2136,1.3281,0.1615,0.7324,-0.0476,0.0878,0.5816,0.0854,1.0223,0.0238,1.0187,0.5406,2.6555,0.0385,0.1889,1.0874,0.8293,Control
A03,0.1754,1.1481,-0.0711,0.1105,0.5461,0.1374,1.193,0.4988,0.8563,0.2429,1.6045,0.1694,0.563,1.7075,0.1412,1.1593,1.2211,0.4474,-0.0591,0.8583,0.6529,0.0294,1.0615,0.778,0.9854,0.036,0.0607,0.8512,2.3717,0.9575,0.0041,0.7662,0.7917,0.2773,0.1882,0.4968,0.3183,1.6401,1.0561,0.0178,0.8773,0.978,1.6221,1.1619,1.2247,0.64,0.4734,1.6591,0.614,0.6032,0.1176,0.9187,1.7523,1.2558,1.442,1.3815,0.7012,0.2533,0.9485,1.6181,1.8118,1.7422,0.1257,0.8166,0.282,0.1785,0.3839,0.7471,0.3439,1.3928,0.176,0.1998,0.1365,0.9481,2.2449,1.494,0.483,0.9022,-0.0666,0.2331,0.5782,0.242,1.1628,0.1562,1.3884,0.8018,2.5661,0.1334,0.2029,1.2242,0.9655,Control
A04,0.0794,1.035,-0.1088,-0.0127,0.1944,0.1652,1.0541,0.3811,0.6227,0.2486,1.4732,0.1671,0.4414,1.5268,-0.0212,0.8594,1.2889,0.3223,-0.1124,0.8157,0.6828,-0.0234,0.8467,0.6655,0.6412,0.0377,-0.0208,0.6406,2.4773,0.7482,-0.1147,0.6054,0.7339,0.2501,0.1339,0.3993,0.2287,1.3798,0.8208,-0.0532,0.4226,0.6692,1.7495,0.9494,1.13,0.4016,0.4163,1.4664,0.4584,0.5525,0.0496,0.6057,1.7078,1.3163,1.2716,1.4064,0.6652,0.0937,0.6822,1.7975,1.6392,1.6011,-0.0101,0.6671,0.2315,0.0986,0.1917,0.8999,0.0736,1.6173,0.0462,0.0865,0.0688,0.8656,2.3982,1.3379,0.1782,0.6478,-0.0731,0.0475,0.5657,0.1468,1.0777,0.1103,1.2109,0.5604,2.5359,0.0141,0.1722,1.0452,0.8914,Control
A05,0.1537,1.1659,0.01,0.0102,0.284,0.1028,1.2367,0.5364,0.7381,0.2503,1.6416,0.1983,0.5284,1.4755,0.0752,1.0698,1.163,0.4423,-0.1458,0.8226,0.7228,0.0957,0.9353,0.762,0.8152,0.0659,0.0302,0.814,2.3286,0.8555,-0.0174,0.6003,0.8555,0.213,0.1131,0.4542,0.2773,1.6992,0.9757,0.0252,0.6753,0.8713,1.6337,1.0439,1.1613,0.4598,0.4251,1.5673,0.5085,0.4673,0.161,0.8883,1.7874,1.4202,1.3176,1.5397,0.7104,0.2073,0.8529,1.9008,1.7957,1.8402,-0.0248,0.8049,0.2375,0.1751,0.2747,0.5866,0.2298,1.5379,0.1282,0.1183,0.1564,0.8271,2.2948,1.5543,0.3517,0.8481,0.021,0.1451,0.6727,0.1362,1.1295,0.1301,1.1808,0.7541,2.4631,0.0964,0.1816,1.2483,0.9603,Control
A06,0.0553,1.1078,-0.1614,-0.0308,0.1414,0.1465,1.2251,0.5099,0.7443,0.0848,1.5378,0.2024,0.5055,1.4944,-0.0259,1.028,1.2297,0.3542,-0.0069,0.7612,0.6184,0.0024,0.9163,0.6568,0.7815,-0.0025,-0.001,0.6627,2.213,0.7999,-0.1156,0.6851,0.7801,0.1515,0.102,0.4071,0.3286,1.6039,0.8056,-0.0575,0.5302,0.8027,1.5378,0.9993,1.0833,0.4952,0.5096,1.5965,0.4211,0.5647,0.0866,0.7009,1.5855,1.2779,1.2219,1.375,0.6334,0.1018,0.757,1.5841,1.7409,1.6936,0.0329,0.6937,0.2161,0.1177,0.2885,0.5072,0.1297,1.4779,0.0269,0.048,0.0676,0.8512,2.313,1.3851,0.2286,0.8515,-0.0744,0.1002,0.5178,0.0468,0.9649,0.0391,1.1202,0.6482,2.5305,-0.0186,0.1959,1.1832,0.9447,Control
A07,0.1174,1.1496,-0.1659,-0.0212,0.3601,0.1632,1.3959,0.5793,0.8955,0.2789,1.6678,0.2087,0.5087,1.5425,0.0362,1.0376,1.5549,0.3258,-0.1342,0.855,0.8057,0.081,1.0076,0.8235,0.9268,0.0269,0.026,0.8005,2.4706,0.8627,-0.1291,0.707,0.9589,0.1674,0.1652,0.4224,0.273,1.5835,1.0479,-0.031,0.5748,0.8878,1.7333,1.1848,1.1891,0.5571,0.5353,1.7065,0.5721,0.7437,0.1363,1.0068,1.762,1.4804,1.3699,1.4216,0.8091,0.2041,0.9246,1.7069,1.8878,1.7332,0.0458,0.7555,0.2906,0.1825,0.28,0.5267,0.156,1.2623,0.1508,0.1335,0.1124,1.0053,2.4385,1.4774,0.3127,0.8367,-0.0064,0.1954,0.5449,0.208,1.0159,0.1205,1.4992,0.4864,2.6678,0.0501,0.1947,1.3253,1.0322,Control
A08,-0.0428,1.1852,-0.2127,-0.0217,0.3175,0.1536,1.4199,0.5654,0.8548,0.1354,1.6378,0.2437,0.4737,1.6281,0.0316,1.0993,1.1667,0.2815,-0.1702,0.8649,0.9164,0.1339,1.0552,0.7376,1.0896,0.0211,-0.0787,0.8842,2.1783,0.9229,0.0104,0.6693,1.1607,0.1805,0.0843,0.3556,0.2184,1.5519,0.9267,-0.0389,0.651,0.8242,1.8075,1.2552,1.0672,0.5196,0.4924,1.6366,0.4267,0.9415,0.085,0.767,1.654,1.3936,1.3081,1.2584,0.9945,0.1291,1.0312,1.7458,1.9545,1.7054,-0.0482,0.7551,0.2333,0.063,0.2237,1.1445,0.1335,1.3901,0.1132,0.041,0.0713,1.3967,2.4634,1.5864,0.2555,0.8236,-0.0689,0.1488,0.5467,-0.0587,0.9696,0.1121,1.6722,0.5186,2.4236,-0.0306,0.1886,1.2046,1.1908,Control
A09,0.0579,1.0035,-0.184,0.0314,0.2953,0.1573,1.3134,0.3274,0.7467,0.1425,1.6472,0.2141,0.3822,1.6139,-0.0193,1.0059,1.2958,0.2765,-0.222,0.6787,0.7163,0.141,1.0641,0.7163,0.8339,-0.0163,-0.0259,0.7774,2.494,0.8124,-0.1118,0.6451,0.8348,0.0894,0.1054,0.3968,0.2074,1.5464,0.8076,-0.0566,0.6353,0.8978,1.5039,1.113,1.1775,0.4918,0.3506,1.6335,0.4904,0.7179,0.144,0.7961,1.6406,1.2645,1.2972,1.3688,0.6969,0.1691,0.9102,1.7739,1.9058,1.8017,0.0226,0.6908,0.2544,0.0891,0.2389,0.2534,0.148,1.5067,0.0683,0.0683,0.0755,0.9676,2.2424,1.3386,0.2288,0.8438,-0.0312,0.1827,0.5621,0.1399,0.9724,0.0552,1.4674,0.5664,2.7794,0.061,0.1149,1.2531,0.948,Control
A10,0.0355,1.1941,-0.1598,-0.0308,0.2036,0.0788,1.2564,0.5281,0.7982,0.1523,1.6437,0.1961,0.5187,1.4713,0.0121,1.1359,1.2719,0.3212,-0.1047,0.7726,0.8425,0.1682,1.0446,0.5928,0.8543,-0.0237,-0.0241,0.8032,2.2784,0.825,-0.0071,0.7158,1.0434,0.0523,0.1694,0.4219,0.2806,1.6088,0.8914,-0.1025,0.5375,0.838,1.7691,1.0722,1.1152,0.5082,0.4935,1.7059,0.4466,0.7592,0.1435,0.7449,1.7064,1.4598,1.2407,1.331,0.803,0.1691,0.9284,2.0521,1.8221,1.827,-0.0457,0.7391,0.2159,0.0887,0.232,0.7316,0.2159,1.4248,0.0568,0.0859,0.0274,1.1509,2.5402,1.5766,0.2746,0.8368,-0.0465,0.2507,0.5812,0.1007,0.9809,0.0702,1.6014,0.5633,2.7103,0.0448,0.1811,1.1348,1.1179,Control
