@relation data

@attribute id string
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 11128 numeric
@attribute 171568 numeric
@attribute 25885 numeric
@attribute 30834 numeric
@attribute 51082 numeric
@attribute 51728 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 64425 numeric
@attribute 661 numeric
@attribute 84172 numeric
@attribute 84265 numeric
@attribute 9533 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.775,0.0011,1.4425,0.846,0.5981,0.8474,0.8509,1.1085,1.0578,1.5522,2.0825,1.16,0.8088,0.9817,0.7223,1.4354,1.1959,0.2219,0.8808,1.14,0.836,0.5597,1.2367,1.1536,0.705,0.9238,0.4979,1.0044,Control
A02,0.5629,0.0545,1.3203,0.5599,0.3621,0.6118,0.5189,0.8666,0.9438,1.3891,2.0833,0.8994,0.6644,0.8539,0.3854,1.1562,0.9626,0.1063,0.7347,0.9461,0.7074,0.3229,0.8483,0.864,0.59,0.6646,0.3925,0.7118,Control
A03,0.7529,-0.0345,1.4718,0.7761,0.5248,0.8415,0.7026,1.0766,1.0669,1.5684,2.055,1.1302,0.7828,1.0277,0.6997,1.3708,1.0552,0.1499,0.8758,1.1323,0.7009,0.4596,1.0104,0.8269,0.6568,0.8007,0.3882,0.868,Control
A04,0.5574,-0.0083,1.4077,0.6097,0.4543,0.7331,0.6439,1.0346,0.8838,1.4578,2.1358,1.0701,0.6845,0.9127,0.5693,1.2516,1.0876,0.3144,0.9022,1.143,0.799,0.341,0.901,0.9415,0.6532,0.7808,0.3342,0.8161,Control
A05,0.6519,0.0798,1.5187,0.8345,0.5853,0.8951,0.8501,1.0762,0.9563,1.5719,2.1131,1.0463,0.771,1.1475,0.7293,1.448,1.0842,0.4329,0.9387,1.0415,0.9498,0.4749,0.9495,0.9115,0.6918,0.8657,0.4125,0.8791,Control
A06,0.712,0.0017,1.3752,0.7167,0.5688,0.6976,0.6742,1.0664,0.7461,1.45,2.013,1.0496,0.6504,0.9961,0.6284,1.3463,1.0566,0.2293,0.951,1.0075,0.8847,0.5436,0.9508,0.9726,0.5859,0.7634,0.3845,0.7892,Control
A07,0.68,0.0248,1.4292,0.7476,0.4365,0.793,0.6804,1.1954,0.9913,1.4774,2.1069,1.0936,0.8238,0.9622,0.7287,1.2636,1.0864,0.1682,0.7372,0.9531,0.6864,0.5192,0.963,1.0042,0.6491,0.7599,0.397,1.0243,Control
A08,0.7339,0.0054,1.3951,0.8771,0.4067,0.8134,0.6253,1.2048,0.9146,1.5842,2.0036,0.9022,0.6566,0.6375,0.5887,1.1024,0.8803,0.0336,0.8896,0.9223,0.6422,0.5998,1.0288,0.8977,0.6398,0.7997,0.3116,0.8241,Control
A09,0.6809,0.0366,1.2503,0.738,0.4973,0.6455,0.6531,1.0504,0.9362,1.4547,2.0307,0.9718,0.7091,0.8945,0.5617,1.3495,0.9737,0.2329,0.9042,0.8756,0.6051,0.5012,1.0442,1.0373,0.5738,0.5719,0.2595,0.7726,Control
A10,0.7342,0.0058,1.5352,0.8055,0.3618,0.8118,0.5879,1.1741,1.0907,1.5175,2.1681,0.9752,0.6642,0.9445,0.65,1.3085,1.0401,0.3371,0.935,1.0417,0.7454,0.5533,0.857,0.8058,0.6149,0.8222,0.363,0.9178,Control
A11,0.652,-4e-04,1.0137,0.627,0.397,0.5207,0.523,0.8819,0.8842,1.3667,1.7225,1.042,0.4526,0.8787,0.6716,1.2716,0.7226,0.119,0.7384,0.8672,0.7701,0.4164,0.8246,1.0296,0.3684,0.3191,0.2585,0.6025,Control
A12,0.3484,-7e-04,0.9964,0.1964,0.1622,0.3889,0.613,0.8586,0.5692,0.7273,1.8362,0.7768,0.591,0.6102,0.5162,1.1824,0.8087,0.1324,0.9184,0.9726,0.5034,0.1061,0.5798,0.6354,0.4047,0.1667,0.2468,0.4776,Control
B01,0.8223,-0.1343,1.2826,0.5109,0.4237,0.6362,0.6782,1.027,0.8931,1.3113,1.9572,0.9645,0.6236,0.4992,0.546,1.2766,0.9092,-0.2973,0.7368,1.0444,0.3241,0.5055,1.0894,0.9175,0.55,0.5048,0.2811,0.8672,Control
B02,0.7473,-0.0098,1.5243,0.6748,0.5235,0.7625,0.8579,1.137,0.9946,1.5552,2.2267,1.2193,0.8158,1.0207,0.705,1.6352,1.1503,0.2611,1.0054,1.2293,0.7827,0.452,1.2322,1.0987,0.65,0.6839,0.5167,0.9714,Control
B03,0.7316,-0.022,1.4059,0.5802,0.4447,0.6996,0.7482,1.0234,0.8324,1.4318,2.1865,1.0362,0.6852,0.7946,0.5866,1.3454,1.0079,0.062,0.8367,1.2198,0.6183,0.4275,1.024,0.9619,0.5944,0.648,0.3222,0.8429,BRCACancer
B04,0.4556,0.0562,1.2107,0.6615,0.3446,0.7908,0.5179,0.8712,0.7849,1.4234,1.9054,0.6223,0.6141,0.5853,0.4586,0.986,0.8703,-0.1271,0.5794,0.6375,0.3993,0.3599,0.8685,0.7168,0.5615,0.6394,0.1648,0.615,BRCACancer
B05,0.5414,-0.0034,1.2021,0.4481,0.2929,0.6076,0.5781,0.9963,0.6942,1.5146,1.8668,0.8548,0.5847,0.6942,0.6626,1.5202,0.9485,0.0966,0.8322,0.7017,0.6395,0.242,0.9342,0.6684,0.406,0.4078,0.203,0.5664,BRCACancer
B06,0.584,-0.0295,1.0339,0.2971,0.0916,0.365,0.4554,0.6414,0.4181,0.9265,1.9022,0.6722,0.5372,0.3153,0.418,0.8952,0.7325,-0.4543,0.3949,0.5883,0.1873,0.2906,0.6849,0.5148,0.3741,0.321,0.1742,0.6606,BRCACancer
B07,0.8239,-0.0557,1.5659,0.6823,0.5188,0.7129,0.7135,1.1116,0.8296,1.5364,2.276,1.0309,0.7191,0.9469,0.5051,1.352,1.2583,0.0527,0.872,1.0091,0.6099,0.4986,1.1882,0.9197,0.7704,0.7425,0.4869,0.9007,BRCACancer
B08,0.6286,0.0322,1.2702,0.553,0.4777,0.5098,0.6124,1.0481,0.9023,1.3428,1.997,1.0448,0.5083,1.0181,0.7413,1.4011,1.0074,0.2484,0.7363,0.8062,0.9499,0.4559,0.9313,1.1287,0.4567,0.5907,0.2593,0.7492,Control
B09,0.5069,-0.0678,0.8971,0.5954,0.2632,0.5853,0.3345,0.8325,0.6318,1.3779,1.4348,0.5509,0.4487,0.5402,0.4023,0.9449,0.5836,-0.1576,0.3948,0.7297,0.3914,0.3765,0.8402,0.6235,0.6135,0.3763,0.172,0.5026,Control
B10,0.481,-0.0569,1.012,0.4694,0.2509,0.5931,0.3248,0.7128,0.8499,1.2165,1.9537,0.637,0.4665,0.5,0.4913,0.8762,0.8426,-0.0593,0.5467,0.713,0.3824,0.2316,0.6004,0.6313,0.4541,0.5559,0.1858,0.5956,Control
B11,0.4742,-0.0506,1.3007,0.4715,0.3181,0.5162,0.7947,1.2291,0.7941,1.3734,1.8836,0.6929,0.5911,0.8706,0.8358,1.5108,0.8503,0.4095,1.0639,1.0614,0.7661,0.3597,0.7439,0.7628,0.5084,0.4375,0.3363,0.7518,Control
B12,0.2129,0.0322,0.6025,0.268,0.2314,0.4951,0.1574,0.5665,0.5737,1.074,1.2855,0.3624,0.2952,0.3767,0.1692,0.5788,0.6084,-0.1462,0.4324,0.3089,0.2568,0.0893,0.6542,0.2388,0.3943,0.2603,0.1181,0.2548,Control
C01,0.6687,0.0882,1.3866,0.6787,0.5892,0.8405,0.7165,1.0494,0.9562,1.6116,1.8173,1.0758,0.7034,1.0743,0.6879,1.346,1.074,0.1975,1.0085,0.8749,0.8819,0.3681,0.9982,1.0006,0.6247,0.6722,0.3121,0.866,BRCACancer
C02,0.5667,0.0135,1.421,0.6501,0.547,0.7454,0.7464,0.8936,0.8984,1.4512,2.0323,1.0604,0.7512,1.1332,0.7022,1.285,1.1712,0.3054,1.0323,1.0388,0.9991,0.3648,0.9785,1.0697,0.7912,0.6743,0.4784,0.8517,BRCACancer
C03,0.6827,0.0444,1.5333,0.8182,0.6811,0.9049,0.813,0.9486,0.9839,1.7467,2.011,1.2044,0.756,1.2579,0.7578,1.4418,1.317,0.308,1.0071,1.0357,1.123,0.4357,1.1147,1.1588,0.7517,0.7773,0.5645,0.9607,BRCACancer
C04,0.3098,0.1225,0.7554,0.3814,0.4187,0.319,0.2661,0.6231,0.7329,1.2537,1.3418,0.7722,0.3557,1.0724,0.3885,1.0345,0.7594,0.1013,0.4666,0.6851,0.7852,0.1427,0.6198,0.6958,0.3491,0.2547,0.2002,0.3562,Control
C05,0.2838,-0.0449,0.8858,0.3159,0.248,0.3833,0.3815,0.6436,0.6512,1.3277,1.6228,0.839,0.3535,0.8879,0.3673,0.9492,0.6499,0.0729,0.6411,0.581,0.8347,0.1323,0.5487,0.6222,0.3727,0.4189,0.2616,0.5336,BRCACancer
C06,0.1003,-0.1094,0.0411,-0.1707,0.1243,0.1004,0.058,0.0909,0.532,0.4086,0.422,0.3721,0.1368,0.3255,0.3318,0.6191,0.2617,-0.1614,0.1761,0.2273,0.5779,-0.0971,0.3002,0.2193,0.1327,-0.1402,-0.0716,-0.0698,Control
C07,0.456,0.1106,1.1365,0.4001,0.4049,0.5481,0.4362,0.6037,0.7622,1.3655,1.891,0.8293,0.5046,0.9252,0.5414,1.0048,0.8029,0.1922,0.6896,0.8413,0.7961,0.1567,0.6093,0.8744,0.4435,0.4945,0.201,0.5498,Control
C08,0.6558,-0.0895,1.281,0.5497,0.5318,0.6138,0.5036,0.8977,0.7532,1.5478,1.9124,1.1103,0.6621,0.8857,0.6903,1.2626,0.9153,0.1405,0.798,0.8915,0.946,0.3814,0.9793,1.1327,0.5074,0.6275,0.3617,0.722,Control
C09,0.4197,0.0018,1.0791,0.3831,0.3088,0.4833,0.625,0.6808,0.6709,1.3308,1.9958,0.7943,0.5684,0.7891,0.5323,1.0328,0.9249,0.1608,0.8478,0.7341,0.8688,0.1906,0.7136,0.8197,0.5364,0.5167,0.2783,0.6024,Control
C10,0.4005,0.0864,1.3305,0.3825,0.3726,0.5339,0.6676,0.6612,0.7881,1.2065,1.9727,0.8199,0.5995,0.9301,0.5235,1.0024,0.8461,0.1939,0.6597,0.8415,0.959,0.1631,0.6321,0.8522,0.6906,0.58,0.3346,0.845,BRCACancer
C11,0.7149,0.0309,1.176,0.7085,0.4838,0.6169,0.5713,0.8912,0.9794,1.522,1.8532,0.9829,0.5913,1.1118,0.6369,1.3901,0.9473,0.2915,0.8441,0.874,1.0201,0.3458,0.997,1.1213,0.7164,0.6375,0.3792,0.7775,Control
C12,0.1462,0.0138,0.5157,0.2484,0.2625,0.2829,0.3006,0.4536,0.4381,1.1617,1.2612,0.6188,0.2848,0.834,0.3767,0.9473,0.5586,0.1825,0.5002,0.591,0.9278,0.0768,0.5674,0.5566,0.3761,0.1993,0.0919,0.442,BRCACancer
D01,0.5695,-0.0745,1.0529,0.6217,0.3928,0.6821,0.1936,0.7866,0.705,1.3323,1.5562,0.7049,0.4519,0.7314,0.4109,1.0069,0.9008,-0.0561,0.584,0.5165,0.4168,0.3773,1.1273,0.6555,0.5156,0.5726,0.1845,0.6124,BRCACancer
