@relation data

@attribute id string
@attribute 1292 numeric
@attribute 64096 numeric
@attribute 1293 numeric
@attribute 782 numeric
@attribute 1290 numeric
@attribute 783 numeric
@attribute 1291 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 4684 numeric
@attribute 1297 numeric
@attribute 8128 numeric
@attribute 4902 numeric
@attribute 9048 numeric
@attribute 2675 numeric
@attribute 2674 numeric
@attribute 1289 numeric
@attribute 1287 numeric
@attribute 7903 numeric
@attribute 6900 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 375790 numeric
@attribute 1284 numeric
@attribute 1298 numeric
@attribute 1285 numeric
@attribute 1463 numeric
@attribute 1299 numeric
@attribute 1286 numeric
@attribute 775 numeric
@attribute 778 numeric
@attribute 256076 numeric
@attribute 779 numeric
@attribute 5623 numeric
@attribute 5621 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 2668 numeric
@attribute 8911 numeric
@attribute 131873 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1438,-0.1438,0.0562,0.2216,-0.1147,-0.0667,0.0442,0.1901,-0.0412,0.1149,-0.0721,-0.0278,-0.1289,-0.1603,-0.0645,-0.0764,-0.1111,-0.1484,1.4757,-0.0425,-0.0279,-0.0427,-0.0622,0.0828,-0.0749,-0.0327,-0.0686,-0.0664,0.0024,-0.0921,-0.0944,0.05,-0.0261,-0.0594,0.0111,0.8624,-0.0909,-0.0729,-0.1367,0.2709,-0.143,-0.1778,-0.1137,Control
A02,0.1976,-0.1664,0.0666,0.245,-0.0796,-0.0984,0.0754,0.0615,-0.061,0.0639,-0.0042,-0.0771,-0.2127,-0.0223,-0.0429,-0.1156,-0.0832,-0.1384,1.1994,-0.019,0.0183,0.0431,-0.06,0.0631,-0.0687,0.0125,-0.0368,-0.0953,0.0294,-0.0476,-0.098,-0.0458,-0.0731,-0.007,-0.0289,0.7648,-0.0078,-0.0395,-0.0165,0.1766,-0.0881,-0.179,-0.0554,Control
A03,0.2129,-0.1912,0.0719,0.2836,-0.0918,-0.0769,0.0411,0.1448,-0.0057,0.2185,-0.0098,-0.0443,-0.1555,-0.0164,0.1171,-0.0901,-0.0921,-0.154,1.4874,-0.0116,0.003,0.0346,-0.0744,0.1156,-0.0571,0.0329,-0.0708,-0.074,0.0285,-0.0708,-0.0937,0.004,-0.0626,0.0189,-0.0074,1.0647,-0.0753,-0.0185,-0.0401,0.075,-0.0869,-0.1707,-0.1078,Control
A04,0.3071,-0.0366,0.1037,0.276,-0.0499,-0.0715,0.167,0.149,-0.0394,0.1167,-0.0145,-0.0574,-0.0146,0.0378,-0.0541,-0.0896,-0.0315,-0.1421,1.2145,-0.0515,0.0331,0.0076,-0.0438,0.1434,-0.0397,0.0758,-0.0399,-0.0604,0.1819,-0.06,-0.0914,-0.0284,-0.0775,-0.0234,-0.0476,1.0785,0.0507,-0.0058,0.064,0.2162,-0.0708,-0.0843,-0.0804,Control
A05,0.2713,-0.0055,0.1648,0.2728,-0.0934,-0.0801,0.1347,0.1243,-0.0071,0.2082,-0.0322,-0.0343,0.0144,-0.0097,0.1065,-0.084,-0.0497,-0.1174,1.4415,-0.0431,0.053,-0.0106,-0.055,0.1389,-0.0396,0.0626,-0.071,-0.0056,0.1538,-0.0753,-0.0855,-0.001,-0.0516,-0.0374,-0.0204,0.896,0.0584,0.0061,3e-04,0.1907,-0.0895,-0.0414,-0.0986,Control
A06,0.2155,-0.1621,0.0812,0.1174,-0.0872,-0.115,0.004,0.0798,0.0072,0.2437,-0.0436,-0.0634,-0.305,-0.1281,0.0364,-0.1011,-0.1074,-0.164,1.2527,-0.0161,-0.0727,0.0123,-0.0736,0.0107,-0.0836,-0.0359,-0.0454,-0.1297,-0.0334,-0.0378,-0.0996,-0.0139,-0.0252,-0.0336,0.1039,0.8625,-0.1302,-0.0618,0.0106,0.0575,-0.0786,-0.1574,-0.0653,Control
A07,0.2314,-0.0812,0.0704,0.1921,-0.0519,-0.1109,0.0619,0.0211,-0.0043,0.2544,-0.0306,-0.0724,-0.1296,0.0059,0.0443,-0.1309,-0.1187,-0.1697,1.7008,0.003,-0.0883,0.0176,-0.0772,0.0344,-0.1098,0.08,-0.0419,-0.0953,0.0308,-0.0317,-0.1374,-0.0348,0.0291,-0.0223,-0.0715,0.8561,-0.0575,-0.0572,0.0393,0.1856,-0.1075,-0.1837,-0.0867,Control
A08,0.1886,-0.2063,0.0264,0.1797,-0.0951,-0.0906,0.0159,0.1044,0.031,0.3766,-0.0339,-0.0432,-0.3294,-0.1527,-0.071,-0.0908,-0.1312,-0.1504,1.5867,-0.065,-0.036,-0.0341,-0.0576,0.0323,-0.0954,-0.0795,-0.0946,-0.0984,-0.0051,-0.082,-0.0768,0.0145,-0.0625,-0.0907,0.0465,0.7731,-0.0826,-0.0179,-0.063,0.1314,-0.1604,-0.1908,-0.1185,Control
A09,0.2328,-0.1223,0.0699,0.1652,-0.0809,-0.1048,-0.0194,0.1476,-0.0269,0.1138,-0.0244,-0.069,-0.0971,-0.0154,0.0065,-0.0984,-0.1185,-0.1795,1.4121,0.0101,-0.0189,0.0173,-0.0901,0.0048,-0.0914,0.0333,-0.0144,-0.0843,0.0186,-0.0649,-0.0921,-0.0462,-0.0573,0.0108,-0.0237,0.9493,-0.0638,-0.0146,0.0215,0.2182,-0.0642,-0.1356,-0.0989,Control
A10,0.4474,-0.1116,0.0595,0.3265,-0.1042,-0.085,0.0665,0.1458,0.0032,0.1254,-0.0457,-0.0231,-0.0732,-0.051,-0.0279,-0.0826,-0.0833,-0.1381,1.8137,-0.088,0.011,-0.0233,-0.0651,0.0681,-0.0298,0.033,-0.0649,-0.0331,0.1089,-0.0402,-0.0951,-0.005,-0.0698,-0.0769,0.058,0.8187,0.022,-0.0336,0.0121,0.1532,-0.1163,-0.143,-0.1011,Control
A11,0.2933,-0.1626,0.0383,0.1763,-0.0831,-0.081,-0.0665,0.1141,-0.0295,0.2622,-0.1069,-0.0588,-0.1775,-0.0897,0.0237,-0.0657,-0.073,-0.1445,1.2615,-0.0218,-0.0255,-0.0042,-0.008,0.0733,-0.0431,-0.1047,-0.1373,-0.0813,-0.0233,-0.0673,-0.0803,-0.0098,0.0409,-0.0141,-0.0336,0.7299,-0.0164,-0.0243,-0.0689,0.139,-0.1538,-0.1374,-0.1513,Control
A12,0.0913,-0.2661,0.2304,0.0342,-0.0612,-0.1243,-0.1565,0.1872,0.0199,0.0562,-0.0024,-0.0217,-0.4271,-0.1072,-0.0626,-0.0733,-0.1059,-0.1909,0.8916,0.0636,-0.0049,0.0417,-0.0791,-0.0228,-0.0456,-0.0499,-0.0228,-0.1279,-0.1,-0.0293,-0.0359,0.0132,0.1366,0.0573,0.0042,0.5164,-0.0755,0.0058,-0.0066,0.0511,-0.0293,-0.1423,-0.0605,Control
B01,-0.0454,-0.3311,0.1253,0.0185,-0.1094,-0.0631,-0.1786,0.0766,0.0399,0.0523,-0.0843,-0.0204,-0.553,-0.2977,-0.134,-0.0335,-0.2749,-0.192,1.1906,-0.107,-0.1391,-0.0563,-0.0633,-0.2169,-0.1472,-0.2185,-0.0649,-0.203,-0.2836,-0.0477,-0.0381,0.0526,0.0402,-0.0412,-0.155,0.7817,-0.3151,-0.1959,-0.2228,0.1053,-0.0858,-0.2605,-0.1237,Control
B02,0.306,-0.0848,0.0444,0.2652,-0.1064,-0.0798,0.0369,0.1804,-0.0343,0.0985,-0.0493,-0.0272,-0.1396,-0.0396,0.0036,-0.0695,-0.0803,-0.14,1.2716,-0.0603,0.0045,-0.0086,-0.0557,0.0688,-0.0826,0.0299,-0.0826,-0.079,0.0354,-0.0519,-0.0632,0.0182,0.0472,-0.0299,0.0509,1.0832,-0.0377,-0.0247,-0.0197,0.296,-0.0703,-0.1146,-0.1015,Control
B03,0.2441,-0.132,0.0707,0.1966,-0.1231,-0.0313,-0.033,0.1619,-0.0081,0.0989,-0.0924,0.0469,-0.3193,-0.2308,-0.0676,-0.0517,-0.1434,-0.1567,1.3594,-0.1192,-0.0014,-0.048,-0.0169,-0.017,-0.0854,-0.0405,-0.0892,-0.0616,-0.0552,-0.0673,-0.0499,0.0164,0.0297,-0.0484,-0.0262,1.1227,-0.1095,-0.0793,-0.079,0.2231,-0.1088,-0.1932,-0.1453,BRCACancer
B04,0.1886,-0.2139,0.056,0.2201,-0.0854,-0.1206,-0.0214,0.1386,0.0277,0.2244,-0.0466,-0.099,-0.3212,-0.0761,-0.0453,-0.1426,-0.1594,-0.1584,1.7555,-0.0414,-0.0772,-0.0154,-0.087,0.0283,-0.1151,-0.0554,-0.0406,-0.1198,-0.0456,-0.0402,-0.1014,-0.0327,-0.0474,-0.0127,-0.0922,0.6233,-0.1546,-0.1285,-0.0693,0.0863,-0.1098,-0.1745,-0.1033,BRCACancer
B05,0.2499,-0.1924,0.1393,0.1484,-0.0646,-0.1173,-0.0894,0.1027,0.0097,0.1882,-0.0334,-0.0729,-0.2516,0.0211,-0.0124,-0.1483,-0.135,-0.1613,1.0025,0.0214,-0.0721,0.0663,-0.1137,-0.0338,-0.0891,-0.0461,-0.0162,-0.1678,-0.0182,0.0154,-0.1106,-0.0135,0.0473,0.0514,0.0221,0.946,-0.1157,-0.0653,0.049,0.1209,-0.0576,-0.1527,-0.0453,BRCACancer
B06,-0.0388,-0.3982,0.1046,-0.0463,-0.061,-0.0541,-0.3586,-0.0143,0.0463,0.1182,-0.0663,-0.0761,-0.7272,-0.1998,-0.1817,-0.0486,-0.3343,-0.1627,0.9779,-0.115,-0.2012,-0.0117,-0.1655,-0.2726,-0.21,-0.2499,-0.0634,-0.283,-0.3149,-0.0126,-0.0897,-0.0817,0.1287,-0.0632,-0.2475,0.517,-0.4132,-0.2828,-0.1651,-0.0797,-0.1181,-0.3408,-0.0659,BRCACancer
B07,0.3856,-0.0657,0.0587,0.3299,-0.0882,-0.1091,0.0213,0.2279,-0.0382,0.0497,-0.0474,-0.0722,-0.1468,-0.0259,-0.047,-0.0909,-0.1387,-0.1555,1.5045,0.002,-0.0667,0.0128,-0.1042,0.0297,-0.0993,0.0388,-0.0154,-0.046,-0.0145,-0.0291,-0.1119,-0.0017,0.0426,-0.029,-0.0641,0.9308,-0.0576,-0.0483,-7e-04,0.2024,-0.0909,-0.1852,-0.0646,BRCACancer
B08,0.2653,0.0403,0.0664,0.2497,-0.0816,-0.0509,0.102,0.1712,-0.0567,0.0842,-0.0406,-0.0347,-0.1093,-0.0388,0.0084,-0.0591,-0.0434,-0.1066,1.1192,-0.0916,0.0525,-0.0252,-0.0284,0.1371,-0.0437,0.041,-0.0623,-0.0176,0.1336,-0.083,-0.0741,0.0169,-0.0505,-0.0415,0.0328,0.8729,0.0253,0.0137,-0.0239,0.2633,-0.1115,-0.1054,-0.0953,Control
B09,0.1748,-0.1178,0.0306,0.1535,-0.1132,-0.0479,-0.0583,0.0126,-0.0218,0.3155,-0.1122,-0.0434,-0.0554,-0.1175,-0.0854,-0.0246,-0.1478,-0.1815,1.1061,-0.0851,-0.0819,-0.0348,-0.1043,0.0254,-0.0859,-0.1119,-0.0827,-0.0277,-0.0633,-0.1001,-0.0699,0.0025,-0.0385,-0.072,-0.0931,0.9559,-0.1004,-0.1155,-0.0379,0.1415,-0.1374,-0.1306,-0.1185,Control
B10,0.1356,-0.1099,0.1011,0.0836,-0.0956,-0.0793,-0.0088,0.0423,-0.0043,0.2274,-0.0103,-0.0289,-0.1925,-0.0826,-0.0855,-0.0961,-0.1101,-0.1667,1.3345,-0.0681,-0.0857,-0.011,-0.1064,0.0098,-0.0937,-0.006,-0.0768,-0.0838,-0.0563,-0.0639,-0.0924,-0.0567,-0.0149,7e-04,-0.0462,0.6528,-0.0785,-0.0608,0.0033,0.1178,-0.0617,-0.151,-0.1011,Control
B11,0.1688,0.0271,0.0828,0.1764,-0.0704,-0.0695,-0.0297,0.088,-0.0154,0.1217,-0.0202,-0.0618,9e-04,-0.0647,-0.0353,-0.0739,-0.0864,-0.1418,1.2551,-0.0802,-0.0591,-0.0168,-0.0998,0.0814,-0.0582,0.0121,-0.0673,-0.0771,0.0066,-0.0723,-0.088,0.0072,0.0285,-0.056,0.0115,0.9264,-0.0383,-0.0139,1e-04,0.1786,-0.0581,-0.2027,-0.1173,Control
B12,0.1626,-0.0884,0.0231,0.0351,-0.0523,-0.0656,0.0423,0.0015,-0.0584,0.0773,-0.0377,-0.0795,-0.2341,-0.0596,-0.0864,-0.0929,-0.093,-0.1216,1.0992,-0.079,-0.0425,0.0405,-0.1044,0.0255,-0.0979,-0.0189,-0.0629,-0.105,-0.0384,-0.0709,-0.1139,-0.0424,0.0399,0.0129,-0.1279,0.6024,-0.0986,-0.0536,0.0473,0.167,-0.0753,-0.0643,-0.1022,Control
C01,0.2819,-0.0386,0.0776,0.3189,-0.0617,-0.1645,0.0026,0.1852,0.0423,0.2402,-0.0398,-0.062,-0.2199,-0.0023,-0.0324,-0.1294,-0.1247,-0.196,1.3887,-0.028,-0.0699,0.0011,-0.0988,0.0683,-0.1037,0.0124,-0.0187,-0.0702,-0.0495,-0.0189,-0.1124,-0.0406,-0.0178,0.0052,-0.0128,0.8136,-0.0789,-0.0405,-0.0355,0.1528,-0.1098,-0.2028,-0.1132,BRCACancer
C02,0.4537,-0.0014,0.1041,0.3297,-0.0596,-0.1002,0.1406,0.205,0.025,0.1931,-0.0124,-0.0715,-0.1164,0.0801,-0.0106,-0.0901,-0.0886,-0.1545,1.1169,-0.0034,0.0038,0.0579,-0.0717,0.116,-0.0762,0.1311,0.0055,-0.0293,0.1111,0.0062,-0.0994,0.0317,0.0139,-0.043,0.0251,0.7446,0.045,-0.0133,0.0856,0.253,-0.0718,-0.1654,-0.0263,BRCACancer
C03,0.5637,-0.0056,0.1025,0.4415,-0.0441,-0.1009,0.1248,0.2683,-0.0144,0.2277,-0.0064,-0.1068,-0.1234,-0.0069,0.0443,-0.1411,-0.1153,-0.1546,1.3337,-0.0245,-0.0269,0.0593,-0.0707,0.1584,-0.0903,0.138,-0.0105,-0.0742,0.1079,-0.0576,-0.1339,-0.0246,-0.0779,-0.0288,0.0804,0.9793,0.0316,-0.0618,0.0161,0.2602,-0.1093,-0.1529,-0.038,BRCACancer
C04,0.302,0.0272,0.1512,0.2184,-0.0698,-0.0336,0.188,0.1081,-0.0214,0.1332,0.0011,-0.0333,-0.0788,0.1102,-0.061,-0.0878,-0.0025,-0.1017,0.6256,0.0245,0.1079,0.0571,0.0075,0.1845,0.0072,0.0368,-0.0143,-0.0182,0.1311,-0.057,-0.069,-0.0221,-0.0052,0.0257,0.0124,0.868,0.0727,0.0251,0.0068,0.3016,-0.0804,-0.0599,-0.0784,Control
C05,0.3178,-0.0352,0.0386,0.1646,-0.0599,-0.0503,0.2098,0.0868,-0.0075,0.1163,0.0486,-0.052,0.0091,0.0512,0.0299,-0.0563,0.0076,-0.0682,0.8126,-0.0104,0.0729,0.0505,-0.0072,0.1591,0.0273,0.0881,-0.0441,-1e-04,0.1767,-0.0826,-0.0577,-0.0571,0.0088,0.0059,-0.043,0.8179,0.0626,0.0074,0.0708,0.2039,-0.0628,-0.0117,-0.0553,BRCACancer
C06,0.1758,-0.1994,0.0277,-0.0987,-0.1055,-0.0181,-0.0026,0.0431,0.0388,0.0641,-0.1164,-0.0064,-0.252,0.0676,0.0186,0.0651,-0.0445,-0.1799,0.188,-0.0157,-0.0061,-0.0311,0.0471,0.0727,-0.0099,-0.0555,-0.1447,-0.0357,0.0477,-0.0246,-0.0018,0.0581,0.0262,-0.0404,0.1213,0.4268,0.0094,0.0226,0.0246,0.0517,-0.0519,-0.1006,-0.1219,Control
