@relation data

@attribute id string
@attribute 11226 numeric
@attribute 11227 numeric
@attribute 114805 numeric
@attribute 117248 numeric
@attribute 168391 numeric
@attribute 192134 numeric
@attribute 2589 numeric
@attribute 2590 numeric
@attribute 2591 numeric
@attribute 26290 numeric
@attribute 2650 numeric
@attribute 29071 numeric
@attribute 374378 numeric
@attribute 442117 numeric
@attribute 50614 numeric
@attribute 51301 numeric
@attribute 51809 numeric
@attribute 55568 numeric
@attribute 55808 numeric
@attribute 56913 numeric
@attribute 57452 numeric
@attribute 63917 numeric
@attribute 64409 numeric
@attribute 6482 numeric
@attribute 6483 numeric
@attribute 79695 numeric
@attribute 9245 numeric
@attribute 9334 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4639,-0.085,-0.1152,0.0138,-0.1826,-0.1186,1.3536,0.6174,0.5074,0.0019,0.433,0.7318,-0.0858,-0.0905,0.0134,2.1253,0.7653,0.3213,0.0764,1.813,-0.0434,0.7059,-0.0315,0.8499,0.5729,0.3469,0.1037,0.6129,Control
Utah__A02,0.3687,-0.0224,-0.0485,0.0386,-0.0804,-0.026,1.2733,0.5057,0.5917,-0.0175,0.2577,0.3953,-0.1076,-0.0187,0.0034,1.3046,0.5076,0.2468,0.0184,1.6255,-0.0686,0.5575,0.0137,0.4568,0.406,0.109,0.1072,0.5166,Control
Utah__A03,0.4834,-0.0234,-0.0342,0.0259,-0.0682,-0.1154,1.4125,0.6736,0.7254,-0.0012,0.3028,0.5787,-0.0886,-0.0266,0.0223,0.8196,0.6794,0.3891,0.0447,1.9666,-0.0372,0.6638,0.0301,0.7135,0.5342,0.1397,0.0936,0.9526,Control
Utah__A04,0.38,-0.0744,-0.0115,0.0363,-0.1147,0.0445,1.1095,0.5386,0.5275,-0.0108,0.3162,0.417,-0.0851,-0.0361,0.0171,1.4788,0.5563,0.3054,0.1793,1.9635,-0.0112,0.6017,-0.048,0.5956,0.4043,0.1391,0.121,0.5339,Control
Utah__A05,0.5051,-0.0758,-0.0557,0.0218,-0.105,0.0383,1.474,0.7041,0.6373,-0.0103,0.4176,0.5442,-0.0958,-0.0357,0.0928,1.2655,0.685,0.3958,0.1708,1.944,-0.0305,0.7004,-0.0544,0.7019,0.6402,0.2198,0.1301,0.8129,Control
Utah__A06,0.4656,-0.026,0.0018,0.0287,-0.1148,-0.1417,1.4631,0.6206,0.6593,0.0361,0.3047,0.5153,-0.1003,-0.0313,-0.0438,1.1942,0.6251,0.2935,0.0038,1.8048,-0.0252,0.6327,-0.0091,0.703,0.4544,0.1607,0.0594,0.6623,Control
Utah__A07,0.4612,-0.0215,-0.0393,0.0666,-0.1007,-0.0951,1.4358,0.8264,0.7925,-0.0164,0.3511,0.614,-0.1048,-0.0348,-0.0038,1.521,0.8352,0.4965,-0.0338,1.8023,-0.0543,0.7553,-0.0112,0.8236,0.6152,0.1903,0.0896,0.894,Control
Utah__A08,0.3586,-0.0608,-0.0519,0.0144,-0.141,-0.1658,1.3041,0.7617,0.6728,0.0245,0.314,0.5265,-0.0775,-0.061,0.0268,1.6329,0.8459,0.5439,0.2227,1.8313,-0.0172,0.8553,-0.0443,0.8823,0.4088,0.2574,0.1913,0.9576,Control
Utah__A09,0.3486,-0.0453,-0.0732,0.0048,-0.1332,-0.0814,1.2916,0.6786,0.5652,-0.0477,0.2922,0.4743,-0.0853,-0.047,0.0221,1.8552,0.6597,0.3954,0.1612,1.6983,-0.0324,0.6911,-0.0029,0.8207,0.5012,0.2006,0.1136,0.7473,Control
Utah__A10,0.4474,-0.085,-0.0573,-0.0123,-0.1044,-0.0053,1.339,0.7324,0.7652,-0.0192,0.2947,0.4388,-0.0983,-0.0465,0.057,1.4448,0.8249,0.5462,0.0185,1.8505,-0.0239,0.8189,-0.0543,0.8577,0.5234,0.1367,0.1534,1.1254,Control
Utah__A11,0.4847,-0.1417,-0.051,0.0902,-0.1022,-0.0377,1.2982,0.5063,0.5527,0.0049,0.3298,0.4279,-0.0456,-0.0349,0.0207,1.141,0.5349,0.2816,0.0182,1.3556,-0.0353,0.5553,-0.0041,0.6808,0.3607,0.114,0.1476,0.7648,Control
Utah__A12,0.2417,0.0406,-0.0564,0.1484,-0.0802,-0.135,0.8922,0.4981,0.3043,0.0183,0.0444,0.1073,-0.0705,0.0383,0.0576,1.2325,0.3674,0.279,-0.0253,1.3429,0.0108,0.4942,0.1151,0.2694,0.1176,0.1215,0.2062,0.285,Control
Utah__B01,0.299,0.0195,-0.1244,0.0872,-0.0299,-0.4376,1.2538,0.6231,0.3646,0.0291,0.0181,0.5535,0.0016,-0.0447,-0.205,1.5968,0.6428,0.3531,-0.0405,1.723,-4e-04,0.623,0.0943,0.722,0.2731,0.2684,0.3724,0.5556,Control
Utah__B02,0.4294,-0.1055,-0.0853,-0.0102,-0.0959,-0.0799,1.3498,0.6064,0.6223,0.0053,0.213,0.4909,-0.0404,-0.0538,-8e-04,1.5445,0.6194,0.3052,0.0596,1.9883,-0.0072,0.694,-0.0082,0.7454,0.4962,0.2617,0.1825,0.5895,Control
Utah__B03,0.3863,-0.035,-0.1029,0.003,-0.0954,-0.1469,1.2979,0.6273,0.589,0.0674,0.1493,0.4629,-0.0202,-0.0533,2e-04,1.702,0.6337,0.316,0.2673,1.7571,0.0234,0.6541,0.0321,0.7049,0.4877,0.2768,0.199,0.5832,BRCACancer
