@relation data

@attribute id string
@attribute 5436 numeric
@attribute 11051 numeric
@attribute 4799 numeric
@attribute 5437 numeric
@attribute 1477 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 1479 numeric
@attribute 6829 numeric
@attribute 1478 numeric
@attribute 25920 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6827 numeric
@attribute 6872 numeric
@attribute 11198 numeric
@attribute 10921 numeric
@attribute 5440 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 2958 numeric
@attribute 6921 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 29894 numeric
@attribute 53981 numeric
@attribute 4686 numeric
@attribute 8732 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 4116 numeric
@attribute 51362 numeric
@attribute 8731 numeric
@attribute 8683 numeric
@attribute 6880 numeric
@attribute 9295 numeric
@attribute 6881 numeric
@attribute 7307 numeric
@attribute 11338 numeric
@attribute 10914 numeric
@attribute 9150 numeric
@attribute 6875 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 9785 numeric
@attribute 65109 numeric
@attribute 79869 numeric
@attribute 4331 numeric
@attribute 51497 numeric
@attribute 2071 numeric
@attribute 8106 numeric
@attribute 1025 numeric
@attribute 51692 numeric
@attribute 10978 numeric
@attribute 2068 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 6749 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 9939 numeric
@attribute 51585 numeric
@attribute 6430 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 6429 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 6428 numeric
@attribute 5433 numeric
@attribute 10250 numeric
@attribute 5432 numeric
@attribute 10189 numeric
@attribute 905 numeric
@attribute 2968 numeric
@attribute 6427 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute 6426 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4354,1.9394,1.3497,1.1959,1.464,0.9817,0.7223,0.9406,0.9637,0.5819,0.7944,0.2219,0.8808,0.4841,2.3123,0.6429,1.5557,0.7101,1.14,1.468,1.5094,0.7562,0.9029,1.4192,0.46,0.836,0.811,2.0693,1.7778,0.8552,1.3417,0.8598,1.734,0.8582,1.6679,1.7729,1.0763,0.8683,1.8077,1.8275,1.9096,1.3065,2.2042,0.5565,0.5881,1.1321,0.6298,0.7619,0.8038,0.3976,1.3487,0.3124,1.5652,0.9849,1.6273,1.8981,1.1362,0.9122,0.3669,0.3908,1.2511,1.0174,2.1933,2.3179,0.5317,2.1312,3.6936,0.9641,0.5802,0.4001,0.9155,0.9552,1.2732,0.4283,0.4679,2.0825,1.3144,1.5199,1.5522,2.5804,0.8088,1.1419,1.16,0.4912,1.6954,0.3275,2.3495,1.6417,1.3044,2.8867,0.45,Control
A02,1.1562,1.8049,1.0371,0.9626,1.13,0.8539,0.3854,0.5916,0.7768,0.2919,0.647,0.1063,0.7347,0.4446,2.3103,0.4072,1.441,0.5478,0.9461,1.2066,1.3843,0.3735,0.4679,1.1098,0.5159,0.7074,0.5038,1.9228,1.5028,0.5916,0.9482,0.7379,1.584,0.6407,1.5378,1.3348,0.9267,0.7829,1.5227,1.8079,1.551,1.0815,1.9595,0.4535,0.2514,0.8768,0.5484,0.5249,0.6837,0.2088,1.0442,0.1154,1.3931,0.7292,1.5555,1.7613,0.9416,0.8428,0.2626,0.3855,1.0281,0.8407,1.7692,2.0823,0.3752,1.8395,3.5761,0.6071,0.3655,0.2157,0.7528,0.6177,0.9801,0.4873,0.2526,2.0833,1.0162,1.1673,1.3891,2.3006,0.6644,0.9061,0.8994,0.5017,1.3545,0.1366,2.0517,1.1906,0.9392,2.689,0.3407,Control
A03,1.3708,1.9432,1.1595,1.0552,1.3425,1.0277,0.6997,0.7529,0.8762,0.5754,0.8588,0.1499,0.8758,0.5491,2.537,0.5459,1.6319,0.7196,1.1323,1.3019,1.4372,0.6154,0.7706,1.4452,0.7095,0.7009,0.7259,2.1556,1.6978,0.7935,1.0884,0.8216,1.7102,0.7951,1.6835,1.5758,1.2051,0.7482,1.5945,1.8946,1.943,1.2566,2.1263,0.5942,0.2561,1.0096,0.6671,0.771,0.8079,0.2938,1.1187,0.1977,1.5497,0.9585,1.6784,1.91,1.0882,0.9581,0.413,0.3933,1.1738,0.9796,2.0322,2.213,0.7946,1.9805,3.4557,0.7964,0.5555,0.3497,0.9088,1.0246,1.1279,0.5055,0.4456,2.055,1.2503,1.4234,1.5684,2.4853,0.7828,1.0715,1.1302,0.6266,1.5902,0.2466,2.2292,1.5435,1.1066,2.6746,0.4154,Control
A04,1.2516,1.9405,1.1043,1.0876,1.1184,0.9127,0.5693,0.5023,0.8648,0.3428,0.819,0.3144,0.9022,0.5017,2.3714,0.4253,1.4632,0.5648,1.143,1.2486,1.4777,0.502,0.5581,1.3034,0.6804,0.799,0.6296,1.8427,1.4159,0.7017,1.0148,0.7825,1.2528,0.7657,1.5733,1.3158,0.9967,0.9389,1.6806,1.9274,1.7279,1.128,1.9361,0.6628,0.3374,1.0214,0.6728,0.5117,0.7029,0.2219,0.9395,0.1644,1.3119,0.7792,1.5132,1.8452,1.0206,0.789,0.3413,0.5038,1.1602,0.8349,1.9274,2.2231,0.474,1.8026,3.5432,0.5536,0.5596,0.2486,0.8665,0.7208,1.1048,0.4531,0.2764,2.1358,1.1962,1.2206,1.4578,2.6494,0.6845,0.9989,1.0701,0.6258,1.4315,0.2567,2.0198,1.4379,0.8619,2.5743,0.3744,Control
A05,1.448,1.9288,1.1734,1.0842,1.247,1.1475,0.7293,0.7016,0.9718,0.5286,0.9194,0.4329,0.9387,0.5372,2.6312,0.502,1.4556,0.5617,1.0415,1.3485,1.6013,0.5204,0.6246,1.5262,0.7137,0.9498,0.8467,2.0573,1.6112,0.7968,1.0904,0.9016,1.6173,0.8314,1.7228,1.5284,1.0327,0.8598,1.61,2.146,1.8207,1.312,2.029,0.7296,0.3764,1.1961,0.7083,0.7079,0.8498,0.2947,1.1947,0.1852,1.3637,0.8769,1.6286,1.894,1.2689,1.0559,0.4677,0.4325,1.2078,0.9455,1.9575,2.2208,0.5153,1.8867,3.3186,0.6421,0.5538,0.3416,1.0537,0.888,1.1098,0.4844,0.3512,2.1131,1.2466,1.2823,1.5719,2.6257,0.771,1.0805,1.0463,0.753,1.4981,0.3328,2.2048,1.4466,1.0592,2.5974,0.4838,Control
A06,1.3463,1.8596,1.1385,1.0566,1.1981,0.9961,0.6284,0.6715,0.8618,0.4939,0.7111,0.2293,0.951,0.4476,2.3202,0.5593,1.485,0.5795,1.0075,1.2782,1.4809,0.5035,0.565,1.3621,0.4342,0.8847,0.5757,2.0686,1.6022,0.6523,1.0265,0.8045,1.6865,0.7177,1.5365,1.5168,0.9969,0.7844,1.6084,1.774,1.8994,1.1384,2.0006,0.5504,0.3804,1.0331,0.5476,0.5346,0.7626,0.3085,1.1518,0.136,1.2791,0.8123,1.6412,1.8748,1.0499,0.8554,0.3095,0.3123,1.1087,0.9051,2.0718,2.0542,0.5294,1.838,3.4998,0.6933,0.5002,0.2325,0.9523,0.7986,0.9918,0.4367,0.2346,2.013,1.1727,1.4256,1.45,2.4563,0.6504,1.0108,1.0496,0.6257,1.4283,0.3044,2.0464,1.4245,1.0497,2.6779,0.4027,Control
A07,1.2636,1.9748,1.235,1.0864,1.2983,0.9622,0.7287,0.7803,0.7943,0.4599,0.7659,0.1682,0.7372,0.4543,2.3934,0.5793,1.5159,0.6948,0.9531,1.3964,1.497,0.5942,0.7531,1.4068,0.4148,0.6864,0.7136,2.0498,1.7455,0.9064,1.2114,0.8535,1.8752,0.8976,1.7684,1.5423,0.9722,0.7985,1.7468,1.7797,1.8462,1.1989,2.2748,0.563,0.3784,1.0379,0.5539,0.7013,0.7583,0.2996,1.1851,0.3864,1.3938,0.9036,1.6276,1.8824,1.1304,0.9946,0.3495,0.4281,1.1369,0.9275,2.1107,2.334,0.4326,2.0129,3.664,0.8235,0.536,0.3985,0.9564,0.9684,1.2027,0.5523,0.3841,2.1069,1.3695,1.4898,1.4774,2.4427,0.8238,1.0363,1.0936,0.5591,1.6865,0.3143,2.1662,1.7306,1.117,2.796,0.4492,Control
A08,1.1024,1.7181,1.2326,0.8803,1.069,0.6375,0.5887,0.9283,0.7474,0.4198,0.6449,0.0336,0.8896,0.5262,1.9375,0.661,1.4349,0.7297,0.9223,1.2769,1.4881,0.5658,0.6661,1.2989,0.3275,0.6422,0.6719,1.8858,1.7312,1.0481,1.2998,0.7221,1.2873,0.7092,1.6862,1.5378,0.9374,0.802,1.8575,1.602,1.9489,1.0558,2.2279,0.5086,0.5687,0.9705,0.6086,0.5315,0.6969,0.2976,1.1483,0.5927,1.253,0.9421,1.4306,1.6506,1.0077,0.7555,0.2823,0.3355,1.1686,0.8591,1.6633,2.2172,0.4447,1.9839,3.4951,0.7888,0.6008,0.443,0.7089,1.1166,1.0755,0.4619,0.6374,2.0036,1.539,1.347,1.5842,2.4143,0.6566,1.1759,0.9022,0.3442,1.8062,0.1607,1.8826,1.8361,1.0224,2.6287,0.3917,Control
A09,1.3495,1.873,1.1931,0.9737,1.3148,0.8945,0.5617,0.7229,0.782,0.441,0.7294,0.2329,0.9042,0.4433,2.369,0.5604,1.5116,0.4818,0.8756,1.3062,1.3191,0.4522,0.6516,1.3312,0.3741,0.6051,0.5222,1.9873,1.6358,0.8264,1.0183,0.6915,1.4705,0.671,1.5716,1.5353,0.8657,0.6742,1.6069,1.7908,1.8096,1.2467,2.2792,0.5688,0.3987,1.0054,0.4951,0.5886,0.7297,0.2532,1.0999,0.3814,1.2685,0.8333,1.5753,1.8499,0.9456,0.9457,0.2424,0.3428,1.0737,0.9943,1.9603,2.0575,0.4384,1.9861,3.7274,0.6481,0.5342,0.3887,0.9767,0.9499,1.0068,0.4122,0.4018,2.0307,1.2035,1.4321,1.4547,2.5281,0.7091,1.0224,0.9718,0.4424,1.4581,0.172,2.2533,1.6176,1.183,2.8869,0.3555,Control
A10,1.3085,1.8886,1.2346,1.0401,1.3401,0.9445,0.65,0.7909,0.7154,0.4595,0.7193,0.3371,0.935,0.4877,2.2899,0.6006,1.4713,0.6266,1.0417,1.3093,1.5678,0.614,0.6245,1.4832,0.4475,0.7454,0.6915,1.97,1.6504,0.8921,1.2172,0.8572,1.6146,0.7677,1.7208,1.4343,0.8989,0.6595,1.7757,1.8854,1.8404,1.1802,2.1468,0.564,0.2504,1.1251,0.5207,0.6837,0.7449,0.2475,1.0721,0.3743,1.4071,0.9836,1.5016,1.8332,1.145,1.0232,0.3422,0.341,1.1722,0.9104,1.8318,2.3471,0.4758,1.9515,3.5705,0.651,0.6226,0.3808,0.8408,0.9344,1.0887,0.5449,0.3606,2.1681,1.4043,1.4629,1.5175,2.6365,0.6642,1.1925,0.9752,0.5218,1.7318,0.2017,1.9891,1.9214,1.0047,2.6084,0.431,Control
A11,1.2716,1.9172,1.0544,0.7226,1.282,0.8787,0.6716,0.5754,0.7429,0.413,0.6044,0.119,0.7384,0.4419,2.3152,0.4609,1.4354,0.499,0.8672,1.2166,1.0728,0.3812,0.6242,0.9117,0.195,0.7701,0.5674,1.9554,1.5098,0.6704,0.7421,0.5394,1.7056,0.6534,1.3361,1.3682,0.7985,0.5738,1.2294,1.5518,1.521,1.1219,2.0153,0.4583,0.2303,0.6828,0.3414,0.5341,0.5834,0.0921,1.0597,0.3321,1.3573,0.5912,1.4861,1.7344,0.7912,0.9423,0.328,0.213,0.8312,0.8262,1.7294,1.7542,0.1968,1.669,3.562,0.5843,0.4857,0.2957,0.936,0.8935,0.7711,0.3467,0.2987,1.7225,0.9445,1.3983,1.3667,2.124,0.4526,0.7478,1.042,0.4676,1.1859,0.0898,2.0105,1.1617,1.1051,2.673,0.3758,Control
A12,1.1824,1.4546,0.7092,0.8087,0.7579,0.6102,0.5162,0.0712,0.4003,0.0032,0.386,0.1324,0.9184,0.2363,2.0471,0.2949,1.0535,0.3092,0.9726,0.6793,1.2997,0.2116,0.1986,1.0038,0.1664,0.5034,0.2114,1.3712,0.9778,0.5287,0.6778,0.5832,0.6885,0.6903,1.0631,0.889,0.5351,0.6095,1.024,1.6897,0.9184,0.6924,1.5026,0.1668,0.0675,0.8353,0.4264,0.1473,0.3553,-0.1145,0.636,0.0425,0.8286,0.5299,1.158,1.2559,0.7337,0.4443,0.2251,0.1544,0.7572,0.6535,1.4033,1.8012,0.4114,1.1816,3.3023,0.3564,0.4064,0.0536,0.5138,0.5545,0.8571,0.3827,0.0583,1.8362,0.7374,0.8925,0.7273,2.0907,0.591,0.5545,0.7768,0.1889,0.874,0.0199,1.4873,0.9335,0.471,2.0637,0.1645,Control
B01,1.2766,1.8192,1.2407,0.9092,1.0734,0.4992,0.546,0.7037,0.7402,0.3869,0.3771,-0.2973,0.7368,0.2371,2.1075,0.6317,1.5072,0.8009,1.0444,1.1884,1.3946,0.8234,0.9085,1.0852,0.3235,0.3241,0.3105,1.8162,1.6917,0.7569,1.4487,0.6282,1.6845,1.0371,1.5991,1.662,1.1652,1.1964,1.9952,1.7338,1.966,0.9011,2.1308,0.2101,0.4294,0.8654,0.429,0.3826,0.5999,0.2039,1.2779,0.2817,1.2602,0.8416,1.6612,1.4981,0.8994,0.5371,0.0845,0.1591,1.1677,0.959,2.2182,2.2476,0.7288,2.1551,3.7978,0.7214,0.5145,0.3104,0.6075,0.8258,1.107,0.3596,0.3912,1.9572,1.2774,1.5614,1.3113,2.6943,0.6236,1.1872,0.9645,0.2091,1.6105,0.0956,2.0349,1.5871,1.0664,2.8932,0.2061,Control
B02,1.6352,1.9449,1.2302,1.1503,1.3014,1.0207,0.705,0.625,0.9767,0.4237,0.8682,0.2611,1.0054,0.4511,2.4635,0.5711,1.5954,0.803,1.2293,1.3623,1.5659,0.6668,0.6783,1.4823,0.6392,0.7827,0.8487,1.9032,1.6408,0.7673,1.4116,0.7957,1.7051,1.1539,1.651,1.5986,1.2961,0.9991,2.0019,1.9908,2.0871,1.3312,2.0457,0.5797,0.3472,1.1853,0.6279,0.6768,0.7828,0.259,1.3232,0.181,1.5927,0.9875,1.8936,1.9836,1.1991,0.9614,0.4327,0.3467,1.2335,1.0766,2.1841,2.5744,0.9032,2.09,3.9483,0.6942,0.5819,0.3036,0.9725,0.8778,1.2839,0.4528,0.3438,2.2267,1.2827,1.6056,1.5552,3.0179,0.8158,1.2739,1.2193,0.635,1.6001,0.2937,2.5394,1.7122,1.2324,3.0081,0.4612,Control
B03,1.3454,1.7909,1.1751,1.0079,1.2794,0.7946,0.5866,0.5957,0.8624,0.4406,0.6766,0.062,0.8367,0.4193,2.2155,0.5785,1.531,0.7492,1.2198,1.2933,1.5347,0.6328,0.7873,1.3316,0.5164,0.6183,0.5675,1.9487,1.6429,0.769,1.3296,0.695,1.7027,1.0453,1.7349,1.5893,1.1325,1.0318,2.0353,1.7393,1.9673,1.118,2.0746,0.446,0.3041,1.0031,0.4893,0.5522,0.6957,0.1974,1.1934,0.271,1.4695,0.9663,1.748,1.8211,1.1131,0.7645,0.2794,0.2682,1.1689,0.9808,2.179,2.5159,0.8598,2.0213,3.9224,0.661,0.5173,0.3114,0.8277,0.8146,1.2042,0.49,0.462,2.1865,1.2934,1.563,1.4318,2.8239,0.6852,1.2156,1.0362,0.5501,1.6366,0.2011,2.2643,1.7017,1.0281,3.0073,0.3821,BRCACancer
