@relation data

@attribute id string
@attribute 1022 numeric
@attribute 1026 numeric
@attribute 1111 numeric
@attribute 4750 numeric
@attribute 7465 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5741,1.2717,0.544,0.8088,0.384,-0.1142,1.5913,Control
Utah__A02,0.3587,0.9753,0.2372,0.5856,0.2358,-0.0682,1.2282,Control
Utah__A03,0.5493,1.692,0.6744,0.6603,0.5397,-0.0145,1.4549,Control
Utah__A04,0.5533,0.9804,0.259,0.6022,0.3473,-0.0639,1.3892,Control
Utah__A05,0.5475,1.7524,0.5107,0.6374,0.4061,-0.0721,1.1574,Control
Utah__A06,0.4938,1.4036,0.3329,0.5902,0.2677,-0.0911,1.0125,Control
Utah__A07,0.5297,1.1581,0.3863,0.7901,0.2708,-0.0805,1.2451,Control
Utah__A08,0.5947,1.1244,0.3564,0.8307,0.2177,-0.1188,1.3535,Control
Utah__A09,0.5279,1.3153,0.4262,0.6489,0.357,-0.0588,1.3059,Control
Utah__A10,0.6165,1.1616,0.3868,0.848,0.401,-0.1079,1.4035,Control
Utah__A11,0.4792,1.0246,0.3631,0.4914,0.383,-0.1247,1.2111,Control
Utah__A12,0.3997,1.2203,0.1905,0.4564,0.0562,-0.0404,0.9017,Control
Utah__B01,0.5081,1.2201,0.381,0.7373,0.188,-0.0441,1.1663,Control
Utah__B02,0.5758,1.5659,0.4211,0.7234,0.3455,-0.0349,1.4391,Control
Utah__B03,0.5109,1.0662,0.3869,0.69,0.3476,-0.062,1.2801,BRCACancer
Utah__B04,0.4926,0.8629,0.3211,0.8038,0.2905,-0.0123,1.2677,BRCACancer
Utah__B05,0.3957,1.0562,0.4011,0.4791,0.2067,-0.1012,1.16,BRCACancer
Utah__B06,0.369,0.7968,0.1125,0.5132,0.0418,0.0092,0.9476,BRCACancer
Utah__B07,0.6002,1.1664,0.4323,0.7419,0.4823,-0.0776,1.6755,BRCACancer
Utah__B08,0.4069,1.4498,0.414,0.6151,0.4012,-0.1616,1.2433,Control
Utah__B09,0.409,1.1889,0.3689,0.6524,0.2014,-0.1014,1.2819,Control
Utah__B10,0.3718,0.8362,0.2487,0.6383,0.1789,-0.0415,1.047,Control
Utah__B11,0.3415,1.2804,0.3056,0.5521,0.1712,-0.0667,1.2106,Control
Utah__B12,0.2505,0.5178,0.1557,0.4231,0.0548,-0.0459,1.1476,Control
