@relation data

@attribute id string
@attribute 3725 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 5599 numeric
@attribute 820 numeric
@attribute 1605 numeric
@attribute 6416 numeric
@attribute 10488 numeric
@attribute 9479 numeric
@attribute 2048 numeric
@attribute 5601 numeric
@attribute 64781 numeric
@attribute 5602 numeric
@attribute 5609 numeric
@attribute 2920 numeric
@attribute 2776 numeric
@attribute 324 numeric
@attribute 23542 numeric
@attribute 1385 numeric
@attribute 23162 numeric
@attribute 836 numeric
@attribute 427 numeric
@attribute 9586 numeric
@attribute 2353 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,-0.2728,1.0966,1.4021,0.5271,0.4027,0.7285,1.0424,-0.0126,0.0845,1.121,1.1521,-0.0344,0.6035,0.2591,0.6216,0.6744,-0.0463,1.8416,0.6281,1.24,1.8216,0.1344,2.8983,1.7309,Control
A02,0.8029,-0.2148,0.6518,0.9672,0.5294,0.3437,0.4813,0.8369,0.0183,0.0871,0.983,1.0651,0.0192,0.523,0.3252,0.1857,0.524,-0.0434,1.5349,0.464,1.2187,1.952,0.1246,1.0191,1.6299,Control
A03,1.2073,-0.2764,0.7324,1.211,0.6243,0.3991,0.6279,1.0519,-0.0143,0.1584,1.1034,1.1459,-0.0146,0.6958,0.236,0.4253,0.6483,-0.0261,1.7089,0.5994,1.3606,2.1669,0.1973,2.3465,1.8758,Control
A04,1.3091,-0.0499,0.7982,0.9665,0.564,0.3502,0.5001,0.8542,0.1051,0.0617,1.064,1.147,-0.0052,0.6518,0.4257,0.2721,0.4394,0.0434,1.6942,0.5572,1.1395,1.8624,0.104,1.5126,1.7145,Control
A05,1.2428,-0.0961,0.8411,1.1192,0.6934,0.53,0.5851,1.0679,0.0375,0.1237,1.1345,1.1338,-0.0161,0.7144,0.2711,0.4482,0.5986,0.0382,1.7835,0.6381,1.4523,2.1879,0.2297,1.9653,1.9408,Control
A06,0.8136,-0.274,0.7714,1.1521,0.5795,0.3291,0.575,0.9009,-0.0334,0.0788,0.9999,1.0526,-0.0265,0.5537,0.434,0.3223,0.5501,-0.0986,1.6261,0.5587,1.162,2.2086,0.1625,3.1061,1.8446,Control
A07,1.2402,-0.1231,1.2065,1.3691,0.6684,0.3756,0.7805,0.951,-0.0377,0.1088,1.0948,1.1264,-0.0107,0.5012,0.3757,0.8825,0.7132,-0.0638,1.8447,0.5438,1.4389,2.2054,0.2715,2.7089,1.882,Control
A08,0.8862,-0.2966,1.3348,1.4969,0.4653,0.2695,0.967,0.8348,0.0362,0.0082,1.2356,1.1384,-0.0431,0.4817,0.2449,1.0342,0.8398,-0.0069,1.9244,0.5407,1.041,1.9503,0.2078,1.6836,1.9122,Control
A09,0.9959,-0.1635,1.0956,1.3676,0.5153,0.3212,0.7254,0.9741,-0.0493,0.0723,0.9917,1.0285,-0.0155,0.5112,0.2458,0.861,0.5787,0.0085,1.7073,0.4746,1.0344,2.1515,0.237,2.2224,1.8315,Control
A10,1.3751,-0.1121,1.0771,1.2269,0.4522,0.3419,0.8418,0.9451,-0.0017,0.0552,1.1887,1.1198,-6e-04,0.5635,0.1094,0.8051,0.7359,-0.0059,1.9621,0.5589,1.2447,2.0336,0.3346,3.187,1.9225,Control
A11,1.0715,-0.2273,0.6849,1.1557,0.5421,0.1877,0.6083,0.923,0.062,-0.0078,0.8994,0.9023,-0.0066,0.4688,0.3732,0.5011,0.379,-0.0758,1.3787,0.3967,0.8655,1.838,0.1021,2.8409,1.8048,Control
A12,0.7127,-0.3233,0.5386,0.6947,0.8223,0.1687,0.2659,0.6237,0.0397,0.1648,0.889,0.5334,0.0022,0.2095,0.5698,0.0799,0.349,-0.1634,1.2041,0.2735,0.8947,1.6622,0.1196,0.8747,1.2884,Control
B01,0.9621,-0.5937,0.9971,1.4678,0.7182,0.2563,0.5919,0.7031,-0.1363,0.0652,1.0989,0.9916,-0.0215,0.2865,-0.0557,0.5459,0.5532,-0.2198,1.6376,0.4162,0.8888,1.876,0.1496,1.9307,1.5393,Control
B02,1.3562,-0.1361,1.0117,1.2677,0.5272,0.3809,0.5649,1.0417,-0.0497,0.0947,1.2179,1.1989,-0.0218,0.6416,0.3518,0.2957,0.4937,-0.0393,1.7428,0.6404,1.1595,2.1795,0.0637,3.0541,1.7139,Control
B03,1.1569,-0.2422,0.9534,1.2757,0.588,0.289,0.6194,0.8799,0.0046,0.0702,1.1503,1.1115,-0.034,0.497,0.2916,0.4204,0.5412,-0.0441,1.7274,0.5661,1.0598,2.1116,0.1334,2.6415,1.7231,BRCACancer
B04,0.8223,-0.3251,1.3396,1.1452,0.5957,0.3739,0.7505,0.6452,0.037,0.0316,1.1443,1.1637,-0.0073,0.4032,0.2224,1.0499,0.8001,-0.0649,1.7233,0.5755,1.0387,1.6998,0.2271,0.8639,1.892,BRCACancer
B05,0.6881,-0.3028,0.7066,1.0222,0.6614,0.2038,0.52,0.6755,0.0358,0.0769,0.9502,0.9866,0.0088,0.4422,0.4129,0.2189,0.4937,-0.1027,1.3547,0.4713,1.1362,2.1978,0.103,1.0309,1.7712,BRCACancer
B06,0.3086,-0.5867,0.5947,0.9729,0.9013,0.1592,0.4002,0.4548,-0.157,0.0091,0.8584,0.556,0.0728,0.1049,0.2212,0.2931,0.4638,-0.3031,1.416,0.2858,0.9527,1.7149,0.2189,0.6734,1.2783,BRCACancer
B07,1.0713,-0.1681,0.9043,1.4186,0.915,0.3271,0.6667,1.0009,0.0375,0.1066,1.2765,1.219,-0.0018,0.5956,0.0645,0.3195,0.6575,-0.0213,1.8168,0.6532,1.2561,1.9314,0.1685,1.1335,1.792,BRCACancer
B08,1.1173,-0.1113,0.6699,1.0803,0.5256,0.2654,0.4788,0.9206,0.053,0.0727,0.9295,1.1136,0.0215,0.5798,0.235,0.2425,0.3883,0.0064,1.5686,0.5345,1.1499,2.0258,0.0714,1.386,1.6981,Control
B09,0.8029,-0.299,1.0904,1.0942,0.5402,0.2145,0.8406,0.5751,-0.0816,0.0241,0.8686,0.994,-0.0231,0.4622,0.1875,0.9171,0.5804,-0.0931,1.4345,0.5683,0.9575,1.8435,0.1477,1.357,1.8255,Control
B10,0.8277,-0.1943,0.9431,0.9202,0.5383,0.251,0.5586,0.5893,-0.0166,0.0589,0.9729,0.8435,-0.0554,0.3403,0.1618,0.6751,0.5864,-0.0119,1.5664,0.3519,0.874,1.7474,0.2077,1.762,1.7394,Control
B11,0.9367,-0.1707,0.755,0.9405,0.5831,0.2981,0.5536,0.8415,0.0099,0.0798,0.96,0.9266,0.015,0.376,0.3219,0.4736,0.5468,-0.0374,1.4935,0.4675,1.0068,1.8749,0.2218,2.0348,1.6375,Control
B12,0.4094,-0.1882,1.0554,0.7469,0.5313,0.1557,0.4809,0.1712,0.0071,0.0366,0.6759,0.8317,-0.0057,0.2893,0.2771,0.8003,0.5003,-0.0341,1.2122,0.4839,0.6178,1.3081,0.2366,0.998,1.4211,Control
