@relation data

@attribute id string
@attribute 1452 numeric
@attribute 2932 numeric
@attribute 5663 numeric
@attribute 2931 numeric
@attribute 6422 numeric
@attribute 11197 numeric
@attribute 1499 numeric
@attribute 7252 numeric
@attribute 59343 numeric
@attribute 85407 numeric
@attribute 85409 numeric
@attribute 5300 numeric
@attribute 22881 numeric
@attribute 4035 numeric
@attribute 22943 numeric
@attribute 324 numeric
@attribute 9350 numeric
@attribute 1855 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 27122 numeric
@attribute 27123 numeric
@attribute 10000 numeric
@attribute 10023 numeric
@attribute 11167 numeric
@attribute 8312 numeric
@attribute 27121 numeric
@attribute 8313 numeric
@attribute 51339 numeric
@attribute 9961 numeric
@attribute 5786 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.5925,0.6628,1.146,1.039,-0.0789,-0.1669,2.1378,-0.0159,0.9801,0.0114,-0.0077,0.6199,0.0378,1.6831,-0.2508,0.6808,0.0062,0.36,0.6157,0.8453,0.0583,-0.0478,0.6233,0.6697,0.1527,0.3495,-0.1136,0.4814,0.7548,1.2748,0.7564,Control
A02,1.2727,0.4686,0.9651,1.0386,-0.0118,-0.1874,1.9406,-5e-04,0.663,0.0114,0.0845,0.4661,0.0858,1.4364,-0.2219,0.5297,-0.0783,0.3649,0.5686,0.6275,0.013,-0.0321,0.3831,0.5511,0.1305,0.2528,-0.2072,0.128,0.1176,1.0892,0.6356,Control
A03,1.4737,0.609,1.2426,1.1391,-0.0751,-0.1869,2.228,-0.0455,0.8307,-0.0069,0.1142,0.6023,0.0696,1.8116,-0.1179,0.6545,-0.0746,0.3709,0.6805,0.7841,-0.0304,-0.0307,0.396,0.8128,0.0641,0.4299,-0.1574,0.112,-0.056,1.456,0.7198,Control
A04,1.4132,0.5054,0.9418,0.9664,-0.0395,-0.1392,2.1149,-0.0651,0.7652,0.0647,0.1161,0.4809,0.0577,1.4822,-0.1563,0.4447,-0.1754,0.4706,0.6225,0.7141,0.0457,-0.0337,0.5255,0.7099,0.1568,0.2928,-0.0725,0.182,0.1385,1.132,0.6037,Control
A05,1.4668,0.6009,1.1607,1.2576,-0.0543,-0.117,2.1217,-0.0735,0.9301,0.0373,0.0906,0.5681,0.0805,2.0517,-0.1393,0.6046,-0.1225,0.4887,0.7463,0.7904,0.0059,-0.0224,0.5106,0.9951,0.1405,0.3723,-0.0641,0.1914,0.2157,1.5272,0.7499,Control
A06,1.3612,0.5351,1.0958,1.0334,-0.0326,-0.2247,2.0671,-0.0149,0.8385,-0.0165,0.0581,0.442,0.0622,1.8297,-0.1683,0.5559,-0.224,0.3904,0.6458,0.7372,6e-04,0.014,0.4506,0.7147,0.0838,0.2844,-0.15,0.1166,0.3944,1.1072,0.6551,Control
A07,1.6353,0.8251,1.2707,1.0684,-0.1103,-0.2072,2.242,-0.08,0.8515,0.0062,0.07,0.5451,0.1108,1.9481,-0.1888,0.7198,-0.2343,0.4336,0.597,0.7443,-0.0617,-0.0143,0.74,0.7048,0.0813,0.3981,-0.0294,0.1793,0.2865,1.2499,0.7579,Control
A08,1.6719,1.0661,1.2327,0.9192,-0.0992,-0.144,2.2731,-0.0248,0.8797,-0.0131,0.0563,0.4944,0.0119,1.8688,-0.2692,0.8468,-0.0637,0.3033,0.5375,0.7355,0.0267,-0.0176,1.0516,0.5443,-0.0044,0.3981,-0.1305,0.2834,0.4368,1.0978,0.848,Control
A09,1.448,0.7154,1.1392,0.987,-0.0882,-0.1341,2.1764,-0.0091,0.7416,0.0463,0.1542,0.506,0.0469,1.9169,-0.2682,0.5846,-0.1451,0.4222,0.5633,0.6938,0.0025,-0.0377,0.7535,0.6073,0.2475,0.3286,-0.1181,0.2849,0.4603,1.1958,0.74,Control
A10,1.6292,0.9142,1.2312,1.05,-0.057,-0.1448,2.3614,0.0461,0.9045,0.0033,0.0164,0.5739,0.0613,2.0187,-0.1447,0.7425,0.0064,0.3405,0.5633,0.7332,0.0233,0.0461,0.8026,0.6063,0.2273,0.3863,-0.0897,0.1135,0.0612,1.1125,0.8013,Control
A11,1.1873,0.4848,0.9938,0.8895,-0.0703,-0.1747,1.8734,-0.1752,0.5471,0.0477,0.0584,0.4324,-0.0033,1.9618,-0.2056,0.3841,-0.1528,0.2527,0.54,0.6814,0.0306,-0.0319,0.5676,0.6813,0.0232,0.2831,-0.0796,0.1887,0.1451,0.9879,0.701,Control
A12,0.9191,0.3984,0.5465,0.5321,-0.1096,-0.1286,1.615,0.0618,0.4806,-0.0525,0.1786,0.3201,0.1341,0.8225,-0.2439,0.354,-0.1923,0.2785,0.3955,0.4581,-0.001,0.0218,0.3938,0.2286,0.2628,0.1583,-0.1701,0.0465,0.027,0.5202,0.3995,Control
B01,1.5559,0.6768,0.9784,0.7178,-0.0847,-0.0536,2.2274,0.1044,0.7492,-0.04,-0.0978,0.4419,0.033,1.1026,-0.3679,0.559,-0.1119,0.1195,0.3916,0.6181,0.0087,-0.0128,0.7023,0.2682,0.1427,0.1723,-0.112,0.3688,0.3261,0.97,0.6994,Control
B02,1.603,0.5494,1.1548,1.0401,-0.0568,-0.0936,2.3355,0.0584,0.891,0.0422,0.056,0.6243,0.045,1.5612,-0.2423,0.4993,-0.0608,0.4366,0.6693,0.8367,0.0344,-0.0652,0.5192,0.6516,0.1311,0.3799,-0.0756,0.2768,0.1961,1.3271,0.6935,Control
B03,1.5986,0.6557,1.0382,0.8948,-0.0485,-0.1083,2.3868,0.0423,0.8232,0.0228,-0.0013,0.5464,0.0302,1.4415,-0.2127,0.547,-0.0855,0.2728,0.5703,0.6643,0.0773,0.019,0.6398,0.5246,-0.0389,0.2555,-0.0425,0.2951,0.0462,1.1608,0.71,BRCACancer
B04,1.6401,1.0929,1.2182,0.7922,-0.1126,-0.2387,2.1299,0.0378,0.7366,-0.0184,0.0138,0.4269,0.0894,1.704,-0.3108,0.807,-0.084,0.3293,0.5203,0.647,-0.028,0.0726,1.008,0.5325,0.1305,0.4053,-0.1251,0.1837,0.1408,0.9075,0.7537,BRCACancer
