@relation data

@attribute id string
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 6774 numeric
@attribute 5781 numeric
@attribute 1297 numeric
@attribute 5894 numeric
@attribute 6772 numeric
@attribute 80310 numeric
@attribute 7060 numeric
@attribute 5327 numeric
@attribute 1289 numeric
@attribute 1287 numeric
@attribute 5159 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 5605 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 5604 numeric
@attribute 1286 numeric
@attribute 5921 numeric
@attribute 2889 numeric
@attribute 2886 numeric
@attribute 4893 numeric
@attribute 6696 numeric
@attribute 2885 numeric
@attribute 6777 numeric
@attribute 1277 numeric
@attribute 5595 numeric
@attribute 6776 numeric
@attribute 6778 numeric
@attribute 1278 numeric
@attribute 6654 numeric
@attribute 4690 numeric
@attribute 5594 numeric
@attribute 3265 numeric
@attribute 56034 numeric
@attribute 3845 numeric
@attribute 5045 numeric
@attribute 8440 numeric
@attribute 6714 numeric
@attribute 7529 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 9564 numeric
@attribute 256076 numeric
@attribute 5340 numeric
@attribute 5290 numeric
@attribute 1398 numeric
@attribute 5291 numeric
@attribute 1399 numeric
@attribute 5335 numeric
@attribute 131873 numeric
@attribute 7059 numeric
@attribute 7058 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 7057 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1346,0.061,-0.1113,0.0461,1.4485,0.5364,-0.0734,1.7847,2.3959,-0.0748,-0.064,0.0233,-0.1103,-0.1505,0.0783,-0.0259,-0.0329,-0.059,0.4255,-0.0738,-0.0599,0.718,-0.089,1.2797,0.8154,-0.0659,2.847,-0.0218,1.6544,1.4497,-0.182,1.0783,1.1886,2.349,-0.1116,1.1294,0.8678,1.7309,0.4247,0.2399,1.5983,1.0653,0.9352,0.3629,2.4348,0.5147,0.1622,0.0099,-0.0271,0.005,0.035,-0.0199,0.0117,1.6169,0.9599,1.5303,2.0325,1.7289,-0.1388,0.5107,0.0152,1.4782,0.1982,2.1631,Control
A02,0.1882,0.0713,-0.0759,0.0774,1.3068,0.3842,-0.0031,1.5429,2.5766,-0.0574,-0.0085,0.0711,-0.0821,-0.1406,0.2369,0.0211,0.0551,-0.0568,0.2945,-0.0676,-0.0204,0.4692,-0.0375,0.8677,0.5711,-0.0559,3.0554,0.0127,1.493,1.0472,-0.1832,1.0214,1.0922,2.2966,-0.0539,0.9018,0.72,1.6299,0.3701,0.2726,1.3547,0.8211,0.5831,0.3648,2.3385,0.6051,0.1378,0.0455,0.0202,0.0331,0.0546,-0.0666,0.0289,1.3286,0.7556,1.3861,1.953,1.2376,-0.0829,0.3427,0.1278,1.1561,0.1599,1.5573,Control
A03,0.2035,0.0765,-0.0882,0.0429,1.4789,0.4604,-0.0089,1.7349,2.9498,0.0622,0.0011,0.0317,-0.0911,-0.156,0.4751,0.0056,0.0464,-0.0712,0.494,-0.056,-0.0626,0.6904,-0.0643,1.0619,0.9122,-0.026,3.1476,0.0803,1.7906,1.1742,-0.175,1.0584,1.2443,2.3818,-0.1058,1.1313,0.8528,1.8758,0.3745,0.2926,1.6547,1.2992,0.6675,0.5956,2.5751,0.4622,0.0957,0.0452,0.0415,0.0322,0.0159,-0.0562,0.032,1.4291,0.9155,1.4305,2.0396,1.3242,-0.0818,0.468,0.0963,1.3011,0.2603,1.6914,Control
A04,0.2975,0.1078,-0.0461,0.1694,1.39,0.3807,-0.0137,1.6725,2.4101,-0.0192,-0.0267,0.017,-0.0298,-0.1442,0.1518,0.0361,0.0187,-0.0407,0.4226,-0.0385,-0.0242,0.4999,-0.0519,0.9845,0.7202,0.018,3.093,-0.0098,1.4914,1.1716,-0.0899,1.0435,1.1518,2.3063,-0.0786,1.0307,0.7575,1.7145,0.3589,0.2099,1.1941,1.0578,0.7985,0.3996,2.4407,0.4976,0.1893,0.007,0.0864,0.1913,0.0993,-0.071,-0.048,1.383,0.7906,1.3728,2.0529,1.312,-0.0654,0.3598,0.0641,1.4673,0.2795,1.6779,Control
A05,0.2617,0.168,-0.0898,0.1369,1.4436,0.4661,-0.0321,1.808,2.6902,0.0706,-0.037,-0.0252,-0.0482,-0.1197,0.1913,0.0564,1e-04,-0.0519,0.4974,-0.0384,-0.0628,0.7099,-0.0696,1.0949,0.7706,-0.0359,3.3716,-0.0318,1.8851,1.1977,-0.0477,1.1978,1.2963,2.5424,-0.0967,1.0492,0.8303,1.9408,0.4809,0.4201,1.41,1.4702,0.7172,0.6218,2.4214,0.7086,0.2098,0.0343,0.0726,0.1621,0.0991,-0.0453,-0.0777,1.5208,0.9318,1.8135,2.185,1.2008,-0.0844,0.4092,0.0541,1.3057,0.3911,2.3286,Control
A06,0.2061,0.0856,-0.0836,0.0056,1.3629,0.4744,-0.0439,1.7489,2.2501,0.0465,-0.0259,-0.055,-0.1065,-0.1659,0.0631,-0.0713,0.0235,-0.0703,0.3508,-0.0826,-0.0311,0.6673,-0.026,0.9493,0.6449,-0.1257,2.9291,0.0097,1.5864,1.0885,-0.162,0.9874,1.1044,2.4427,-0.0637,0.8863,0.6689,1.8446,0.2391,0.21,1.4342,1.2859,0.5642,0.4104,2.4879,0.3466,0.0881,0.019,-0.0304,-0.0321,0.0867,-0.0191,0.0077,1.4163,0.8426,1.4187,1.9498,1.1962,-0.0733,0.4233,0.0547,1.3466,0.1824,2.1442,Control
A07,0.222,0.075,-0.0481,0.0638,1.417,0.516,-0.0304,1.7704,2.2354,0.0841,0.0149,-0.0652,-0.118,-0.1716,0.3383,-0.0871,0.029,-0.0739,0.4043,-0.1088,-0.0268,0.8479,-0.019,1.3386,1.0157,-0.0699,2.9633,0.0128,1.89,1.2803,-0.1879,0.9702,1.0563,2.3945,-0.0849,1.1809,0.9217,1.882,0.3621,0.344,1.7087,1.0809,0.9056,0.3471,2.4863,0.5089,0.0958,0.0445,0.0908,0.0345,0.0626,0.0349,-0.0101,1.6368,0.9946,1.5148,2.0703,1.2837,-0.1027,0.5134,0.0925,1.6128,0.1921,1.5287,Control
A08,0.1793,0.0316,-0.0915,0.0176,1.3521,0.6002,-0.0339,1.7386,2.6061,0.2217,-0.0689,-0.0465,-0.1306,-0.1524,0.2833,-0.034,-0.0241,-0.0544,0.3356,-0.0944,-0.0922,0.8635,-0.0773,1.547,1.1165,-0.0818,2.7421,0.0538,1.7425,1.326,-0.1948,0.9939,0.9985,2.043,-0.1163,1.4746,0.9628,1.9122,0.2915,0.4006,1.6234,0.9001,1.125,0.3367,2.3514,0.3792,0.1076,-0.0339,-0.0759,-0.0028,0.0832,-0.0561,-0.0219,1.8021,0.7153,1.5358,1.7352,1.4764,-0.1565,0.4689,0.0463,1.7107,0.159,0.9129,Control
A09,0.2234,0.0745,-0.0773,-0.0179,1.3322,0.4408,-0.024,1.6393,2.4514,0.0422,-0.0058,-0.0189,-0.1177,-0.1814,0.2024,-0.0166,0.0287,-0.0867,0.3503,-0.0903,0.0074,0.7596,-0.0575,1.177,1.0069,-0.0731,2.9428,-0.0132,1.8554,1.2423,-0.1405,0.99,1.0681,2.417,-0.0969,1.0011,0.8164,1.8315,0.3464,0.3161,1.5566,0.9955,0.9003,0.4405,2.6039,0.5625,0.1282,0.0168,0.042,0.0218,0.0696,-0.0509,-0.027,1.4941,0.8336,1.4418,2.0118,1.3678,-0.0587,0.3178,0.0677,1.5301,0.1611,1.8307,Control
A10,0.4375,0.0643,-0.1007,0.0685,1.454,0.5,-0.046,1.7838,2.7478,0.2685,-0.0151,-0.0011,-0.0821,-0.1402,0.1401,0.0137,-0.013,-0.0619,0.4701,-0.0286,-0.0553,0.7992,-0.0288,1.336,1.0449,0.0177,3.0526,-0.0266,1.8284,1.2341,-0.1477,0.9237,1.0356,2.2405,-0.0991,1.3376,0.9276,1.9225,0.3978,0.3461,1.4421,1.0429,0.906,0.4233,2.4635,0.5983,0.1679,-0.0152,0.0416,0.1155,0.0995,-0.0633,-0.0402,1.743,0.8023,1.7142,1.9851,1.2566,-0.1116,0.3702,-0.0049,1.6455,0.2578,2.1468,Control
A11,0.2837,0.0434,-0.0795,-0.0651,1.2256,0.4071,-0.1094,1.2871,1.4823,0.2035,-0.0514,0.0034,-0.0717,-0.1466,0.1997,-0.0234,0.0066,-0.0051,0.421,-0.042,-0.1452,0.5921,-0.0602,0.7886,0.8436,-0.0763,2.524,-0.0405,1.5674,1.0994,-0.1422,0.9765,0.8675,2.1898,-0.1488,0.7411,0.6509,1.8048,0.2849,0.1774,1.415,0.9622,0.5522,0.2131,2.4022,0.2345,0.1465,-0.0356,-0.1022,-0.0216,0.13,0.0466,-0.0099,1.2242,0.6717,1.0238,1.9019,1.1671,-0.1498,0.1506,0.0828,1.2045,0.1856,1.4573,Control
A12,0.0822,0.2326,-0.0575,-0.1556,0.92,0.2448,-0.0012,1.1725,1.4875,-0.0927,-0.0035,-0.0015,-0.1051,-0.1926,0.2599,-0.0024,0.0538,-0.0758,0.184,-0.0445,-0.003,0.3092,-0.0162,0.6418,0.3543,-0.0789,2.6251,0.0016,1.1338,0.6654,-0.1471,0.6537,0.6406,1.5795,-0.0589,0.5264,0.6443,1.2884,0.1934,0.2838,0.869,0.645,0.5243,0.1246,1.7834,0.4048,0.0454,0.103,-0.045,-0.1012,0.0919,0.1417,0.1072,0.9277,0.3489,1.0841,1.4738,0.8362,-0.0232,0.3157,0.1507,0.9724,-0.1209,1.3694,Control
B01,-0.0543,0.1291,-0.106,-0.1778,1.2138,0.5505,-0.086,1.6457,2.2353,-0.147,-0.067,0.0987,-0.2761,-0.1937,0.1082,-0.1388,-0.0468,-0.0601,0.1378,-0.1462,-0.0553,0.6422,-0.0375,1.2542,0.7218,-0.1828,2.6035,0.0347,1.513,1.1337,-0.2634,0.7649,0.921,1.9366,-0.1215,0.9155,0.7973,1.5393,0.1464,0.1758,1.5378,0.6343,0.8475,0.1548,2.4564,0.1881,-0.1194,0.0225,-0.2211,-0.2917,-0.1494,0.0459,0.1253,1.4936,0.7315,1.2976,1.4403,1.4003,-0.0806,0.5128,0.0228,1.579,-0.1709,1.4965,Control
B02,0.2964,0.0494,-0.1029,0.0387,1.4263,0.4639,-0.0499,1.8628,2.6152,-0.0099,-0.0384,-0.0028,-0.0791,-0.1421,0.2733,0.0071,0.0021,-0.0525,0.4073,-0.0815,-0.0773,0.6051,-0.0424,1.0609,0.7298,0.0028,3.2009,0.0245,1.6209,1.2284,-0.1198,1.0793,1.1377,2.5131,-0.0995,0.8818,0.8904,1.7139,0.3374,0.2162,1.5353,1.1338,0.7375,0.4023,2.6982,0.4202,0.0882,0.0131,0.0384,0.0393,0.0281,0.0529,0.0213,1.4558,0.8572,1.3956,1.9308,1.468,-0.0649,0.5453,-0.0088,1.7588,0.2103,1.401,Control
B03,0.2347,0.0753,-0.1198,-0.0315,1.3449,0.5275,-0.0944,1.7257,2.431,0.0106,-0.0653,0.0432,-0.143,-0.1587,0.0917,0.0011,-0.0384,-0.014,0.3033,-0.0844,-0.0855,0.6391,-0.0602,1.1565,0.7785,-0.0983,2.9618,-0.0029,1.5833,1.2214,-0.1971,0.9322,1.064,2.2248,-0.1428,0.9292,0.876,1.7231,0.2578,0.1166,1.6324,0.8533,0.7699,0.2613,2.6786,0.1051,0.0865,-0.014,-0.0352,-0.0547,0.0302,0.0354,0.0539,1.5497,0.7913,1.2952,1.7595,1.4472,-0.104,0.4718,-0.0272,1.9606,0.0948,0.5335,BRCACancer
B04,0.1792,0.0608,-0.0819,-0.0199,1.3225,0.6234,-0.0471,1.725,2.445,0.2595,-0.0095,-0.0655,-0.1591,-0.1604,0.3106,-0.0759,-0.0049,-0.0837,0.3598,-0.1141,-0.025,0.7937,-0.0288,1.5178,1.282,-0.0221,2.4663,0.0568,1.6575,1.2762,-0.1788,0.7103,1.0169,1.9672,-0.1013,1.4407,0.9414,1.892,0.1672,0.4197,1.3972,0.6862,1.1549,0.3358,2.053,0.4217,0.1182,0.0356,-0.0508,-0.0447,0.0675,-0.0411,-0.0233,1.609,0.8492,1.4994,1.6126,1.3972,-0.1051,0.377,0.0763,1.5843,0.1053,1.3868,BRCACancer
B05,0.2404,0.1429,-0.0609,-0.0882,1.2257,0.3737,-0.0333,1.4207,2.1259,-0.0739,-0.0203,-0.0249,-0.1345,-0.1633,0.3061,-0.0707,0.079,-0.1102,0.3612,-0.088,0.0053,0.4861,0.0356,0.894,0.826,-0.0847,2.3855,0.114,1.5074,0.9448,-0.1573,0.8091,0.9368,2.1082,-0.0439,0.7814,0.654,1.7712,0.23,0.2253,1.274,0.7904,0.6406,0.2762,2.5809,0.2702,-7e-04,0.0375,-0.041,-0.0163,0.0025,0.053,0.1023,1.1758,0.6725,1.1414,1.6936,1.0175,-0.052,0.3134,0.158,1.6637,0.0058,1.576,BRCACancer
