@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10062 numeric
@attribute 10197 numeric
@attribute 1026 numeric
@attribute 10379 numeric
@attribute 10401 numeric
@attribute 10686 numeric
@attribute 1147 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 149461 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 1965 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 23586 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27102 numeric
@attribute 2885 numeric
@attribute 29110 numeric
@attribute 2932 numeric
@attribute 3265 numeric
@attribute 3434 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3445 numeric
@attribute 3448 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3551 numeric
@attribute 3576 numeric
@attribute 3646 numeric
@attribute 3659 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 369 numeric
@attribute 3716 numeric
@attribute 3845 numeric
@attribute 3949 numeric
@attribute 439996 numeric
@attribute 440275 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4893 numeric
@attribute 4938 numeric
@attribute 4939 numeric
@attribute 4940 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 51208 numeric
@attribute 51588 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53842 numeric
@attribute 5465 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 55844 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5610 numeric
@attribute 572 numeric
@attribute 57506 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6041 numeric
@attribute 6256 numeric
@attribute 6300 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 7098 numeric
@attribute 7122 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7186 numeric
@attribute 7187 numeric
@attribute 7189 numeric
@attribute 7297 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8554 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 9021 numeric
@attribute 9063 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 9451 numeric
@attribute 949 numeric
@attribute 9641 numeric
@attribute 975 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6233,0.2214,1.8062,1.2717,1.7344,0.7817,0.0658,1.5171,-0.1968,0.099,0.0285,-0.3325,1.4449,0.4491,0.1264,0.6001,-0.0836,1.3309,0.6157,0.8453,1.4389,0.0147,1.5608,0.162,-0.0063,1.8305,1.6355,1.5365,0.6628,0.4236,1.4482,-0.0978,-0.4006,-0.1045,0.629,1.8546,1.8776,-0.059,1.1591,2.1055,1.2398,2.0615,0.8043,0.3163,1.3732,1.8794,1.5967,0.5417,-0.0406,0.8607,1.6981,2.2123,2.7938,1.7883,2.4625,1.3638,-0.1827,-0.1014,-0.0018,-0.1126,0.7671,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,-0.0367,0.3872,1.7098,0.8892,1.3951,1.0472,1.0702,0.0432,-0.1122,1.3317,1.76,1.0952,1.4087,-0.0236,1.1297,-0.0399,1.0042,1.7574,0.2409,0.9901,1.7841,1.4383,1.097,0.5643,-0.1579,1.1256,1.3471,0.5978,2.3654,2.2851,1.4524,0.2954,0.4905,0.4149,1.2819,0.7493,0.2394,0.943,0.8372,1.1125,0.0818,0.3604,1.4921,1.2857,1.4118,0.619,1.1425,-0.1446,-0.0312,-0.164,-0.1613,-0.0969,1.0645,0.121,0.9138,1.0887,Control
A02,0.3831,0.0609,1.7625,0.9753,1.4174,0.7015,0.0463,1.302,-0.2548,0.1792,-0.0836,-0.1489,1.1614,0.4437,0.2881,0.4306,-0.0018,1.1569,0.5686,0.6275,1.1486,0.0187,1.1636,0.1676,-0.0915,1.758,1.481,1.5012,0.4686,0.3716,0.8034,-0.1114,-0.416,0.0423,0.6933,1.6998,1.5115,-0.1975,0.9319,0.5462,0.9373,2.4148,0.638,0.2442,1.136,1.6629,1.3547,0.4711,0.6159,0.6064,1.2732,2.0603,2.9993,1.7082,2.1529,0.9092,-0.1064,-0.0303,0.0875,-0.0614,0.6121,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,-0.0941,0.289,1.5505,0.6903,1.195,0.8042,0.7672,0.1014,0.0201,0.9746,1.6579,1.0379,0.986,-0.0148,0.9926,0.0138,0.9425,1.2507,0.1478,0.7905,1.5394,1.258,0.7939,0.5698,-0.0901,0.9005,1.2046,0.4645,2.5389,2.1881,1.317,0.3949,0.5017,0.4378,1.2163,0.5887,0.1809,0.6226,0.7679,0.9142,0.0895,0.3492,1.056,0.9355,1.2609,0.4328,0.8535,-0.129,0.0022,-0.1946,-0.1638,-0.1696,0.7365,-0.0073,0.6032,1.1021,Control
A03,0.396,0.1972,1.931,1.692,1.8359,0.8399,-0.0052,1.5398,-0.0682,0.0499,0.003,-0.1105,1.3753,0.4999,0.1993,0.4898,-0.0179,1.3394,0.6805,0.7841,1.5932,0.0012,1.6462,0.1826,-0.102,1.7595,1.7658,1.6917,0.609,0.3757,1.5119,-0.1935,-0.3469,-0.0143,0.5847,1.7278,1.907,-0.2531,1.0697,0.8951,1.0006,2.8114,0.7043,0.4329,1.4067,1.8002,1.6527,0.9274,1.1997,0.9053,1.4485,2.7503,3.0903,2.2201,2.8519,1.8341,-0.1427,0.0256,0.0199,-0.0059,0.7879,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,-0.1395,0.4377,1.7523,0.9187,1.3815,0.9485,1.0018,0.1901,-0.0414,1.0994,1.9065,1.0752,1.223,0.0233,1.1122,-0.02,0.9742,1.7742,0.1867,0.9822,1.7337,1.4813,1.0312,0.7376,-0.0782,1.1275,1.3774,0.5178,2.8972,2.5726,1.4815,0.4339,0.4196,0.5438,1.4301,0.8079,0.2439,0.8936,0.9336,1.189,0.2042,0.3742,1.3794,1.0236,1.4831,0.8413,0.9448,-0.1242,0.035,-0.1244,-0.1504,-0.1153,0.8752,0.2215,0.8041,1.2271,Control
A04,0.5255,0.1406,1.7866,0.9804,1.4555,0.6855,-0.0438,1.079,-0.1836,0.3188,-0.1211,-0.0916,1.2634,0.4268,0.2571,0.406,-0.029,1.147,0.6225,0.7141,1.374,0.0963,0.9811,0.2397,-0.1191,1.8346,1.4795,1.2065,0.5054,0.3609,0.4301,-0.1827,-0.1293,0.0072,0.4194,1.563,1.6053,-0.1922,0.9555,0.7625,0.9843,2.4963,0.6502,0.3843,1.2239,1.964,1.1951,0.5061,0.024,0.6073,1.4304,2.2761,3.0364,1.5157,2.0355,0.8326,-0.0819,0.0151,-0.0352,-0.0586,0.7489,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,0.0083,0.2106,1.7078,0.6057,1.4064,0.6822,0.8247,0.1,-0.0071,0.9258,1.7434,1.0602,0.9854,0.1349,1.0731,-0.0106,1.0887,1.242,0.2507,0.8621,1.6705,1.484,0.8312,0.5621,0.0243,1.028,1.2203,0.5636,2.379,1.9536,1.3965,0.2126,0.5811,0.3481,1.1297,0.5955,0.2334,0.6908,0.7944,1.0194,0.0407,0.3772,1.0936,1.2084,1.3343,1.3056,0.867,-0.1336,0.0639,-0.1109,-0.1656,-0.1628,0.9345,0.0677,0.7115,1.1031,Control
A05,0.5106,0.2361,1.9942,1.7524,1.7826,0.8337,-0.1137,1.4435,-0.1966,0.244,-0.0058,-0.0443,1.514,0.6004,0.0758,0.8132,-0.0454,1.2592,0.7463,0.7904,1.5816,0.0248,1.2707,0.2171,-0.0409,2.1434,1.8562,1.4954,0.6009,0.4772,0.6194,-0.1619,-0.2426,0.0292,0.5525,1.8005,1.8479,-0.0891,1.0728,0.845,0.9533,2.6957,0.7286,0.4291,1.3362,1.8971,1.4096,0.9733,0.5818,0.8918,1.5181,2.4615,3.3113,1.8111,2.3419,1.2316,-0.0855,-0.0119,0.0022,-0.0573,0.8208,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,-0.0832,0.3707,1.7874,0.8883,1.5397,0.8529,0.9371,0.0722,-0.0301,1.079,1.9721,1.2157,1.1338,0.1042,1.1431,-0.0216,0.9788,1.4585,0.3108,1.1277,1.8077,1.5368,1.0915,0.7456,0.0052,1.0464,1.3739,0.6105,2.648,2.3031,1.4478,0.388,0.7746,0.3701,1.4212,0.7673,0.2185,0.8034,0.8518,1.1783,0.1426,0.6097,1.3243,1.1146,1.487,0.9278,0.9693,-0.0963,0.0499,-0.1335,-0.1372,-0.0328,0.9644,0.1882,0.7737,1.0841,Control
A06,0.4506,0.1676,1.8308,1.4036,1.5056,0.6778,0.0586,1.3907,-0.1395,0.097,-0.0058,-0.1881,1.2099,0.4481,0.0658,0.4684,-0.0159,1.1872,0.6458,0.7372,1.4575,-0.0814,1.2171,0.1346,-0.1075,1.7943,1.5705,1.4325,0.5351,0.2467,0.8867,-0.3673,-0.4509,0.0323,0.564,1.6346,1.7394,-0.1403,0.9844,1.1656,0.9881,2.1971,0.5944,0.2565,1.3004,1.8036,1.4336,0.5069,-0.1455,0.8268,1.3497,2.472,2.8748,1.9089,2.3301,1.0946,-0.1386,0.0371,-0.0164,0.0012,0.6473,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,-0.0942,0.3632,1.5855,0.7009,1.375,0.757,0.8173,0.0945,-0.0101,1.0893,1.8749,1.0037,1.1657,-0.086,1.0094,-0.032,0.8609,1.4509,0.2291,0.8896,1.7479,1.338,0.9485,0.6974,-0.1294,0.8852,1.3309,0.5021,2.2254,2.1935,1.3706,0.23,0.3833,0.4186,1.3082,0.6036,0.1498,0.6317,0.7749,1.0991,0.0877,0.3246,1.1741,0.9425,1.4109,0.857,0.9324,-0.1449,0.0523,-0.1771,-0.1276,-0.2423,0.7826,0.1632,0.6694,0.9134,Control
A07,0.74,0.1343,1.795,1.1581,1.5737,0.7614,-0.0424,1.4674,-0.1165,0.0474,-0.1083,-0.1033,1.5901,0.513,0.2835,0.4347,-0.019,1.3152,0.597,0.7443,1.4083,-0.0155,1.2999,0.1909,-0.1605,1.8597,1.8609,1.5213,0.8251,0.364,0.7655,-0.1783,-0.1853,-8e-04,0.5528,1.6646,2.2039,-0.0051,1.1473,0.9473,1.2429,2.2819,0.708,0.2774,1.2829,2.0093,1.7064,0.5178,-0.0592,0.8291,1.6897,1.9798,2.9085,1.8902,2.0961,0.9069,-0.1126,0.0161,-0.0057,-0.0264,0.7412,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,-0.1557,0.3346,1.762,1.0068,1.4216,0.9246,1.1272,0.1679,0.0093,1.2029,1.9127,0.9863,1.3766,-0.0731,1.1036,-0.0162,0.9428,1.3401,0.2349,0.9285,1.7697,1.2584,0.9728,0.6753,-0.13,1.1765,1.4837,0.7036,2.2112,2.1592,1.4224,0.2713,0.4933,0.4733,1.5049,0.684,0.2171,0.9329,0.9329,1.1048,0.1594,0.3276,1.6166,1.1008,1.4606,0.5311,1.1267,-0.1794,0.0356,-0.2352,-0.1028,-0.1334,0.8603,0.1128,0.7695,0.9927,Control
A08,1.0516,0.1551,1.5846,1.1244,1.4318,0.7532,-0.0332,1.3187,-0.3059,-0.0722,-0.0026,-0.3506,1.6278,0.4629,0.0897,0.2616,-0.0439,1.1752,0.5375,0.7355,1.3564,0.0828,1.3568,0.0751,-0.2695,1.7333,1.7198,1.3857,1.0661,0.2967,0.8625,-0.2066,-0.2312,0.0635,0.6594,1.5376,2.2359,-0.2383,1.198,0.8182,1.3589,2.3207,0.5588,0.2033,1.2091,2.2698,1.6216,0.5198,-0.0678,0.7737,1.8669,1.9095,2.6904,1.5866,2.1285,1.1644,-0.1512,-0.1556,0.0164,-0.0903,0.5467,1.7501,1.5683,1.321,2.0579,1.714,0.168,-0.1256,0.4049,1.654,0.767,1.2584,1.0312,1.3145,0.2334,-0.0827,1.3001,1.9432,1.0102,1.5009,-0.0884,1.2435,-0.0486,0.8045,1.4372,0.086,0.8385,1.7375,1.2448,0.8512,0.5417,-0.1106,1.467,1.4271,0.87,2.5672,2.0732,1.3603,0.206,0.1882,0.2487,1.1624,0.6482,0.179,1.0623,0.8298,0.9992,0.1918,0.1674,1.8492,0.843,1.4451,0.493,1.3175,-0.1736,0.0346,-0.0553,-0.1854,-0.2442,1.0005,0.0223,0.7901,0.9312,Control
A09,0.7535,0.1366,1.7204,1.3153,1.5776,0.6696,0.0255,1.4072,-0.2002,0.2449,-0.0973,-0.1338,1.4374,0.5017,0.2457,0.5351,-0.0328,1.2498,0.5633,0.6938,1.3804,-0.0123,1.3096,0.1439,-0.0977,1.8067,1.8278,1.4562,0.7154,0.349,0.7112,-0.1218,-0.3535,-0.0343,0.5188,1.7738,2.0696,-0.0413,1.047,0.7737,1.1769,2.1835,0.679,0.2945,1.2521,1.9491,1.5553,0.4341,-0.1027,0.7286,1.606,2.1911,2.8883,1.7374,2.2467,0.9251,-0.1021,0.0188,0.0652,-0.0283,0.6578,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,-0.0042,0.2736,1.6406,0.7961,1.3688,0.9102,1.0403,0.0935,-0.0364,1.2826,1.8616,1.0062,1.3752,-0.0165,1.0012,-0.0209,0.8572,1.3341,0.207,0.9072,1.637,1.3302,0.8855,0.5715,-0.0919,0.9988,1.3188,0.6839,2.4187,2.1477,1.3413,0.2266,0.556,0.3534,1.1854,0.5412,0.2167,0.984,0.7673,0.9788,0.0917,0.2539,1.5997,1.063,1.3453,0.7608,1.1253,-0.1406,0.0378,-0.128,-0.1174,-0.0731,0.8191,0.0548,0.769,0.9823,Control
A10,0.8026,0.1382,1.6673,1.1616,1.623,0.8273,0.0617,1.4266,-0.1871,0.0834,-0.0679,-0.1547,1.7306,0.4559,0.0709,0.7675,-0.0615,1.3176,0.5633,0.7332,1.4485,0.0503,1.2788,0.1854,-0.1813,1.961,1.802,1.5475,0.9142,0.398,0.6238,-0.0979,-0.3127,0.035,0.4765,1.6564,1.9246,-0.0587,1.1476,1.0619,1.1714,2.4578,0.6628,0.3008,1.1456,2.0508,1.4415,0.491,-0.0953,0.6814,1.641,2.1251,2.9966,1.651,2.2408,1.0034,-0.0992,0.0059,0.0091,-0.0226,0.6683,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,-0.0873,0.4249,1.7064,0.7449,1.331,0.9284,1.2045,0.3251,-0.047,1.2256,1.9537,0.9394,1.2385,0.0023,1.1969,-0.006,1.0123,1.3981,0.2064,0.9329,1.7832,1.3233,1.0302,0.5991,-0.0033,1.3316,1.3713,0.7899,2.7033,2.1464,1.4577,0.5289,0.6458,0.4561,1.3738,0.5878,0.2099,0.9471,0.9506,1.0936,0.2381,0.3962,1.7148,0.9078,1.4193,0.9115,1.2124,-0.1496,-0.0116,-0.1817,-0.1679,-0.0756,0.8782,0.1011,0.818,1.0923,Control
