@relation data

@attribute id string
@attribute 2902 numeric
@attribute 2056 numeric
@attribute 405 numeric
@attribute 6648 numeric
@attribute 5970 numeric
@attribute 3091 numeric
@attribute 4790 numeric
@attribute 1026 numeric
@attribute 4792 numeric
@attribute 2057 numeric
@attribute 3717 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1117,0.0473,1.3035,2.2301,1.4383,2.0124,1.6981,1.2717,2.2123,0.3371,1.1912,Control
A02,-0.1337,0.0034,1.1528,2.289,1.258,1.4549,1.2732,0.9753,2.0603,0.2694,1.0674,Control
A03,-0.1377,0.0288,1.3338,2.354,1.4813,1.9841,1.4485,1.692,2.7503,0.3191,1.4901,Control
A04,-0.0447,0.0907,1.2081,2.51,1.484,1.7827,1.4304,0.9804,2.2761,0.3255,0.865,Control
A05,-0.0453,0.0906,1.4786,2.4864,1.5368,1.9273,1.5181,1.7524,2.4615,0.4588,1.3068,Control
A06,-0.1583,-0.0191,1.3284,2.3059,1.338,2.1021,1.3497,1.4036,2.472,0.28,1.0847,Control
A07,-0.0988,-0.0671,1.3765,2.3407,1.2584,2.0336,1.6897,1.1581,1.9798,0.2802,1.4226,Control
A08,-0.114,0.0801,1.4131,1.9268,1.2448,2.049,1.8669,1.1244,1.9095,0.2127,1.4684,Control
A09,-0.1222,0.098,1.2451,2.18,1.3302,2.2261,1.606,1.3153,2.1911,0.2583,1.3695,Control
A10,-0.0662,0.027,1.3925,2.5407,1.3233,2.0473,1.641,1.1616,2.1251,0.325,1.4291,Control
A11,-0.0917,-0.0084,1.0101,1.8124,1.2245,1.8091,1.1005,1.0246,2.0611,0.2293,0.976,Control
A12,-0.1777,-0.0694,0.8077,1.8813,0.8238,1.1392,1.0527,1.2203,1.6799,0.1784,0.4637,Control
B01,-0.3059,-0.3045,1.1319,2.1681,1.2082,2.1764,1.5169,1.2201,2.5332,0.0146,0.9815,Control
B02,-0.109,-0.0181,1.2974,2.615,1.5865,1.9494,1.4394,1.5659,3.0801,0.2525,0.9702,Control
B03,-0.1622,-0.1091,1.2771,2.4293,1.4088,2.0823,1.4822,1.0662,2.6611,0.2116,1.0222,BRCACancer
B04,-0.1121,-0.1773,1.3134,1.9757,1.1378,1.5691,1.6554,0.8629,1.6784,0.2261,1.3224,BRCACancer
