@relation data

@attribute id string
@attribute 2194 numeric
@attribute 27349 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 54995 numeric
@attribute 55301 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4001,0.4324,0.4742,0.4402,0.8897,-0.14,Control
A02,0.2694,0.2556,0.2145,0.17,0.714,-0.1021,Control
A03,0.4241,0.4495,0.3981,0.2356,0.6499,-0.1331,Control
A04,0.4369,0.465,0.2248,0.2333,0.5446,-0.1141,Control
A05,0.5348,0.5881,0.4025,0.2992,0.6745,-0.0589,Control
A06,0.3337,0.3815,0.3615,0.307,0.7359,-0.0852,Control
A07,0.2736,0.4461,0.3738,0.2645,0.8329,-0.1911,Control
A08,0.2836,0.2771,0.546,0.4254,0.6732,-0.113,Control
A09,0.2624,0.4327,0.3248,0.2447,0.5979,-0.1052,Control
A10,0.3517,0.4419,0.4106,0.329,0.6995,-0.0984,Control
A11,0.2521,0.332,0.3337,0.2951,0.6049,-0.2006,Control
A12,0.0558,0.1074,0.0596,0.0503,0.5271,-0.0849,Control
B01,0.0171,0.0133,0.3273,0.3689,0.7323,-0.0879,Control
B02,0.4253,0.4393,0.263,0.3248,0.7088,-0.1089,Control
B03,0.2764,0.346,0.3012,0.3041,0.6965,-0.1182,BRCACancer
B04,0.2269,0.04,0.3862,0.2885,0.5228,-0.0897,BRCACancer
B05,0.2666,0.154,0.2269,0.1105,0.6274,-0.1199,BRCACancer
B06,-0.2081,-0.2479,0.2277,0.1235,0.6911,-0.1029,BRCACancer
B07,0.3185,0.2932,0.2822,0.4109,0.8131,-0.1476,BRCACancer
B08,0.3043,0.5227,0.2979,0.2445,0.745,-0.0641,Control
B09,0.2068,0.0232,0.3849,0.3,0.3124,-0.0513,Control
B10,0.1767,0.1112,0.2844,0.1954,0.5717,-0.1672,Control
B11,0.2728,0.3247,0.2763,0.1773,0.6607,-0.1444,Control
B12,0.0578,-0.0613,0.2193,0.1983,0.3103,-0.1911,Control
