@relation data

@attribute id string
@attribute 3725 numeric
@attribute 9530 numeric
@attribute 841 numeric
@attribute 5599 numeric
@attribute 7124 numeric
@attribute 5062 numeric
@attribute 6709 numeric
@attribute 4000 numeric
@attribute 4001 numeric
@attribute 6416 numeric
@attribute 8738 numeric
@attribute 8772 numeric
@attribute 7186 numeric
@attribute 8737 numeric
@attribute 8717 numeric
@attribute 84823 numeric
@attribute 8567 numeric
@attribute 4214 numeric
@attribute 5058 numeric
@attribute 6885 numeric
@attribute 5925 numeric
@attribute 836 numeric
@attribute 7132 numeric
@attribute 835 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 397 numeric
@attribute 5591 numeric
@attribute 142 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2901,0.5762,1.4595,1.4087,0.4149,1.0093,1.9609,0.0794,0.7961,0.7496,0.2104,0.887,0.2394,1.4118,1.2857,0.4953,1.6485,2.265,1.1544,1.4658,1.0363,1.208,1.2819,1.4754,0.9683,0.4112,2.0358,1.7237,0.9822,Control
A02,0.8169,0.6067,1.188,0.986,0.4378,0.8765,1.6381,0.1713,0.8177,0.4989,0.0249,0.7184,0.1809,1.2609,0.9355,0.3288,1.4211,1.9132,1.1633,1.1532,0.801,1.1875,1.2163,1.1067,0.8495,0.2916,1.7475,1.325,0.7963,Control
A03,1.1876,0.6116,1.4115,1.223,0.5438,0.9832,1.8363,0.2163,1.0522,0.6475,0.0792,0.8106,0.2439,1.4831,1.0236,0.4833,1.6311,2.1264,1.4142,1.3103,1.0565,1.3243,1.4301,1.314,0.9197,0.4401,1.9421,1.5001,0.9128,Control
A04,1.2809,0.5996,1.3025,0.9854,0.3481,0.9574,1.7384,0.2024,0.9002,0.518,0.0919,0.7485,0.2334,1.3343,1.2084,0.4441,1.5134,2.2551,1.0138,1.2639,0.8205,1.1111,1.1297,1.2642,0.8958,0.3836,1.8452,1.3686,0.9642,Control
A05,1.2201,0.7013,1.3533,1.1338,0.3701,1.0515,1.627,0.2232,1.0962,0.6041,0.122,0.9748,0.2185,1.487,1.1146,0.5806,1.7771,2.4117,1.356,1.3977,1.0433,1.4127,1.4212,1.3748,1.0382,0.4936,2.0169,1.516,0.9058,Control
A06,0.8267,0.621,1.2424,1.1657,0.4186,0.8871,1.5381,0.0905,0.8582,0.5939,0.0958,0.8327,0.1498,1.4109,0.9425,0.4269,1.5839,2.0422,1.2821,1.2785,0.8912,1.1328,1.3082,1.1999,0.9035,0.424,1.7522,1.5167,0.7811,Control
A07,1.2177,0.5788,1.4468,1.3766,0.4733,1.0399,1.6699,0.1908,0.8499,0.8022,0.2438,0.929,0.2171,1.4606,1.1008,0.4345,1.6379,2.3762,1.3527,1.5067,1.0213,1.3997,1.5049,1.4381,0.9215,0.4549,2.006,1.6104,0.8967,Control
A08,0.8932,0.5373,1.5231,1.5009,0.2487,1.2064,1.8304,0.064,0.8307,0.9913,0.4094,0.577,0.179,1.4451,0.843,0.334,1.6076,2.6059,1.1951,1.6258,1.0826,1.0162,1.1624,1.4233,0.6569,0.3883,2.0667,1.8121,0.881,Control
A09,0.9938,0.5004,1.2405,1.3752,0.3534,0.9376,1.8398,0.1978,0.6738,0.7463,0.2594,0.8045,0.2167,1.3453,1.063,0.4121,1.6371,2.4502,1.2691,1.3494,1.0359,1.0099,1.1854,1.3458,0.8576,0.38,2.0639,1.6441,0.8297,Control
A10,1.3414,0.6008,1.377,1.2385,0.4561,1.0688,1.7329,0.0934,0.9306,0.8644,0.3009,0.7286,0.2099,1.4193,0.9078,0.4234,1.5957,2.3575,1.3532,1.611,0.9646,1.2126,1.3738,1.4704,0.9305,0.3818,1.9467,1.621,0.8665,Control
A11,1.0631,0.4101,1.0241,1.1692,0.191,0.7459,1.6232,0.0206,0.615,0.6276,0.2099,0.8209,0.2112,1.1039,0.8987,0.3756,1.3789,1.776,1.1538,1.0642,0.8355,0.8471,1.253,0.9624,0.5846,0.1932,1.691,1.4922,0.7151,Control
A12,0.7342,0.1981,0.9702,0.7211,0.098,0.5361,1.1268,0.1749,0.4945,0.2806,0.0021,0.3938,0.0257,0.9329,0.4595,0.0325,1.1187,1.3066,0.6706,0.8178,0.4273,0.8752,0.7701,0.7614,0.4109,0.2302,1.688,0.8741,0.55,Control
B01,0.9628,0.4592,1.3464,1.4726,0.2251,0.9828,1.6424,-0.06,0.6818,0.611,0.167,0.462,-0.0187,1.2376,0.7401,0.0538,1.4741,2.2101,0.9893,1.3503,0.8919,0.8695,0.9503,1.2827,0.5758,0.2783,2.0185,1.42,0.8154,Control
B02,1.324,0.708,1.3633,1.2781,0.432,0.9868,1.8512,0.0974,0.8918,0.5836,0.0697,0.9233,0.2386,1.3566,1.2098,0.4128,1.6329,2.0489,1.1028,1.3441,0.8229,1.1304,1.3405,1.3611,0.9058,0.4105,2.0353,1.3995,0.986,Control
B03,1.1414,0.5846,1.4966,1.2859,0.1665,0.9203,1.7613,-0.0411,0.8097,0.6389,0.1266,0.7729,0.1446,1.3666,1.1574,0.338,1.5118,2.2094,1.1024,1.3782,0.8578,1.0343,1.2131,1.3796,0.8294,0.3312,2.0203,1.4137,0.913,BRCACancer
B04,0.8347,0.5683,1.4103,1.159,0.3252,1.2065,1.7091,0.1596,0.7055,0.7718,0.3364,0.448,0.1822,1.2819,0.7032,0.2112,1.5793,2.5339,1.1247,1.4211,0.8418,1.014,1.1789,1.4498,0.6866,0.3861,1.6933,1.5021,0.778,BRCACancer
B05,0.7116,0.481,1.1332,1.0395,0.3702,0.7662,1.5446,0.1086,0.61,0.5382,0.0501,0.5216,0.118,1.1517,0.7135,0.1961,1.5699,1.8667,1.0039,1.0368,0.7045,1.108,1.1022,1.0831,0.5665,0.3089,2.074,1.3659,0.6929,BRCACancer
B06,0.3639,0.1891,1.4109,0.9915,0.0857,0.6788,1.2264,0.0012,0.5731,0.4167,0.0338,0.3126,-0.1504,1.0414,0.4773,-0.1644,1.2797,1.7181,0.8515,1.0295,0.575,0.9311,0.8445,0.9238,0.2895,0.1266,1.5686,0.9796,0.6668,BRCACancer
