@relation data

@attribute id string
@attribute 7535 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 1147 numeric
@attribute 50852 numeric
@attribute 10892 numeric
@attribute 8767 numeric
@attribute 84433 numeric
@attribute 7454 numeric
@attribute 5062 numeric
@attribute 55740 numeric
@attribute 51466 numeric
@attribute 3109 numeric
@attribute 3108 numeric
@attribute 3635 numeric
@attribute 5588 numeric
@attribute 5170 numeric
@attribute 3551 numeric
@attribute 6885 numeric
@attribute 7408 numeric
@attribute 9402 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5788 numeric
@attribute 4690 numeric
@attribute 920 numeric
@attribute 3127 numeric
@attribute 8517 numeric
@attribute 5970 numeric
@attribute 3702 numeric
@attribute 27040 numeric
@attribute 7189 numeric
@attribute 7334 numeric
@attribute 919 numeric
@attribute 23118 numeric
@attribute 3113 numeric
@attribute 1445 numeric
@attribute 3115 numeric
@attribute 5728 numeric
@attribute 3118 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 5058 numeric
@attribute 917 numeric
@attribute 55824 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 3937 numeric
@attribute 6957 numeric
@attribute 5335 numeric
@attribute 6955 numeric
@attribute 8915 numeric
@attribute 5295 numeric
@attribute 3932 numeric
@attribute 5296 numeric
@attribute 2533 numeric
@attribute 3122 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9864,0.6301,1.747,1.5306,2.4805,1.4592,1.7332,0.6655,1.1695,1.0217,-0.0991,1.4669,2.2511,1.8408,1.2646,0.9328,0.7691,1.1434,1.4603,0.5878,1.6429,1.6889,2.2235,3.0603,0.8678,1.6895,1.0901,0.3441,1.4148,2.6708,1.667,0.8106,1.1707,0.7787,1.8011,3.0447,1.2739,1.5255,1.243,0.064,2.2816,2.164,1.1667,2.3141,1.4436,1.6169,1.5303,2.2149,0.2245,1.7289,0.2248,1.1561,1.4782,1.9662,0.1982,1.5259,3.1376,Control
A02,0.8903,0.5394,1.3779,1.317,1.8546,1.0308,1.719,0.5022,1.0846,0.8893,-0.0617,1.067,2.3441,1.9724,1.2681,0.5138,0.6471,0.9151,1.1513,0.5755,1.2896,1.279,2.0678,3.0621,0.72,1.432,1.0826,0.3329,1.23,1.8792,1.2459,0.7424,0.8273,0.4601,1.4216,3.2633,1.2378,1.414,0.647,0.2722,1.9895,1.8639,1.1756,2.276,0.8451,1.3286,1.3861,2.0937,0.1754,1.2376,0.0476,0.884,1.1561,1.7131,0.1599,1.3118,3.6276,Control
A03,0.9506,0.6168,1.1509,1.5532,1.6129,1.1874,1.8322,0.59,1.3253,0.9957,-0.0797,1.1738,2.32,2.2167,1.4447,0.8164,0.777,1.0536,1.3066,0.8465,1.3811,1.4481,2.7745,3.1872,0.8528,1.5818,0.3109,0.358,1.459,2.0684,1.4944,0.9056,1.0659,0.6678,1.3773,3.2587,1.46,1.698,0.9196,0.0989,1.9398,1.726,1.4289,2.3253,1.2498,1.4291,1.4305,2.3345,0.1461,1.3242,0.0934,1.099,1.3011,1.7413,0.2603,1.5183,3.3288,Control
A04,1.0098,0.7192,2.0388,1.0954,2.1123,1.1446,1.7619,0.6404,1.0611,0.9699,-0.047,1.1343,2.1154,1.9243,1.3759,0.6622,0.7264,0.9388,1.2606,0.6032,1.4599,1.4307,2.2888,3.3298,0.7575,1.5443,0.0915,0.3611,1.4617,2.4008,1.4899,0.7685,0.9476,0.7131,1.5642,3.256,1.2797,1.1807,0.7631,0.1989,1.9869,1.8071,1.0247,2.3006,1.1786,1.383,1.3728,2.0627,0.1606,1.312,0.103,0.9158,1.4673,1.9976,0.2795,1.3007,3.5778,Control
A05,0.8881,0.7657,1.6604,1.4575,1.6686,1.1379,1.9617,0.6188,1.4508,1.0637,-0.0775,1.0575,2.5246,2.2998,1.4136,0.6824,0.8704,1.0568,1.3929,0.8835,1.6475,1.5153,2.4787,3.1778,0.8303,1.816,1.1502,0.5943,1.5159,2.0103,1.4736,0.825,0.9862,0.7498,1.5814,3.3307,1.4212,1.4126,0.9399,0.2537,1.5613,1.5181,1.3702,1.9004,1.0881,1.5208,1.8135,2.1374,0.1513,1.2008,0.0479,1.1686,1.3057,1.7053,0.3911,1.4252,3.5296,Control
A06,0.8798,0.6325,0.8533,1.4051,1.6501,1.0398,1.7604,0.5338,1.2181,0.8999,-0.0806,1.0474,2.406,1.9422,1.3554,0.5873,0.7642,0.9679,1.2752,0.6131,1.2103,1.3528,2.4894,2.8826,0.6689,1.6757,0.2693,0.3083,1.312,1.9,1.1956,0.7493,0.9127,0.7031,1.4081,3.1875,1.1991,1.5093,0.8375,0.1825,1.5105,1.4556,1.2955,1.709,0.9872,1.4163,1.4187,2.0011,0.157,1.1962,0.0865,0.9591,1.3466,1.6353,0.1824,1.296,3.3593,Control
A07,0.9109,0.7661,1.0555,1.4813,1.8621,1.2534,1.7833,0.619,1.1498,1.0521,-0.0711,1.2562,2.2993,1.8919,1.4305,0.8646,0.7972,1.1316,1.5008,0.7666,1.5832,1.6808,1.9854,3.4253,0.9217,1.6541,0.2407,0.3113,1.2303,2.2004,1.3629,0.9049,1.2001,1.1256,1.7287,2.8594,1.3161,1.3639,1.3109,0.0756,1.8185,1.7176,1.3668,2.038,1.4635,1.6368,1.5148,2.2697,0.2075,1.2837,0.0922,1.0825,1.6128,1.7391,0.1921,1.8166,3.3186,Control
A08,0.8938,0.401,1.2049,1.3335,2.0374,1.4232,1.6076,0.6822,1.0225,1.218,-0.128,1.4225,1.9586,1.5099,1.5328,1.0663,0.8157,1.1825,1.6185,0.5471,1.6396,1.8517,1.9135,3.5552,0.9628,1.4489,0.2157,0.1506,1.2164,2.5497,1.335,0.8033,1.2858,1.5141,1.9423,2.6,1.2298,1.2623,1.5,0.1471,1.694,1.7898,1.2078,1.9365,1.7515,1.8021,1.5358,2.4058,0.1618,1.4764,0.1402,0.9288,1.7107,1.5842,0.159,2.0101,2.8904,Control
A09,0.8051,0.3074,1.3956,1.4215,1.933,1.2729,1.4702,0.5377,1.169,0.9502,-0.0929,1.2435,1.9645,1.4803,1.3605,0.8567,0.8094,1.0308,1.3452,0.5791,1.7564,1.6,2.2018,3.4935,0.8164,1.6131,0.2228,0.2373,1.304,2.3924,1.5365,0.7418,1.1451,0.9382,1.7492,2.8203,1.2945,1.109,1.3575,0.1972,2.0494,1.7943,1.2824,2.2663,1.5596,1.4941,1.4418,2.2002,0.1739,1.3678,0.1287,0.8224,1.5301,1.8564,0.1611,1.7046,3.0509,Control
A10,0.9338,0.3703,0.9732,1.4407,1.8105,1.2092,1.8338,0.608,1.0925,1.0809,-0.1136,1.2522,2.3878,1.8458,1.547,0.9458,0.8424,1.1319,1.6039,0.7118,1.9015,1.6339,2.1342,3.6895,0.9276,1.4859,1.1195,0.38,1.2969,2.3739,1.3886,0.9223,1.1147,0.9822,1.7556,2.9707,1.2817,1.21,1.3359,0.1049,2.072,1.874,1.3673,2.2669,1.2731,1.743,1.7142,2.5095,0.1461,1.2566,0.1296,1.0817,1.6455,1.9077,0.2578,2.0295,3.2873,Control
