@relation data

@attribute id string
@attribute 11254 numeric
@attribute 126969 numeric
@attribute 204962 numeric
@attribute 23446 numeric
@attribute 340024 numeric
@attribute 348932 numeric
@attribute 51458 numeric
@attribute 54716 numeric
@attribute 55117 numeric
@attribute 57127 numeric
@attribute 57153 numeric
@attribute 6005 numeric
@attribute 60482 numeric
@attribute 6529 numeric
@attribute 6530 numeric
@attribute 6531 numeric
@attribute 6533 numeric
@attribute 6534 numeric
@attribute 6536 numeric
@attribute 6538 numeric
@attribute 6539 numeric
@attribute 6540 numeric
@attribute 6563 numeric
@attribute 6570 numeric
@attribute 6571 numeric
@attribute 6582 numeric
@attribute 80736 numeric
@attribute 8170 numeric
@attribute 9152 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1966,-0.0585,-0.1105,0.8134,0.0643,0.0621,-0.0633,0.0354,-0.1491,0.0266,2.2413,-0.0207,-0.2362,-0.0377,-0.0961,0.0413,0.654,-0.1213,-0.0996,-0.0584,0.2541,-0.0869,0.6224,-0.0391,0.4182,-0.0491,-0.0325,0.0084,-0.2081,Control
Utah__A02,-0.2205,0.0091,-0.0685,0.5511,0.1776,0.1332,-0.0924,0.1825,-0.1486,0.1497,2.3015,0.042,-0.1793,0.0537,-0.0925,0.1911,0.5812,0.0651,0.0193,0.0406,0.3661,-0.078,0.5285,-0.0827,0.2238,2e-04,0.0364,-0.0227,-0.2412,Control
Utah__A03,-0.2807,-0.0648,0.0097,0.6542,0.152,0.1287,-0.026,0.1276,-0.1689,0.1039,2.3058,0.0848,-0.1808,0.0575,-0.1641,0.1831,0.8131,-0.0426,0.0435,0.0448,0.5587,-0.0544,0.7404,-0.1059,0.2502,0.0022,0.0545,-0.0099,-0.2181,Control
Utah__A04,-0.1149,-0.0275,-0.0565,0.5511,0.1138,0.1003,-0.065,0.1319,-0.0878,0.0871,2.4906,0.0438,-0.1928,0.0559,-0.1454,0.149,0.5885,0.0428,0.0148,0.0014,0.1397,-0.0904,0.2298,-0.0928,0.2,-0.0619,0.006,-0.0568,-0.2005,Control
Utah__A05,-0.1887,-0.0575,-0.0593,0.781,0.1281,0.0733,-0.0605,0.1037,-0.1084,0.0728,2.4411,0.0461,-0.1751,0.0241,-0.1135,0.1527,0.7848,0.0144,-0.0168,-0.0053,0.4404,-0.0884,0.5018,-0.0435,0.5329,-8e-04,-0.0075,-0.0286,-0.1832,Control
Utah__A06,-0.1732,-0.0323,-0.0545,0.6997,0.0636,0.0921,-0.1307,0.124,-0.1489,0.1015,2.3482,0.0766,-0.1754,0.0214,-0.2276,0.1457,0.6628,-0.0709,-0.0565,-0.0039,0.3098,-0.0911,0.2341,-0.1234,0.2619,0.0168,0.0094,-0.023,-0.2164,Control
Utah__A07,-0.2154,-0.0279,-0.0528,0.82,0.1387,0.1361,-0.1034,0.1301,-0.1919,0.1339,2.2544,0.0183,-0.1574,0.0344,-0.1729,0.1381,0.8141,0.022,0.0177,0.0162,0.2202,-0.1164,0.423,-0.0784,0.3073,-0.0151,0.0335,-0.0819,-0.2636,Control
Utah__A08,-0.226,-0.0385,-0.115,0.7313,0.0985,0.0488,-0.1368,0.0398,-0.1336,0.0399,2.1927,-0.0783,-0.1929,-0.0275,-0.1354,0.1015,0.7886,-0.1448,-0.0741,-0.0575,0.1499,-0.0951,0.6405,-0.0713,0.1278,-0.04,-0.0202,-0.0162,-0.2379,Control
Utah__A09,-0.1662,-0.039,-0.0892,0.7519,0.1879,0.1316,-0.0774,0.1481,-0.1424,0.1513,2.4931,-0.0372,-0.1277,0.044,-0.1219,0.1475,0.7299,0.025,0.0767,0.0032,0.1242,-0.0682,0.3804,-0.0912,0.3461,-0.037,0.0425,-0.0567,-0.2236,Control
Utah__A10,-0.164,-0.0754,0.0635,0.7504,0.0949,0.0073,-0.0383,0.0564,-0.1096,0.0498,2.346,-0.0153,-0.1633,-0.0011,-0.1078,0.0876,0.8223,-0.0452,-0.0181,-0.0328,0.3209,-0.0401,0.7112,-0.0922,0.4596,-0.0099,3e-04,-0.0042,-0.2035,Control
Utah__A11,-0.2373,-0.0549,-0.0357,0.6047,0.1654,0.099,-0.0618,0.0521,-0.1871,-0.0199,2.2258,0.0182,-0.2911,0.0206,-0.1477,0.0872,0.5198,-0.1281,-0.0848,-0.0381,0.1857,0.0115,0.4516,-0.1143,0.2304,-0.0671,-0.0093,0.0762,-0.2396,Control
Utah__A12,-0.3147,-0.0066,0.0545,0.3777,0.2065,0.2122,-0.0583,0.2584,-0.1828,0.2986,2.0269,0.0533,-0.158,0.2054,-0.0146,0.3425,0.4833,0.0568,0.0907,0.0841,0.0375,0.0346,0.2651,-0.0624,0.2317,-0.001,0.2044,0.0506,-0.1437,Control
Utah__B01,-0.2031,-0.0178,-0.0614,0.7092,-0.0096,-0.0358,-0.0826,0.1465,-0.2029,0.1593,2.041,-0.0275,-0.141,0.1058,0.0218,0.0233,0.6623,-0.1675,-0.0556,0.1104,0.0764,-0.0038,0.4673,-0.0236,0.2546,0.0274,0.0322,0.14,-0.1765,Control
Utah__B02,-0.1908,-0.0225,-0.0366,0.6137,0.0565,0.079,-0.0691,0.1262,-0.1498,0.1335,2.3727,-0.0089,-0.1487,0.0052,-0.0515,0.1259,0.6397,-0.0433,-0.0026,-0.0109,0.1463,-0.0484,0.3461,-0.0325,0.2746,-0.0188,0.0173,0.0042,-0.2109,Control
Utah__B03,-0.217,-0.0412,-0.0757,0.5891,-0.0366,0.0054,-0.0419,0.1313,-0.1618,0.1376,2.0573,0.0012,-0.1791,0.0478,0.0344,0.0672,0.605,-0.1184,-0.0869,-0.0062,0.167,0.0121,0.5158,-0.0613,0.2009,9e-04,0.0141,0.1109,-0.1905,BRCACancer
Utah__B04,-0.2268,-0.0186,-0.1052,0.5642,0.0641,0.159,-0.1318,0.0369,-0.2158,0.0957,2.0353,-0.0451,-0.2295,0.0252,-0.1728,0.1244,0.8643,-0.0962,-0.014,0.0083,0.0884,-0.133,0.4504,-0.1175,0.2395,-0.0785,-0.0253,-0.021,-0.25,BRCACancer
Utah__B05,-0.2082,0.0518,0.0269,0.4041,0.1119,0.2076,-0.0904,0.2095,-0.2087,0.1434,2.4562,0.0529,-0.0688,0.1207,-0.1343,0.2032,0.5989,-0.0573,-3e-04,0.0498,0.0487,-0.1094,0.2206,-0.023,0.2334,-0.0278,0.0556,0.0228,-0.2655,BRCACancer
Utah__B06,-0.3092,0.068,0.0255,0.5106,-0.1511,-0.0204,-0.2018,-0.0219,-0.2738,0.1229,1.7139,-0.0704,-0.1012,0.0712,0.1042,-0.0283,0.5418,-0.2893,-0.1546,0.0954,0.0051,-0.0473,0.4373,-0.0491,0.1878,0.0748,-0.0172,0.1414,-0.0829,BRCACancer
Utah__B07,-0.1651,-0.0643,0.0529,0.6429,0.1636,0.1118,-0.0707,0.0936,-0.1426,0.0958,2.36,-0.0193,-0.196,0.0346,-0.138,0.1226,0.6818,-0.0268,0.0133,-5e-04,0.2606,-0.0909,0.7751,-0.162,0.2505,0.0067,-0.0503,-0.0702,-0.2325,BRCACancer
Utah__B08,-0.1503,-0.0704,-0.0557,0.775,0.1105,0.0274,-0.0274,0.0503,-0.1334,0.1223,2.5316,0.0498,-0.1979,0.0148,-0.0313,0.1287,0.5346,-0.0512,-0.0302,-0.0071,0.2966,-0.0311,0.2517,-0.1259,0.6059,-0.0834,-0.0207,0.0187,-0.2084,Control
Utah__B09,-0.2303,-0.0508,-0.034,0.5597,0.0595,0.0343,-0.1134,0.043,-0.2073,0.1285,2.2999,0.0056,-0.1664,-0.0237,-0.0419,0.0737,0.6974,-0.0916,-0.0369,-0.0102,0.0104,-0.0638,0.4775,-0.0928,0.3171,0.1036,-0.0244,0.0138,-0.2768,Control
Utah__B10,-0.1776,-0.0424,-0.0601,0.4611,0.1014,0.0585,-0.0819,0.1213,-0.1281,0.1864,2.2366,0.0044,-0.1825,0.0723,-0.0991,0.1565,0.6553,-0.0392,0.0275,-0.0114,0.0987,-0.0258,0.3195,-0.0507,0.1602,-0.0131,-0.0566,-0.0337,-0.187,Control
Utah__B11,-0.1785,-0.0065,0.0102,0.5938,0.1875,0.1512,-0.0259,0.0646,-0.1154,0.0272,2.3244,0.0346,-0.1729,0.039,-0.1311,0.169,0.6998,0.0199,0.0132,-0.0542,0.2716,-0.087,0.1049,-0.0592,0.2958,-0.0511,-0.0417,-0.0371,-0.2698,Control
Utah__B12,-0.1207,0.0051,-0.0802,0.2412,0.1414,0.1743,-0.1688,0.1473,-0.1633,0.0285,1.8302,-0.0114,-0.1662,0.0249,-0.2124,0.0658,0.6032,-0.0197,-0.0695,-0.0317,0.0113,-0.0092,0.2612,-0.1453,0.1348,-0.0622,-0.0175,-0.0636,-0.2411,Control
Utah__C01,-0.2552,-0.042,-0.0572,0.7092,0.1186,0.1257,-0.0784,0.114,-0.211,0.143,2.5067,0.016,-0.2342,0.017,-0.1718,0.1619,0.8732,-0.014,-0.0024,0.0129,0.2763,-0.0598,0.3381,-0.0417,0.3112,0.0509,-0.0042,-0.0572,-0.2603,BRCACancer
Utah__C02,-0.2063,-0.0288,0.0215,0.5991,0.186,0.113,-0.0765,0.1936,-0.1539,0.1712,2.6189,-0.0099,-0.1242,0.0062,-0.0776,0.2316,0.6124,0.0208,0.0062,0.0415,0.1968,-0.0779,0.2884,-0.1045,0.3271,0.0712,0.0506,-0.0398,-0.1881,BRCACancer
Utah__C03,-0.2258,-0.0274,0.0061,0.6567,0.1747,0.1083,-0.1094,0.1467,-0.1272,0.1079,2.6021,0.0538,-0.1516,0.0455,-0.1194,0.1757,0.7866,-0.0359,0.0348,-0.0039,0.3386,-0.1652,0.8344,-0.1549,0.3386,0.007,0.0266,-0.0361,-0.2292,BRCACancer
