@relation data

@attribute id string
@attribute 3265 numeric
@attribute 6774 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 2002 numeric
@attribute 1956 numeric
@attribute 5801 numeric
@attribute 3480 numeric
@attribute 8569 numeric
@attribute 2872 numeric
@attribute 2792 numeric
@attribute 5515 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 6714 numeric
@attribute 5605 numeric
@attribute 5156 numeric
@attribute 9252 numeric
@attribute 5604 numeric
@attribute 2778 numeric
@attribute 3688 numeric
@attribute 2782 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 6654 numeric
@attribute 4609 numeric
@attribute 6195 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4247,1.4485,1.7847,0.75,0.4312,-0.0786,-0.1166,0.4787,0.7724,1.3654,-0.1115,1.7155,-0.0387,-0.1467,0.3629,0.4255,0.0099,0.9589,0.718,0.7364,2.4355,1.414,1.6544,1.0783,1.1294,1.5122,0.9065,1.7309,Control
A02,0.3701,1.3068,1.5429,0.7973,0.2767,0.0036,-0.1452,0.1548,0.5977,1.3069,-0.0107,1.5576,-6e-04,-0.1184,0.3648,0.2945,0.0455,0.4939,0.4692,0.5947,2.1547,1.3774,1.493,1.0214,0.9018,1.03,0.9246,1.6299,Control
A03,0.3745,1.4789,1.7349,0.7917,0.3461,-0.0126,-0.138,0.1714,0.8032,1.4272,-0.1264,1.7575,-0.0052,-0.0674,0.5956,0.494,0.0452,0.6912,0.6904,0.7013,2.3137,1.4718,1.7906,1.0584,1.1313,0.8428,1.0222,1.8758,Control
A04,0.3589,1.39,1.6725,0.7946,0.3725,-0.0237,-0.1147,0.2035,0.6665,1.4689,-0.0455,1.7134,0.0688,-0.0156,0.3996,0.4226,0.007,0.575,0.4999,0.6584,2.3772,1.4544,1.4914,1.0435,1.0307,1.4116,1.0052,1.7145,Control
A05,0.4809,1.4436,1.808,0.89,0.4351,-0.0402,-0.1001,0.2874,0.7315,1.6038,-0.0806,1.7923,0.0091,-0.04,0.6218,0.4974,0.0343,0.7205,0.7099,0.6793,2.205,1.553,1.8851,1.1978,1.0492,1.1201,1.1126,1.9408,Control
A06,0.2391,1.3629,1.7489,0.7604,0.3874,-0.0106,-0.1455,0.3073,0.7041,1.3143,-0.1084,1.5924,-0.0309,-0.1855,0.4104,0.3508,0.019,0.5788,0.6673,0.5895,2.008,1.3984,1.5864,0.9874,0.8863,1.2447,0.9801,1.8446,Control
A07,0.3621,1.417,1.7704,0.7917,0.2834,-0.0137,-0.1815,0.5026,0.7993,1.3551,-0.1539,1.7671,0.051,-0.1457,0.3471,0.4043,0.0445,0.8572,0.8479,0.6729,2.4902,1.5046,1.89,0.9702,1.1809,1.1522,0.9852,1.882,Control
A08,0.2915,1.3521,1.7386,0.777,0.3073,-0.0387,-0.1225,0.8634,0.7671,1.1355,-0.0861,1.6601,0.0509,-0.1079,0.3367,0.3356,-0.0339,1.0747,0.8635,0.6935,2.3245,1.4784,1.7425,0.9939,1.4746,1.1048,0.8456,1.9122,Control
A09,0.3464,1.3322,1.6393,0.7709,0.3567,-0.0275,-0.1396,0.5725,0.6377,1.3166,-0.1335,1.6468,0.0513,-0.057,0.4405,0.3503,0.0168,0.8702,0.7596,0.6166,2.6012,1.3959,1.8554,0.99,1.0011,1.1929,0.827,1.8315,Control
A10,0.3978,1.454,1.7838,0.7829,0.3201,-0.0564,-0.1136,0.3038,0.7839,1.3642,-0.1431,1.7121,0.0017,-0.0241,0.4233,0.4701,-0.0152,0.8147,0.7992,0.7025,2.7505,1.4977,1.8284,0.9237,1.3376,0.9518,0.9676,1.9225,Control
