@relation data

@attribute id string
@attribute 10163 numeric
@attribute 10458 numeric
@attribute 10580 numeric
@attribute 10810 numeric
@attribute 117178 numeric
@attribute 1387 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1956 numeric
@attribute 2033 numeric
@attribute 2064 numeric
@attribute 2241 numeric
@attribute 2260 numeric
@attribute 2534 numeric
@attribute 25945 numeric
@attribute 29119 numeric
@attribute 3480 numeric
@attribute 3643 numeric
@attribute 387 numeric
@attribute 4008 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4233 numeric
@attribute 4301 numeric
@attribute 51176 numeric
@attribute 51701 numeric
@attribute 52 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56288 numeric
@attribute 5770 numeric
@attribute 5777 numeric
@attribute 5787 numeric
@attribute 5792 numeric
@attribute 5795 numeric
@attribute 5797 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 60 numeric
@attribute 6591 numeric
@attribute 6615 numeric
@attribute 6714 numeric
@attribute 6885 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7082 numeric
@attribute 71 numeric
@attribute 7414 numeric
@attribute 7454 numeric
@attribute 7525 numeric
@attribute 81 numeric
@attribute 81607 numeric
@attribute 83439 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 8826 numeric
@attribute 89 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9855 numeric
@attribute 998 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6781,0.0173,-0.0283,0.1342,0.9075,1.4764,0.6665,1.359,1.8036,0.3646,-0.1079,2.1378,0.779,-0.0836,1.9196,0.1521,0.2634,0.1451,1.6042,0.2133,-0.1056,0.4989,0.1618,0.765,0.2888,1.2803,0.8601,1.5515,-0.0539,0.2176,1.8281,0.8079,1.4371,1.76,1.0952,0.0408,1.1964,1.8033,-0.0742,0.0248,1.2486,0.0854,-0.0046,0.1219,0.6575,1.5732,0.0321,2.0458,0.039,-0.1194,0.3755,1.4658,1.5458,0.3152,1.3569,1.7706,-0.0819,1.4022,1.2384,1.1904,0.3196,0.8074,-0.0165,-0.0468,0.9778,-0.0432,1.7462,-0.0359,0.063,0.6382,0.2414,1.3548,0.0981,Control
Utah__A02,0.4938,-0.006,-0.0455,0.099,0.6639,1.2354,0.3926,1.1078,1.8105,0.3017,-0.0664,1.9406,0.6218,-0.0018,1.7075,0.2583,0.1771,0.0074,1.263,0.1676,-0.1274,0.1816,0.0844,0.54,0.0172,0.9688,0.5808,1.1748,0.1428,0.1083,0.9496,0.5186,1.1749,1.6579,1.0379,0.0054,0.9254,1.8803,-0.0915,0.0677,1.1067,0.0811,0.0028,0.1043,0.5148,1.4654,-0.0202,1.7686,-0.1084,-0.0664,0.3775,1.1532,1.0057,0.3427,1.222,1.4137,-0.1007,1.0939,1.1723,1.1067,0.1729,0.7369,0.0855,-0.0104,0.7549,-0.023,1.7162,-0.0855,0.0791,0.5042,0.2393,1.0825,-0.0641,Control
Utah__A03,0.709,0.0581,-0.0531,0.0565,0.6485,1.4513,0.4933,1.361,1.7807,0.4994,-0.0814,2.228,0.9084,-0.0179,1.9357,0.2874,0.1878,0.0802,1.4626,0.0999,-0.1282,0.1979,0.1984,0.8594,0.0213,1.1581,0.7619,1.2843,0.1217,0.2177,0.8281,0.7209,1.2361,1.9065,1.0752,-0.0099,1.1483,1.95,-0.1151,0.12,1.3794,0.0284,0.043,0.2245,0.7441,1.5812,0.052,2.0648,-0.0658,-0.2247,0.6195,1.3103,0.8256,0.6523,1.3969,1.5733,-0.1214,1.1357,1.3701,1.3437,0.3404,0.9935,0.1341,-0.0412,0.7257,-0.0276,1.9978,-0.0262,0.1708,0.5574,0.3089,1.3582,0.05,Control
Utah__A04,0.5243,0.0346,-0.0461,0.1225,0.7723,1.2933,0.4267,1.1467,1.7872,0.3274,-0.0806,2.1149,0.5588,-0.029,1.6503,0.2938,0.2112,3e-04,1.4429,0.2327,-0.099,0.2293,0.1081,0.5096,0.1139,1.0252,0.7254,1.1688,0.0367,0.256,1.1672,0.5189,1.3053,1.7434,1.0602,-0.0101,1.0012,1.8859,-0.0825,0.0491,1.027,-0.0151,0.024,0.1547,0.4666,1.5576,0.1357,1.9505,-0.0331,-0.1614,0.414,1.2639,1.3867,0.2924,1.2572,1.6415,-0.0609,1.1965,1.3499,1.0836,0.3208,0.8157,0.0626,-0.0409,0.8075,-0.0188,1.7397,0.0335,0.1075,0.4639,0.2252,1.2386,0.0031,Control
Utah__A05,0.652,0.0267,-0.0315,0.2801,0.9801,1.4436,0.4824,1.2927,1.8921,0.525,-0.092,2.1217,0.879,-0.0454,1.9547,0.3689,0.2545,0.053,1.4763,0.1461,-0.0943,0.3115,0.2531,0.6538,0.0963,1.1964,0.6997,1.2846,0.0534,0.211,1.0436,0.7677,1.2524,1.9721,1.2157,0.0441,1.1424,2.0105,-0.0514,0.0346,1.2991,-0.0078,0.094,0.3313,0.6929,1.5776,0.0025,2.0435,-0.0497,-0.1255,0.6469,1.3977,1.1059,0.4474,1.3194,1.6744,-0.06,1.2454,1.5754,1.4672,0.2929,0.9737,0.027,-0.0642,0.9804,-0.0483,1.9724,0.0336,0.2051,0.5921,0.2799,1.2977,0.0296,Control
Utah__A06,0.5783,0.0066,-0.0586,0.0217,0.614,1.3768,0.4724,1.2344,1.6381,0.3738,-0.0535,2.0671,0.7499,-0.0159,1.8403,0.285,0.217,0.0711,1.3895,0.096,-0.1174,0.331,0.2006,0.5802,0.0621,1.1488,0.6681,1.2586,0.0458,0.2082,1.0319,0.5529,1.2256,1.8749,1.0037,-0.0132,1.0477,1.823,-0.087,0.0218,1.1153,-0.0183,0.0569,0.1044,0.5468,1.518,0.0266,1.8446,-0.104,-0.1837,0.4253,1.2785,1.1287,0.3386,1.2809,1.6206,-0.0945,1.1742,1.3317,1.2382,0.3391,0.8436,0.0538,-0.0456,0.8408,-0.0148,1.9255,-0.0611,0.1021,0.5236,0.2336,1.1472,-0.0117,Control
Utah__A07,0.868,0.0784,-0.0589,0.0762,0.8139,1.4744,0.6791,1.3447,1.6617,0.494,-0.0716,2.242,1.0154,-0.019,1.9418,0.2977,0.3284,0.0527,1.8589,0.1439,-0.1418,0.5224,0.1514,0.7994,0.1549,1.3816,0.8202,1.5482,0.0411,0.1542,1.5647,0.8434,1.3736,1.9127,0.9863,-0.0258,1.2313,1.8362,-0.02,0.096,1.4366,0.038,0.062,0.2436,0.7206,1.6586,0.0042,1.8021,-0.1001,-0.049,0.359,1.5067,1.2988,0.7088,1.5979,1.9084,-0.1515,1.1316,1.4361,1.1709,0.3682,0.9333,0.0307,-0.0328,0.8292,-0.0449,1.9533,-0.0678,0.1582,0.7878,0.316,1.571,-0.0456,Control
Utah__A08,1.0275,-0.0049,-0.0295,-0.0625,0.6697,1.5962,0.7134,1.2548,1.5875,0.5131,-0.105,2.2731,0.9465,-0.0439,2.0295,0.2675,0.4267,0.0863,1.9941,0.1386,-0.0935,0.8759,0.1657,0.8642,0.3376,1.4495,1.0401,1.6738,-0.0034,0.2659,2.1593,0.8966,1.2501,1.9432,1.0102,-0.0058,1.3062,1.6778,-0.0204,-0.0253,1.476,0.064,0.0087,0.0733,0.8123,1.3993,-0.0309,1.5964,-0.0991,-0.2516,0.3481,1.6258,1.5945,0.977,1.6228,2.0967,-0.0935,0.8875,1.197,1.0456,0.4985,0.8236,0.0014,-0.0766,0.8176,-0.0516,1.9957,-0.0937,0.0468,0.9028,0.3044,1.6801,-0.058,Control
Utah__A09,0.6695,-0.0387,-0.0531,0.1321,0.7674,1.4502,0.5707,1.2964,1.5889,0.4136,-0.0661,2.1764,0.8835,-0.0328,1.9327,0.1983,0.2757,0.033,1.7212,0.1475,-0.1021,0.5908,0.1091,0.5863,0.2031,1.339,0.8964,1.4823,0.0382,0.1509,1.7811,0.7709,1.0586,1.8616,1.0062,0.0042,1.2051,1.8256,-0.1141,0.0471,1.4607,0.0351,0.008,0.1676,0.5927,1.481,-0.0055,1.768,-0.0378,-0.0744,0.4569,1.3494,1.4003,0.7113,1.4273,1.7813,-0.1171,1.0418,1.4183,1.1899,0.2847,0.7962,0.0862,-0.0255,0.8598,-0.0377,1.9078,-0.0396,0.0572,0.707,0.2662,1.4154,-0.0029,Control
Utah__A10,0.8286,0.0105,-0.0466,0.2126,0.9102,1.5075,0.6037,1.2928,1.7414,0.5452,-0.0827,2.3614,0.7976,-0.0615,1.9649,0.2637,0.3741,0.05,1.9662,0.1919,-0.1117,0.3276,0.151,0.7708,0.1491,1.3549,0.8986,1.4478,0.0124,0.1339,1.2214,0.8795,1.2912,1.9537,0.9394,0.012,1.2288,1.8519,-0.0901,0.0168,1.5265,-0.0112,0.0382,0.1688,0.7228,1.5596,0.0557,1.821,-0.1539,0.0142,0.4388,1.611,1.1232,0.5359,1.695,1.9446,-0.1058,1.1061,1.6209,1.1146,0.3193,1.0104,-0.0023,-0.0689,0.9482,-0.0478,2.0058,-0.0057,0.1535,0.7633,0.3002,1.5851,0.0168,Control
