@relation data

@attribute id string
@attribute 10488 numeric
@attribute 10540 numeric
@attribute 10671 numeric
@attribute 109 numeric
@attribute 112 numeric
@attribute 115 numeric
@attribute 1385 numeric
@attribute 140735 numeric
@attribute 148327 numeric
@attribute 1639 numeric
@attribute 1778 numeric
@attribute 1780 numeric
@attribute 1781 numeric
@attribute 1783 numeric
@attribute 2778 numeric
@attribute 359 numeric
@attribute 360 numeric
@attribute 361 numeric
@attribute 396 numeric
@attribute 397 numeric
@attribute 4905 numeric
@attribute 51143 numeric
@attribute 51164 numeric
@attribute 51626 numeric
@attribute 551 numeric
@attribute 554 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5613 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 64764 numeric
@attribute 6810 numeric
@attribute 6844 numeric
@attribute 79659 numeric
@attribute 84516 numeric
@attribute 84699 numeric
@attribute 8655 numeric
@attribute 8766 numeric
@attribute 90993 numeric
@attribute 9230 numeric
@attribute 9586 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0448,1.026,1.1167,0.3687,0.0494,0.2911,1.8356,1.068,0.097,0.7897,1.7728,-0.072,0.3864,1.5041,0.7306,-0.0512,1.4182,-0.0246,1.2065,2.0358,0.8275,1.137,1.5701,0.0686,-0.2589,0.0014,0.945,1.1287,-0.1227,1.142,1.1574,1.3077,1.1494,0.3801,1.0204,1.6468,0.2041,1.8218,-0.0091,0.2735,2.423,-0.0949,0.5771,0.1328,Control
A02,0.8363,0.8659,0.8771,0.2795,-0.0038,0.2222,1.527,0.8627,0.0598,0.7103,1.531,-0.0099,0.2672,1.2968,0.5967,-0.0762,0.9081,-0.0715,1.2421,1.7475,0.5764,1.0146,1.2789,0.0425,-0.3343,0.0412,0.8462,0.9806,-0.1089,0.9562,0.8096,1.1043,1.15,0.2971,0.9782,1.5163,0.0651,1.6475,-0.0436,0.0996,2.6697,-0.1343,0.6025,0.1232,Control
A03,1.0544,1.0149,1.0636,0.3236,0.0352,0.4127,1.7022,0.9795,0.1074,0.8554,1.7676,-0.0627,0.3228,1.4935,0.6975,0.0086,0.8023,-0.1041,1.4293,1.9421,0.871,1.0422,1.5115,0.1048,-0.4186,0.0567,1.0405,0.9935,-0.0955,1.0907,1.0026,1.3964,1.2847,0.3676,1.0566,1.6783,0.04,1.6295,0.0277,0.1041,2.3727,-0.109,0.6575,0.1941,Control
A04,0.8539,0.8723,0.9202,0.3505,0.0731,0.2531,1.6873,1.0434,0.0341,0.794,1.586,-0.02,0.2493,1.1539,0.6569,-0.0764,1.2978,-0.0297,1.4315,1.8452,0.5803,0.9259,1.4055,0.0606,-0.1665,-0.0044,0.8362,1.1638,-0.1322,0.9348,0.987,1.2397,1.2066,0.3373,0.8248,1.6138,0.0985,1.7557,-0.0225,0.2378,2.6997,-0.0394,0.6209,0.1031,Control
A05,1.0706,1.0168,1.0422,0.3581,0.1343,0.3876,1.7772,1.1632,0.1187,0.8832,1.8427,3e-04,0.3285,1.3844,0.6767,-0.0268,0.9618,-0.0092,1.5089,2.0169,0.811,1.0999,1.7453,0.0722,-0.2615,-0.0421,1.1378,1.0454,-0.0826,1.0738,1.0131,1.4834,1.3025,0.4155,1.1212,1.6052,0.1337,1.7907,-0.0114,0.1457,2.95,-0.047,0.7175,0.2257,Control
A06,0.9013,0.9514,0.9595,0.241,0.0107,0.2854,1.6188,0.9316,0.108,0.7536,1.7606,-0.0619,0.2852,1.3421,0.5918,-0.1321,0.742,-0.082,1.2722,1.7522,0.7668,0.9715,1.482,0.0627,-0.3619,-0.0021,1.0087,0.8785,-0.1543,1.0469,0.878,1.2764,1.1774,0.4033,0.889,1.4958,0.1297,1.6917,-0.0783,0.1689,2.3149,-0.1213,0.4901,0.1602,Control
A07,0.9521,0.9616,1.0004,0.3313,0.0219,0.3257,1.8387,1.0318,0.0923,0.7616,1.7166,-0.0495,0.6276,1.5142,0.6707,-0.0777,1.0919,-0.0656,1.1835,2.006,0.9076,1.1598,1.5804,0.124,-0.2552,-0.0955,0.903,1.1356,-0.131,1.0479,1.1006,1.2596,1.1228,0.4716,0.9826,1.3859,0.2396,1.803,0.0237,0.1772,2.5597,-0.102,0.5058,0.2664,Control
A08,0.8342,0.9768,1.0101,0.2182,0.0594,0.3097,1.919,0.7627,-0.0187,0.6853,1.8469,-0.0378,0.8055,1.4076,0.6901,-0.0515,0.8982,-0.0671,1.065,2.0667,0.9395,1.0681,1.4822,0.0381,-0.5568,0.0336,0.9887,1.1812,-0.03,1.0982,1.2353,1.2644,1.1199,0.4468,0.9297,1.4104,0.2274,1.4897,-0.0095,0.193,2.0777,-0.1302,0.4197,0.2043,Control
A09,0.9755,0.9387,0.8162,0.3049,0.0714,0.2174,1.7005,0.9793,0.0892,0.6439,1.7232,-0.0319,0.4308,1.4362,0.6175,-0.0421,1.1042,-0.0237,1.1875,2.0639,0.822,0.9534,1.4789,0.0387,-0.2358,0.0754,1.0256,1.096,-0.2464,1.0489,0.9081,1.266,1.1789,0.3948,0.9508,1.4981,0.125,1.5272,-0.0725,0.1541,2.6146,-0.1113,0.4982,0.2328,Control
A10,0.9461,0.979,0.9771,0.272,0.1067,0.3596,1.9569,0.9776,0.0829,0.7074,1.8129,-0.0322,0.6035,1.4459,0.6986,-0.0864,0.5826,-0.046,1.2493,1.9467,0.8405,1.0654,1.6853,0.0382,-0.3083,0.0893,0.9363,1.2467,-0.1022,1.0175,1.0948,1.2702,1.1969,0.4483,0.9527,1.5479,0.2435,1.5987,0.0167,0.2131,2.6093,-0.086,0.5655,0.3279,Control
